row,cell,value
27,DW27,4569
27,DX27,4557
27,DY27,4547
27,DZ27,4513
27,EA27,4524
27,EB27,4530
27,EC27,4594
27,ED27,4671
27,EE27,4723
27,EF27,4865
27,EG27,4932
27,EH27,4981
27,EI27,5038
27,EJ27,5161
27,EK27,5194
27,EL27,5346
27,EM27,5336
27,EN27,5436
27,EO27,5527
27,EP27,5559
27,EQ27,5612
27,ER27,5658
27,ES27,5655
27,ET27,5964
27,EU27,5877
27,EV27,5788
27,EW27,6410
27,EX27,6365
27,EY27,6309
27,EZ27,6428
27,FA27,6460
27,FB27,6440
27,FC27,6449
27,FD27,6485
27,FE27,6494
27,FF27,6543
27,FG27,6629
27,FH27,6701
27,FI27,6701
27,FJ27,6721
27,FK27,6745
27,FL27,6467
27,FM27,6606
27,FN27,6602
27,FO27,6602
27,FP27,6556
27,FQ27,6666
27,FR27,6710
27,FS27,6716
27,FT27,6627
27,FU27,6583
27,FV27,6506
27,FW27,6432
27,FX27,6370
27,FY27,6306
27,FZ27,6273
27,GA27,6225
27,GB27,6229
27,GC27,6262
27,GD27,6271
27,GE27,6245
27,GF27,6281
27,GG27,6313
27,GH27,6329
27,GI27,6342
27,GJ27,6392
27,GK27,6406
27,GL27,6420
27,GM27,6498
27,GN27,7966
27,GO27,8318
27,GP27,8582
27,GQ27,8511
27,GR27,8441
27,GS27,8396
27,GT27,6829
27,GU27,6810
27,GV27,6817
28,B28,Total 2
28,D28,63317
28,E28,70838
28,F28,77264
28,G28,77709
28,H28,77729
28,I28,78309
28,J28,78861
28,K28,79427
28,L28,79991
28,M28,80344
28,N28,81070
28,O28,81737
28,P28,82723
28,Q28,83327
28,R28,84090
28,S28,83751
28,T28,84320
28,U28,85844
28,V28,87101
28,W28,88006
28,X28,88512
28,Y28,88807
28,Z28,89348
28,AA28,89852
28,AB28,90191
28,AC28,90864
28,AD28,91137
28,AE28,91658
28,AF28,92248
28,AG28,91199
28,AH28,93727
28,AI28,94868
28,AJ28,94360
28,AK28,95072
28,AL28,96373
28,AM28,96332
28,AN28,97395
28,AO28,97858
28,AP28,97804
28,AQ28,97801
28,AR28,97751
28,AS28,99652
28,AT28,99810
28,AU28,100522
28,AV28,101013
28,AW28,101963
28,AX28,102466
28,AY28,102776
28,AZ28,104123
28,BA28,104516
28,BB28,104007
28,BC28,104232
28,BD28,103398
28,BE28,106137
28,BF28,106846
28,BG28,106473
28,BH28,107861
28,BI28,111075
28,BJ28,112063
28,BK28,112550
28,BL28,113542
28,BM28,114206
28,BN28,113380
28,BO28,114792
28,BP28,114969
28,BQ28,116354
28,BR28,117145
28,BS28,117992
28,BT28,118223
28,BU28,119362
28,BV28,119944
28,BW28,120274
28,BX28,121215
28,BY28,121667
28,BZ28,121484
28,CA28,120015
28,CB28,120311
28,CC28,120893
28,CD28,123258
28,CE28,124426
28,CF28,125260
28,CG28,126208
28,CH28,126567
28,CI28,126920
28,CJ28,127218
28,CK28,127202
28,CL28,127017
28,CM28,126974
28,CN28,127574
28,CO28,128104
28,CP28,129118
28,CQ28,129588
28,CR28,129428
28,CS28,129449
28,CT28,130385
28,CU28,130938
28,CV28,130299
28,CW28,129375
28,CX28,129148
28,CY28,129096
28,CZ28,129053
28,DA28,129693
28,DB28,130319
28,DC28,130846
28,DD28,131810
28,DE28,132249
28,DF28,133341
28,DG28,133598
28,DH28,135729
28,DI28,135315
28,DJ28,136557
28,DL28,Total 2
28,DN28,138987
28,DO28,139045
28,DP28,139826
28,DQ28,139931
28,DR28,140211
28,DS28,141072
28,DT28,141349
28,DU28,141854
28,DV28,141536
28,DW28,141390
28,DX28,141133
28,DY28,140862
28,DZ28,140478
28,EA28,141065
28,EB28,142246
28,EC28,143456
28,ED28,144540
28,EE28,146153
28,EF28,147189
28,EG28,148563
28,EH28,150784
28,EI28,152546
28,EJ28,153686
28,EK28,154364
28,EL28,154378
28,EM28,157152
28,EN28,158702
28,EO28,161255
28,EP28,162735
28,EQ28,164029
28,ER28,165755
28,ES28,166058
28,ET28,170124
28,EU28,171556
28,EV28,171563
28,EW28,170988
28,EX28,170724
28,EY28,169527
28,EZ28,173163
28,FA28,171793
28,FB28,172233
28,FC28,172475
28,FD28,172509
28,FE28,173183
28,FF28,173613
28,FG28,174379
28,FH28,175041
28,FI28,173756
28,FJ28,172482
28,FK28,172133
28,FL28,172876
28,FM28,173342
28,FN28,172852
28,FO28,173170
28,FP28,172805
28,FQ28,174618
28,FR28,174463
28,FS28,174581
28,FT28,174697
28,FU28,174489
28,FV28,174362
28,FW28,174121
28,FX28,174545
28,FY28,175124
28,FZ28,175752
28,GA28,175998
28,GB28,175995
28,GC28,176779
28,GD28,176599
28,GE28,176783
28,GF28,176760
28,GG28,177427
28,GH28,176907
28,GI28,177752
28,GJ28,179111
28,GK28,179729
28,GL28,180639
28,GM28,181291
28,GN28,180854
28,GO28,183223
28,GP28,182200
28,GQ28,184844
28,GR28,184924
28,GS28,184652
28,GT28,185698
28,GU28,186678
28,GV28,186013
29,B29,3
29,C29,Alto Del Carmen
29,D29,2
29,P29,1
29,Q29,1
29,R29,1
29,S29,1
29,T29,1
29,U29,1
29,V29,1
29,W29,1
29,X29,1
29,Y29,1
29,Z29,1
29,AA29,1
29,AB29,1
29,AC29,1
29,AD29,1
29,AE29,1
29,AF29,1
29,AG29,1
29,AH29,1
29,AI29,1
29,AJ29,1
29,AK29,1
29,AL29,1
29,AM29,1
29,AN29,1
29,AO29,1
29,AP29,1
29,AQ29,1
29,AR29,1
29,AS29,1
29,AT29,1
29,AU29,1
29,AV29,2
29,AW29,2
29,AX29,2
29,AY29,2
29,AZ29,2
29,BA29,2
29,BB29,2
29,BC29,2
29,BD29,2
29,BE29,1
29,BF29,2
29,BG29,2
29,BH29,2
29,BI29,2
29,BJ29,3
29,BK29,2
29,BL29,2
29,BM29,2
29,BN29,2
29,BO29,2
29,BP29,2
29,BQ29,2
29,BR29,3
29,BS29,3
29,BT29,3
29,BU29,2
29,BV29,2
29,BW29,2
29,BX29,2
29,BY29,2
29,BZ29,2
29,CA29,2
29,CB29,2
29,CC29,2
29,CD29,2
29,CE29,2
29,CF29,2
29,CG29,2
29,CH29,2
29,CI29,2
29,CJ29,2
29,CK29,2
29,CL29,2
29,CM29,2
29,CN29,2
29,CO29,2
29,CP29,2
29,CQ29,2
29,CR29,2
29,CS29,2
29,CT29,2
29,CU29,2
29,CV29,2
29,CW29,2
29,CX29,3
29,CY29,3
29,CZ29,3
29,DA29,3
29,DB29,3
29,DC29,3
29,DD29,3
29,DE29,3
29,DF29,3
29,DG29,3
29,DH29,3
29,DI29,3
29,DJ29,3
29,DL29,3
29,DM29,Alto Del Carmen
29,DN29,3
29,DO29,3
29,DP29,3
29,DQ29,3
29,DR29,3
29,DS29,3
29,DT29,3
29,DU29,2
29,DV29,2
29,DW29,2
29,DX29,2
29,DY29,2
29,DZ29,2
29,EA29,2
29,EB29,2
29,EC29,2
29,ED29,2
29,EE29,2
29,EF29,5
29,EG29,6
29,EH29,7
29,EI29,9
29,EJ29,9
29,EK29,9
29,EL29,9
29,EM29,10
29,EN29,10
29,EO29,11
29,EP29,11
29,EQ29,11
29,ER29,12
29,ES29,12
29,ET29,14
29,EU29,14
29,EV29,14
29,EW29,20
29,EX29,17
29,EY29,26
29,EZ29,40
29,FA29,43
29,FB29,42
29,FC29,39
29,FD29,38
29,FE29,38
29,FF29,44
29,FG29,45
29,FH29,50
29,FI29,51
29,FJ29,55
29,FK29,54
29,FL29,58
29,FM29,60
29,FN29,62
29,FO29,76
29,FP29,77
29,FQ29,80
29,FR29,82
29,FS29,90
29,FT29,89
29,FU29,94
29,FV29,96
29,FW29,98
29,FX29,102
29,FY29,93
29,FZ29,95
29,GA29,90
29,GB29,97
29,GC29,103
29,GD29,113
29,GE29,145
29,GF29,149
29,GG29,146
29,GH29,152
29,GI29,158
29,GJ29,152
29,GK29,161
29,GL29,166
29,GM29,171
29,GN29,168
29,GO29,173
29,GP29,186
29,GQ29,186
29,GR29,186
29,GS29,207
29,GT29,213
29,GU29,222
29,GV29,228
30,C30,Caldera
30,D30,456
30,E30,493
30,F30,581
30,G30,597
30,H30,610
30,I30,603
30,J30,605
30,K30,618
30,L30,631
30,M30,637
30,N30,644
30,O30,646
30,P30,652
30,Q30,650
30,R30,652
30,S30,708
30,T30,722
30,U30,719
30,V30,726
30,W30,790
30,X30,818
30,Y30,817
30,Z30,826
30,AA30,832
30,AB30,864
30,AC30,879
30,AD30,887
30,AE30,964
30,AF30,964
30,AG30,969
30,AH30,971
30,AI30,977
30,AJ30,984
30,AK30,991
30,AL30,998
30,AM30,1003
30,AN30,1011
30,AO30,1013
30,AP30,1013
30,AQ30,1011
30,AR30,1009
30,AS30,1021
30,AT30,993
30,AU30,1000
30,AV30,1011
30,AW30,1021
30,AX30,1024
30,AY30,1020
30,AZ30,1018
30,BA30,1015
30,BB30,1023
30,BC30,1011
30,BD30,1004
30,BE30,1001
30,BF30,1012
30,BG30,1009
30,BH30,1015
30,BI30,1041
30,BJ30,1025
30,BK30,1009
30,BL30,1019
30,BM30,998
30,BN30,984
30,BO30,974
30,BP30,966
30,BQ30,960
30,BR30,955
30,BS30,951
30,BT30,939
30,BU30,963
30,BV30,923
30,BW30,920
30,BX30,913
30,BY30,914
30,BZ30,914
30,CA30,909
30,CB30,900
30,CC30,894
30,CD30,881
30,CE30,870
30,CF30,865
30,CG30,862
30,CH30,849
30,CI30,847
30,CJ30,840
30,CK30,839
30,CL30,832
30,CM30,821
30,CN30,823
30,CO30,811
30,CP30,802
30,CQ30,794
30,CR30,787
30,CS30,784
30,CT30,786
30,CU30,794
30,CV30,782
30,CW30,764
30,CX30,783
30,CY30,787
30,CZ30,783
30,DA30,784
30,DB30,781
30,DC30,772
30,DD30,771
30,DE30,765
30,DF30,760
30,DG30,745
30,DH30,764
30,DI30,748
30,DJ30,739
30,DM30,Caldera
30,DN30,735
30,DO30,728
30,DP30,726
30,DQ30,716
30,DR30,709
30,DS30,708
30,DT30,708
30,DU30,705
30,DV30,704
30,DW30,702
30,DX30,701
30,DY30,698
30,DZ30,691
30,EA30,700
30,EB30,697
30,EC30,703
30,ED30,699
30,EE30,716
30,EF30,748
30,EG30,749
30,EH30,754
30,EI30,768
30,EJ30,756
30,EK30,766
30,EL30,776
30,EM30,819
30,EN30,854
30,EO30,859
30,EP30,864
30,EQ30,840
30,ER30,822
30,ES30,806
30,ET30,805
30,EU30,793
30,EV30,674
30,EW30,2982
30,EX30,3075
30,EY30,3021
30,EZ30,3055
30,FA30,3192
30,FB30,3184
30,FC30,3181
30,FD30,3150
30,FE30,3230
30,FF30,3223
30,FG30,3235
30,FH30,3251
30,FI30,3200
30,FJ30,3167
30,FK30,3207
30,FL30,3287
30,FM30,3254
30,FN30,3213
30,FO30,3192
30,FP30,3136
30,FQ30,3215
30,FR30,3357
30,FS30,3492
30,FT30,3552
30,FU30,3555
30,FV30,3659
30,FW30,3672
30,FX30,3685
30,FY30,3712
30,FZ30,3758
30,GA30,3757
30,GB30,3756
30,GC30,3792
30,GD30,3806
30,GE30,3812
30,GF30,3853
30,GG30,3896
30,GH30,3979
30,GI30,4018
30,GJ30,3996
30,GK30,3996
30,GL30,3984
30,GM30,3994
30,GN30,3991
30,GO30,3954
30,GP30,4228
30,GQ30,4549
30,GR30,4588
30,GS30,4661
30,GT30,5010
30,GU30,5206
30,GV30,5222
31,C31,Chañaral
31,D31,117
31,E31,361
31,F31,552
31,G31,549
31,H31,566
31,I31,546
31,J31,541
31,K31,549
31,L31,566
31,M31,584
31,N31,623
31,O31,651
31,P31,647
31,Q31,658
31,R31,660
31,S31,659
31,T31,660
31,U31,638
31,V31,646
31,W31,654
31,X31,660
31,Y31,673
31,Z31,714
31,AA31,735
31,AB31,764
31,AC31,780
31,AD31,799
31,AE31,841
31,AF31,842
31,AG31,843
31,AH31,846
31,AI31,851
31,AJ31,858
31,AK31,866
31,AL31,871
31,AM31,874
31,AN31,880
31,AO31,882
31,AP31,881
31,AQ31,880
31,AR31,877
31,AS31,901
31,AT31,877
31,AU31,881
31,AV31,869
31,AW31,877
31,AX31,881
31,AY31,900
31,AZ31,924
31,BA31,921
31,BB31,954
31,BC31,977
31,BD31,942
31,BE31,983
31,BF31,1000
31,BG31,1036
31,BH31,1056
31,BI31,1071
31,BJ31,1074
31,BK31,1059
31,BL31,1071
31,BM31,1047
31,BN31,1030
31,BO31,1013
31,BP31,990
31,BQ31,976
31,BR31,552
31,BS31,535
31,BT31,529
31,BU31,541
31,BV31,699
31,BW31,744
31,BX31,756
31,BY31,757
31,BZ31,757
31,CA31,741
31,CB31,734
31,CC31,720
31,CD31,730
31,CE31,717
31,CF31,706
31,CG31,701
31,CH31,699
31,CI31,698
31,CJ31,687
31,CK31,686
31,CL31,685
31,CM31,680
31,CN31,683
31,CO31,782
31,CP31,815
31,CQ31,825
31,CR31,823
31,CS31,818
31,CT31,820
31,CU31,826
31,CV31,779
31,CW31,770
31,CX31,762
31,CY31,749
31,CZ31,733
31,DA31,716
31,DB31,700
31,DC31,688
31,DD31,684
31,DE31,664
31,DF31,660
31,DG31,407
31,DH31,425
31,DI31,525
31,DJ31,650
31,DM31,Chañaral
31,DN31,636
31,DO31,635
31,DP31,621
31,DQ31,617
31,DR31,611
31,DS31,607
31,DT31,600
31,DU31,601
31,DV31,597
31,DW31,597
31,DX31,596
31,DY31,588
31,DZ31,580
31,EA31,575
31,EB31,574
31,EC31,567
31,ED31,561
31,EE31,592
31,EF31,644
31,EG31,656
31,EH31,675
31,EI31,682
31,EJ31,647
31,EK31,652
31,EL31,649
31,EM31,683
31,EN31,721
31,EO31,723
31,EP31,716
31,EQ31,713
31,ER31,709
31,ES31,698
31,ET31,697
31,EU31,695
31,EV31,693
31,EW31,707
31,EX31,693
31,EY31,667
31,EZ31,720
31,FA31,725
31,FB31,714
31,FC31,723
31,FD31,718
31,FE31,721
31,FF31,722
31,FG31,712
31,FH31,738
31,FI31,698
31,FJ31,700
31,FK31,707
31,FL31,819
31,FM31,761
31,FN31,733
31,FO31,709
31,FP31,749
31,FQ31,711
31,FR31,719
31,FS31,718
31,FT31,723
31,FU31,743
31,FV31,754
31,FW31,763
31,FX31,760
31,FY31,763
31,FZ31,757
31,GA31,762
31,GB31,758
31,GC31,775
31,GD31,770
31,GE31,754
31,GF31,749
31,GG31,745
31,GH31,612
31,GI31,629
31,GJ31,647
31,GK31,795
31,GL31,1623
31,GM31,2000
31,GN31,2083
31,GO31,2112
31,GP31,2205
31,GQ31,2230
31,GR31,2153
31,GS31,2227
31,GT31,2362
31,GU31,2418
31,GV31,2427
32,C32,Copiapó
32,D32,12333
32,E32,13835
32,F32,15857
32,G32,15898
32,H32,15927
32,I32,16098
32,J32,16178
32,K32,16400
32,L32,16595
32,M32,16799
32,N32,16889
32,O32,16996
32,P32,17018
32,Q32,16988
32,R32,16868
32,S32,16631
32,T32,16606
32,U32,16984
32,V32,17536
32,W32,18346
32,X32,19061
32,Y32,19581
32,Z32,20133
32,AA32,20467
32,AB32,20635
32,AC32,20857
32,AD32,20931
32,AE32,20494
32,AF32,20424
32,AG32,20015
32,AH32,20707
32,AI32,21073
32,AJ32,21228
32,AK32,21407
32,AL32,21379
32,AM32,21404
32,AN32,21823
32,AO32,21993
32,AP32,21969
32,AQ32,22018
32,AR32,21942
32,AS32,23401
32,AT32,23361
32,AU32,23325
32,AV32,23771
32,AW32,24064
32,AX32,24048
32,AY32,23948
32,AZ32,24527
32,BA32,24587
32,BB32,24469
32,BC32,24403
32,BD32,24051
32,BE32,24788
32,BF32,24993
32,BG32,25028
32,BH32,25478
32,BI32,25577
32,BJ32,25751
32,BK32,25902
32,BL32,26250
32,BM32,26410
32,BN32,26488
32,BO32,26729
32,BP32,26652
32,BQ32,27038
32,BR32,25976
32,BS32,26066
32,BT32,26214
32,BU32,26757
32,BV32,26588
32,BW32,26884
32,BX32,27556
32,BY32,27854
32,BZ32,27944
32,CA32,28201
32,CB32,28290
32,CC32,28866
32,CD32,29226
32,CE32,29755
32,CF32,30078
32,CG32,30329
32,CH32,30624
32,CI32,30920
32,CJ32,31149
32,CK32,31224
32,CL32,31236
32,CM32,31133
32,CN32,31293
32,CO32,31434
32,CP32,31627
32,CQ32,32011
32,CR32,32169
32,CS32,32564
32,CT32,33024
32,CU32,33318
32,CV32,33026
32,CW32,33221
32,CX32,33132
32,CY32,33154
32,CZ32,33089
32,DA32,33423
32,DB32,33663
32,DC32,33866
32,DD32,34020
32,DE32,33991
32,DF32,34337
32,DG32,35186
32,DH32,35112
32,DI32,34270
32,DJ32,34757
32,DM32,Copiapó
32,DN32,35548
32,DO32,35387
32,DP32,35710
32,DQ32,35895
32,DR32,36061
32,DS32,36462
32,DT32,36904
32,DU32,36995
32,DV32,36841
32,DW32,36916
32,DX32,36839
32,DY32,36962
32,DZ32,36783
32,EA32,36950
32,EB32,37377
32,EC32,38014
32,ED32,37882
32,EE32,37919
32,EF32,38080
32,EG32,38310
32,EH32,38714
32,EI32,39128
32,EJ32,40937
32,EK32,40881
32,EL32,41130
32,EM32,41228
32,EN32,41811
32,EO32,42257
32,EP32,43069
32,EQ32,43202
32,ER32,43388
32,ES32,43321
32,ET32,43749
32,EU32,43847
32,EV32,43639
32,EW32,43759
32,EX32,43670
32,EY32,43303
32,EZ32,43773
32,FA32,43869
32,FB32,44032
32,FC32,44053
32,FD32,43991
32,FE32,44220
32,FF32,44254
32,FG32,44326
32,FH32,44362
32,FI32,43456
32,FJ32,43042
32,FK32,43024
32,FL32,43449
32,FM32,43324
32,FN32,42922
32,FO32,42883
32,FP32,42785
32,FQ32,43438
32,FR32,43484
32,FS32,43560
32,FT32,43530
32,FU32,43344
32,FV32,43329
32,FW32,43165
32,FX32,43451
32,FY32,43703
32,FZ32,43864
32,GA32,43983
32,GB32,43976
32,GC32,44378
32,GD32,44320
32,GE32,44360
32,GF32,44237
32,GG32,44484
32,GH32,44227
32,GI32,44422
32,GJ32,44545
32,GK32,45170
32,GL32,45473
32,GM32,45755
32,GN32,45671
32,GO32,46041
32,GP32,46013
32,GQ32,46222
32,GR32,46290
32,GS32,46233
32,GT32,46488
32,GU32,46413
32,GV32,46317
33,C33,Diego de Almagro
33,D33,887
33,E33,1018
33,F33,1170
33,G33,1179
33,H33,1172
33,I33,1175
33,J33,1170
33,K33,1168
33,L33,1213
33,M33,1224
33,N33,1243
33,O33,1250
33,P33,1255
33,Q33,1256
33,R33,1270
33,S33,1247
33,T33,1247
33,U33,1244
33,V33,1242
33,W33,1273
33,X33,1286
33,Y33,1288
33,Z33,1302
33,AA33,1302
33,AB33,1333
33,AC33,1339
33,AD33,1341
33,AE33,1253
33,AF33,1253
33,AG33,1254
33,AH33,1257
33,AI33,1265
33,AJ33,1277
33,AK33,1289
33,AL33,1300
33,AM33,1304
33,AN33,1313
33,AO33,1316
33,AP33,1314
33,AQ33,1311
33,AR33,1308
33,AS33,1498
33,AT33,1456
33,AU33,1463
33,AV33,1458
33,AW33,1472
33,AX33,1480
33,AY33,1493
33,AZ33,1524
33,BA33,1517
33,BB33,1506
33,BC33,1503
33,BD33,1474
33,BE33,1509
33,BF33,1510
33,BG33,1511
33,BH33,1534
33,BI33,1560
33,BJ33,1599
33,BK33,1655
33,BL33,1673
33,BM33,1683
33,BN33,1678
33,BO33,1660
33,BP33,1628
33,BQ33,1664
33,BR33,1497
33,BS33,1470
33,BT33,1447
33,BU33,1482
33,BV33,1418
33,BW33,1462
33,BX33,1526
33,BY33,1528
33,BZ33,1524
33,CA33,1628
33,CB33,1626
33,CC33,1647
33,CD33,1655
33,CE33,1690
33,CF33,1737
33,CG33,1738
33,CH33,1721
33,CI33,1735
33,CJ33,1739
33,CK33,1743
33,CL33,1718
33,CM33,1709
33,CN33,1721
33,CO33,1723
33,CP33,1721
33,CQ33,1757
33,CR33,1754
33,CS33,1789
33,CT33,1792
33,CU33,1807
33,CV33,1876
33,CW33,1827
33,CX33,1832
33,CY33,1857
33,CZ33,1842
33,DA33,1840
33,DB33,1847
33,DC33,1854
33,DD33,1853
33,DE33,1857
33,DF33,1862
33,DG33,1337
33,DH33,1572
33,DI33,1564
33,DJ33,1785
33,DM33,Diego de Almagro
33,DN33,1771
33,DO33,1761
33,DP33,1772
33,DQ33,1761
33,DR33,1729
33,DS33,1709
33,DT33,1711
33,DU33,1691
33,DV33,1437
33,DW33,1660
33,DX33,1652
33,DY33,1640
33,DZ33,1603
33,EA33,1573
33,EB33,1554
33,EC33,1546
33,ED33,1530
33,EE33,1524
33,EF33,1526
33,EG33,1512
33,EH33,1522
33,EI33,1559
33,EJ33,1449
33,EK33,1437
33,EL33,1384
33,EM33,1409
33,EN33,1419
33,EO33,1432
33,EP33,1432
33,EQ33,1410
33,ER33,1414
33,ES33,1426
33,ET33,1490
33,EU33,1529
33,EV33,1530
33,EW33,1493
33,EX33,1533
33,EY33,1519
33,EZ33,1553
33,FA33,1537
33,FB33,1520
33,FC33,1505
33,FD33,1469
33,FE33,1492
33,FF33,1456
33,FG33,1445
33,FH33,1470
33,FI33,1353
33,FJ33,1334
33,FK33,1336
33,FL33,1634
33,FM33,1491
33,FN33,1392
33,FO33,1379
33,FP33,1366
33,FQ33,1274
33,FR33,1271
33,FS33,1280
33,FT33,1391
33,FU33,1714
33,FV33,1880
33,FW33,1893
33,FX33,1963
33,FY33,2035
33,FZ33,2070
33,GA33,2080
33,GB33,2097
33,GC33,2152
33,GD33,2152
33,GE33,2169
33,GF33,2177
33,GG33,2176
33,GH33,2158
33,GI33,2143
33,GJ33,2201
33,GK33,2226
33,GL33,2257
33,GM33,2259
33,GN33,2252
33,GO33,2213
33,GP33,2242
33,GQ33,2269
33,GR33,2252
33,GS33,2273
33,GT33,2257
33,GU33,2354
33,GV33,2432
34,C34,Freirina
34,D34,104
34,E34,117
34,F34,164
34,G34,164
34,H34,160
34,I34,168
34,J34,165
34,K34,164
34,L34,164
34,M34,171
34,N34,173
34,O34,172
34,P34,172
34,Q34,171
34,R34,170
34,S34,172
34,T34,167
34,U34,169
34,V34,170
34,W34,172
34,X34,172
34,Y34,172
34,Z34,178
34,AA34,181
34,AB34,181
34,AC34,182
34,AD34,187
34,AE34,187
34,AF34,187
34,AG34,187
34,AH34,187
34,AI34,187
34,AJ34,188
34,AK34,189
34,AL34,190
34,AM34,190
34,AN34,191
34,AO34,191
34,AP34,190
34,AQ34,190
34,AR34,190
34,AS34,194
34,AT34,190
34,AU34,191
34,AV34,193
34,AW34,194
34,AX34,195
34,AY34,194
34,AZ34,196
34,BA34,196
34,BB34,197
34,BC34,199
34,BD34,195
34,BE34,195
34,BF34,197
34,BG34,204
34,BH34,205
34,BI34,204
34,BJ34,206
34,BK34,208
34,BL34,210
34,BM34,207
34,BN34,206
34,BO34,206
34,BP34,206
34,BQ34,208
34,BR34,207
34,BS34,208
34,BT34,206
34,BU34,211
34,BV34,209
34,BW34,205
34,BX34,204
34,BY34,204
34,BZ34,204
34,CA34,203
34,CB34,197
34,CC34,199
34,CD34,193
34,CE34,188
34,CF34,188
34,CG34,188
34,CH34,187
34,CI34,183
34,CJ34,181
34,CK34,182
34,CL34,177
34,CM34,179
34,CN34,180
34,CO34,174
34,CP34,175
34,CQ34,186
34,CR34,174
34,CS34,171
34,CT34,171
34,CU34,171
34,CV34,175
34,CW34,170
34,CX34,167
34,CY34,166
34,CZ34,162
34,DA34,167
34,DB34,164
34,DC34,157
34,DD34,158
34,DE34,160
34,DF34,159
34,DG34,2
34,DH34,41
34,DI34,12
34,DJ34,125
34,DM34,Freirina
34,DN34,2
34,DO34,72
34,DP34,72
34,DQ34,138
34,DR34,140
34,DS34,142
34,DT34,142
34,DU34,146
34,DV34,144
34,DW34,144
34,DX34,143
34,DY34,143
34,DZ34,140
34,EA34,140
34,EB34,139
34,EC34,141
34,ED34,138
34,EE34,141
34,EF34,145
34,EG34,149
34,EH34,155
34,EI34,159
34,EJ34,131
34,EK34,135
34,EL34,133
34,EM34,140
34,EN34,153
34,EO34,150
34,EP34,148
34,EQ34,146
34,ER34,144
34,ES34,147
34,ET34,144
34,EU34,143
34,EV34,145
34,EW34,151
34,EX34,149
34,EY34,146
34,EZ34,165
34,FA34,170
34,FB34,175
34,FC34,174
34,FD34,171
34,FE34,174
34,FF34,180
34,FG34,185
34,FH34,182
34,FI34,187
34,FJ34,181
34,FK34,180
34,FL34,202
34,FM34,193
34,FN34,176
34,FO34,182
34,FP34,177
34,FQ34,171
34,FR34,167
34,FS34,170
34,FT34,171
34,FU34,175
34,FV34,178
34,FW34,183
34,FX34,182
34,FY34,179
34,FZ34,182
34,GA34,183
34,GB34,193
34,GC34,206
34,GD34,199
34,GE34,220
34,GF34,226
34,GG34,224
34,GH34,232
34,GI34,223
34,GJ34,228
34,GK34,245
34,GL34,244
34,GM34,250
34,GN34,249
34,GO34,250
34,GP34,268
34,GQ34,270
34,GR34,276
34,GS34,320
34,GT34,340
34,GU34,354
34,GV34,364
35,C35,Huasco
35,D35,241
35,E35,303
35,F35,445
35,G35,452
35,H35,459
35,I35,459
35,J35,455
35,K35,444
35,L35,448
35,M35,460
35,N35,456
35,O35,464
35,P35,465
35,Q35,460
35,R35,467
35,S35,466
35,T35,462
35,U35,463
35,V35,465
35,W35,473
35,X35,483
35,Y35,491
35,Z35,487
35,AA35,495
35,AB35,505
35,AC35,512
35,AD35,514
35,AE35,457
35,AF35,457
35,AG35,460
35,AH35,460
35,AI35,463
35,AJ35,466
35,AK35,469
35,AL35,472
35,AM35,472
35,AN35,474
35,AO35,474
35,AP35,475
35,AQ35,475
35,AR35,475
35,AS35,530
35,AT35,517
35,AU35,520
35,AV35,523
35,AW35,526
35,AX35,529
35,AY35,529
35,AZ35,536
35,BA35,532
35,BB35,528
35,BC35,529
35,BD35,522
35,BE35,529
35,BF35,526
35,BG35,519
35,BH35,515
35,BI35,513
35,BJ35,515
35,BK35,519
35,BL35,525
35,BM35,536
35,BN35,533
35,BO35,526
35,BP35,524
35,BQ35,523
35,BR35,518
35,BS35,517
35,BT35,511
35,BU35,524
35,BV35,508
35,BW35,508
35,BX35,507
35,BY35,507
35,BZ35,508
35,CA35,486
35,CB35,485
35,CC35,473
35,CD35,472
35,CE35,461
35,CF35,453
35,CG35,451
35,CH35,440
35,CI35,437
35,CJ35,432
35,CK35,435
35,CL35,425
35,CM35,423
35,CN35,426
35,CO35,417
35,CP35,413
35,CQ35,426
35,CR35,416
35,CS35,411
35,CT35,412
35,CU35,413
35,CV35,411
35,CW35,401
35,CX35,398
35,CY35,395
35,CZ35,393
35,DA35,389
35,DB35,387
35,DC35,381
35,DD35,379
35,DE35,372
35,DF35,370
35,DG35,356
35,DH35,399
35,DI35,370
35,DJ35,357
35,DM35,Huasco
35,DN35,350
35,DO35,334
35,DP35,333
35,DQ35,352
35,DR35,362
35,DS35,366
35,DT35,370
35,DU35,369
35,DV35,372
35,DW35,370
35,DX35,368
35,DY35,360
35,DZ35,359
35,EA35,357
35,EB35,356
35,EC35,349
35,ED35,343
35,EE35,347
35,EF35,346
35,EG35,340
35,EH35,340
35,EI35,341
35,EJ35,304
35,EK35,305
35,EL35,296
35,EM35,310
35,EN35,323
35,EO35,319
35,EP35,322
35,EQ35,296
35,ER35,311
35,ES35,309
35,ET35,310
35,EU35,311
35,EV35,308
35,EW35,314
35,EX35,308
35,EY35,300
35,EZ35,328
35,FA35,321
35,FB35,318
35,FC35,315
35,FD35,314
35,FE35,326
35,FF35,327
35,FG35,328
35,FH35,336
35,FI35,321
35,FJ35,317
35,FK35,325
35,FL35,392
35,FM35,368
35,FN35,355
35,FO35,362
35,FP35,381
35,FQ35,364
35,FR35,357
35,FS35,359
35,FT35,339
35,FU35,501
35,FV35,767
