row,cell,value
45,FT45,261
45,FU45,254
45,FV45,252
45,FW45,249
45,FX45,255
45,FY45,259
45,FZ45,268
45,GA45,267
45,GB45,280
45,GC45,291
45,GD45,287
45,GE45,295
45,GF45,301
45,GG45,306
45,GH45,309
45,GI45,319
45,GJ45,329
45,GK45,333
45,GL45,343
45,GM45,364
45,GN45,376
45,GO45,378
45,GP45,386
45,GQ45,392
45,GR45,387
45,GS45,403
45,GT45,428
45,GU45,439
45,GV45,450
46,C46,La Serena
46,D46,19787
46,E46,21413
46,F46,27035
46,G46,27229
46,H46,27455
46,I46,27616
46,J46,28134
46,K46,28580
46,L46,28323
46,M46,28840
46,N46,29146
46,O46,29258
46,P46,29018
46,Q46,29191
46,R46,29183
46,S46,29385
46,T46,29451
46,U46,29950
46,V46,30345
46,W46,30708
46,X46,30885
46,Y46,31235
46,Z46,31753
46,AA46,31999
46,AB46,32089
46,AC46,32331
46,AD46,32193
46,AE46,33256
46,AF46,33147
46,AG46,33142
46,AH46,33683
46,AI46,34093
46,AJ46,33957
46,AK46,34302
46,AL46,35114
46,AM46,35185
46,AN46,35453
46,AO46,35697
46,AP46,35771
46,AQ46,35837
46,AR46,35904
46,AS46,36976
46,AT46,36617
46,AU46,36718
46,AV46,36504
46,AW46,36922
46,AX46,36784
46,AY46,37220
46,AZ46,37855
46,BA46,38078
46,BB46,38295
46,BC46,38457
46,BD46,37881
46,BE46,39565
46,BF46,40173
46,BG46,40393
46,BH46,41218
46,BI46,41637
46,BJ46,42115
46,BK46,42451
46,BL46,42842
46,BM46,43034
46,BN46,43298
46,BO46,43645
46,BP46,43734
46,BQ46,44865
46,BR46,45698
46,BS46,46173
46,BT46,46118
46,BU46,46917
46,BV46,47406
46,BW46,47556
46,BX46,47846
46,BY46,48079
46,BZ46,48083
46,CA46,48141
46,CB46,48269
46,CC46,48998
46,CD46,49269
46,CE46,49508
46,CF46,49724
46,CG46,49926
46,CH46,49993
46,CI46,50060
46,CJ46,50195
46,CK46,50198
46,CL46,50355
46,CM46,50450
46,CN46,51132
46,CO46,51527
46,CP46,52062
46,CQ46,52519
46,CR46,53033
46,CS46,53782
46,CT46,54423
46,CU46,54679
46,CV46,55124
46,CW46,55212
46,CX46,55621
46,CY46,55947
46,CZ46,56029
46,DA46,56423
46,DB46,56896
46,DC46,56952
46,DD46,57608
46,DE46,57775
46,DF46,58240
46,DG46,54303
46,DH46,53856
46,DI46,55547
46,DJ46,58308
46,DM46,La Serena
46,DN46,59562
46,DO46,60008
46,DP46,60331
46,DQ46,60515
46,DR46,60305
46,DS46,60946
46,DT46,61167
46,DU46,61275
46,DV46,61057
46,DW46,60799
46,DX46,60654
46,DY46,60752
46,DZ46,61037
46,EA46,61364
46,EB46,61913
46,EC46,62372
46,ED46,62817
46,EE46,62928
46,EF46,63348
46,EG46,63474
46,EH46,64589
46,EI46,65605
46,EJ46,60462
46,EK46,61058
46,EL46,61881
46,EM46,62510
46,EN46,63801
46,EO46,64501
46,EP46,66391
46,EQ46,66913
46,ER46,67622
46,ES46,67513
46,ET46,68852
46,EU46,69280
46,EV46,69285
46,EW46,70039
46,EX46,70208
46,EY46,69786
46,EZ46,70978
46,FA46,71880
46,FB46,71939
46,FC46,72051
46,FD46,71893
46,FE46,72356
46,FF46,72315
46,FG46,72350
46,FH46,72555
46,FI46,71737
46,FJ46,71679
46,FK46,72732
46,FL46,73269
46,FM46,73306
46,FN46,72973
46,FO46,73194
46,FP46,72569
46,FQ46,73740
46,FR46,73644
46,FS46,73543
46,FT46,73652
46,FU46,73837
46,FV46,74562
46,FW46,74753
46,FX46,75118
46,FY46,75317
46,FZ46,75533
46,GA46,75536
46,GB46,75462
46,GC46,75866
46,GD46,75754
46,GE46,75921
46,GF46,75843
46,GG46,76655
46,GH46,76798
46,GI46,77440
46,GJ46,77329
46,GK46,77262
46,GL46,77114
46,GM46,77330
46,GN46,77155
46,GO46,77308
46,GP46,77543
46,GQ46,77930
46,GR46,77879
46,GS46,78353
46,GT46,79409
46,GU46,80395
46,GV46,80881
47,C47,Los Vilos
47,D47,406
47,E47,508
47,F47,574
47,G47,586
47,H47,591
47,I47,580
47,J47,581
47,K47,581
47,L47,580
47,M47,584
47,N47,575
47,O47,581
47,P47,589
47,Q47,589
47,R47,585
47,S47,584
47,T47,582
47,U47,573
47,V47,569
47,W47,572
47,X47,564
47,Y47,571
47,Z47,574
47,AA47,574
47,AB47,580
47,AC47,589
47,AD47,598
47,AE47,596
47,AF47,597
47,AG47,601
47,AH47,602
47,AI47,607
47,AJ47,611
47,AK47,616
47,AL47,621
47,AM47,622
47,AN47,626
47,AO47,627
47,AP47,627
47,AQ47,627
47,AR47,627
47,AS47,632
47,AT47,616
47,AU47,619
47,AV47,625
47,AW47,631
47,AX47,632
47,AY47,633
47,AZ47,645
47,BA47,646
47,BB47,640
47,BC47,640
47,BD47,630
47,BE47,632
47,BF47,637
47,BG47,630
47,BH47,635
47,BI47,637
47,BJ47,633
47,BK47,630
47,BL47,635
47,BM47,653
47,BN47,670
47,BO47,690
47,BP47,693
47,BQ47,694
47,BR47,694
47,BS47,688
47,BT47,678
47,BU47,695
47,BV47,690
47,BW47,698
47,BX47,744
47,BY47,744
47,BZ47,744
47,CA47,789
47,CB47,780
47,CC47,776
47,CD47,799
47,CE47,815
47,CF47,828
47,CG47,857
47,CH47,856
47,CI47,870
47,CJ47,875
47,CK47,871
47,CL47,873
47,CM47,884
47,CN47,887
47,CO47,892
47,CP47,886
47,CQ47,899
47,CR47,895
47,CS47,901
47,CT47,902
47,CU47,904
47,CV47,872
47,CW47,874
47,CX47,871
47,CY47,877
47,CZ47,876
47,DA47,877
47,DB47,885
47,DC47,884
47,DD47,890
47,DE47,888
47,DF47,891
47,DG47,816
47,DH47,874
47,DI47,870
47,DJ47,897
47,DM47,Los Vilos
47,DN47,891
47,DO47,889
47,DP47,885
47,DQ47,881
47,DR47,879
47,DS47,890
47,DT47,888
47,DU47,892
47,DV47,884
47,DW47,866
47,DX47,845
47,DY47,830
47,DZ47,818
47,EA47,811
47,EB47,800
47,EC47,790
47,ED47,778
47,EE47,779
47,EF47,820
47,EG47,811
47,EH47,799
47,EI47,806
47,EJ47,766
47,EK47,773
47,EL47,765
47,EM47,796
47,EN47,809
47,EO47,806
47,EP47,1453
47,EQ47,2632
47,ER47,2509
47,ES47,2513
47,ET47,2394
47,EU47,2327
47,EV47,2241
47,EW47,2795
47,EX47,2812
47,EY47,2778
47,EZ47,2787
47,FA47,2890
47,FB47,2892
47,FC47,3671
47,FD47,4156
47,FE47,4475
47,FF47,4516
47,FG47,4528
47,FH47,4586
47,FI47,4607
47,FJ47,4607
47,FK47,4611
47,FL47,4745
47,FM47,4752
47,FN47,4721
47,FO47,4709
47,FP47,4724
47,FQ47,4833
47,FR47,4857
47,FS47,4866
47,FT47,4875
47,FU47,4880
47,FV47,4955
47,FW47,4982
47,FX47,5039
47,FY47,5089
47,FZ47,5125
47,GA47,5186
47,GB47,5209
47,GC47,5290
47,GD47,5293
47,GE47,5324
47,GF47,5353
47,GG47,5456
47,GH47,5491
47,GI47,5576
47,GJ47,5547
47,GK47,5554
47,GL47,5571
47,GM47,5622
47,GN47,5644
47,GO47,5660
47,GP47,5656
47,GQ47,5694
47,GR47,5707
47,GS47,5719
47,GT47,5821
47,GU47,5943
47,GV47,5996
48,C48,Monte Patria
48,D48,118
48,E48,124
48,F48,141
48,G48,145
48,H48,141
48,I48,137
48,J48,133
48,K48,136
48,L48,133
48,M48,132
48,N48,132
48,O48,130
48,P48,132
48,Q48,132
48,R48,129
48,S48,128
48,T48,127
48,U48,128
48,V48,130
48,W48,134
48,X48,136
48,Y48,136
48,Z48,136
48,AA48,135
48,AB48,136
48,AC48,136
48,AD48,137
48,AE48,130
48,AF48,129
48,AG48,129
48,AH48,129
48,AI48,129
48,AJ48,128
48,AK48,128
48,AL48,128
48,AM48,128
48,AN48,128
48,AO48,128
48,AP48,128
48,AQ48,128
48,AR48,128
48,AS48,127
48,AT48,125
48,AU48,126
48,AV48,131
48,AW48,131
48,AX48,131
48,AY48,127
48,AZ48,128
48,BA48,130
48,BB48,132
48,BC48,133
48,BD48,132
48,BE48,132
48,BF48,133
48,BG48,130
48,BH48,129
48,BI48,130
48,BJ48,131
48,BK48,130
48,BL48,131
48,BM48,132
48,BN48,134
48,BO48,133
48,BP48,132
48,BQ48,132
48,BR48,130
48,BS48,132
48,BT48,131
48,BU48,134
48,BV48,131
48,BW48,135
48,BX48,136
48,BY48,136
48,BZ48,136
48,CA48,136
48,CB48,132
48,CC48,133
48,CD48,133
48,CE48,131
48,CF48,131
48,CG48,131
48,CH48,131
48,CI48,129
48,CJ48,128
48,CK48,128
48,CL48,137
48,CM48,141
48,CN48,141
48,CO48,142
48,CP48,146
48,CQ48,155
48,CR48,154
48,CS48,155
48,CT48,155
48,CU48,155
48,CV48,160
48,CW48,159
48,CX48,159
48,CY48,159
48,CZ48,157
48,DA48,158
48,DB48,158
48,DC48,157
48,DD48,156
48,DE48,154
48,DF48,153
48,DG48,155
48,DH48,158
48,DI48,155
48,DJ48,160
48,DM48,Monte Patria
48,DN48,159
48,DO48,156
48,DP48,154
48,DQ48,154
48,DR48,156
48,DS48,155
48,DT48,154
48,DU48,153
48,DV48,149
48,DW48,157
48,DX48,159
48,DY48,165
48,DZ48,165
48,EA48,165
48,EB48,163
48,EC48,158
48,ED48,161
48,EE48,164
48,EF48,176
48,EG48,176
48,EH48,194
48,EI48,218
48,EJ48,207
48,EK48,223
48,EL48,237
48,EM48,283
48,EN48,321
48,EO48,364
48,EP48,374
48,EQ48,371
48,ER48,383
48,ES48,385
48,ET48,389
48,EU48,388
48,EV48,397
48,EW48,412
48,EX48,410
48,EY48,405
48,EZ48,404
48,FA48,385
48,FB48,376
48,FC48,355
48,FD48,335
48,FE48,353
48,FF48,322
48,FG48,314
48,FH48,760
48,FI48,860
48,FJ48,1223
48,FK48,1281
48,FL48,1378
48,FM48,1358
48,FN48,1403
48,FO48,1411
48,FP48,1432
48,FQ48,1435
48,FR48,1439
48,FS48,1457
48,FT48,1444
48,FU48,1474
48,FV48,1477
48,FW48,1500
48,FX48,1521
48,FY48,1533
48,FZ48,1580
48,GA48,1617
48,GB48,1681
48,GC48,1707
48,GD48,1750
48,GE48,1841
48,GF48,1857
48,GG48,1901
48,GH48,1954
48,GI48,1990
48,GJ48,2012
48,GK48,2026
48,GL48,2072
48,GM48,2106
48,GN48,2139
48,GO48,2134
48,GP48,2172
48,GQ48,2173
48,GR48,2200
48,GS48,2244
48,GT48,2286
48,GU48,2316
48,GV48,2333
49,C49,Ovalle
49,D49,3184
49,E49,3615
49,F49,4076
49,G49,4092
49,H49,4114
49,I49,4157
49,J49,4187
49,K49,4220
49,L49,4233
49,M49,4232
49,N49,4209
49,O49,4187
49,P49,4191
49,Q49,4192
49,R49,4193
49,S49,4109
49,T49,4089
49,U49,4096
49,V49,4116
49,W49,4133
49,X49,4135
49,Y49,4155
49,Z49,4262
49,AA49,4339
49,AB49,4387
49,AC49,4453
49,AD49,4486
49,AE49,4451
49,AF49,4455
49,AG49,4484
49,AH49,4501
49,AI49,4528
49,AJ49,4568
49,AK49,4603
49,AL49,4641
49,AM49,4658
49,AN49,4690
49,AO49,4706
49,AP49,4697
49,AQ49,4689
49,AR49,4671
49,AS49,5156
49,AT49,4997
49,AU49,5026
49,AV49,5039
49,AW49,5096
49,AX49,5118
49,AY49,5135
49,AZ49,5185
49,BA49,5208
49,BB49,5214
49,BC49,5246
49,BD49,5123
49,BE49,5282
49,BF49,5380
49,BG49,5417
49,BH49,5506
49,BI49,5559
49,BJ49,5643
49,BK49,5702
49,BL49,5769
49,BM49,5796
49,BN49,5808
49,BO49,5822
49,BP49,5754
49,BQ49,5843
49,BR49,5893
49,BS49,5960
49,BT49,5879
49,BU49,6021
49,BV49,6108
49,BW49,6150
49,BX49,6196
49,BY49,6202
49,BZ49,6186
49,CA49,6284
49,CB49,6327
49,CC49,6404
49,CD49,6356
49,CE49,6536
49,CF49,6556
49,CG49,6612
49,CH49,6614
49,CI49,6611
49,CJ49,6580
49,CK49,6577
49,CL49,6588
49,CM49,6585
49,CN49,6612
49,CO49,6680
49,CP49,6756
49,CQ49,6857
49,CR49,6881
49,CS49,6893
49,CT49,6910
49,CU49,6914
49,CV49,6657
49,CW49,6572
49,CX49,6640
49,CY49,6723
49,CZ49,6867
49,DA49,7055
49,DB49,7317
49,DC49,7711
49,DD49,8059
49,DE49,8352
49,DF49,8671
49,DG49,9640
49,DH49,9648
49,DI49,9799
49,DJ49,10079
49,DM49,Ovalle
49,DN49,10522
49,DO49,10594
49,DP49,10704
49,DQ49,10811
49,DR49,10925
49,DS49,11100
49,DT49,11206
49,DU49,11280
49,DV49,11255
49,DW49,11276
49,DX49,11270
49,DY49,11317
49,DZ49,11327
49,EA49,11474
49,EB49,11670
49,EC49,12120
49,ED49,12399
49,EE49,12684
49,EF49,13059
49,EG49,13256
49,EH49,13570
49,EI49,13911
49,EJ49,15729
49,EK49,16017
49,EL49,16516
49,EM49,16370
49,EN49,16843
49,EO49,17156
49,EP49,17676
49,EQ49,17920
49,ER49,17862
49,ES49,18166
49,ET49,18289
49,EU49,18385
49,EV49,18339
49,EW49,18336
49,EX49,18362
49,EY49,18229
49,EZ49,18393
49,FA49,18622
49,FB49,18631
49,FC49,18624
49,FD49,18651
49,FE49,18952
49,FF49,18962
49,FG49,19051
49,FH49,19199
49,FI49,19632
49,FJ49,20122
49,FK49,20235
49,FL49,20538
49,FM49,20270
49,FN49,19931
49,FO49,19977
49,FP49,19675
49,FQ49,20466
49,FR49,20440
49,FS49,20483
49,FT49,20435
49,FU49,20409
49,FV49,20451
49,FW49,20517
49,FX49,20672
49,FY49,20809
49,FZ49,20939
49,GA49,21055
49,GB49,21115
49,GC49,21233
49,GD49,21229
49,GE49,21293
49,GF49,21315
49,GG49,21441
49,GH49,21332
49,GI49,21452
49,GJ49,21518
49,GK49,21558
49,GL49,21612
49,GM49,21700
49,GN49,21675
49,GO49,21699
49,GP49,21670
49,GQ49,21748
49,GR49,21781
49,GS49,21869
49,GT49,21838
49,GU49,21707
49,GV49,21612
50,C50,Paihuano
50,D50,17
50,E50,11
50,F50,5
50,G50,5
50,H50,6
50,I50,4
50,J50,4
50,K50,4
50,L50,4
50,M50,3
50,N50,3
50,O50,3
50,P50,3
50,Q50,3
50,R50,2
50,S50,2
50,T50,2
50,U50,2
50,V50,2
50,W50,2
50,X50,2
50,Y50,2
50,AC50,2
50,AD50,2
50,AE50,2
50,AF50,2
50,AG50,2
50,AH50,2
50,AI50,2
50,AJ50,2
50,AK50,2
50,AL50,2
50,AM50,2
50,AN50,2
50,AO50,2
50,AP50,3
50,AQ50,3
50,AR50,3
50,AS50,1
50,AT50,1
50,AU50,1
50,AV50,1
50,AW50,1
50,AX50,1
50,AY50,1
50,AZ50,1
50,BA50,1
50,BB50,1
50,BC50,1
50,BD50,1
50,BE50,1
50,BF50,1
50,BG50,1
50,BH50,1
50,BI50,1
50,BJ50,1
50,BK50,1
50,BL50,1
50,BM50,3
50,BN50,3
50,BO50,4
50,BP50,5
50,BQ50,5
50,BR50,5
50,BS50,5
50,BT50,5
50,BU50,5
50,BV50,5
50,BW50,6
50,BX50,6
50,BY50,6
50,BZ50,6
50,CA50,7
50,CB50,6
50,CC50,6
50,CD50,6
50,CE50,6
50,CF50,6
50,CG50,6
50,CH50,7
50,CI50,7
50,CJ50,7
50,CK50,7
50,CL50,7
50,CM50,7
50,CN50,7
50,CO50,7
50,CP50,7
50,CQ50,7
50,CR50,7
50,CS50,7
50,CT50,8
50,CU50,8
50,CV50,8
50,CW50,8
50,CX50,8
50,CY50,8
50,CZ50,8
50,DA50,8
50,DB50,8
50,DC50,8
50,DD50,8
50,DE50,7
50,DF50,7
50,DG50,7
50,DH50,7
50,DI50,7
50,DJ50,7
50,DM50,Paihuano
50,DN50,7
50,DO50,7
50,DP50,7
50,DQ50,7
50,DR50,7
50,DS50,7
50,DT50,7
50,DU50,7
50,DV50,7
50,DW50,7
50,DX50,7
50,DY50,7
50,DZ50,7
50,EA50,7
50,EB50,7
50,EC50,7
50,ED50,7
50,EE50,7
50,EF50,9
50,EG50,10
50,EH50,10
50,EI50,12
50,EJ50,10
50,EK50,15
50,EL50,18
50,EM50,19
50,EN50,21
50,EO50,19
50,EP50,20
50,EQ50,21
50,ER50,18
50,ES50,20
50,ET50,26
50,EU50,34
50,EV50,40
50,EW50,38
50,EX50,48
50,EY50,48
50,EZ50,56
50,FA50,62
50,FB50,61
50,FC50,63
50,FD50,69
50,FE50,72
50,FF50,68
50,FG50,64
50,FH50,67
50,FI50,58
50,FJ50,57
50,FK50,58
50,FL50,63
50,FM50,64
50,FN50,67
50,FO50,70
50,FP50,75
50,FQ50,76
50,FR50,76
50,FS50,80
50,FT50,83
50,FU50,89
50,FV50,93
50,FW50,99
50,FX50,98
50,FY50,100
50,FZ50,101
50,GA50,105
50,GB50,105
50,GC50,111
50,GD50,108
50,GE50,110
50,GF50,113
50,GG50,118
50,GH50,118
50,GI50,128
50,GJ50,127
50,GK50,135
50,GL50,144
50,GM50,153
50,GN50,151
50,GO50,134
50,GP50,145
50,GQ50,145
50,GR50,146
50,GS50,160
50,GT50,172
50,GU50,174
50,GV50,177
51,C51,Punitaqui
51,D51,118
51,E51,131
51,F51,157
51,G51,166
51,H51,172
51,I51,175
51,J51,174
51,K51,184
51,L51,184
51,M51,183
51,N51,180
51,O51,186
51,P51,183
51,Q51,180
51,R51,183
51,S51,182
51,T51,181
51,U51,184
51,V51,183
51,W51,188
51,X51,190
51,Y51,191
51,Z51,194
51,AA51,194
51,AB51,193
51,AC51,197
51,AD51,195
51,AE51,183
51,AF51,183
51,AG51,183
51,AH51,183
51,AI51,183
51,AJ51,183
51,AK51,183
51,AL51,183
51,AM51,183
51,AN51,183
51,AO51,183
51,AP51,183
51,AQ51,183
51,AR51,183
51,AS51,213
51,AT51,209
51,AU51,211
51,AV51,210
51,AW51,210
51,AX51,212
51,AY51,214
51,AZ51,216
51,BA51,212
51,BB51,211
51,BC51,214
51,BD51,209
51,BE51,214
51,BF51,220
51,BG51,210
51,BH51,215
51,BI51,216
51,BJ51,221
51,BK51,214
51,BL51,215
51,BM51,227
51,BN51,222
51,BO51,222
51,BP51,222
51,BQ51,226
51,BR51,228
51,BS51,229
51,BT51,227
51,BU51,231
51,BV51,223
51,BW51,223
51,BX51,221
51,BY51,221
51,BZ51,221
51,CA51,215
51,CB51,214
51,CC51,213
51,CD51,207
51,CE51,209
51,CF51,206
51,CG51,203
51,CH51,205
51,CI51,203
51,CJ51,200
51,CK51,200
51,CL51,201
51,CM51,209
51,CN51,210
51,CO51,233
51,CP51,235
51,CQ51,235
51,CR51,237
51,CS51,243
51,CT51,243
51,CU51,243
51,CV51,244
51,CW51,244
51,CX51,246
51,CY51,245
51,CZ51,244
51,DA51,251
51,DB51,249
51,DC51,243
51,DD51,243
51,DE51,246
51,DF51,249
51,DG51,244
51,DH51,252
51,DI51,248
51,DJ51,247
51,DM51,Punitaqui
51,DN51,242
51,DO51,238
51,DP51,237
51,DQ51,234
51,DR51,232
51,DS51,233
51,DT51,233
51,DU51,230
51,DV51,230
51,DW51,231
51,DX51,231
51,DY51,229
51,DZ51,226
51,EA51,226
51,EB51,227
51,EC51,222
51,ED51,219
51,EE51,229
51,EF51,229
51,EG51,233
51,EH51,236
51,EI51,240
51,EJ51,230
51,EK51,236
51,EL51,231
51,EM51,238
51,EN51,254
51,EO51,258
51,EP51,260
51,EQ51,259
51,ER51,256
51,ES51,251
51,ET51,255
51,EU51,256
51,EV51,256
51,EW51,273
51,EX51,256
51,EY51,260
51,EZ51,274
51,FA51,283
51,FB51,275
51,FC51,278
51,FD51,273
51,FE51,280
51,FF51,267
51,FG51,262
51,FH51,258
51,FI51,243
51,FJ51,232
51,FK51,404
51,FL51,436
51,FM51,470
51,FN51,488
51,FO51,555
51,FP51,628
51,FQ51,647
51,FR51,684
51,FS51,704
51,FT51,705
51,FU51,718
51,FV51,726
51,FW51,735
51,FX51,750
51,FY51,758
51,FZ51,795
51,GA51,827
51,GB51,870
51,GC51,883
51,GD51,918
51,GE51,969
51,GF51,995
51,GG51,1024
51,GH51,1051
51,GI51,1083
51,GJ51,1112
51,GK51,1126
51,GL51,1144
51,GM51,1155
51,GN51,1167
51,GO51,1170
51,GP51,1185
51,GQ51,1191
51,GR51,1200
51,GS51,1203
51,GT51,1225
51,GU51,1240
51,GV51,1267
52,C52,Río Hurtado
52,D52,1
52,E52,2
52,F52,2
52,G52,2
52,H52,2
52,I52,2
52,J52,3
52,K52,3
52,L52,3
52,M52,3
52,N52,3
52,O52,3
52,P52,3
52,Q52,3
52,R52,3
52,S52,3
52,T52,3
52,U52,3
52,V52,3
52,W52,3
52,X52,3
52,Y52,3
52,Z52,1
52,AA52,1
52,AB52,1
52,AC52,3
52,AD52,3
52,AE52,1
52,AF52,1
52,AG52,1
52,AH52,1
52,AI52,1
52,AJ52,1
52,AK52,1
52,AL52,1
52,AM52,1
52,AN52,1
52,AO52,1
52,AP52,1
52,AQ52,1
52,AR52,1
52,AS52,1
52,AT52,1
52,AU52,1
52,AV52,1
52,AW52,1
52,AX52,1
52,AY52,1
52,AZ52,1
52,BA52,1
52,BB52,1
52,BC52,1
52,BD52,1
52,BE52,1
52,BF52,1
52,BG52,1
52,BH52,1
52,BI52,1
52,BJ52,0
52,BK52,0
52,CA52,1
52,CB52,1
52,CC52,1
52,CD52,1
52,CE52,1
52,CF52,1
52,CG52,2
52,CH52,2
52,CI52,2
52,CJ52,2
52,CK52,2
52,CL52,2
52,CM52,2
52,CN52,2
52,CO52,2
52,CP52,2
52,CQ52,2
52,CR52,2
52,CS52,2
52,CT52,2
52,CU52,2
52,CV52,2
52,CW52,2
52,CX52,2
52,CY52,2
52,CZ52,2
52,DA52,2
52,DB52,2
52,DC52,2
52,DD52,2
52,DE52,2
52,DF52,2
52,DG52,4
52,DH52,4
52,DI52,4
52,DJ52,4
52,DM52,Río Hurtado
52,DN52,4
52,DO52,4
52,DP52,4
52,DQ52,4
52,DR52,4
52,DS52,4
52,DT52,4
52,DU52,4
52,DV52,4
52,DW52,4
52,DX52,4
52,DY52,4
52,DZ52,4
52,EA52,5
52,EB52,5
52,EC52,5
52,ED52,5
52,EE52,6
52,EF52,10
52,EG52,12
52,EH52,12
52,EI52,12
52,EJ52,10
52,EK52,10
52,EL52,13
52,EM52,13
52,EN52,15
52,EO52,15
52,EP52,17
52,EQ52,18
52,ER52,16
52,ES52,17
52,ET52,19
52,EU52,18
52,EV52,21
52,EW52,25
52,EX52,24
52,EY52,26
52,EZ52,28
52,FA52,28
52,FB52,28
52,FC52,28
52,FD52,30
52,FE52,31
52,FF52,32
52,FG52,31
52,FH52,30
52,FI52,28
52,FJ52,27
52,FK52,27
52,FL52,26
52,FM52,29
52,FN52,37
52,FO52,36
52,FP52,39
52,FQ52,38
52,FR52,40
52,FS52,40
52,FT52,42
52,FU52,40
52,FV52,39
52,FW52,39
52,FX52,39
52,FY52,42
52,FZ52,42
52,GA52,46
52,GB52,42
52,GC52,49
52,GD52,54
52,GE52,69
52,GF52,77
52,GG52,79
52,GH52,83
52,GI52,80
52,GJ52,90
52,GK52,97
52,GL52,99
52,GM52,100
52,GN52,99
52,GO52,136
52,GP52,145
52,GQ52,145
52,GR52,143
52,GS52,150
52,GT52,157
52,GU52,165
52,GV52,172
53,C53,Salamanca
53,D53,399
53,E53,450
53,F53,494
53,G53,492
53,H53,496
53,I53,497
53,J53,495
53,K53,492
53,L53,505
53,M53,508
53,N53,517
53,O53,524
53,P53,519
53,Q53,524
53,R53,519
53,S53,506
53,T53,506
53,U53,507
53,V53,512
53,W53,518
53,X53,519
53,Y53,529
53,Z53,530
53,AA53,532
53,AB53,540
53,AC53,552
53,AD53,563
53,AE53,560
53,AF53,560
53,AG53,564
53,AH53,564
53,AI53,569
53,AJ53,573
53,AK53,577
53,AL53,581
53,AM53,582
53,AN53,586
53,AO53,585
53,AP53,586
53,AQ53,587
53,AR53,586
53,AS53,707
53,AT53,695
53,AU53,696
53,AV53,701
53,AW53,705
53,AX53,706
53,AY53,706
53,AZ53,708
53,BA53,717
53,BB53,721
53,BC53,718
53,BD53,711
53,BE53,696
53,BF53,695
53,BG53,688
53,BH53,686
53,BI53,681
53,BJ53,671
53,BK53,663
53,BL53,669
53,BM53,654
53,BN53,654
53,BO53,646
53,BP53,641
53,BQ53,629
53,BR53,622
53,BS53,624
53,BT53,617
53,BU53,625
53,BV53,611
53,BW53,601
53,BX53,423
53,BY53,422
53,BZ53,422
53,CA53,418
53,CB53,411
53,CC53,406
53,CD53,399
53,CE53,394
53,CF53,403
53,CG53,453
53,CH53,523
53,CI53,545
53,CJ53,568
53,CK53,569
53,CL53,568
53,CM53,558
53,CN53,560
53,CO53,569
53,CP53,589
53,CQ53,604
53,CR53,618
53,CS53,620
53,CT53,619
53,CU53,621
53,CV53,715
53,CW53,705
53,CX53,707
53,CY53,714
53,CZ53,722
53,DA53,732
53,DB53,750
53,DC53,745
53,DD53,746
53,DE53,743
53,DF53,745
53,DG53,735
53,DH53,839
53,DI53,772
53,DJ53,746
53,DM53,Salamanca
53,DN53,742
53,DO53,741
53,DP53,737
53,DQ53,737
53,DR53,749
53,DS53,757
53,DT53,760
53,DU53,756
53,DV53,750
53,DW53,765
53,DX53,761
53,DY53,743
53,DZ53,729
53,EA53,718
53,EB53,705
53,EC53,699
53,ED53,690
53,EE53,682
53,EF53,702
53,EG53,705
53,EH53,701
53,EI53,710
53,EJ53,724
53,EK53,711
53,EL53,687
53,EM53,702
53,EN53,739
53,EO53,792
53,EP53,927
53,EQ53,916
53,ER53,891
53,ES53,869
53,ET53,850
53,EU53,832
53,EV53,794
53,EW53,819
53,EX53,801
53,EY53,767
53,EZ53,755
53,FA53,747
53,FB53,717
53,FC53,701
53,FD53,668
53,FE53,664
53,FF53,987
53,FG53,1285
53,FH53,1347
53,FI53,1354
53,FJ53,1362
53,FK53,1363
53,FL53,1462
53,FM53,1467
53,FN53,1483
53,FO53,1536
53,FP53,1573
53,FQ53,1614
53,FR53,1728
53,FS53,1737
53,FT53,1735
53,FU53,1743
53,FV53,1739
53,FW53,1741
53,FX53,1768
53,FY53,1769
53,FZ53,1802
53,GA53,1836
53,GB53,1873
53,GC53,1910
53,GD53,1930
53,GE53,1910
53,GF53,1933
53,GG53,1949
53,GH53,1966
53,GI53,1962
53,GJ53,2014
53,GK53,2027
53,GL53,2034
53,GM53,2050
53,GN53,2121
53,GO53,2066
53,GP53,2097
53,GQ53,2092
53,GR53,2114
53,GS53,2170
53,GT53,2187
53,GU53,2221
53,GV53,2287
54,C54,Vicuña
54,D54,418
54,E54,473
54,F54,573
54,G54,569
54,H54,564
54,I54,557
54,J54,564
54,K54,565
54,L54,562
54,M54,564
54,N54,569
54,O54,576
54,P54,580
54,Q54,578
54,R54,583
54,S54,577
54,T54,583
54,U54,581
54,V54,578
54,W54,586
54,X54,588
54,Y54,590
54,Z54,601
54,AA54,614
54,AB54,632
54,AC54,643
54,AD54,645
54,AE54,642
54,AF54,642
54,AG54,641
54,AH54,642
54,AI54,646
54,AJ54,650
54,AK54,654
54,AL54,658
54,AM54,659
54,AN54,663
54,AO54,665
54,AP54,664
54,AQ54,664
54,AR54,663
54,AS54,740
54,AT54,719
54,AU54,724
54,AV54,721
54,AW54,726
54,AX54,732
54,AY54,738
54,AZ54,759
54,BA54,734
54,BB54,718
54,BC54,700
54,BD54,700
54,BE54,703
54,BF54,706
54,BG54,699
54,BH54,711
54,BI54,737
54,BJ54,746
54,BK54,758
54,BL54,766
