commune_code,commune,province,region,region_code,network,control_period,control_tiles,control_tests,control_devices_sum_across_tiles,control_download_mbps_test_weighted,control_upload_mbps_test_weighted,control_latency_ms_test_weighted,control_loaded_latency_down_ms_test_weighted,control_loaded_latency_up_ms_test_weighted,current_period,current_tiles,current_tests,current_devices_sum_across_tiles,current_download_mbps_test_weighted,current_upload_mbps_test_weighted,current_latency_ms_test_weighted,current_loaded_latency_down_ms_test_weighted,current_loaded_latency_up_ms_test_weighted,delta_download_mbps_test_weighted,delta_pct_download_mbps_test_weighted,delta_upload_mbps_test_weighted,delta_pct_upload_mbps_test_weighted,delta_latency_ms_test_weighted,delta_pct_latency_ms_test_weighted
14105,Máfil,Valdivia,Región de Los Ríos,14.0,fixed,2025Q4,16.0,55.0,27.0,219.601,171.233,23.0,542.436,350.873,2026Q1,28.0,75.0,44.0,290.838,211.722,21.693,187.907,513.453,71.237,32.439,40.489,23.646,-1.307,-5.683
14105,Máfil,Valdivia,Región de Los Ríos,14.0,mobile,2025Q4,47.0,117.0,61.0,44.374,9.193,46.145,1975.591,1721.607,2026Q1,32.0,161.0,48.0,32.868,9.31,39.621,2071.101,1670.298,-11.506,-25.93,0.117,1.273,-6.524,-14.138
14106,Mariquina,Valdivia,Región de Los Ríos,14.0,fixed,2025Q4,52.0,244.0,101.0,307.065,218.286,22.861,208.3,245.091,2026Q1,75.0,344.0,146.0,318.657,246.478,12.922,185.442,416.488,11.592,3.775,28.192,12.915,-9.939,-43.476
14106,Mariquina,Valdivia,Región de Los Ríos,14.0,mobile,2025Q4,60.0,156.0,84.0,54.041,12.144,44.596,1576.181,2153.129,2026Q1,101.0,205.0,145.0,43.032,9.672,46.644,1942.84,2476.778,-11.009,-20.372,-2.472,-20.356,2.048,4.592
14107,Paillaco,Valdivia,Región de Los Ríos,14.0,fixed,2025Q4,56.0,217.0,99.0,292.754,206.41,19.613,237.244,175.871,2026Q1,76.0,331.0,142.0,315.012,244.74,16.937,281.337,304.468,22.258,7.603,38.33,18.57,-2.676,-13.644
14107,Paillaco,Valdivia,Región de Los Ríos,14.0,mobile,2025Q4,40.0,82.0,58.0,81.763,12.783,44.024,1640.4,1893.0,2026Q1,48.0,117.0,71.0,83.532,16.61,38.761,1741.164,1803.821,1.769,2.164,3.827,29.938,-5.263,-11.955
14108,Panguipulli,Valdivia,Región de Los Ríos,14.0,fixed,2025Q4,206.0,831.0,319.0,158.297,76.692,26.628,274.972,317.173,2026Q1,378.0,1875.0,697.0,162.806,79.42,28.335,314.716,291.335,4.509,2.848,2.728,3.557,1.707,6.411
14108,Panguipulli,Valdivia,Región de Los Ríos,14.0,mobile,2025Q4,94.0,237.0,124.0,68.198,12.234,48.684,1745.179,1617.131,2026Q1,219.0,732.0,412.0,35.84,8.824,48.727,2280.33,1858.592,-32.358,-47.447,-3.41,-27.873,0.043,0.088
14201,La Unión,Ranco,Región de Los Ríos,14.0,fixed,2025Q4,105.0,875.0,255.0,427.213,328.502,13.29,192.747,175.215,2026Q1,121.0,666.0,272.0,393.513,292.293,17.976,176.735,190.074,-33.7,-7.888,-36.209,-11.022,4.686,35.26
14201,La Unión,Ranco,Región de Los Ríos,14.0,mobile,2025Q4,78.0,183.0,110.0,70.849,12.303,44.891,1933.508,1761.678,2026Q1,88.0,246.0,125.0,76.546,15.694,40.049,1718.62,1664.441,5.697,8.041,3.391,27.562,-4.842,-10.786
14202,Futrono,Ranco,Región de Los Ríos,14.0,fixed,2025Q4,96.0,607.0,204.0,320.209,248.373,15.082,238.254,236.477,2026Q1,161.0,909.0,303.0,197.74,128.036,25.966,310.0,436.146,-122.469,-38.247,-120.337,-48.45,10.884,72.165
14202,Futrono,Ranco,Región de Los Ríos,14.0,mobile,2025Q4,67.0,141.0,79.0,107.549,20.636,42.149,1233.935,1103.164,2026Q1,55.0,176.0,93.0,64.228,16.465,65.17,1742.671,1637.369,-43.321,-40.28,-4.171,-20.212,23.021,54.618
14203,Lago Ranco,Ranco,Región de Los Ríos,14.0,fixed,2025Q4,93.0,383.0,134.0,125.149,50.621,29.54,288.582,371.462,2026Q1,123.0,674.0,203.0,138.244,62.849,29.674,260.828,268.136,13.095,10.464,12.228,24.156,0.134,0.454
14203,Lago Ranco,Ranco,Región de Los Ríos,14.0,mobile,2025Q4,33.0,93.0,44.0,58.199,22.519,39.376,1249.022,1142.222,2026Q1,67.0,141.0,94.0,69.346,12.345,51.071,1810.201,1670.586,11.147,19.153,-10.174,-45.18,11.695,29.701
14204,Río Bueno,Ranco,Región de Los Ríos,14.0,fixed,2025Q4,62.0,434.0,170.0,451.456,323.532,12.389,237.312,256.171,2026Q1,74.0,341.0,160.0,370.301,277.223,16.358,392.235,276.132,-81.155,-17.976,-46.309,-14.314,3.969,32.036
14204,Río Bueno,Ranco,Región de Los Ríos,14.0,mobile,2025Q4,60.0,199.0,87.0,66.549,13.264,47.317,1584.289,1846.701,2026Q1,71.0,208.0,103.0,79.35,13.626,43.188,1548.005,1483.885,12.801,19.235,0.362,2.729,-4.129,-8.726
15101,Arica,Arica,Región de Arica y Parinacota,15.0,fixed,2025Q4,188.0,4121.0,1479.0,371.964,326.557,23.638,321.507,263.976,2026Q1,183.0,4919.0,1595.0,442.548,387.304,23.851,283.89,204.237,70.584,18.976,60.747,18.602,0.213,0.901
15101,Arica,Arica,Región de Arica y Parinacota,15.0,mobile,2025Q4,192.0,1071.0,517.0,88.504,23.247,63.612,1664.691,1191.274,2026Q1,161.0,1115.0,468.0,82.889,22.4,71.187,1686.695,1085.811,-5.615,-6.344,-0.847,-3.643,7.575,11.908
15102,Camarones,Arica,Región de Arica y Parinacota,15.0,fixed,2025Q4,8.0,10.0,8.0,98.562,17.788,43.7,162.3,82.6,2026Q1,2.0,4.0,2.0,109.801,20.618,40.5,228.0,180.5,11.239,11.403,2.83,15.91,-3.2,-7.323
15102,Camarones,Arica,Región de Arica y Parinacota,15.0,mobile,2025Q4,3.0,4.0,3.0,40.785,1.926,74.25,2249.5,3462.5,2026Q1,3.0,3.0,3.0,248.696,32.204,40.0,1107.667,1320.333,207.911,509.773,30.278,1572.066,-34.25,-46.128
15201,Putre,Parinacota,Región de Arica y Parinacota,15.0,fixed,2025Q4,6.0,13.0,8.0,164.717,28.504,85.769,334.538,127.692,2026Q1,8.0,17.0,11.0,188.532,31.518,45.353,184.412,82.706,23.815,14.458,3.014,10.574,-40.416,-47.122
15201,Putre,Parinacota,Región de Arica y Parinacota,15.0,mobile,2025Q4,10.0,18.0,16.0,64.753,8.876,92.278,1259.444,2278.944,2026Q1,19.0,52.0,28.0,32.118,4.982,95.5,1450.154,2981.942,-32.635,-50.399,-3.894,-43.871,3.222,3.492
15202,General Lagos,Parinacota,Región de Arica y Parinacota,15.0,fixed,2025Q4,2.0,3.0,2.0,8.592,12.941,413.667,1548.667,680.667,2026Q1,5.0,8.0,5.0,171.907,30.204,44.375,82.5,71.5,163.315,1900.78,17.263,133.398,-369.292,-89.273
15202,General Lagos,Parinacota,Región de Arica y Parinacota,15.0,mobile,2025Q4,3.0,4.0,3.0,18.172,3.793,85.75,1349.25,2481.75,2026Q1,8.0,53.0,9.0,5.348,2.111,97.434,1494.434,2800.075,-12.824,-70.57,-1.682,-44.345,11.684,13.626
16101,Chillán,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,283.0,4364.0,1718.0,436.906,390.753,9.07,203.457,228.467,2026Q1,286.0,4411.0,1725.0,447.683,395.561,9.079,213.435,224.422,10.777,2.467,4.808,1.23,0.009,0.099
16101,Chillán,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,190.0,1156.0,529.0,90.725,21.747,32.315,1720.504,1066.965,2026Q1,192.0,989.0,561.0,99.947,21.866,28.38,1767.186,1220.382,9.222,10.165,0.119,0.547,-3.935,-12.177
16102,Bulnes,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,72.0,305.0,123.0,316.059,202.967,22.252,249.564,271.528,2026Q1,71.0,360.0,133.0,295.939,218.668,20.45,300.058,368.553,-20.12,-6.366,15.701,7.736,-1.802,-8.098
16102,Bulnes,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,50.0,151.0,66.0,86.175,12.705,30.06,1805.18,1813.967,2026Q1,68.0,193.0,93.0,81.745,13.164,40.953,2162.482,1633.596,-4.43,-5.141,0.459,3.613,10.893,36.238
16103,Chillán Viejo,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,55.0,648.0,252.0,440.729,385.864,13.894,206.392,193.278,2026Q1,58.0,603.0,275.0,442.297,373.688,11.541,207.733,172.063,1.568,0.356,-12.176,-3.156,-2.353,-16.935
16103,Chillán Viejo,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,48.0,185.0,107.0,92.742,16.506,30.681,1808.546,1350.146,2026Q1,61.0,146.0,104.0,115.977,20.099,26.425,1525.836,1281.538,23.235,25.053,3.593,21.768,-4.256,-13.872
16104,El Carmen,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,29.0,124.0,63.0,245.46,179.769,12.46,349.863,568.774,2026Q1,31.0,159.0,66.0,282.961,202.258,18.132,281.34,252.101,37.501,15.278,22.489,12.51,5.672,45.522
16104,El Carmen,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,24.0,56.0,29.0,58.66,10.924,70.339,2028.036,1060.071,2026Q1,62.0,104.0,73.0,52.502,11.689,41.279,2021.697,1956.885,-6.158,-10.498,0.765,7.003,-29.06,-41.314
16105,Pemuco,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,26.0,90.0,50.0,285.94,223.136,18.867,319.278,211.756,2026Q1,32.0,97.0,53.0,258.089,167.972,22.062,407.66,274.292,-27.851,-9.74,-55.164,-24.722,3.195,16.934
16105,Pemuco,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,38.0,92.0,58.0,77.405,15.202,46.109,1250.685,1186.391,2026Q1,36.0,109.0,50.0,96.624,15.331,38.055,1872.583,1645.426,19.219,24.829,0.129,0.849,-8.054,-17.467
16106,Pinto,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,79.0,273.0,114.0,271.745,167.738,24.586,286.217,242.206,2026Q1,97.0,366.0,151.0,267.237,170.02,16.467,305.205,243.153,-4.508,-1.659,2.282,1.36,-8.119,-33.023
16106,Pinto,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,29.0,57.0,41.0,70.956,15.649,40.947,1824.107,1433.526,2026Q1,49.0,99.0,62.0,88.289,17.238,34.657,1812.516,1634.01,17.333,24.428,1.589,10.154,-6.29,-15.361
16107,Quillón,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,87.0,376.0,151.0,362.73,284.787,10.867,257.963,205.061,2026Q1,84.0,451.0,143.0,342.365,277.143,13.322,288.953,240.814,-20.365,-5.614,-7.644,-2.684,2.455,22.591
16107,Quillón,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,57.0,140.0,80.0,97.181,18.942,51.986,1609.793,1395.986,2026Q1,76.0,168.0,98.0,77.558,15.719,36.875,2113.138,1716.768,-19.623,-20.192,-3.223,-17.015,-15.111,-29.067
16108,San Ignacio,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,33.0,82.0,43.0,296.803,208.715,21.549,261.716,311.852,2026Q1,39.0,137.0,58.0,251.296,169.609,26.92,425.883,479.029,-45.507,-15.332,-39.106,-18.737,5.371,24.925
16108,San Ignacio,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,45.0,136.0,52.0,97.146,17.877,32.294,1779.066,1256.632,2026Q1,54.0,108.0,74.0,62.927,13.038,38.676,2225.876,1444.657,-34.219,-35.224,-4.839,-27.068,6.382,19.762
16109,Yungay,Ñuble,Región de Ñuble,16.0,fixed,2025Q4,50.0,173.0,87.0,314.436,238.062,20.341,298.595,286.197,2026Q1,69.0,282.0,121.0,323.405,244.951,14.738,259.085,288.085,8.969,2.852,6.889,2.894,-5.603,-27.545
16109,Yungay,Ñuble,Región de Ñuble,16.0,mobile,2025Q4,50.0,109.0,67.0,106.544,19.337,41.257,2061.046,1502.817,2026Q1,40.0,154.0,72.0,73.881,16.224,32.584,2396.636,1838.922,-32.663,-30.657,-3.113,-16.099,-8.673,-21.022
16201,Quirihue,Itata,Región de Ñuble,16.0,fixed,2025Q4,17.0,163.0,39.0,452.434,365.313,5.546,293.356,225.65,2026Q1,20.0,135.0,40.0,284.954,244.97,6.919,282.104,307.23,-167.48,-37.018,-120.343,-32.942,1.373,24.757
16201,Quirihue,Itata,Región de Ñuble,16.0,mobile,2025Q4,11.0,69.0,17.0,81.644,14.887,33.174,1134.014,1665.957,2026Q1,30.0,139.0,42.0,77.183,11.906,31.986,1571.362,1653.345,-4.461,-5.464,-2.981,-20.024,-1.188,-3.581
16202,Cobquecura,Itata,Región de Ñuble,16.0,fixed,2025Q4,16.0,66.0,27.0,313.1,255.165,11.985,359.697,250.545,2026Q1,28.0,96.0,36.0,271.297,168.859,14.635,405.625,322.771,-41.803,-13.351,-86.306,-33.824,2.65,22.111
16202,Cobquecura,Itata,Región de Ñuble,16.0,mobile,2025Q4,15.0,33.0,22.0,102.84,18.06,33.667,2084.545,1275.152,2026Q1,28.0,56.0,41.0,126.233,21.046,30.946,1536.889,1615.339,23.393,22.747,2.986,16.534,-2.721,-8.082
16203,Coelemu,Itata,Región de Ñuble,16.0,fixed,2025Q4,19.0,116.0,44.0,261.499,235.644,9.948,367.93,358.422,2026Q1,27.0,220.0,60.0,295.61,329.666,8.55,153.918,247.173,34.111,13.044,94.022,39.9,-1.398,-14.053
16203,Coelemu,Itata,Región de Ñuble,16.0,mobile,2025Q4,19.0,72.0,27.0,70.299,13.357,28.931,1942.583,1055.083,2026Q1,27.0,105.0,46.0,79.971,15.211,34.352,1672.01,1450.21,9.672,13.758,1.854,13.88,5.421,18.738
16204,Ninhue,Itata,Región de Ñuble,16.0,fixed,2025Q4,4.0,21.0,7.0,758.795,427.349,5.524,339.619,196.19,2026Q1,14.0,36.0,16.0,136.473,94.767,23.333,299.0,437.417,-622.322,-82.015,-332.582,-77.824,17.809,322.393
16204,Ninhue,Itata,Región de Ñuble,16.0,mobile,2025Q4,9.0,20.0,9.0,77.297,21.137,28.1,1685.5,1012.4,2026Q1,9.0,13.0,9.0,50.589,6.66,28.462,1783.385,1265.308,-26.708,-34.552,-14.477,-68.491,0.362,1.288
16205,Portezuelo,Itata,Región de Ñuble,16.0,fixed,2025Q4,14.0,45.0,17.0,291.784,218.207,16.356,282.378,311.644,2026Q1,19.0,47.0,24.0,159.809,94.184,43.085,554.617,960.638,-131.975,-45.23,-124.023,-56.837,26.729,163.42
16205,Portezuelo,Itata,Región de Ñuble,16.0,mobile,2025Q4,21.0,26.0,22.0,65.749,10.77,38.731,1927.64,2190.731,2026Q1,21.0,62.0,27.0,141.858,22.523,36.484,775.323,1080.677,76.109,115.757,11.753,109.127,-2.247,-5.802
16206,Ranquil,Itata,Región de Ñuble,16.0,fixed,2025Q4,26.0,71.0,32.0,320.499,192.214,15.676,293.225,224.571,2026Q1,28.0,68.0,36.0,283.928,179.028,22.926,234.353,244.632,-36.571,-11.411,-13.186,-6.86,7.25,46.249
16206,Ranquil,Itata,Región de Ñuble,16.0,mobile,2025Q4,38.0,83.0,53.0,83.945,17.773,31.096,1812.183,1162.512,2026Q1,25.0,155.0,45.0,54.263,19.984,27.974,1780.013,1241.542,-29.682,-35.359,2.211,12.44,-3.122,-10.04
16207,Treguaco,Itata,Región de Ñuble,16.0,fixed,2025Q4,7.0,14.0,8.0,487.064,386.288,5.429,626.929,752.143,2026Q1,9.0,34.0,13.0,337.346,244.534,7.618,424.5,273.059,-149.718,-30.739,-141.754,-36.696,2.189,40.321
16207,Treguaco,Itata,Región de Ñuble,16.0,mobile,2025Q4,8.0,16.0,9.0,69.71,11.701,22.938,1809.75,1616.312,2026Q1,8.0,23.0,8.0,22.414,11.634,27.087,2789.667,2176.609,-47.296,-67.847,-0.067,-0.573,4.149,18.088
16301,San Carlos,Punilla,Región de Ñuble,16.0,fixed,2025Q4,138.0,1078.0,338.0,270.939,206.636,15.856,256.111,276.994,2026Q1,146.0,1093.0,374.0,311.89,252.984,10.835,237.761,273.408,40.951,15.114,46.348,22.43,-5.021,-31.666
16301,San Carlos,Punilla,Región de Ñuble,16.0,mobile,2025Q4,84.0,342.0,161.0,94.351,18.388,34.295,1629.44,1338.512,2026Q1,90.0,264.0,146.0,91.664,16.17,31.216,1891.092,1360.498,-2.687,-2.848,-2.218,-12.062,-3.079,-8.978
16302,Coihueco,Punilla,Región de Ñuble,16.0,fixed,2025Q4,93.0,432.0,149.0,207.99,153.306,25.167,258.993,376.618,2026Q1,77.0,293.0,134.0,244.576,184.639,24.089,255.0,236.716,36.586,17.59,31.333,20.438,-1.078,-4.283
16302,Coihueco,Punilla,Región de Ñuble,16.0,mobile,2025Q4,49.0,118.0,63.0,63.171,15.537,42.195,2348.974,1251.542,2026Q1,53.0,105.0,73.0,46.758,11.803,35.705,2117.206,1318.619,-16.413,-25.982,-3.734,-24.033,-6.49,-15.381
16303,Ñiquén,Punilla,Región de Ñuble,16.0,fixed,2025Q4,47.0,134.0,64.0,179.083,106.999,15.701,173.657,312.119,2026Q1,39.0,164.0,57.0,161.196,78.834,16.299,192.432,359.134,-17.887,-9.988,-28.165,-26.323,0.598,3.809
16303,Ñiquén,Punilla,Región de Ñuble,16.0,mobile,2025Q4,37.0,249.0,48.0,114.338,26.872,42.253,1175.799,1176.522,2026Q1,47.0,165.0,61.0,75.606,15.496,35.915,1954.372,1297.721,-38.732,-33.875,-11.376,-42.334,-6.338,-15.0
16304,San Fabián,Punilla,Región de Ñuble,16.0,fixed,2025Q4,25.0,68.0,38.0,232.11,161.632,90.0,587.324,356.485,2026Q1,25.0,77.0,35.0,151.622,58.195,61.805,449.208,388.273,-80.488,-34.677,-103.437,-63.995,-28.195,-31.328
16304,San Fabián,Punilla,Región de Ñuble,16.0,mobile,2025Q4,17.0,25.0,17.0,84.61,18.512,58.16,1202.609,1656.68,2026Q1,30.0,72.0,34.0,25.716,7.039,40.583,1984.75,1664.583,-58.894,-69.606,-11.473,-61.976,-17.577,-30.222
16305,San Nicolás,Punilla,Región de Ñuble,16.0,fixed,2025Q4,36.0,114.0,50.0,205.786,152.994,16.105,362.053,511.781,2026Q1,68.0,283.0,99.0,138.767,103.916,20.88,485.375,578.753,-67.019,-32.567,-49.078,-32.078,4.775,29.649
16305,San Nicolás,Punilla,Región de Ñuble,16.0,mobile,2025Q4,43.0,139.0,60.0,70.39,11.553,43.288,2327.978,2061.547,2026Q1,46.0,161.0,72.0,82.909,13.863,26.019,2234.805,1818.547,12.519,17.785,2.31,19.995,-17.269,-39.893
