commune_code,commune,province,region,region_code,period,network,tiles,tests,devices_sum_across_tiles,download_mbps_test_weighted,upload_mbps_test_weighted,latency_ms_test_weighted,loaded_latency_down_ms_test_weighted,loaded_latency_up_ms_test_weighted,aggregation
9101,Temuco,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,376,7984,3219,396.134,364.555,9.598,179.591,233.582,tile averages weighted by tile test count
9102,Carahue,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,51,207,80,202.331,128.607,23.773,284.464,217.444,tile averages weighted by tile test count
9103,Cunco,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,85,447,133,274.853,200.078,17.394,232.327,241.572,tile averages weighted by tile test count
9104,Curarrehue,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,58,183,80,134.301,91.818,26.164,328.082,256.869,tile averages weighted by tile test count
9105,Freire,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,118,473,190,222.755,161.045,35.091,378.07,349.814,tile averages weighted by tile test count
9106,Galvarino,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,18,140,33,301.353,187.724,19.164,203.836,323.829,tile averages weighted by tile test count
9107,Gorbea,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,42,185,76,330.877,270.534,15.005,199.397,163.8,tile averages weighted by tile test count
9108,Lautaro,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,89,697,249,312.636,274.501,21.085,235.83,242.74,tile averages weighted by tile test count
9109,Loncoche,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,149,816,292,295.296,232.76,14.929,215.322,315.388,tile averages weighted by tile test count
9110,Melipeuco,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,35,164,51,104.78,19.791,31.561,326.927,352.36,tile averages weighted by tile test count
9111,Nueva Imperial,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,65,417,153,325.745,250.649,15.384,213.962,295.928,tile averages weighted by tile test count
9112,Padre Las Casas,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,126,782,356,336.407,293.954,13.999,189.453,220.427,tile averages weighted by tile test count
9113,Perquenco,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,17,134,33,546.34,430.378,10.836,146.216,292.082,tile averages weighted by tile test count
9114,Pitrufquén,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,90,640,238,364.715,301.704,13.402,172.434,230.158,tile averages weighted by tile test count
9115,Pucón,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,377,2480,1130,246.584,229.949,15.783,206.968,319.329,tile averages weighted by tile test count
9116,Saavedra,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,22,101,34,244.364,186.42,17.238,321.723,752.515,tile averages weighted by tile test count
9117,Teodoro Schmidt,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,44,150,57,387.703,289.335,19.193,311.127,417.5,tile averages weighted by tile test count
9118,Toltén,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,18,53,28,171.912,103.932,24.34,366.827,441.208,tile averages weighted by tile test count
9119,Vilcún,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,82,448,164,292.257,193.161,19.652,156.15,162.324,tile averages weighted by tile test count
9120,Villarrica,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,594,4210,1623,274.976,227.866,14.369,225.86,355.117,tile averages weighted by tile test count
9121,Cholchol,Cautín,Región de La Araucanía,9.0,2026Q1,fixed,25,174,48,263.139,201.153,12.149,252.328,491.115,tile averages weighted by tile test count
9201,Angol,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,91,1302,379,422.867,319.602,8.785,239.22,264.62,tile averages weighted by tile test count
9202,Collipulli,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,65,354,128,292.812,185.466,17.703,381.336,378.732,tile averages weighted by tile test count
9203,Curacautín,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,99,324,155,242.714,160.372,27.546,319.347,325.377,tile averages weighted by tile test count
9204,Ercilla,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,18,135,43,616.476,390.283,12.481,253.733,270.941,tile averages weighted by tile test count
9205,Lonquimay,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,36,195,68,211.328,129.938,25.692,311.456,347.318,tile averages weighted by tile test count
9206,Los Sauces,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,14,90,31,418.449,290.288,30.911,316.967,256.389,tile averages weighted by tile test count
9207,Lumaco,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,27,123,42,105.841,19.808,34.0,489.138,132.894,tile averages weighted by tile test count
9208,Purén,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,18,77,38,437.946,326.708,10.377,240.091,231.908,tile averages weighted by tile test count
9209,Renaico,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,15,108,43,534.56,345.068,12.546,225.852,105.343,tile averages weighted by tile test count
9210,Traiguén,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,30,183,69,436.098,305.983,8.404,236.514,326.202,tile averages weighted by tile test count
9211,Victoria,Malleco,Región de La Araucanía,9.0,2026Q1,fixed,60,381,151,337.407,291.325,16.871,205.937,286.239,tile averages weighted by tile test count
10101,Puerto Montt,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,526,6007,2167,420.576,342.659,10.651,273.4,258.517,tile averages weighted by tile test count
10102,Calbuco,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,40,132,47,181.924,37.941,23.477,384.045,145.326,tile averages weighted by tile test count
10103,Cochamó,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,65,140,76,213.635,134.636,29.986,382.836,270.386,tile averages weighted by tile test count
10104,Fresia,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,41,152,62,308.099,227.1,17.329,277.621,220.4,tile averages weighted by tile test count
10105,Frutillar,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,158,780,325,340.359,256.035,12.513,335.146,295.24,tile averages weighted by tile test count
10106,Los Muermos,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,55,204,80,320.909,270.244,15.5,276.685,313.294,tile averages weighted by tile test count
10107,Llanquihue,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,80,330,156,349.29,271.653,9.939,310.243,239.769,tile averages weighted by tile test count
10108,Maullín,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,34,119,59,348.088,257.078,16.832,427.798,397.37,tile averages weighted by tile test count
10109,Puerto Varas,Llanquihue,Región de Los Lagos,10.0,2026Q1,fixed,350,2125,926,302.166,232.666,11.592,297.136,368.267,tile averages weighted by tile test count
10201,Castro,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,101,476,214,339.129,273.464,12.288,326.248,303.105,tile averages weighted by tile test count
10202,Ancud,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,116,662,223,211.413,119.619,19.796,295.621,490.562,tile averages weighted by tile test count
10203,Chonchi,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,40,97,46,165.455,69.463,26.536,392.412,300.392,tile averages weighted by tile test count
10204,Curaco de Vélez,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,2,4,2,493.095,677.741,12.0,99.75,35.0,tile averages weighted by tile test count
10205,Dalcahue,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,24,98,35,97.781,56.734,27.02,543.316,457.102,tile averages weighted by tile test count
10206,Puqueldón,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,5,30,10,269.112,220.462,14.667,160.033,312.233,tile averages weighted by tile test count
10208,Quellón,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,50,265,89,283.162,145.041,18.423,196.204,289.925,tile averages weighted by tile test count
10209,Quemchi,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,9,20,9,194.7,30.648,27.65,581.95,165.3,tile averages weighted by tile test count
10210,Quinchao,Chiloe,Región de Los Lagos,10.0,2026Q1,fixed,8,19,10,366.812,272.68,11.158,317.316,222.842,tile averages weighted by tile test count
10301,Osorno,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,275,3359,1313,444.221,364.849,11.577,244.108,219.971,tile averages weighted by tile test count
10302,Puerto Octay,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,93,427,132,283.882,141.438,23.192,288.939,154.002,tile averages weighted by tile test count
10303,Purranque,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,63,380,129,490.946,388.254,13.684,231.687,207.405,tile averages weighted by tile test count
10304,Puyehue,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,81,346,140,211.084,119.118,23.121,307.606,172.379,tile averages weighted by tile test count
10305,Río Negro,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,38,291,89,583.833,425.726,14.131,226.756,303.983,tile averages weighted by tile test count
10306,San Juan de la Costa,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,21,45,25,159.253,26.849,29.044,178.533,63.422,tile averages weighted by tile test count
10307,San Pablo,Osorno,Región de Los Lagos,10.0,2026Q1,fixed,34,110,58,565.93,420.895,13.409,271.318,299.236,tile averages weighted by tile test count
10401,Chaitén,Palena,Región de Los Lagos,10.0,2026Q1,fixed,51,171,102,149.711,67.833,20.708,379.942,421.953,tile averages weighted by tile test count
10402,Futaleufú,Palena,Región de Los Lagos,10.0,2026Q1,fixed,33,77,49,175.988,88.266,22.143,321.909,241.896,tile averages weighted by tile test count
10403,Hualaihué,Palena,Región de Los Lagos,10.0,2026Q1,fixed,37,165,76,291.336,257.887,24.4,348.261,365.115,tile averages weighted by tile test count
10404,Palena,Palena,Región de Los Lagos,10.0,2026Q1,fixed,10,19,13,140.626,106.216,28.684,774.895,346.368,tile averages weighted by tile test count
11101,Coyhaique,Coyhaique,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,158,883,382,314.677,233.468,21.438,299.442,282.94,tile averages weighted by tile test count
11102,Lago Verde,Coyhaique,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,9,12,9,272.205,95.146,26.917,147.417,113.417,tile averages weighted by tile test count
11201,Aysén,Aysén,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,73,307,135,214.215,156.24,19.065,329.964,326.235,tile averages weighted by tile test count
11202,Cisnes,Aysén,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,46,169,85,165.867,89.092,25.278,511.556,497.207,tile averages weighted by tile test count
11301,Cochrane,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,33,72,48,253.265,144.695,30.194,382.264,181.639,tile averages weighted by tile test count
11302,O'Higgins,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,4,10,4,132.077,41.048,37.7,206.2,53.6,tile averages weighted by tile test count
11303,Tortel,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,10,20,12,142.921,29.238,34.85,297.85,178.75,tile averages weighted by tile test count
11401,Chile Chico,General Carrera,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,49,231,84,181.806,81.951,28.026,315.904,405.641,tile averages weighted by tile test count
11402,Río Ibáñez,General Carrera,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q1,fixed,59,164,108,179.174,77.482,29.902,331.988,256.372,tile averages weighted by tile test count
12101,Punta Arenas,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,153,1417,596,399.088,300.111,46.855,332.873,264.804,tile averages weighted by tile test count
12102,Laguna Blanca,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,22,27,23,127.688,19.36,71.111,359.333,353.926,tile averages weighted by tile test count
12103,Río Verde,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,3,3,3,54.829,34.615,52.667,218.667,206.667,tile averages weighted by tile test count
12104,San Gregorio,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,12,23,12,108.099,17.236,64.696,262.304,946.304,tile averages weighted by tile test count
12201,Cabo de Hornos,Antártica Chilena,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,10,27,17,191.912,23.721,63.296,315.778,102.667,tile averages weighted by tile test count
12301,Porvenir,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,27,106,51,360.655,262.713,50.821,803.248,264.657,tile averages weighted by tile test count
12302,Primavera,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,12,33,18,262.473,24.254,56.242,291.333,175.758,tile averages weighted by tile test count
12303,Timaukel,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,6,8,7,154.738,18.58,83.625,582.125,1298.375,tile averages weighted by tile test count
12401,Natales,Ultima Esperanza,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,95,695,381,263.19,198.02,43.698,388.387,422.767,tile averages weighted by tile test count
12402,Torres del Paine,Ultima Esperanza,Región de Magallanes y Antártica Chilena,12.0,2026Q1,fixed,60,139,121,110.25,18.365,50.115,544.662,509.626,tile averages weighted by tile test count
13101,Santiago,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,92,17369,6709,425.167,372.177,4.473,200.647,197.637,tile averages weighted by tile test count
13102,Cerrillos,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,56,2496,1046,430.106,374.646,4.895,226.904,213.341,tile averages weighted by tile test count
13103,Cerro Navia,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,38,2742,1147,428.943,381.392,3.998,230.397,209.286,tile averages weighted by tile test count
13104,Conchalí,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,40,3062,1353,434.783,392.279,4.125,224.257,245.922,tile averages weighted by tile test count
13105,El Bosque,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,51,3241,1387,474.594,412.393,4.838,203.162,210.188,tile averages weighted by tile test count
13106,Estación Central,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,49,4840,1941,437.292,378.736,4.767,217.571,207.204,tile averages weighted by tile test count
13107,Huechuraba,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,87,5336,1864,398.527,349.157,4.541,190.515,222.79,tile averages weighted by tile test count
13108,Independencia,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,27,2845,1189,457.527,396.939,4.435,191.856,238.833,tile averages weighted by tile test count
13109,La Cisterna,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,39,4121,1609,469.099,406.533,5.016,205.995,187.803,tile averages weighted by tile test count
13110,La Florida,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,155,14336,5255,469.977,406.822,4.624,191.478,232.839,tile averages weighted by tile test count
13111,La Granja,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,39,2930,1222,459.354,412.236,4.469,211.697,216.432,tile averages weighted by tile test count
13112,La Pintana,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,80,2115,867,459.631,391.682,4.143,201.871,314.19,tile averages weighted by tile test count
13113,La Reina,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,72,4935,1697,413.378,344.88,5.372,246.035,235.789,tile averages weighted by tile test count
13114,Las Condes,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,171,21266,7630,394.783,319.015,5.564,222.372,243.582,tile averages weighted by tile test count
13115,Lo Barnechea,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,177,8032,2442,319.847,234.388,5.623,235.141,256.03,tile averages weighted by tile test count
13116,Lo Espejo,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,31,1483,628,429.402,367.378,4.214,216.797,243.716,tile averages weighted by tile test count
13117,Lo Prado,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,27,2036,860,433.267,388.463,4.029,204.671,189.76,tile averages weighted by tile test count
13118,Macul,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,52,6114,2240,463.337,399.717,4.327,191.547,195.664,tile averages weighted by tile test count
13119,Maipú,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,212,14283,5880,433.634,396.055,4.974,253.612,244.426,tile averages weighted by tile test count
13120,Ñuñoa,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,61,12590,4710,446.642,385.583,4.377,211.215,208.847,tile averages weighted by tile test count
13121,Pedro Aguirre Cerda,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,32,1843,846,416.779,365.247,4.466,263.283,247.468,tile averages weighted by tile test count
13122,Peñalolén,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,115,8516,2819,416.151,345.46,5.13,206.521,228.174,tile averages weighted by tile test count
13123,Providencia,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,55,9862,3885,415.695,351.421,5.112,224.179,242.145,tile averages weighted by tile test count
13124,Pudahuel,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,167,6664,2650,413.824,366.32,6.04,233.285,206.817,tile averages weighted by tile test count
13125,Quilicura,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,131,6294,2313,429.354,363.921,4.73,193.257,213.728,tile averages weighted by tile test count
13126,Quinta Normal,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,46,3087,1321,455.315,400.066,4.248,200.695,184.634,tile averages weighted by tile test count
13127,Recoleta,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,56,3874,1608,443.739,400.563,4.368,221.543,233.365,tile averages weighted by tile test count
13128,Renca,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,74,3233,1401,412.121,364.436,4.394,264.566,270.182,tile averages weighted by tile test count
13129,San Joaquín,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,37,2178,1057,458.102,416.173,4.604,187.32,194.59,tile averages weighted by tile test count
13130,San Miguel,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,38,6227,2591,454.737,393.83,4.601,208.978,213.562,tile averages weighted by tile test count
13131,San Ramón,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,25,1388,601,473.304,418.55,4.398,210.13,246.036,tile averages weighted by tile test count
13132,Vitacura,Santiago,Región Metropolitana de Santiago,13.0,2026Q1,fixed,85,6430,2273,354.27,280.945,5.444,237.502,249.939,tile averages weighted by tile test count
13201,Puente Alto,Cordillera,Región Metropolitana de Santiago,13.0,2026Q1,fixed,237,14671,5730,439.129,381.77,4.956,212.743,244.724,tile averages weighted by tile test count
13202,Pirque,Cordillera,Región Metropolitana de Santiago,13.0,2026Q1,fixed,153,798,275,267.358,216.945,6.754,227.623,324.467,tile averages weighted by tile test count
13203,San José de Maipo,Cordillera,Región Metropolitana de Santiago,13.0,2026Q1,fixed,77,426,177,297.873,243.302,15.582,263.548,356.906,tile averages weighted by tile test count
13301,Colina,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q1,fixed,458,9039,2867,353.779,291.277,5.763,228.432,256.265,tile averages weighted by tile test count
13302,Lampa,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q1,fixed,278,4903,1638,383.891,313.675,7.589,236.873,264.338,tile averages weighted by tile test count
13303,Tiltil,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q1,fixed,69,477,187,346.416,245.048,8.0,163.011,238.025,tile averages weighted by tile test count
13401,San Bernardo,Maipo,Región Metropolitana de Santiago,13.0,2026Q1,fixed,207,8428,3340,443.057,376.217,4.84,209.27,227.091,tile averages weighted by tile test count
13402,Buin,Maipo,Región Metropolitana de Santiago,13.0,2026Q1,fixed,222,4727,1617,407.669,347.031,5.355,162.225,258.812,tile averages weighted by tile test count
13403,Calera de Tango,Maipo,Región Metropolitana de Santiago,13.0,2026Q1,fixed,101,786,312,295.185,269.147,6.594,236.709,314.009,tile averages weighted by tile test count
13404,Paine,Maipo,Región Metropolitana de Santiago,13.0,2026Q1,fixed,320,1924,757,329.475,273.117,7.241,217.381,278.456,tile averages weighted by tile test count
13501,Melipilla,Melipilla,Región Metropolitana de Santiago,13.0,2026Q1,fixed,354,3866,1125,341.215,312.777,7.673,214.424,247.142,tile averages weighted by tile test count
13502,Alhué,Melipilla,Región Metropolitana de Santiago,13.0,2026Q1,fixed,24,60,31,440.403,326.049,10.967,326.867,165.117,tile averages weighted by tile test count
13503,Curacaví,Melipilla,Región Metropolitana de Santiago,13.0,2026Q1,fixed,131,978,288,235.321,194.992,9.118,321.781,352.815,tile averages weighted by tile test count
13504,María Pinto,Melipilla,Región Metropolitana de Santiago,13.0,2026Q1,fixed,63,249,98,261.628,185.736,7.538,238.695,388.012,tile averages weighted by tile test count
13505,San Pedro,Melipilla,Región Metropolitana de Santiago,13.0,2026Q1,fixed,55,481,71,138.085,122.982,7.083,603.11,583.252,tile averages weighted by tile test count
13601,Talagante,Talagante,Región Metropolitana de Santiago,13.0,2026Q1,fixed,169,2258,866,360.635,335.264,7.47,215.209,247.548,tile averages weighted by tile test count
13602,El Monte,Talagante,Región Metropolitana de Santiago,13.0,2026Q1,fixed,71,691,283,364.198,314.447,7.525,257.285,262.403,tile averages weighted by tile test count
13603,Isla de Maipo,Talagante,Región Metropolitana de Santiago,13.0,2026Q1,fixed,125,1514,471,383.118,359.19,6.408,199.735,249.042,tile averages weighted by tile test count
13604,Padre Hurtado,Talagante,Región Metropolitana de Santiago,13.0,2026Q1,fixed,93,2839,1135,423.27,377.173,5.979,230.263,212.968,tile averages weighted by tile test count
13605,Peñaflor,Talagante,Región Metropolitana de Santiago,13.0,2026Q1,fixed,108,2927,1160,418.514,377.467,5.963,200.031,218.959,tile averages weighted by tile test count
14101,Valdivia,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,303,3726,1593,378.798,324.729,10.709,206.521,272.856,tile averages weighted by tile test count
14102,Corral,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,14,92,25,259.387,201.4,15.935,231.478,399.533,tile averages weighted by tile test count
14103,Lanco,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,38,400,95,265.912,187.415,10.37,544.455,280.96,tile averages weighted by tile test count
14104,Los Lagos,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,92,267,131,208.181,100.954,26.199,324.729,247.782,tile averages weighted by tile test count
14105,Máfil,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,28,75,44,290.838,211.722,21.693,187.907,513.453,tile averages weighted by tile test count
14106,Mariquina,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,75,344,146,318.657,246.478,12.922,185.442,416.488,tile averages weighted by tile test count
14107,Paillaco,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,76,331,142,315.012,244.74,16.937,281.337,304.468,tile averages weighted by tile test count
14108,Panguipulli,Valdivia,Región de Los Ríos,14.0,2026Q1,fixed,378,1875,697,162.806,79.42,28.335,314.716,291.335,tile averages weighted by tile test count
14201,La Unión,Ranco,Región de Los Ríos,14.0,2026Q1,fixed,121,666,272,393.513,292.293,17.976,176.735,190.074,tile averages weighted by tile test count
14202,Futrono,Ranco,Región de Los Ríos,14.0,2026Q1,fixed,161,909,303,197.74,128.036,25.966,310.0,436.146,tile averages weighted by tile test count
14203,Lago Ranco,Ranco,Región de Los Ríos,14.0,2026Q1,fixed,123,674,203,138.244,62.849,29.674,260.828,268.136,tile averages weighted by tile test count
14204,Río Bueno,Ranco,Región de Los Ríos,14.0,2026Q1,fixed,74,341,160,370.301,277.223,16.358,392.235,276.132,tile averages weighted by tile test count
15101,Arica,Arica,Región de Arica y Parinacota,15.0,2026Q1,fixed,183,4919,1595,442.548,387.304,23.851,283.89,204.237,tile averages weighted by tile test count
15102,Camarones,Arica,Región de Arica y Parinacota,15.0,2026Q1,fixed,2,4,2,109.801,20.618,40.5,228.0,180.5,tile averages weighted by tile test count
15201,Putre,Parinacota,Región de Arica y Parinacota,15.0,2026Q1,fixed,8,17,11,188.532,31.518,45.353,184.412,82.706,tile averages weighted by tile test count
15202,General Lagos,Parinacota,Región de Arica y Parinacota,15.0,2026Q1,fixed,5,8,5,171.907,30.204,44.375,82.5,71.5,tile averages weighted by tile test count
16101,Chillán,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,286,4411,1725,447.683,395.561,9.079,213.435,224.422,tile averages weighted by tile test count
16102,Bulnes,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,71,360,133,295.939,218.668,20.45,300.058,368.553,tile averages weighted by tile test count
16103,Chillán Viejo,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,58,603,275,442.297,373.688,11.541,207.733,172.063,tile averages weighted by tile test count
16104,El Carmen,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,31,159,66,282.961,202.258,18.132,281.34,252.101,tile averages weighted by tile test count
16105,Pemuco,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,32,97,53,258.089,167.972,22.062,407.66,274.292,tile averages weighted by tile test count
16106,Pinto,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,97,366,151,267.237,170.02,16.467,305.205,243.153,tile averages weighted by tile test count
16107,Quillón,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,84,451,143,342.365,277.143,13.322,288.953,240.814,tile averages weighted by tile test count
16108,San Ignacio,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,39,137,58,251.296,169.609,26.92,425.883,479.029,tile averages weighted by tile test count
16109,Yungay,Ñuble,Región de Ñuble,16.0,2026Q1,fixed,69,282,121,323.405,244.951,14.738,259.085,288.085,tile averages weighted by tile test count
16201,Quirihue,Itata,Región de Ñuble,16.0,2026Q1,fixed,20,135,40,284.954,244.97,6.919,282.104,307.23,tile averages weighted by tile test count
16202,Cobquecura,Itata,Región de Ñuble,16.0,2026Q1,fixed,28,96,36,271.297,168.859,14.635,405.625,322.771,tile averages weighted by tile test count
16203,Coelemu,Itata,Región de Ñuble,16.0,2026Q1,fixed,27,220,60,295.61,329.666,8.55,153.918,247.173,tile averages weighted by tile test count
16204,Ninhue,Itata,Región de Ñuble,16.0,2026Q1,fixed,14,36,16,136.473,94.767,23.333,299.0,437.417,tile averages weighted by tile test count
16205,Portezuelo,Itata,Región de Ñuble,16.0,2026Q1,fixed,19,47,24,159.809,94.184,43.085,554.617,960.638,tile averages weighted by tile test count
16206,Ranquil,Itata,Región de Ñuble,16.0,2026Q1,fixed,28,68,36,283.928,179.028,22.926,234.353,244.632,tile averages weighted by tile test count
16207,Treguaco,Itata,Región de Ñuble,16.0,2026Q1,fixed,9,34,13,337.346,244.534,7.618,424.5,273.059,tile averages weighted by tile test count
16301,San Carlos,Punilla,Región de Ñuble,16.0,2026Q1,fixed,146,1093,374,311.89,252.984,10.835,237.761,273.408,tile averages weighted by tile test count
16302,Coihueco,Punilla,Región de Ñuble,16.0,2026Q1,fixed,77,293,134,244.576,184.639,24.089,255.0,236.716,tile averages weighted by tile test count
16303,Ñiquén,Punilla,Región de Ñuble,16.0,2026Q1,fixed,39,164,57,161.196,78.834,16.299,192.432,359.134,tile averages weighted by tile test count
16304,San Fabián,Punilla,Región de Ñuble,16.0,2026Q1,fixed,25,77,35,151.622,58.195,61.805,449.208,388.273,tile averages weighted by tile test count
16305,San Nicolás,Punilla,Región de Ñuble,16.0,2026Q1,fixed,68,283,99,138.767,103.916,20.88,485.375,578.753,tile averages weighted by tile test count
1101,Iquique,Iquique,Región de Tarapacá,1.0,2026Q1,mobile,98,667,390,85.075,22.932,58.999,1444.575,1233.978,tile averages weighted by tile test count
1107,Alto Hospicio,Iquique,Región de Tarapacá,1.0,2026Q1,mobile,66,522,236,55.12,17.989,55.789,1826.824,1275.475,tile averages weighted by tile test count
1401,Pozo Almonte,Tamarugal,Región de Tarapacá,1.0,2026Q1,mobile,53,233,101,74.091,15.816,60.185,1572.773,1329.163,tile averages weighted by tile test count
