commune_code,commune,province,region,region_code,period,network,tiles,tests,devices_sum_across_tiles,download_mbps_test_weighted,upload_mbps_test_weighted,latency_ms_test_weighted,loaded_latency_down_ms_test_weighted,loaded_latency_up_ms_test_weighted,aggregation
3302,Alto del Carmen,Huasco,Región de Atacama,3.0,2026Q1,fixed,11,46,12,152.584,31.87,30.152,348.109,386.804,tile averages weighted by tile test count
3303,Freirina,Huasco,Región de Atacama,3.0,2026Q1,fixed,23,189,43,217.567,94.278,27.233,226.212,261.349,tile averages weighted by tile test count
3304,Huasco,Huasco,Región de Atacama,3.0,2026Q1,fixed,21,174,56,367.74,307.124,12.126,172.385,223.282,tile averages weighted by tile test count
4101,La Serena,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,365,8117,3286,422.926,346.136,12.287,197.485,215.949,tile averages weighted by tile test count
4102,Coquimbo,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,363,7386,2981,398.575,351.881,10.856,210.456,265.062,tile averages weighted by tile test count
4103,Andacollo,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,16,117,38,463.507,324.021,5.239,258.974,385.009,tile averages weighted by tile test count
4104,La Higuera,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,15,30,17,147.059,69.448,28.467,450.9,580.267,tile averages weighted by tile test count
4105,Paihuano,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,18,51,26,97.606,18.55,37.686,340.686,364.51,tile averages weighted by tile test count
4106,Vicuña,Elqui,Región de Coquimbo,4.0,2026Q1,fixed,63,309,132,269.666,206.011,13.744,310.246,361.343,tile averages weighted by tile test count
4201,Illapel,Choapa,Región de Coquimbo,4.0,2026Q1,fixed,94,902,255,362.994,273.828,16.021,274.34,280.153,tile averages weighted by tile test count
4202,Canela,Choapa,Región de Coquimbo,4.0,2026Q1,fixed,28,86,41,292.756,202.59,19.919,267.919,279.616,tile averages weighted by tile test count
4203,Los Vilos,Choapa,Región de Coquimbo,4.0,2026Q1,fixed,64,575,222,389.207,293.305,16.209,268.617,256.743,tile averages weighted by tile test count
4204,Salamanca,Choapa,Región de Coquimbo,4.0,2026Q1,fixed,112,537,244,243.499,170.204,15.851,342.565,364.06,tile averages weighted by tile test count
4301,Ovalle,Limarí,Región de Coquimbo,4.0,2026Q1,fixed,172,2003,728,381.954,340.072,12.115,183.264,222.676,tile averages weighted by tile test count
4302,Combarbalá,Limarí,Región de Coquimbo,4.0,2026Q1,fixed,37,338,75,334.822,277.724,16.565,212.595,684.571,tile averages weighted by tile test count
4303,Monte Patria,Limarí,Región de Coquimbo,4.0,2026Q1,fixed,51,283,115,406.122,358.755,12.724,163.569,234.035,tile averages weighted by tile test count
4304,Punitaqui,Limarí,Región de Coquimbo,4.0,2026Q1,fixed,21,71,32,408.937,268.359,11.0,232.873,193.465,tile averages weighted by tile test count
4305,Río Hurtado,Limarí,Región de Coquimbo,4.0,2026Q1,fixed,12,30,14,165.731,59.751,24.733,309.633,261.433,tile averages weighted by tile test count
5101,Valparaíso,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,228,7060,2726,407.412,346.073,7.831,223.336,237.235,tile averages weighted by tile test count
5102,Casablanca,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,115,972,293,230.513,146.224,20.838,280.415,274.289,tile averages weighted by tile test count
5103,Concón,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,69,2817,1010,406.63,334.378,8.375,227.519,212.033,tile averages weighted by tile test count
5105,Puchuncaví,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,153,1196,517,328.247,270.463,12.135,315.666,277.777,tile averages weighted by tile test count
5107,Quintero,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,69,1120,388,422.184,374.395,8.366,212.829,185.079,tile averages weighted by tile test count
5109,Viña del Mar,Valparaíso,Región de Valparaíso,5.0,2026Q1,fixed,262,11729,4557,421.57,353.462,7.504,230.912,228.962,tile averages weighted by tile test count
5301,Los Andes,Los Andes,Región de Valparaíso,5.0,2026Q1,fixed,75,1425,573,438.903,381.689,7.352,246.046,235.999,tile averages weighted by tile test count
5302,Calle Larga,Los Andes,Región de Valparaíso,5.0,2026Q1,fixed,55,489,181,431.851,368.633,7.102,225.583,199.638,tile averages weighted by tile test count
5303,Rinconada,Los Andes,Región de Valparaíso,5.0,2026Q1,fixed,43,442,126,300.613,218.47,13.719,254.233,366.805,tile averages weighted by tile test count
5304,San Esteban,Los Andes,Región de Valparaíso,5.0,2026Q1,fixed,58,393,145,346.747,273.607,10.634,214.56,201.156,tile averages weighted by tile test count
5401,La Ligua,Petorca,Región de Valparaíso,5.0,2026Q1,fixed,126,904,337,331.713,272.607,11.421,258.392,258.583,tile averages weighted by tile test count
5402,Cabildo,Petorca,Región de Valparaíso,5.0,2026Q1,fixed,65,374,128,180.294,147.477,11.575,283.973,218.759,tile averages weighted by tile test count
5403,Papudo,Petorca,Región de Valparaíso,5.0,2026Q1,fixed,40,592,277,320.762,283.843,8.076,205.726,214.693,tile averages weighted by tile test count
5404,Petorca,Petorca,Región de Valparaíso,5.0,2026Q1,fixed,20,90,35,151.715,86.129,20.078,510.156,471.589,tile averages weighted by tile test count
5405,Zapallar,Petorca,Región de Valparaíso,5.0,2026Q1,fixed,91,906,315,284.658,189.648,17.33,283.531,267.579,tile averages weighted by tile test count
5501,Quillota,Quillota,Región de Valparaíso,5.0,2026Q1,fixed,147,2331,787,409.827,354.554,8.161,202.078,217.436,tile averages weighted by tile test count
5502,Calera,Quillota,Región de Valparaíso,5.0,2026Q1,fixed,55,863,334,439.007,371.079,7.754,237.738,181.009,tile averages weighted by tile test count
5503,Hijuelas,Quillota,Región de Valparaíso,5.0,2026Q1,fixed,67,547,131,271.421,203.771,18.799,219.599,164.612,tile averages weighted by tile test count
5504,La Cruz,Quillota,Región de Valparaíso,5.0,2026Q1,fixed,50,547,223,421.748,356.746,6.389,203.049,276.475,tile averages weighted by tile test count
5506,Nogales,Quillota,Región de Valparaíso,5.0,2026Q1,fixed,57,235,111,365.988,283.101,12.089,255.077,273.191,tile averages weighted by tile test count
5601,San Antonio,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,129,2004,704,376.702,333.364,8.617,253.997,291.645,tile averages weighted by tile test count
5602,Algarrobo,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,114,1312,582,327.441,280.578,11.016,235.406,290.255,tile averages weighted by tile test count
5603,Cartagena,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,60,819,277,331.735,306.138,3.753,258.502,404.355,tile averages weighted by tile test count
5604,El Quisco,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,77,791,325,372.618,306.053,6.355,326.601,314.726,tile averages weighted by tile test count
5605,El Tabo,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,95,898,366,369.473,340.796,6.285,300.017,305.0,tile averages weighted by tile test count
5606,Santo Domingo,San Antonio,Región de Valparaíso,5.0,2026Q1,fixed,111,937,395,282.399,219.014,10.986,230.671,245.369,tile averages weighted by tile test count
5701,San Felipe,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,103,1591,626,404.228,309.123,9.389,238.869,219.083,tile averages weighted by tile test count
5702,Catemu,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,26,172,58,382.914,290.75,12.523,274.203,270.209,tile averages weighted by tile test count
5703,Llaillay,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,47,498,161,436.889,358.616,8.576,244.496,242.46,tile averages weighted by tile test count
5704,Panquehue,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,33,171,60,337.167,255.016,14.292,189.468,146.462,tile averages weighted by tile test count
5705,Putaendo,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,71,370,123,374.755,279.217,8.762,280.997,179.832,tile averages weighted by tile test count
5706,Santa María,San Felipe,Región de Valparaíso,5.0,2026Q1,fixed,42,252,84,387.039,319.551,7.44,159.206,283.115,tile averages weighted by tile test count
5801,Quilpué,Marga Marga,Región de Valparaíso,5.0,2026Q1,fixed,148,4353,1707,426.361,377.755,7.621,219.604,219.164,tile averages weighted by tile test count
5802,Limache,Marga Marga,Región de Valparaíso,5.0,2026Q1,fixed,172,1644,598,365.744,310.749,9.325,202.841,235.662,tile averages weighted by tile test count
5803,Olmué,Marga Marga,Región de Valparaíso,5.0,2026Q1,fixed,97,583,213,301.755,241.673,11.103,284.799,223.677,tile averages weighted by tile test count
5804,Villa Alemana,Marga Marga,Región de Valparaíso,5.0,2026Q1,fixed,113,4295,1640,437.596,384.446,7.374,199.719,201.481,tile averages weighted by tile test count
6101,Rancagua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,232,5910,2482,417.355,358.831,5.711,197.079,200.759,tile averages weighted by tile test count
6102,Codegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,44,201,77,319.473,310.806,4.716,307.075,284.9,tile averages weighted by tile test count
6103,Coinco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,27,127,36,494.21,428.795,4.795,321.031,407.543,tile averages weighted by tile test count
6104,Coltauco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,106,725,167,350.585,297.204,5.917,175.032,215.153,tile averages weighted by tile test count
6105,Doñihue,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,59,267,129,423.874,337.4,5.79,213.026,290.839,tile averages weighted by tile test count
6106,Graneros,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,52,626,260,411.013,356.196,4.8,211.827,264.006,tile averages weighted by tile test count
6107,Las Cabras,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,236,1510,550,201.537,150.435,14.715,244.045,267.028,tile averages weighted by tile test count
6108,Machalí,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,112,2253,758,398.158,340.551,6.568,217.899,301.628,tile averages weighted by tile test count
6109,Malloa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,50,215,84,268.41,206.437,12.874,176.791,324.353,tile averages weighted by tile test count
6110,Mostazal,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,88,733,209,341.523,269.558,7.55,197.045,252.84,tile averages weighted by tile test count
6111,Olivar,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,41,276,84,482.088,419.657,4.388,223.138,273.025,tile averages weighted by tile test count
6112,Peumo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,55,344,154,251.837,213.047,8.901,340.108,294.462,tile averages weighted by tile test count
6113,Pichidegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,84,470,146,269.861,225.852,8.051,222.251,464.083,tile averages weighted by tile test count
6114,Quinta de Tilcoco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,46,172,92,402.439,312.118,23.145,266.488,306.413,tile averages weighted by tile test count
6115,Rengo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,109,1706,586,421.561,354.843,7.113,160.506,185.047,tile averages weighted by tile test count
6116,Requínoa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,85,440,192,358.767,294.58,7.55,215.293,256.875,tile averages weighted by tile test count
6117,San Vicente,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,174,1171,364,254.072,223.959,13.209,198.543,383.576,tile averages weighted by tile test count
6201,Pichilemu,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,90,784,343,289.43,219.471,15.704,237.853,272.761,tile averages weighted by tile test count
6202,La Estrella,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,40,147,55,231.091,113.281,26.918,295.422,308.534,tile averages weighted by tile test count
6203,Litueche,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,76,313,98,215.657,75.176,25.719,283.249,197.061,tile averages weighted by tile test count
6204,Marchigüe,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,33,168,49,144.601,69.241,19.077,290.435,318.149,tile averages weighted by tile test count
6205,Navidad,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,81,366,156,327.283,215.589,17.809,366.216,258.817,tile averages weighted by tile test count
6206,Paredones,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,36,157,56,168.977,79.266,26.561,258.394,353.665,tile averages weighted by tile test count
6301,San Fernando,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,138,1557,611,388.317,318.283,8.821,234.787,296.222,tile averages weighted by tile test count
6302,Chépica,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,87,492,192,164.406,150.038,10.417,199.909,441.557,tile averages weighted by tile test count
6303,Chimbarongo,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,74,372,130,238.722,185.312,8.944,126.29,210.752,tile averages weighted by tile test count
6304,Lolol,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,33,202,55,186.0,148.556,16.366,258.381,183.129,tile averages weighted by tile test count
6305,Nancagua,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,53,207,103,286.468,245.675,6.884,185.304,301.903,tile averages weighted by tile test count
6306,Palmilla,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,55,264,78,132.684,98.454,15.348,288.319,386.617,tile averages weighted by tile test count
6307,Peralillo,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,55,282,94,227.12,175.042,9.319,123.504,228.493,tile averages weighted by tile test count
6308,Placilla,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,25,93,31,160.613,153.173,11.14,289.204,395.645,tile averages weighted by tile test count
6309,Pumanque,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,18,49,24,180.891,66.505,16.98,85.776,164.918,tile averages weighted by tile test count
6310,Santa Cruz,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q1,fixed,99,735,307,324.028,280.779,12.005,221.335,250.556,tile averages weighted by tile test count
7101,Talca,Talca,Región del Maule,7.0,2026Q1,fixed,271,5495,2230,432.998,398.948,6.553,162.458,182.898,tile averages weighted by tile test count
7102,Constitución,Talca,Región del Maule,7.0,2026Q1,fixed,79,756,255,401.692,290.525,11.893,212.507,194.231,tile averages weighted by tile test count
7103,Curepto,Talca,Región del Maule,7.0,2026Q1,fixed,23,114,36,268.052,167.723,32.228,220.561,458.272,tile averages weighted by tile test count
7104,Empedrado,Talca,Región del Maule,7.0,2026Q1,fixed,5,15,6,584.645,564.604,8.6,112.267,151.733,tile averages weighted by tile test count
7105,Maule,Talca,Región del Maule,7.0,2026Q1,fixed,126,1159,450,347.886,319.181,7.832,155.897,205.763,tile averages weighted by tile test count
7106,Pelarco,Talca,Región del Maule,7.0,2026Q1,fixed,52,264,81,187.146,128.224,14.133,228.14,281.0,tile averages weighted by tile test count
7107,Pencahue,Talca,Región del Maule,7.0,2026Q1,fixed,32,92,40,161.614,90.08,18.228,203.217,300.011,tile averages weighted by tile test count
7108,Río Claro,Talca,Región del Maule,7.0,2026Q1,fixed,53,233,80,190.321,151.699,15.283,530.305,473.302,tile averages weighted by tile test count
7109,San Clemente,Talca,Región del Maule,7.0,2026Q1,fixed,174,974,350,244.041,192.037,13.362,226.002,270.82,tile averages weighted by tile test count
7110,San Rafael,Talca,Región del Maule,7.0,2026Q1,fixed,49,236,69,160.063,88.16,18.123,258.178,254.547,tile averages weighted by tile test count
7201,Cauquenes,Cauquenes,Región del Maule,7.0,2026Q1,fixed,80,698,233,428.236,370.883,12.1,163.92,243.441,tile averages weighted by tile test count
7202,Chanco,Cauquenes,Región del Maule,7.0,2026Q1,fixed,12,60,21,170.026,89.879,21.1,389.233,263.833,tile averages weighted by tile test count
7203,Pelluhue,Cauquenes,Región del Maule,7.0,2026Q1,fixed,39,159,81,294.397,198.673,16.491,181.994,270.918,tile averages weighted by tile test count
7301,Curicó,Curicó,Región del Maule,7.0,2026Q1,fixed,267,3791,1442,369.842,325.491,8.504,193.588,237.417,tile averages weighted by tile test count
7302,Hualañé,Curicó,Región del Maule,7.0,2026Q1,fixed,20,83,28,300.71,191.482,16.193,189.554,152.084,tile averages weighted by tile test count
7303,Licantén,Curicó,Región del Maule,7.0,2026Q1,fixed,32,267,72,495.477,410.409,8.648,127.432,203.019,tile averages weighted by tile test count
7304,Molina,Curicó,Región del Maule,7.0,2026Q1,fixed,113,1001,402,343.41,308.311,7.215,178.811,270.41,tile averages weighted by tile test count
7305,Rauco,Curicó,Región del Maule,7.0,2026Q1,fixed,39,214,73,232.107,189.218,9.033,218.556,221.196,tile averages weighted by tile test count
7306,Romeral,Curicó,Región del Maule,7.0,2026Q1,fixed,69,419,152,252.726,225.556,20.131,304.933,419.833,tile averages weighted by tile test count
7307,Sagrada Familia,Curicó,Región del Maule,7.0,2026Q1,fixed,81,293,119,232.414,215.191,10.331,223.01,260.976,tile averages weighted by tile test count
7308,Teno,Curicó,Región del Maule,7.0,2026Q1,fixed,136,606,218,200.673,159.146,15.528,236.472,299.228,tile averages weighted by tile test count
7309,Vichuquén,Curicó,Región del Maule,7.0,2026Q1,fixed,47,224,79,241.213,173.779,18.429,248.767,205.767,tile averages weighted by tile test count
7401,Linares,Linares,Región del Maule,7.0,2026Q1,fixed,237,2670,939,362.691,330.056,10.085,184.899,235.246,tile averages weighted by tile test count
7402,Colbún,Linares,Región del Maule,7.0,2026Q1,fixed,90,521,160,205.991,160.311,14.94,251.877,305.284,tile averages weighted by tile test count
7403,Longaví,Linares,Región del Maule,7.0,2026Q1,fixed,147,729,231,205.246,108.119,18.86,175.731,293.759,tile averages weighted by tile test count
7404,Parral,Linares,Región del Maule,7.0,2026Q1,fixed,117,755,315,303.302,266.33,11.613,218.599,280.878,tile averages weighted by tile test count
7405,Retiro,Linares,Región del Maule,7.0,2026Q1,fixed,81,300,126,152.512,125.4,12.147,202.767,295.67,tile averages weighted by tile test count
7406,San Javier,Linares,Región del Maule,7.0,2026Q1,fixed,93,1017,339,342.382,314.739,9.791,193.345,293.08,tile averages weighted by tile test count
7407,Villa Alegre,Linares,Región del Maule,7.0,2026Q1,fixed,38,208,84,296.226,278.576,10.389,133.197,264.024,tile averages weighted by tile test count
7408,Yerbas Buenas,Linares,Región del Maule,7.0,2026Q1,fixed,65,258,94,248.758,233.599,11.291,158.698,212.857,tile averages weighted by tile test count
8101,Concepción,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,182,6481,2588,461.087,392.587,7.565,226.794,222.646,tile averages weighted by tile test count
8102,Coronel,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,124,1880,798,502.336,408.092,7.739,252.795,297.475,tile averages weighted by tile test count
8103,Chiguayante,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,75,1835,646,422.188,346.014,7.071,208.71,230.098,tile averages weighted by tile test count
8104,Florida,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,63,226,75,229.834,112.864,18.004,207.677,218.934,tile averages weighted by tile test count
8105,Hualqui,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,49,252,115,381.231,300.042,11.619,211.689,426.211,tile averages weighted by tile test count
8106,Lota,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,32,486,154,542.299,425.986,4.975,222.815,238.195,tile averages weighted by tile test count
8107,Penco,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,56,890,358,418.976,336.257,10.135,297.117,299.258,tile averages weighted by tile test count
8108,San Pedro de la Paz,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,127,3578,1355,448.55,365.109,7.098,236.203,220.604,tile averages weighted by tile test count
8109,Santa Juana,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,36,171,66,258.834,179.773,17.24,248.941,376.129,tile averages weighted by tile test count
8110,Talcahuano,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,126,2483,1018,464.069,403.345,8.069,217.281,217.136,tile averages weighted by tile test count
8111,Tomé,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,73,912,310,465.77,374.307,7.74,217.66,231.639,tile averages weighted by tile test count
8112,Hualpén,Concepción,Región del Bío-Bío,8.0,2026Q1,fixed,53,1836,724,464.708,404.338,7.996,228.911,225.073,tile averages weighted by tile test count
8201,Lebu,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,39,211,101,435.965,349.71,11.066,274.267,137.938,tile averages weighted by tile test count
8202,Arauco,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,63,434,186,433.292,372.249,8.871,247.417,287.744,tile averages weighted by tile test count
8203,Cañete,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,103,548,216,273.608,183.628,17.859,273.819,246.75,tile averages weighted by tile test count
8204,Contulmo,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,12,50,18,573.329,419.239,9.18,200.16,276.64,tile averages weighted by tile test count
8205,Curanilahue,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,35,262,94,341.961,276.559,6.477,303.958,337.095,tile averages weighted by tile test count
8206,Los Alamos,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,37,271,82,369.771,285.23,13.79,282.801,246.871,tile averages weighted by tile test count
8207,Tirúa,Arauco,Región del Bío-Bío,8.0,2026Q1,fixed,26,91,36,101.005,20.927,48.857,355.462,199.857,tile averages weighted by tile test count
8301,Los Ángeles,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,675,5272,2106,328.872,264.489,12.564,251.934,295.201,tile averages weighted by tile test count
8302,Antuco,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,29,102,43,102.037,70.172,20.588,382.673,367.069,tile averages weighted by tile test count
8303,Cabrero,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,109,620,247,236.193,179.435,15.073,268.098,304.911,tile averages weighted by tile test count
8304,Laja,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,41,234,112,292.632,201.072,11.808,301.5,308.009,tile averages weighted by tile test count
8305,Mulchén,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,49,419,135,332.703,244.22,14.714,285.407,263.864,tile averages weighted by tile test count
8306,Nacimiento,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,49,416,130,301.284,203.61,13.663,244.555,240.349,tile averages weighted by tile test count
8307,Negrete,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,21,53,29,196.995,118.328,12.528,267.34,479.698,tile averages weighted by tile test count
8308,Quilaco,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,18,92,27,251.827,98.522,23.652,137.054,165.946,tile averages weighted by tile test count
8309,Quilleco,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,38,156,72,124.573,82.712,13.474,182.058,861.34,tile averages weighted by tile test count
8310,San Rosendo,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,7,42,16,361.814,267.579,7.952,143.024,134.833,tile averages weighted by tile test count
8311,Santa Bárbara,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,49,156,86,247.196,132.019,23.519,363.628,360.808,tile averages weighted by tile test count
8312,Tucapel,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,52,303,119,276.248,212.674,14.254,322.828,307.855,tile averages weighted by tile test count
8313,Yumbel,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,66,371,115,443.536,329.806,12.415,197.798,293.763,tile averages weighted by tile test count
8314,Alto Biobío,Bío-Bío,Región del Bío-Bío,8.0,2026Q1,fixed,17,84,26,211.764,161.966,23.405,165.369,237.821,tile averages weighted by tile test count
