commune_code,commune,province,region,region_code,period,network,tiles,tests,devices_sum_across_tiles,download_mbps_test_weighted,upload_mbps_test_weighted,latency_ms_test_weighted,loaded_latency_down_ms_test_weighted,loaded_latency_up_ms_test_weighted,aggregation
16303,Ñiquén,Punilla,Región de Ñuble,16.0,2026Q2,fixed,46,188,62,159.611,99.371,17.553,285.963,514.777,tile averages weighted by tile test count
16304,San Fabián,Punilla,Región de Ñuble,16.0,2026Q2,fixed,20,63,28,290.484,223.764,17.714,396.937,434.667,tile averages weighted by tile test count
16305,San Nicolás,Punilla,Región de Ñuble,16.0,2026Q2,fixed,81,351,119,220.133,157.511,17.165,369.775,496.709,tile averages weighted by tile test count
1101,Iquique,Iquique,Región de Tarapacá,1.0,2026Q2,mobile,85,870,396,71.311,23.954,49.577,1491.934,1095.592,tile averages weighted by tile test count
1107,Alto Hospicio,Iquique,Región de Tarapacá,1.0,2026Q2,mobile,66,696,255,59.783,17.699,51.869,1673.767,1334.464,tile averages weighted by tile test count
1401,Pozo Almonte,Tamarugal,Región de Tarapacá,1.0,2026Q2,mobile,71,359,128,83.384,17.878,52.379,1457.513,1237.596,tile averages weighted by tile test count
1402,Camiña,Tamarugal,Región de Tarapacá,1.0,2026Q2,mobile,6,28,9,152.736,22.518,49.929,1154.357,876.393,tile averages weighted by tile test count
1403,Colchane,Tamarugal,Región de Tarapacá,1.0,2026Q2,mobile,5,16,5,43.852,6.781,73.75,832.75,634.25,tile averages weighted by tile test count
1404,Huara,Tamarugal,Región de Tarapacá,1.0,2026Q2,mobile,14,31,19,137.428,35.947,46.032,1022.433,1352.677,tile averages weighted by tile test count
1405,Pica,Tamarugal,Región de Tarapacá,1.0,2026Q2,mobile,39,190,77,49.906,13.069,51.905,1733.047,1430.742,tile averages weighted by tile test count
2101,Antofagasta,Antofagasta,Región de Antofagasta,2.0,2026Q2,mobile,253,1723,820,79.854,20.549,42.784,1718.134,1164.055,tile averages weighted by tile test count
2102,Mejillones,Antofagasta,Región de Antofagasta,2.0,2026Q2,mobile,46,218,75,71.438,17.913,45.014,1230.528,994.156,tile averages weighted by tile test count
2103,Sierra Gorda,Antofagasta,Región de Antofagasta,2.0,2026Q2,mobile,88,239,144,33.092,12.5,48.456,1926.605,1308.206,tile averages weighted by tile test count
2104,Taltal,Antofagasta,Región de Antofagasta,2.0,2026Q2,mobile,43,153,70,73.518,19.475,43.941,1415.438,905.588,tile averages weighted by tile test count
2201,Calama,El Loa,Región de Antofagasta,2.0,2026Q2,mobile,169,1034,484,82.813,24.006,50.294,1835.123,1078.621,tile averages weighted by tile test count
2202,Ollagüe,El Loa,Región de Antofagasta,2.0,2026Q2,mobile,2,4,2,6.472,1.7,103.0,3224.0,4585.5,tile averages weighted by tile test count
2203,San Pedro de Atacama,El Loa,Región de Antofagasta,2.0,2026Q2,mobile,36,146,78,52.152,13.047,74.342,1836.37,1692.267,tile averages weighted by tile test count
2301,Tocopilla,Tocopilla,Región de Antofagasta,2.0,2026Q2,mobile,24,176,78,87.603,22.79,36.091,2213.034,1436.409,tile averages weighted by tile test count
2302,María Elena,Tocopilla,Región de Antofagasta,2.0,2026Q2,mobile,32,165,63,29.532,12.489,82.503,1815.133,1649.127,tile averages weighted by tile test count
3101,Copiapó,Copiapó,Región de Atacama,3.0,2026Q2,mobile,158,1146,512,87.58,20.291,34.513,1900.322,1328.321,tile averages weighted by tile test count
3102,Caldera,Copiapó,Región de Atacama,3.0,2026Q2,mobile,54,238,103,90.711,18.75,37.307,1655.71,1406.496,tile averages weighted by tile test count
3103,Tierra Amarilla,Copiapó,Región de Atacama,3.0,2026Q2,mobile,36,80,62,75.225,14.597,38.812,1248.425,1770.675,tile averages weighted by tile test count
3201,Chañaral,Chañaral,Región de Atacama,3.0,2026Q2,mobile,47,167,85,95.843,23.108,40.042,1293.199,936.036,tile averages weighted by tile test count
3202,Diego de Almagro,Chañaral,Región de Atacama,3.0,2026Q2,mobile,42,217,102,84.826,23.435,38.484,1563.764,1074.718,tile averages weighted by tile test count
3301,Vallenar,Huasco,Región de Atacama,3.0,2026Q2,mobile,87,397,169,99.88,20.927,37.242,1877.256,1498.341,tile averages weighted by tile test count
3302,Alto del Carmen,Huasco,Región de Atacama,3.0,2026Q2,mobile,10,19,11,57.711,25.852,59.632,1844.611,1362.737,tile averages weighted by tile test count
3303,Freirina,Huasco,Región de Atacama,3.0,2026Q2,mobile,29,167,56,80.855,15.531,37.311,1220.892,1419.413,tile averages weighted by tile test count
3304,Huasco,Huasco,Región de Atacama,3.0,2026Q2,mobile,25,226,83,118.787,23.602,32.403,1188.323,1240.491,tile averages weighted by tile test count
4101,La Serena,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,238,1652,791,98.904,23.044,30.292,1622.764,1242.712,tile averages weighted by tile test count
4102,Coquimbo,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,258,1297,648,87.385,18.76,33.985,1485.64,1329.436,tile averages weighted by tile test count
4103,Andacollo,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,22,53,32,93.767,22.957,30.83,1618.604,1147.679,tile averages weighted by tile test count
4104,La Higuera,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,28,108,41,99.368,10.714,41.917,1004.776,1529.63,tile averages weighted by tile test count
4105,Paihuano,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,25,91,36,64.095,11.31,31.912,1288.143,1426.844,tile averages weighted by tile test count
4106,Vicuña,Elqui,Región de Coquimbo,4.0,2026Q2,mobile,50,171,74,96.607,25.563,29.865,1037.665,808.105,tile averages weighted by tile test count
4201,Illapel,Choapa,Región de Coquimbo,4.0,2026Q2,mobile,49,119,75,84.622,18.899,35.076,1695.686,1245.059,tile averages weighted by tile test count
4202,Canela,Choapa,Región de Coquimbo,4.0,2026Q2,mobile,15,44,19,48.103,11.735,92.205,961.14,2798.886,tile averages weighted by tile test count
4203,Los Vilos,Choapa,Región de Coquimbo,4.0,2026Q2,mobile,87,381,127,69.31,13.98,78.457,1334.703,1562.701,tile averages weighted by tile test count
4204,Salamanca,Choapa,Región de Coquimbo,4.0,2026Q2,mobile,78,272,138,62.956,16.196,46.82,1593.609,1228.225,tile averages weighted by tile test count
4301,Ovalle,Limarí,Región de Coquimbo,4.0,2026Q2,mobile,123,570,293,73.872,17.905,34.004,1573.862,1389.979,tile averages weighted by tile test count
4302,Combarbalá,Limarí,Región de Coquimbo,4.0,2026Q2,mobile,28,107,54,94.876,25.26,31.43,920.636,1416.701,tile averages weighted by tile test count
4303,Monte Patria,Limarí,Región de Coquimbo,4.0,2026Q2,mobile,65,259,89,43.919,17.481,42.162,1986.472,1273.633,tile averages weighted by tile test count
4304,Punitaqui,Limarí,Región de Coquimbo,4.0,2026Q2,mobile,14,44,17,44.356,7.764,45.023,1032.023,2916.0,tile averages weighted by tile test count
4305,Río Hurtado,Limarí,Región de Coquimbo,4.0,2026Q2,mobile,38,73,40,95.963,20.145,34.89,898.042,987.753,tile averages weighted by tile test count
5101,Valparaíso,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,209,1777,747,97.719,19.763,24.749,1509.349,1508.438,tile averages weighted by tile test count
5102,Casablanca,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,113,335,176,76.004,14.521,33.997,1402.889,1156.495,tile averages weighted by tile test count
5103,Concón,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,65,389,172,123.724,21.444,24.871,1310.997,1148.463,tile averages weighted by tile test count
5105,Puchuncaví,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,94,340,147,160.744,28.788,21.444,1424.299,1264.693,tile averages weighted by tile test count
5107,Quintero,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,65,259,129,103.445,22.699,22.849,1764.911,1213.598,tile averages weighted by tile test count
5109,Viña del Mar,Valparaíso,Región de Valparaíso,5.0,2026Q2,mobile,220,2521,1025,103.145,23.628,24.845,1655.75,1254.044,tile averages weighted by tile test count
5301,Los Andes,Los Andes,Región de Valparaíso,5.0,2026Q2,mobile,81,449,228,108.782,20.731,27.287,1236.408,1255.356,tile averages weighted by tile test count
5302,Calle Larga,Los Andes,Región de Valparaíso,5.0,2026Q2,mobile,27,70,41,122.204,19.726,24.7,1495.4,1156.319,tile averages weighted by tile test count
5303,Rinconada,Los Andes,Región de Valparaíso,5.0,2026Q2,mobile,26,77,43,99.049,11.87,26.935,1172.684,1230.145,tile averages weighted by tile test count
5304,San Esteban,Los Andes,Región de Valparaíso,5.0,2026Q2,mobile,40,117,53,113.603,14.366,27.427,1281.929,1099.325,tile averages weighted by tile test count
5401,La Ligua,Petorca,Región de Valparaíso,5.0,2026Q2,mobile,87,325,147,88.84,20.081,70.323,1652.827,1202.225,tile averages weighted by tile test count
5402,Cabildo,Petorca,Región de Valparaíso,5.0,2026Q2,mobile,45,160,68,141.137,22.867,50.538,1161.836,1182.156,tile averages weighted by tile test count
5403,Papudo,Petorca,Región de Valparaíso,5.0,2026Q2,mobile,29,73,51,147.114,26.969,20.712,1265.301,1105.699,tile averages weighted by tile test count
5404,Petorca,Petorca,Región de Valparaíso,5.0,2026Q2,mobile,30,103,37,90.336,15.175,51.243,1062.431,1688.796,tile averages weighted by tile test count
5405,Zapallar,Petorca,Región de Valparaíso,5.0,2026Q2,mobile,53,146,75,94.0,15.661,29.815,1242.049,1276.469,tile averages weighted by tile test count
5501,Quillota,Quillota,Región de Valparaíso,5.0,2026Q2,mobile,115,549,253,73.027,18.259,24.889,1779.784,1080.647,tile averages weighted by tile test count
5502,Calera,Quillota,Región de Valparaíso,5.0,2026Q2,mobile,48,205,115,86.056,19.375,25.42,1517.143,972.556,tile averages weighted by tile test count
5503,Hijuelas,Quillota,Región de Valparaíso,5.0,2026Q2,mobile,44,83,57,112.197,13.139,23.205,1364.42,1444.904,tile averages weighted by tile test count
5504,La Cruz,Quillota,Región de Valparaíso,5.0,2026Q2,mobile,33,100,49,111.038,25.261,23.6,1118.316,1117.01,tile averages weighted by tile test count
5506,Nogales,Quillota,Región de Valparaíso,5.0,2026Q2,mobile,43,134,62,79.694,14.611,31.112,1068.545,1357.851,tile averages weighted by tile test count
5601,San Antonio,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,107,665,274,91.308,20.469,23.865,1665.099,1242.188,tile averages weighted by tile test count
5602,Algarrobo,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,80,501,152,91.893,15.701,26.812,1824.912,1047.066,tile averages weighted by tile test count
5603,Cartagena,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,46,227,99,85.843,14.98,28.802,1555.291,1280.784,tile averages weighted by tile test count
5604,El Quisco,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,61,292,120,145.779,23.947,23.719,1328.175,1121.729,tile averages weighted by tile test count
5605,El Tabo,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,67,202,121,116.788,22.986,24.218,1491.762,1073.213,tile averages weighted by tile test count
5606,Santo Domingo,San Antonio,Región de Valparaíso,5.0,2026Q2,mobile,59,138,76,72.549,15.58,24.522,1700.365,1549.043,tile averages weighted by tile test count
5701,San Felipe,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,92,512,234,120.886,20.909,28.873,1356.276,1126.314,tile averages weighted by tile test count
5702,Catemu,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,43,249,78,73.453,15.63,63.767,1821.911,1790.065,tile averages weighted by tile test count
5703,Llaillay,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,57,203,111,94.739,22.33,25.872,1475.706,905.886,tile averages weighted by tile test count
5704,Panquehue,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,31,132,43,103.073,19.666,25.288,1377.136,1099.568,tile averages weighted by tile test count
5705,Putaendo,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,33,131,50,109.588,15.605,48.412,1170.389,1255.389,tile averages weighted by tile test count
5706,Santa María,San Felipe,Región de Valparaíso,5.0,2026Q2,mobile,19,42,24,88.169,13.777,21.0,1883.475,873.262,tile averages weighted by tile test count
5801,Quilpué,Marga Marga,Región de Valparaíso,5.0,2026Q2,mobile,116,741,354,104.384,23.636,25.024,1948.097,1111.753,tile averages weighted by tile test count
5802,Limache,Marga Marga,Región de Valparaíso,5.0,2026Q2,mobile,110,575,224,84.659,18.08,29.805,1579.336,1165.69,tile averages weighted by tile test count
5803,Olmué,Marga Marga,Región de Valparaíso,5.0,2026Q2,mobile,74,314,111,85.428,15.06,24.637,1471.152,1134.369,tile averages weighted by tile test count
5804,Villa Alemana,Marga Marga,Región de Valparaíso,5.0,2026Q2,mobile,88,645,259,113.145,19.846,24.617,1477.479,1257.726,tile averages weighted by tile test count
6101,Rancagua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,173,1258,589,88.536,21.195,23.47,1299.455,1150.279,tile averages weighted by tile test count
6102,Codegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,20,65,31,94.768,21.09,23.969,1424.206,1349.646,tile averages weighted by tile test count
6103,Coinco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,15,98,27,108.398,11.141,25.541,1295.214,2033.959,tile averages weighted by tile test count
6104,Coltauco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,33,102,48,111.558,25.736,22.324,843.716,949.284,tile averages weighted by tile test count
6105,Doñihue,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,37,126,53,115.032,18.695,22.286,1104.468,1258.714,tile averages weighted by tile test count
6106,Graneros,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,30,121,53,106.962,28.971,24.14,1008.876,930.702,tile averages weighted by tile test count
6107,Las Cabras,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,91,323,138,67.626,18.68,35.186,1355.789,1596.777,tile averages weighted by tile test count
6108,Machalí,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,90,349,156,89.113,21.609,21.645,974.748,1287.063,tile averages weighted by tile test count
6109,Malloa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,32,93,41,71.985,13.908,27.989,1380.774,1133.011,tile averages weighted by tile test count
6110,Mostazal,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,57,249,106,105.917,20.332,53.928,1088.721,1151.664,tile averages weighted by tile test count
6111,Olivar,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,22,59,29,138.398,27.333,22.508,964.379,1108.345,tile averages weighted by tile test count
6112,Peumo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,35,148,64,101.275,18.997,39.034,986.497,1224.75,tile averages weighted by tile test count
6113,Pichidegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,56,224,90,100.036,22.512,39.473,1173.339,1157.125,tile averages weighted by tile test count
6114,Quinta de Tilcoco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,31,83,45,115.103,18.62,22.47,1029.133,1292.337,tile averages weighted by tile test count
6115,Rengo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,86,271,161,119.986,21.388,22.229,1217.796,1154.697,tile averages weighted by tile test count
6116,Requínoa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,53,263,81,80.946,17.444,22.859,895.841,1293.224,tile averages weighted by tile test count
6117,San Vicente,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,70,247,120,57.344,16.722,28.688,1421.186,1309.272,tile averages weighted by tile test count
6201,Pichilemu,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,69,222,136,93.028,18.503,34.194,1065.264,1370.788,tile averages weighted by tile test count
6202,La Estrella,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,41,200,54,93.884,15.532,38.905,1482.155,1318.457,tile averages weighted by tile test count
6203,Litueche,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,42,87,66,43.939,12.679,56.874,1620.612,1675.14,tile averages weighted by tile test count
6204,Marchigüe,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,55,180,82,105.478,14.311,30.511,1273.669,1511.178,tile averages weighted by tile test count
6205,Navidad,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,27,92,50,90.668,15.875,73.424,1400.87,1363.859,tile averages weighted by tile test count
6206,Paredones,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,31,150,50,51.381,13.231,56.873,1285.443,976.752,tile averages weighted by tile test count
6301,San Fernando,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,89,506,251,87.256,20.843,25.346,1368.265,1263.344,tile averages weighted by tile test count
6302,Chépica,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,33,89,50,69.577,11.887,27.944,1611.307,1554.182,tile averages weighted by tile test count
6303,Chimbarongo,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,76,673,114,119.072,31.258,20.939,687.292,547.426,tile averages weighted by tile test count
6304,Lolol,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,51,210,88,105.449,18.641,35.195,1036.282,850.581,tile averages weighted by tile test count
6305,Nancagua,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,23,108,49,122.946,23.443,22.407,971.449,1057.204,tile averages weighted by tile test count
6306,Palmilla,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,49,140,74,104.823,23.974,25.257,1145.507,1241.899,tile averages weighted by tile test count
6307,Peralillo,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,30,59,40,78.128,22.511,23.508,1118.169,1059.017,tile averages weighted by tile test count
6308,Placilla,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,25,162,40,67.161,13.399,26.093,1075.969,1537.019,tile averages weighted by tile test count
6309,Pumanque,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,22,102,27,26.75,6.547,52.853,2309.554,2987.353,tile averages weighted by tile test count
6310,Santa Cruz,Colchagua,Región del Libertador Bernardo O'Higgins,6.0,2026Q2,mobile,75,327,174,73.291,18.79,26.933,1578.914,1207.422,tile averages weighted by tile test count
7101,Talca,Talca,Región del Maule,7.0,2026Q2,mobile,206,1387,762,93.241,20.248,29.422,1486.592,1159.747,tile averages weighted by tile test count
7102,Constitución,Talca,Región del Maule,7.0,2026Q2,mobile,86,483,194,79.988,19.96,43.625,1770.367,1384.133,tile averages weighted by tile test count
7103,Curepto,Talca,Región del Maule,7.0,2026Q2,mobile,45,280,64,51.375,18.88,31.471,1003.779,814.932,tile averages weighted by tile test count
7104,Empedrado,Talca,Región del Maule,7.0,2026Q2,mobile,6,14,9,43.362,13.799,57.643,2257.786,1151.786,tile averages weighted by tile test count
7105,Maule,Talca,Región del Maule,7.0,2026Q2,mobile,87,467,158,56.204,12.044,43.914,1538.045,1405.597,tile averages weighted by tile test count
7106,Pelarco,Talca,Región del Maule,7.0,2026Q2,mobile,26,55,31,79.378,10.013,26.055,1953.0,1701.527,tile averages weighted by tile test count
7107,Pencahue,Talca,Región del Maule,7.0,2026Q2,mobile,24,51,30,52.356,8.716,42.078,1717.521,2144.82,tile averages weighted by tile test count
7108,Río Claro,Talca,Región del Maule,7.0,2026Q2,mobile,34,151,53,108.556,21.898,27.278,1106.547,1017.993,tile averages weighted by tile test count
7109,San Clemente,Talca,Región del Maule,7.0,2026Q2,mobile,121,258,168,65.174,13.474,31.791,1733.287,1382.764,tile averages weighted by tile test count
7110,San Rafael,Talca,Región del Maule,7.0,2026Q2,mobile,24,46,29,64.808,14.026,35.5,1925.848,1570.87,tile averages weighted by tile test count
7201,Cauquenes,Cauquenes,Región del Maule,7.0,2026Q2,mobile,70,238,108,62.731,14.768,31.475,2065.084,1681.651,tile averages weighted by tile test count
7202,Chanco,Cauquenes,Región del Maule,7.0,2026Q2,mobile,24,57,33,69.303,26.188,46.351,1392.263,1595.732,tile averages weighted by tile test count
7203,Pelluhue,Cauquenes,Región del Maule,7.0,2026Q2,mobile,43,171,60,38.728,9.318,41.175,1243.737,1469.029,tile averages weighted by tile test count
7301,Curicó,Curicó,Región del Maule,7.0,2026Q2,mobile,152,868,404,97.985,19.531,27.423,1338.027,1325.036,tile averages weighted by tile test count
7302,Hualañé,Curicó,Región del Maule,7.0,2026Q2,mobile,29,109,48,57.68,11.387,29.028,1252.704,1029.0,tile averages weighted by tile test count
7303,Licantén,Curicó,Región del Maule,7.0,2026Q2,mobile,32,66,45,116.404,21.151,26.879,829.806,1155.955,tile averages weighted by tile test count
7304,Molina,Curicó,Región del Maule,7.0,2026Q2,mobile,95,355,171,84.241,19.729,26.924,1325.233,1449.585,tile averages weighted by tile test count
7305,Rauco,Curicó,Región del Maule,7.0,2026Q2,mobile,17,68,28,57.801,9.164,52.971,938.794,1729.941,tile averages weighted by tile test count
7306,Romeral,Curicó,Región del Maule,7.0,2026Q2,mobile,43,261,63,60.568,10.159,28.782,1787.732,2281.446,tile averages weighted by tile test count
7307,Sagrada Familia,Curicó,Región del Maule,7.0,2026Q2,mobile,42,113,52,66.315,13.679,39.566,1400.486,1438.857,tile averages weighted by tile test count
7308,Teno,Curicó,Región del Maule,7.0,2026Q2,mobile,92,293,118,48.97,16.1,30.795,1414.232,1418.188,tile averages weighted by tile test count
7309,Vichuquén,Curicó,Región del Maule,7.0,2026Q2,mobile,58,187,97,68.764,17.376,29.171,1359.893,1424.594,tile averages weighted by tile test count
7401,Linares,Linares,Región del Maule,7.0,2026Q2,mobile,131,692,319,70.128,18.93,28.564,1422.754,1241.205,tile averages weighted by tile test count
7402,Colbún,Linares,Región del Maule,7.0,2026Q2,mobile,57,133,75,63.025,9.553,33.113,1696.42,1713.053,tile averages weighted by tile test count
7403,Longaví,Linares,Región del Maule,7.0,2026Q2,mobile,72,222,91,61.097,18.277,49.829,2253.216,1519.104,tile averages weighted by tile test count
7404,Parral,Linares,Región del Maule,7.0,2026Q2,mobile,84,510,154,53.149,16.972,82.029,1413.278,1500.343,tile averages weighted by tile test count
7405,Retiro,Linares,Región del Maule,7.0,2026Q2,mobile,52,136,62,43.097,8.235,36.103,1683.714,1840.903,tile averages weighted by tile test count
7406,San Javier,Linares,Región del Maule,7.0,2026Q2,mobile,85,343,141,77.896,25.255,31.35,1338.713,1280.752,tile averages weighted by tile test count
7407,Villa Alegre,Linares,Región del Maule,7.0,2026Q2,mobile,41,90,59,99.082,14.891,31.3,1504.101,1797.404,tile averages weighted by tile test count
7408,Yerbas Buenas,Linares,Región del Maule,7.0,2026Q2,mobile,46,139,72,81.995,16.522,26.547,1584.101,1477.604,tile averages weighted by tile test count
8101,Concepción,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,141,1234,694,95.135,23.519,31.071,1850.183,1203.833,tile averages weighted by tile test count
8102,Coronel,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,95,260,175,93.509,17.99,28.792,1804.849,1388.042,tile averages weighted by tile test count
8103,Chiguayante,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,42,136,94,73.294,15.697,35.926,2015.496,1603.257,tile averages weighted by tile test count
8104,Florida,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,62,151,72,81.357,13.668,32.834,1979.54,1356.278,tile averages weighted by tile test count
8105,Hualqui,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,36,97,51,69.133,15.665,31.062,2086.887,1700.237,tile averages weighted by tile test count
8106,Lota,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,29,141,69,84.08,16.729,27.085,1870.645,1719.539,tile averages weighted by tile test count
8107,Penco,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,39,181,90,100.908,20.846,27.05,1911.201,1024.624,tile averages weighted by tile test count
8108,San Pedro de la Paz,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,99,508,254,98.576,22.692,26.691,1966.447,1336.213,tile averages weighted by tile test count
8109,Santa Juana,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,37,121,45,65.603,9.681,36.298,1546.05,1648.496,tile averages weighted by tile test count
8110,Talcahuano,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,86,617,247,77.958,18.641,32.95,2204.537,1319.314,tile averages weighted by tile test count
8111,Tomé,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,65,239,122,61.171,18.149,35.703,1599.832,1139.013,tile averages weighted by tile test count
8112,Hualpén,Concepción,Región del Bío-Bío,8.0,2026Q2,mobile,55,313,146,93.483,19.142,27.01,1808.785,1364.645,tile averages weighted by tile test count
8201,Lebu,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,27,92,38,166.553,24.699,28.152,1347.659,860.913,tile averages weighted by tile test count
8202,Arauco,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,72,180,101,75.514,15.928,30.011,1954.669,1234.011,tile averages weighted by tile test count
8203,Cañete,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,70,405,113,101.944,21.662,36.356,1684.468,1008.854,tile averages weighted by tile test count
8204,Contulmo,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,51,171,71,67.704,16.46,31.17,1190.333,1208.526,tile averages weighted by tile test count
8205,Curanilahue,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,23,62,38,116.872,30.682,39.532,1571.667,1118.806,tile averages weighted by tile test count
8206,Los Alamos,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,26,63,39,91.132,19.973,63.429,1691.581,1336.381,tile averages weighted by tile test count
8207,Tirúa,Arauco,Región del Bío-Bío,8.0,2026Q2,mobile,66,434,110,56.482,14.36,40.756,1431.111,1256.194,tile averages weighted by tile test count
8301,Los Ángeles,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,316,1438,735,84.894,19.266,33.653,1879.01,1237.645,tile averages weighted by tile test count
8302,Antuco,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,21,56,33,79.696,16.88,34.679,1847.929,1713.0,tile averages weighted by tile test count
8303,Cabrero,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,74,273,102,54.345,12.854,31.289,2142.346,1273.201,tile averages weighted by tile test count
8304,Laja,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,52,128,62,79.342,23.081,29.227,1602.21,1091.984,tile averages weighted by tile test count
8305,Mulchén,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,59,269,97,99.323,17.757,64.067,1731.438,1366.757,tile averages weighted by tile test count
8306,Nacimiento,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,40,228,66,72.978,15.613,31.373,1555.548,1236.325,tile averages weighted by tile test count
8307,Negrete,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,21,151,43,83.926,18.325,30.682,1802.45,1435.51,tile averages weighted by tile test count
8308,Quilaco,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,20,48,28,60.48,7.757,49.625,990.383,1558.125,tile averages weighted by tile test count
8309,Quilleco,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,16,43,20,88.306,17.15,27.837,2385.907,1582.535,tile averages weighted by tile test count
8310,San Rosendo,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,mobile,15,24,19,128.951,29.985,33.333,1155.292,952.217,tile averages weighted by tile test count
