commune_code,commune,province,region,region_code,period,network,tiles,tests,devices_sum_across_tiles,download_mbps_test_weighted,upload_mbps_test_weighted,latency_ms_test_weighted,loaded_latency_down_ms_test_weighted,loaded_latency_up_ms_test_weighted,aggregation
8311,Santa Bárbara,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,fixed,34,126,68,397.618,270.314,15.857,252.143,212.841,tile averages weighted by tile test count
8312,Tucapel,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,fixed,40,352,124,354.082,290.734,10.256,238.128,306.219,tile averages weighted by tile test count
8313,Yumbel,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,fixed,60,308,111,448.421,347.034,12.331,236.912,265.619,tile averages weighted by tile test count
8314,Alto Biobío,Bío-Bío,Región del Bío-Bío,8.0,2026Q2,fixed,10,73,15,224.192,204.3,16.411,113.37,174.822,tile averages weighted by tile test count
9101,Temuco,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,370,8783,3292,424.505,386.546,9.269,181.963,253.945,tile averages weighted by tile test count
9102,Carahue,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,47,189,76,264.213,198.563,17.217,257.508,318.72,tile averages weighted by tile test count
9103,Cunco,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,59,259,91,335.099,277.587,52.212,487.151,475.355,tile averages weighted by tile test count
9104,Curarrehue,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,46,177,66,145.121,120.902,24.91,264.13,455.548,tile averages weighted by tile test count
9105,Freire,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,102,655,144,135.226,79.823,34.551,382.082,352.821,tile averages weighted by tile test count
9106,Galvarino,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,17,72,29,302.456,238.124,15.917,247.972,323.0,tile averages weighted by tile test count
9107,Gorbea,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,33,179,68,306.203,230.281,16.693,180.268,294.117,tile averages weighted by tile test count
9108,Lautaro,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,80,681,257,338.292,268.531,13.696,212.702,237.659,tile averages weighted by tile test count
9109,Loncoche,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,111,795,247,370.972,316.074,15.523,151.442,186.318,tile averages weighted by tile test count
9110,Melipeuco,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,21,55,32,79.021,19.214,34.182,294.13,226.389,tile averages weighted by tile test count
9111,Nueva Imperial,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,60,476,119,363.602,259.695,15.032,229.362,499.758,tile averages weighted by tile test count
9112,Padre Las Casas,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,121,991,361,374.17,320.281,14.233,190.069,253.258,tile averages weighted by tile test count
9113,Perquenco,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,16,51,30,190.492,162.843,16.353,356.804,520.431,tile averages weighted by tile test count
9114,Pitrufquén,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,76,560,208,378.461,326.033,15.264,187.602,232.007,tile averages weighted by tile test count
9115,Pucón,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,273,1629,632,265.565,270.584,15.369,184.217,295.552,tile averages weighted by tile test count
9116,Saavedra,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,19,89,24,219.24,106.425,21.685,185.618,348.888,tile averages weighted by tile test count
9117,Teodoro Schmidt,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,28,84,36,243.859,141.303,21.274,286.536,276.774,tile averages weighted by tile test count
9118,Toltén,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,14,48,23,423.73,389.055,37.0,292.812,218.25,tile averages weighted by tile test count
9119,Vilcún,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,56,328,133,360.165,267.72,15.579,287.415,302.131,tile averages weighted by tile test count
9120,Villarrica,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,420,3063,1138,346.053,294.923,11.501,196.337,233.653,tile averages weighted by tile test count
9121,Cholchol,Cautín,Región de La Araucanía,9.0,2026Q2,fixed,14,70,38,272.565,200.499,9.3,223.843,668.2,tile averages weighted by tile test count
9201,Angol,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,81,1106,319,391.508,339.077,9.844,270.982,225.179,tile averages weighted by tile test count
9202,Collipulli,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,41,302,110,279.705,215.504,12.669,390.109,325.589,tile averages weighted by tile test count
9203,Curacautín,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,69,298,126,290.613,212.882,22.695,237.337,343.034,tile averages weighted by tile test count
9204,Ercilla,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,25,92,37,442.344,331.697,30.891,167.402,208.272,tile averages weighted by tile test count
9205,Lonquimay,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,24,95,43,232.061,146.708,18.979,230.211,242.316,tile averages weighted by tile test count
9206,Los Sauces,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,12,71,25,455.91,379.727,17.944,363.606,299.62,tile averages weighted by tile test count
9207,Lumaco,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,21,99,29,132.22,20.044,41.848,393.222,201.889,tile averages weighted by tile test count
9208,Purén,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,22,68,34,401.799,308.703,8.647,215.279,185.853,tile averages weighted by tile test count
9209,Renaico,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,15,117,50,397.296,312.704,10.359,280.692,160.863,tile averages weighted by tile test count
9210,Traiguén,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,25,223,77,542.533,419.254,10.821,185.619,190.161,tile averages weighted by tile test count
9211,Victoria,Malleco,Región de La Araucanía,9.0,2026Q2,fixed,58,394,167,394.257,353.855,12.515,184.437,286.756,tile averages weighted by tile test count
10101,Puerto Montt,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,513,5820,2146,451.684,360.349,9.971,237.616,223.851,tile averages weighted by tile test count
10102,Calbuco,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,37,98,39,266.662,40.945,24.704,325.629,195.247,tile averages weighted by tile test count
10103,Cochamó,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,32,242,54,216.98,136.655,22.161,360.562,214.719,tile averages weighted by tile test count
10104,Fresia,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,42,172,70,538.204,390.454,16.471,256.326,260.669,tile averages weighted by tile test count
10105,Frutillar,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,111,533,216,388.691,290.315,10.548,294.442,340.905,tile averages weighted by tile test count
10106,Los Muermos,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,44,145,72,463.483,361.789,10.724,309.331,454.186,tile averages weighted by tile test count
10107,Llanquihue,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,68,421,146,399.623,323.09,10.468,250.043,252.425,tile averages weighted by tile test count
10108,Maullín,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,30,95,47,483.665,387.384,13.526,300.137,301.8,tile averages weighted by tile test count
10109,Puerto Varas,Llanquihue,Región de Los Lagos,10.0,2026Q2,fixed,290,1994,771,348.78,283.86,10.489,269.429,312.723,tile averages weighted by tile test count
10201,Castro,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,81,559,164,426.757,333.282,9.612,238.506,293.775,tile averages weighted by tile test count
10202,Ancud,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,81,637,188,239.387,153.971,19.813,247.531,266.281,tile averages weighted by tile test count
10203,Chonchi,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,32,79,42,178.385,94.252,31.051,332.975,268.633,tile averages weighted by tile test count
10204,Curaco de Vélez,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,6,8,6,285.985,100.612,21.375,153.25,30.5,tile averages weighted by tile test count
10205,Dalcahue,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,18,73,22,236.212,113.953,21.959,404.329,758.397,tile averages weighted by tile test count
10206,Puqueldón,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,6,11,7,239.249,173.29,11.273,311.455,399.455,tile averages weighted by tile test count
10207,Queilén,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,2,2,2,228.59,43.056,25.5,76.5,41.5,tile averages weighted by tile test count
10208,Quellón,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,62,452,113,371.623,265.479,13.029,147.157,364.248,tile averages weighted by tile test count
10209,Quemchi,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,6,24,6,229.968,27.108,25.208,352.042,439.043,tile averages weighted by tile test count
10210,Quinchao,Chiloe,Región de Los Lagos,10.0,2026Q2,fixed,9,43,10,217.824,99.661,21.721,359.535,321.977,tile averages weighted by tile test count
10301,Osorno,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,268,3819,1309,464.052,387.943,10.33,216.414,210.29,tile averages weighted by tile test count
10302,Puerto Octay,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,52,234,67,384.506,254.961,22.509,305.711,212.496,tile averages weighted by tile test count
10303,Purranque,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,57,400,111,415.134,359.28,18.53,485.908,297.17,tile averages weighted by tile test count
10304,Puyehue,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,61,215,90,225.055,149.359,23.8,352.47,328.726,tile averages weighted by tile test count
10305,Río Negro,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,32,220,68,626.072,469.118,11.214,202.082,183.682,tile averages weighted by tile test count
10306,San Juan de la Costa,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,17,55,17,127.366,23.657,29.655,299.509,141.745,tile averages weighted by tile test count
10307,San Pablo,Osorno,Región de Los Lagos,10.0,2026Q2,fixed,29,141,52,420.9,320.298,11.95,330.723,349.475,tile averages weighted by tile test count
10401,Chaitén,Palena,Región de Los Lagos,10.0,2026Q2,fixed,20,56,29,155.21,89.515,22.536,382.714,290.732,tile averages weighted by tile test count
10402,Futaleufú,Palena,Región de Los Lagos,10.0,2026Q2,fixed,10,16,11,192.428,85.811,21.625,411.5,624.438,tile averages weighted by tile test count
10403,Hualaihué,Palena,Región de Los Lagos,10.0,2026Q2,fixed,25,106,55,354.245,316.207,12.66,300.915,221.387,tile averages weighted by tile test count
10404,Palena,Palena,Región de Los Lagos,10.0,2026Q2,fixed,2,3,2,301.972,179.21,14.667,129.0,294.0,tile averages weighted by tile test count
11101,Coyhaique,Coyhaique,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,105,718,281,350.14,278.57,17.532,244.031,257.391,tile averages weighted by tile test count
11102,Lago Verde,Coyhaique,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,3,4,3,137.591,34.775,30.75,218.0,45.5,tile averages weighted by tile test count
11201,Aysén,Aysén,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,55,226,93,300.374,220.511,17.119,337.058,323.554,tile averages weighted by tile test count
11202,Cisnes,Aysén,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,10,39,14,193.571,126.382,21.615,289.103,412.179,tile averages weighted by tile test count
11301,Cochrane,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,12,32,22,277.356,263.069,22.719,420.5,287.688,tile averages weighted by tile test count
11302,O'Higgins,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,1,3,1,87.897,40.656,30.0,223.0,42.0,tile averages weighted by tile test count
11303,Tortel,Capitán Prat,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,2,3,2,45.673,14.331,43.667,2759.667,1059.333,tile averages weighted by tile test count
11401,Chile Chico,General Carrera,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,25,80,36,244.113,128.426,24.363,332.688,230.963,tile averages weighted by tile test count
11402,Río Ibáñez,General Carrera,Región de Aysén del Gral.Ibañez del Campo,11.0,2026Q2,fixed,18,34,22,149.003,96.97,21.618,545.029,546.265,tile averages weighted by tile test count
12101,Punta Arenas,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,138,1910,582,407.131,310.088,45.615,350.469,247.917,tile averages weighted by tile test count
12102,Laguna Blanca,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,5,5,5,134.239,29.65,44.2,253.2,123.2,tile averages weighted by tile test count
12103,Río Verde,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,2,2,2,45.411,28.759,46.0,347.5,57.0,tile averages weighted by tile test count
12104,San Gregorio,Magallanes,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,11,27,17,187.126,31.102,45.333,337.148,366.963,tile averages weighted by tile test count
12201,Cabo de Hornos,Antártica Chilena,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,5,11,8,163.122,27.623,42.545,222.364,100.818,tile averages weighted by tile test count
12301,Porvenir,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,19,78,29,420.54,364.441,43.859,571.705,226.667,tile averages weighted by tile test count
12302,Primavera,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,10,22,14,191.61,20.236,51.727,248.5,300.0,tile averages weighted by tile test count
12303,Timaukel,Tierra del Fuego,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,1,1,1,111.774,44.041,36.0,345.0,50.0,tile averages weighted by tile test count
12401,Natales,Ultima Esperanza,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,71,565,206,302.31,280.143,46.536,357.497,438.126,tile averages weighted by tile test count
12402,Torres del Paine,Ultima Esperanza,Región de Magallanes y Antártica Chilena,12.0,2026Q2,fixed,28,77,45,147.142,22.141,44.649,698.0,292.597,tile averages weighted by tile test count
13101,Santiago,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,93,18376,6797,445.19,389.547,4.281,189.386,199.874,tile averages weighted by tile test count
13102,Cerrillos,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,58,2883,1098,453.124,404.08,4.682,234.102,190.751,tile averages weighted by tile test count
13103,Cerro Navia,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,39,3092,1278,437.96,393.845,4.265,271.905,236.225,tile averages weighted by tile test count
13104,Conchalí,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,40,3222,1352,454.382,412.329,4.372,181.929,217.841,tile averages weighted by tile test count
13105,El Bosque,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,50,3600,1505,456.034,403.553,4.473,204.561,210.533,tile averages weighted by tile test count
13106,Estación Central,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,51,4933,1889,450.197,401.34,4.379,224.029,239.73,tile averages weighted by tile test count
13107,Huechuraba,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,84,6007,1993,425.218,378.492,4.574,175.833,215.125,tile averages weighted by tile test count
13108,Independencia,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,27,2896,1274,486.067,430.488,4.289,163.262,211.035,tile averages weighted by tile test count
13109,La Cisterna,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,39,4305,1828,493.703,438.815,4.47,198.211,187.082,tile averages weighted by tile test count
13110,La Florida,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,155,15960,5496,480.686,421.435,4.532,201.594,226.301,tile averages weighted by tile test count
13111,La Granja,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,39,3287,1288,470.117,416.319,4.421,219.555,242.991,tile averages weighted by tile test count
13112,La Pintana,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,82,2128,895,478.195,405.935,3.958,192.621,244.985,tile averages weighted by tile test count
13113,La Reina,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,70,5134,1761,425.513,363.189,5.09,273.131,297.348,tile averages weighted by tile test count
13114,Las Condes,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,173,23768,7738,416.772,344.623,5.468,224.95,246.544,tile averages weighted by tile test count
13115,Lo Barnechea,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,190,8536,2543,322.39,247.037,5.631,225.862,265.232,tile averages weighted by tile test count
13116,Lo Espejo,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,32,1865,617,435.771,379.656,3.905,196.767,259.191,tile averages weighted by tile test count
13117,Lo Prado,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,27,2191,905,432.19,386.728,3.979,244.649,224.45,tile averages weighted by tile test count
13118,Macul,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,52,5938,2363,486.881,422.834,4.224,193.706,199.417,tile averages weighted by tile test count
13119,Maipú,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,217,16913,6037,454.823,420.731,4.867,243.523,230.952,tile averages weighted by tile test count
13120,Ñuñoa,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,61,12725,4701,471.979,406.856,4.405,189.397,197.084,tile averages weighted by tile test count
13121,Pedro Aguirre Cerda,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,32,2326,843,428.994,382.411,4.246,224.611,218.574,tile averages weighted by tile test count
13122,Peñalolén,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,121,7443,2613,439.921,365.347,4.726,213.414,229.085,tile averages weighted by tile test count
13123,Providencia,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,56,10801,4087,433.405,368.032,4.803,219.828,235.51,tile averages weighted by tile test count
13124,Pudahuel,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,175,6906,2647,435.663,387.109,5.166,243.347,208.91,tile averages weighted by tile test count
13125,Quilicura,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,124,6964,2416,448.311,388.552,4.977,194.616,213.372,tile averages weighted by tile test count
13126,Quinta Normal,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,46,3158,1380,468.05,417.82,4.027,203.153,214.425,tile averages weighted by tile test count
13127,Recoleta,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,58,4033,1647,443.337,395.587,4.449,188.675,222.029,tile averages weighted by tile test count
13128,Renca,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,71,4314,1725,432.859,391.072,4.501,216.351,243.705,tile averages weighted by tile test count
13129,San Joaquín,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,37,2369,1037,495.883,440.735,4.656,186.916,206.82,tile averages weighted by tile test count
13130,San Miguel,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,38,7300,2865,485.49,435.513,4.398,190.236,209.683,tile averages weighted by tile test count
13131,San Ramón,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,25,1527,624,483.631,426.185,4.371,190.95,226.245,tile averages weighted by tile test count
13132,Vitacura,Santiago,Región Metropolitana de Santiago,13.0,2026Q2,fixed,85,7534,2686,379.975,309.883,5.544,235.744,256.497,tile averages weighted by tile test count
13201,Puente Alto,Cordillera,Región Metropolitana de Santiago,13.0,2026Q2,fixed,236,15837,6003,463.965,409.448,5.033,190.561,238.624,tile averages weighted by tile test count
13202,Pirque,Cordillera,Región Metropolitana de Santiago,13.0,2026Q2,fixed,168,744,306,258.132,207.203,6.927,204.43,395.234,tile averages weighted by tile test count
13203,San José de Maipo,Cordillera,Región Metropolitana de Santiago,13.0,2026Q2,fixed,79,326,166,309.392,271.581,6.518,262.334,341.601,tile averages weighted by tile test count
13301,Colina,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q2,fixed,451,9777,3078,366.862,297.907,6.146,225.295,241.84,tile averages weighted by tile test count
13302,Lampa,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q2,fixed,274,5846,1719,396.427,340.519,6.135,222.638,252.034,tile averages weighted by tile test count
13303,Tiltil,Chacabuco,Región Metropolitana de Santiago,13.0,2026Q2,fixed,64,770,201,419.621,231.537,8.945,162.739,183.352,tile averages weighted by tile test count
13401,San Bernardo,Maipo,Región Metropolitana de Santiago,13.0,2026Q2,fixed,211,10939,3539,451.427,388.146,5.091,183.484,231.059,tile averages weighted by tile test count
13402,Buin,Maipo,Región Metropolitana de Santiago,13.0,2026Q2,fixed,227,5241,1692,421.099,363.329,5.334,165.579,266.206,tile averages weighted by tile test count
13403,Calera de Tango,Maipo,Región Metropolitana de Santiago,13.0,2026Q2,fixed,104,805,300,368.976,333.395,6.14,172.585,290.342,tile averages weighted by tile test count
13404,Paine,Maipo,Región Metropolitana de Santiago,13.0,2026Q2,fixed,284,2170,739,353.642,302.112,6.915,194.255,304.547,tile averages weighted by tile test count
13501,Melipilla,Melipilla,Región Metropolitana de Santiago,13.0,2026Q2,fixed,338,3714,1079,331.227,294.336,7.188,229.547,392.245,tile averages weighted by tile test count
13502,Alhué,Melipilla,Región Metropolitana de Santiago,13.0,2026Q2,fixed,22,49,29,390.862,286.594,9.429,198.245,138.041,tile averages weighted by tile test count
13503,Curacaví,Melipilla,Región Metropolitana de Santiago,13.0,2026Q2,fixed,125,920,271,276.661,202.584,7.561,266.175,355.02,tile averages weighted by tile test count
13504,María Pinto,Melipilla,Región Metropolitana de Santiago,13.0,2026Q2,fixed,45,191,67,286.314,217.739,6.288,291.995,508.326,tile averages weighted by tile test count
13505,San Pedro,Melipilla,Región Metropolitana de Santiago,13.0,2026Q2,fixed,67,488,86,205.076,178.998,7.453,285.598,540.779,tile averages weighted by tile test count
13601,Talagante,Talagante,Región Metropolitana de Santiago,13.0,2026Q2,fixed,150,2270,762,376.464,342.218,6.811,224.317,249.29,tile averages weighted by tile test count
13602,El Monte,Talagante,Región Metropolitana de Santiago,13.0,2026Q2,fixed,60,703,258,406.271,355.694,6.536,203.791,225.529,tile averages weighted by tile test count
13603,Isla de Maipo,Talagante,Región Metropolitana de Santiago,13.0,2026Q2,fixed,108,1281,421,348.454,310.557,6.727,192.265,305.54,tile averages weighted by tile test count
13604,Padre Hurtado,Talagante,Región Metropolitana de Santiago,13.0,2026Q2,fixed,98,2902,1052,443.435,395.51,5.691,229.347,242.977,tile averages weighted by tile test count
13605,Peñaflor,Talagante,Región Metropolitana de Santiago,13.0,2026Q2,fixed,102,2535,1033,440.149,388.918,5.931,234.975,206.896,tile averages weighted by tile test count
14101,Valdivia,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,290,3725,1437,406.888,339.421,8.527,196.918,272.142,tile averages weighted by tile test count
14102,Corral,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,14,85,20,229.476,140.851,15.671,175.518,159.141,tile averages weighted by tile test count
14103,Lanco,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,35,157,76,468.019,366.312,8.465,197.975,165.873,tile averages weighted by tile test count
14104,Los Lagos,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,63,202,101,232.901,162.8,30.614,365.748,341.851,tile averages weighted by tile test count
14105,Máfil,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,23,77,33,306.013,185.879,20.481,209.935,190.156,tile averages weighted by tile test count
14106,Mariquina,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,72,288,128,342.341,257.581,17.42,248.292,292.736,tile averages weighted by tile test count
14107,Paillaco,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,64,390,115,283.039,171.895,20.405,303.308,220.405,tile averages weighted by tile test count
14108,Panguipulli,Valdivia,Región de Los Ríos,14.0,2026Q2,fixed,173,607,266,210.346,116.474,24.105,332.503,349.403,tile averages weighted by tile test count
14201,La Unión,Ranco,Región de Los Ríos,14.0,2026Q2,fixed,90,714,232,428.832,312.681,16.08,171.333,192.363,tile averages weighted by tile test count
14202,Futrono,Ranco,Región de Los Ríos,14.0,2026Q2,fixed,91,389,158,231.305,186.913,16.969,210.517,224.599,tile averages weighted by tile test count
14203,Lago Ranco,Ranco,Región de Los Ríos,14.0,2026Q2,fixed,64,214,94,298.496,237.735,20.033,186.607,259.322,tile averages weighted by tile test count
14204,Río Bueno,Ranco,Región de Los Ríos,14.0,2026Q2,fixed,92,556,191,356.806,248.012,16.331,222.131,220.486,tile averages weighted by tile test count
15101,Arica,Arica,Región de Arica y Parinacota,15.0,2026Q2,fixed,173,4871,1555,442.97,374.035,22.048,278.822,236.134,tile averages weighted by tile test count
15102,Camarones,Arica,Región de Arica y Parinacota,15.0,2026Q2,fixed,6,14,9,209.026,25.847,46.357,259.286,212.286,tile averages weighted by tile test count
15201,Putre,Parinacota,Región de Arica y Parinacota,15.0,2026Q2,fixed,8,17,11,137.667,18.347,47.824,478.118,666.059,tile averages weighted by tile test count
15202,General Lagos,Parinacota,Región de Arica y Parinacota,15.0,2026Q2,fixed,2,8,2,59.015,25.449,55.0,329.5,437.0,tile averages weighted by tile test count
16101,Chillán,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,267,5076,1856,469.508,433.764,8.089,226.97,238.448,tile averages weighted by tile test count
16102,Bulnes,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,62,374,128,379.22,327.175,12.634,303.869,323.182,tile averages weighted by tile test count
16103,Chillán Viejo,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,56,750,268,511.03,453.022,9.569,214.685,163.583,tile averages weighted by tile test count
16104,El Carmen,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,34,164,71,348.207,296.993,13.39,266.073,286.878,tile averages weighted by tile test count
16105,Pemuco,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,27,177,43,227.009,163.507,19.65,271.169,241.689,tile averages weighted by tile test count
16106,Pinto,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,91,395,155,237.681,151.514,16.838,319.592,518.646,tile averages weighted by tile test count
16107,Quillón,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,89,458,142,394.131,324.756,11.081,265.991,207.347,tile averages weighted by tile test count
16108,San Ignacio,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,45,188,70,326.603,259.945,16.633,217.755,186.755,tile averages weighted by tile test count
16109,Yungay,Ñuble,Región de Ñuble,16.0,2026Q2,fixed,46,163,78,312.383,263.728,11.914,275.104,340.313,tile averages weighted by tile test count
16201,Quirihue,Itata,Región de Ñuble,16.0,2026Q2,fixed,21,115,40,378.726,342.325,7.539,195.983,188.73,tile averages weighted by tile test count
16202,Cobquecura,Itata,Región de Ñuble,16.0,2026Q2,fixed,24,92,34,349.293,236.091,15.272,374.761,209.609,tile averages weighted by tile test count
16203,Coelemu,Itata,Región de Ñuble,16.0,2026Q2,fixed,25,152,60,341.027,278.293,8.237,291.974,202.375,tile averages weighted by tile test count
16204,Ninhue,Itata,Región de Ñuble,16.0,2026Q2,fixed,13,55,26,348.949,232.631,9.709,245.436,517.545,tile averages weighted by tile test count
16205,Portezuelo,Itata,Región de Ñuble,16.0,2026Q2,fixed,10,13,10,220.237,203.137,20.692,261.308,656.462,tile averages weighted by tile test count
16206,Ranquil,Itata,Región de Ñuble,16.0,2026Q2,fixed,20,58,26,318.872,228.344,10.5,417.466,504.121,tile averages weighted by tile test count
16207,Treguaco,Itata,Región de Ñuble,16.0,2026Q2,fixed,6,43,9,263.147,209.573,3.093,602.0,371.93,tile averages weighted by tile test count
16301,San Carlos,Punilla,Región de Ñuble,16.0,2026Q2,fixed,153,1369,414,373.509,314.096,9.316,226.518,326.112,tile averages weighted by tile test count
16302,Coihueco,Punilla,Región de Ñuble,16.0,2026Q2,fixed,78,386,147,249.08,198.34,19.119,289.715,369.813,tile averages weighted by tile test count
