operator,network_role,service_key,source_segments,segments_intersecting_commune,segment_assignment_pct,source_length_km,assigned_clipped_length_km,assigned_length_pct_raw,overlay_failures,commune_geometries_repaired_or_normalized,commune_geometries_skipped,service_url,layer_id,interpretation
Claro,RedAcceso_HFC,claro_redacceso_hfc,23806,23800,99.9748,12365.446,12363.549,99.9847,22434,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_Claro_RedAcceso_HFC/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
Claro,RedAcceso,claro_redacceso,76217,76176,99.9462,16855.159,16858.658,100.0208,63278,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_Claro_RedAcceso/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
Entel,RedAcceso_distribucion,entel_redacceso_distribucion,53654,53603,99.9049,14831.684,14810.898,99.8599,43051,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_Entel_RedAcceso_distribucion/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
Entel,RedAcceso_primarias,entel_redacceso_primarias,9626,9617,99.9065,5250.32,5260.052,100.1854,8851,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_Entel_RedAcceso_primarias/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
Infraco,RedAcceso,infraco_redacceso,311419,311318,99.9676,30561.666,30559.469,99.9928,291924,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_Infraco_RedAcceso/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
VTR,RedAcceso_FTTH,vtr_redacceso_ftth,32337,32336,99.9969,6144.943,6144.57,99.9939,19952,34,0,https://licancabur.subtel.gob.cl/server/rest/services/Of468_VTR_RedAcceso_FTTH/FeatureServer,0,public SUBTEL RedAcceso linework clipped by commune; service roles may overlap and are not household or retail coverage percentages
