comuna,comuna_nombre,service_key,operator,network_role,record_count_intersecting,status
7106,Pelarco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7106,Pelarco,claro_redacceso,Claro,RedAcceso,0,ok
7106,Pelarco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7106,Pelarco,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7106,Pelarco,infraco_redacceso,Infraco,RedAcceso,0,ok
7106,Pelarco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7107,Pencahue,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7107,Pencahue,claro_redacceso,Claro,RedAcceso,1,ok
7107,Pencahue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7107,Pencahue,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7107,Pencahue,infraco_redacceso,Infraco,RedAcceso,0,ok
7107,Pencahue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7108,Río Claro,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7108,Río Claro,claro_redacceso,Claro,RedAcceso,2,ok
7108,Río Claro,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,6,ok
7108,Río Claro,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7108,Río Claro,infraco_redacceso,Infraco,RedAcceso,0,ok
7108,Río Claro,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7109,San Clemente,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7109,San Clemente,claro_redacceso,Claro,RedAcceso,0,ok
7109,San Clemente,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,38,ok
7109,San Clemente,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7109,San Clemente,infraco_redacceso,Infraco,RedAcceso,0,ok
7109,San Clemente,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,339,ok
7110,San Rafael,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7110,San Rafael,claro_redacceso,Claro,RedAcceso,0,ok
7110,San Rafael,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7110,San Rafael,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7110,San Rafael,infraco_redacceso,Infraco,RedAcceso,0,ok
7110,San Rafael,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7201,Cauquenes,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7201,Cauquenes,claro_redacceso,Claro,RedAcceso,0,ok
7201,Cauquenes,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,118,ok
7201,Cauquenes,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
7201,Cauquenes,infraco_redacceso,Infraco,RedAcceso,0,ok
7201,Cauquenes,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,620,ok
7202,Chanco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7202,Chanco,claro_redacceso,Claro,RedAcceso,0,ok
7202,Chanco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,29,ok
7202,Chanco,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
7202,Chanco,infraco_redacceso,Infraco,RedAcceso,0,ok
7202,Chanco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7203,Pelluhue,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7203,Pelluhue,claro_redacceso,Claro,RedAcceso,0,ok
7203,Pelluhue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,21,ok
7203,Pelluhue,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7203,Pelluhue,infraco_redacceso,Infraco,RedAcceso,0,ok
7203,Pelluhue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7301,Curicó,claro_redacceso_hfc,Claro,RedAcceso_HFC,309,ok
7301,Curicó,claro_redacceso,Claro,RedAcceso,445,ok
7301,Curicó,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,636,ok
7301,Curicó,entel_redacceso_primarias,Entel,RedAcceso_primarias,30,ok
7301,Curicó,infraco_redacceso,Infraco,RedAcceso,4974,ok
7301,Curicó,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7302,Hualañé,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7302,Hualañé,claro_redacceso,Claro,RedAcceso,1,ok
7302,Hualañé,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,27,ok
7302,Hualañé,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7302,Hualañé,infraco_redacceso,Infraco,RedAcceso,0,ok
7302,Hualañé,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7303,Licantén,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7303,Licantén,claro_redacceso,Claro,RedAcceso,0,ok
7303,Licantén,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,35,ok
7303,Licantén,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7303,Licantén,infraco_redacceso,Infraco,RedAcceso,0,ok
7303,Licantén,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7304,Molina,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7304,Molina,claro_redacceso,Claro,RedAcceso,5,ok
7304,Molina,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,88,ok
7304,Molina,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7304,Molina,infraco_redacceso,Infraco,RedAcceso,0,ok
7304,Molina,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,402,ok
7305,Rauco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7305,Rauco,claro_redacceso,Claro,RedAcceso,0,ok
7305,Rauco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7305,Rauco,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7305,Rauco,infraco_redacceso,Infraco,RedAcceso,0,ok
7305,Rauco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7306,Romeral,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7306,Romeral,claro_redacceso,Claro,RedAcceso,6,ok
7306,Romeral,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,27,ok
7306,Romeral,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7306,Romeral,infraco_redacceso,Infraco,RedAcceso,13,ok
7306,Romeral,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7307,Sagrada Familia,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7307,Sagrada Familia,claro_redacceso,Claro,RedAcceso,0,ok
7307,Sagrada Familia,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,13,ok
7307,Sagrada Familia,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7307,Sagrada Familia,infraco_redacceso,Infraco,RedAcceso,0,ok
7307,Sagrada Familia,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7308,Teno,claro_redacceso_hfc,Claro,RedAcceso_HFC,5,ok
7308,Teno,claro_redacceso,Claro,RedAcceso,1,ok
7308,Teno,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,38,ok
7308,Teno,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7308,Teno,infraco_redacceso,Infraco,RedAcceso,0,ok
7308,Teno,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7309,Vichuquén,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7309,Vichuquén,claro_redacceso,Claro,RedAcceso,0,ok
7309,Vichuquén,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7309,Vichuquén,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7309,Vichuquén,infraco_redacceso,Infraco,RedAcceso,0,ok
7309,Vichuquén,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7401,Linares,claro_redacceso_hfc,Claro,RedAcceso_HFC,255,ok
7401,Linares,claro_redacceso,Claro,RedAcceso,246,ok
7401,Linares,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,289,ok
7401,Linares,entel_redacceso_primarias,Entel,RedAcceso_primarias,23,ok
7401,Linares,infraco_redacceso,Infraco,RedAcceso,2387,ok
7401,Linares,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7402,Colbún,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7402,Colbún,claro_redacceso,Claro,RedAcceso,0,ok
7402,Colbún,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,33,ok
7402,Colbún,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7402,Colbún,infraco_redacceso,Infraco,RedAcceso,0,ok
7402,Colbún,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7403,Longaví,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7403,Longaví,claro_redacceso,Claro,RedAcceso,0,ok
7403,Longaví,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,14,ok
7403,Longaví,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7403,Longaví,infraco_redacceso,Infraco,RedAcceso,0,ok
7403,Longaví,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7404,Parral,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7404,Parral,claro_redacceso,Claro,RedAcceso,4,ok
7404,Parral,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,120,ok
7404,Parral,entel_redacceso_primarias,Entel,RedAcceso_primarias,10,ok
7404,Parral,infraco_redacceso,Infraco,RedAcceso,0,ok
7404,Parral,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,461,ok
7405,Retiro,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7405,Retiro,claro_redacceso,Claro,RedAcceso,0,ok
7405,Retiro,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,18,ok
7405,Retiro,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
7405,Retiro,infraco_redacceso,Infraco,RedAcceso,0,ok
7405,Retiro,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7406,San Javier,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7406,San Javier,claro_redacceso,Claro,RedAcceso,6,ok
7406,San Javier,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,71,ok
7406,San Javier,entel_redacceso_primarias,Entel,RedAcceso_primarias,4,ok
7406,San Javier,infraco_redacceso,Infraco,RedAcceso,0,ok
7406,San Javier,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,463,ok
7407,Villa Alegre,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7407,Villa Alegre,claro_redacceso,Claro,RedAcceso,0,ok
7407,Villa Alegre,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
7407,Villa Alegre,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7407,Villa Alegre,infraco_redacceso,Infraco,RedAcceso,0,ok
7407,Villa Alegre,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7408,Yerbas Buenas,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7408,Yerbas Buenas,claro_redacceso,Claro,RedAcceso,0,ok
7408,Yerbas Buenas,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,12,ok
7408,Yerbas Buenas,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7408,Yerbas Buenas,infraco_redacceso,Infraco,RedAcceso,1,ok
7408,Yerbas Buenas,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8101,Concepción,claro_redacceso_hfc,Claro,RedAcceso_HFC,457,ok
8101,Concepción,claro_redacceso,Claro,RedAcceso,1311,ok
8101,Concepción,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,1383,ok
8101,Concepción,entel_redacceso_primarias,Entel,RedAcceso_primarias,199,ok
8101,Concepción,infraco_redacceso,Infraco,RedAcceso,6749,ok
8101,Concepción,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,271,ok
8102,Coronel,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8102,Coronel,claro_redacceso,Claro,RedAcceso,1501,ok
8102,Coronel,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,409,ok
8102,Coronel,entel_redacceso_primarias,Entel,RedAcceso_primarias,29,ok
8102,Coronel,infraco_redacceso,Infraco,RedAcceso,961,ok
8102,Coronel,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,2499,ok
8103,Chiguayante,claro_redacceso_hfc,Claro,RedAcceso_HFC,162,ok
8103,Chiguayante,claro_redacceso,Claro,RedAcceso,648,ok
8103,Chiguayante,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,32,ok
8103,Chiguayante,entel_redacceso_primarias,Entel,RedAcceso_primarias,22,ok
8103,Chiguayante,infraco_redacceso,Infraco,RedAcceso,2288,ok
8103,Chiguayante,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8104,Florida,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8104,Florida,claro_redacceso,Claro,RedAcceso,0,ok
8104,Florida,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,21,ok
8104,Florida,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8104,Florida,infraco_redacceso,Infraco,RedAcceso,0,ok
8104,Florida,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8105,Hualqui,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8105,Hualqui,claro_redacceso,Claro,RedAcceso,0,ok
8105,Hualqui,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,6,ok
8105,Hualqui,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
8105,Hualqui,infraco_redacceso,Infraco,RedAcceso,0,ok
8105,Hualqui,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,293,ok
8106,Lota,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8106,Lota,claro_redacceso,Claro,RedAcceso,29,ok
8106,Lota,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,76,ok
8106,Lota,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8106,Lota,infraco_redacceso,Infraco,RedAcceso,0,ok
8106,Lota,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,741,ok
8107,Penco,claro_redacceso_hfc,Claro,RedAcceso_HFC,43,ok
8107,Penco,claro_redacceso,Claro,RedAcceso,32,ok
8107,Penco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,48,ok
8107,Penco,entel_redacceso_primarias,Entel,RedAcceso_primarias,6,ok
8107,Penco,infraco_redacceso,Infraco,RedAcceso,1,ok
8107,Penco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,12,ok
8108,San Pedro de La paz,claro_redacceso_hfc,Claro,RedAcceso_HFC,264,ok
8108,San Pedro de La paz,claro_redacceso,Claro,RedAcceso,282,ok
8108,San Pedro de La paz,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,227,ok
8108,San Pedro de La paz,entel_redacceso_primarias,Entel,RedAcceso_primarias,26,ok
8108,San Pedro de La paz,infraco_redacceso,Infraco,RedAcceso,2671,ok
8108,San Pedro de La paz,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8109,Santa Juana,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8109,Santa Juana,claro_redacceso,Claro,RedAcceso,0,ok
8109,Santa Juana,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,4,ok
8109,Santa Juana,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8109,Santa Juana,infraco_redacceso,Infraco,RedAcceso,0,ok
8109,Santa Juana,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8110,Talcahuano,claro_redacceso_hfc,Claro,RedAcceso_HFC,162,ok
8110,Talcahuano,claro_redacceso,Claro,RedAcceso,593,ok
8110,Talcahuano,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,560,ok
8110,Talcahuano,entel_redacceso_primarias,Entel,RedAcceso_primarias,91,ok
8110,Talcahuano,infraco_redacceso,Infraco,RedAcceso,3451,ok
8110,Talcahuano,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,82,ok
8111,Tomé,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8111,Tomé,claro_redacceso,Claro,RedAcceso,39,ok
8111,Tomé,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,91,ok
8111,Tomé,entel_redacceso_primarias,Entel,RedAcceso_primarias,20,ok
8111,Tomé,infraco_redacceso,Infraco,RedAcceso,0,ok
8111,Tomé,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,604,ok
8112,Hualpén,claro_redacceso_hfc,Claro,RedAcceso_HFC,156,ok
8112,Hualpén,claro_redacceso,Claro,RedAcceso,387,ok
8112,Hualpén,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,279,ok
8112,Hualpén,entel_redacceso_primarias,Entel,RedAcceso_primarias,47,ok
8112,Hualpén,infraco_redacceso,Infraco,RedAcceso,1,ok
8112,Hualpén,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,33,ok
8201,Lebu,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8201,Lebu,claro_redacceso,Claro,RedAcceso,3,ok
8201,Lebu,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,106,ok
8201,Lebu,entel_redacceso_primarias,Entel,RedAcceso_primarias,11,ok
8201,Lebu,infraco_redacceso,Infraco,RedAcceso,0,ok
8201,Lebu,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,343,ok
8202,Arauco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8202,Arauco,claro_redacceso,Claro,RedAcceso,3,ok
8202,Arauco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,67,ok
8202,Arauco,entel_redacceso_primarias,Entel,RedAcceso_primarias,12,ok
8202,Arauco,infraco_redacceso,Infraco,RedAcceso,0,ok
8202,Arauco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,433,ok
8203,Cañete,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8203,Cañete,claro_redacceso,Claro,RedAcceso,0,ok
8203,Cañete,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,117,ok
8203,Cañete,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
8203,Cañete,infraco_redacceso,Infraco,RedAcceso,0,ok
8203,Cañete,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,293,ok
8204,Contulmo,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8204,Contulmo,claro_redacceso,Claro,RedAcceso,0,ok
8204,Contulmo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
8204,Contulmo,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8204,Contulmo,infraco_redacceso,Infraco,RedAcceso,0,ok
8204,Contulmo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8205,Curanilahue,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8205,Curanilahue,claro_redacceso,Claro,RedAcceso,4,ok
8205,Curanilahue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,44,ok
8205,Curanilahue,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8205,Curanilahue,infraco_redacceso,Infraco,RedAcceso,0,ok
8205,Curanilahue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,567,ok
8206,Los Álamos,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8206,Los Álamos,claro_redacceso,Claro,RedAcceso,0,ok
8206,Los Álamos,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,25,ok
8206,Los Álamos,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8206,Los Álamos,infraco_redacceso,Infraco,RedAcceso,0,ok
8206,Los Álamos,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,245,ok
8207,Tirúa,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8207,Tirúa,claro_redacceso,Claro,RedAcceso,0,ok
8207,Tirúa,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
8207,Tirúa,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8207,Tirúa,infraco_redacceso,Infraco,RedAcceso,0,ok
8207,Tirúa,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8301,Los Ángeles,claro_redacceso_hfc,Claro,RedAcceso_HFC,268,ok
8301,Los Ángeles,claro_redacceso,Claro,RedAcceso,1596,ok
8301,Los Ángeles,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,586,ok
8301,Los Ángeles,entel_redacceso_primarias,Entel,RedAcceso_primarias,64,ok
8301,Los Ángeles,infraco_redacceso,Infraco,RedAcceso,706,ok
8301,Los Ángeles,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8302,Antuco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8302,Antuco,claro_redacceso,Claro,RedAcceso,0,ok
8302,Antuco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,15,ok
8302,Antuco,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
8302,Antuco,infraco_redacceso,Infraco,RedAcceso,0,ok
8302,Antuco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8303,Cabrero,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8303,Cabrero,claro_redacceso,Claro,RedAcceso,3,ok
8303,Cabrero,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,81,ok
8303,Cabrero,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
8303,Cabrero,infraco_redacceso,Infraco,RedAcceso,339,ok
8303,Cabrero,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8304,Laja,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8304,Laja,claro_redacceso,Claro,RedAcceso,3,ok
8304,Laja,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,34,ok
8304,Laja,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
8304,Laja,infraco_redacceso,Infraco,RedAcceso,0,ok
8304,Laja,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,221,ok
8305,Mulchén,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8305,Mulchén,claro_redacceso,Claro,RedAcceso,0,ok
8305,Mulchén,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,30,ok
8305,Mulchén,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
8305,Mulchén,infraco_redacceso,Infraco,RedAcceso,0,ok
8305,Mulchén,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,318,ok
8306,Nacimiento,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8306,Nacimiento,claro_redacceso,Claro,RedAcceso,1,ok
8306,Nacimiento,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,66,ok
8306,Nacimiento,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
8306,Nacimiento,infraco_redacceso,Infraco,RedAcceso,0,ok
8306,Nacimiento,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,296,ok
8307,Negrete,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8307,Negrete,claro_redacceso,Claro,RedAcceso,0,ok
8307,Negrete,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,24,ok
8307,Negrete,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8307,Negrete,infraco_redacceso,Infraco,RedAcceso,0,ok
8307,Negrete,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8308,Quilaco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8308,Quilaco,claro_redacceso,Claro,RedAcceso,3,ok
8308,Quilaco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,5,ok
8308,Quilaco,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
8308,Quilaco,infraco_redacceso,Infraco,RedAcceso,0,ok
8308,Quilaco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8309,Quilleco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8309,Quilleco,claro_redacceso,Claro,RedAcceso,0,ok
8309,Quilleco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,16,ok
8309,Quilleco,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
8309,Quilleco,infraco_redacceso,Infraco,RedAcceso,0,ok
8309,Quilleco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8310,San Rosendo,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8310,San Rosendo,claro_redacceso,Claro,RedAcceso,1,ok
8310,San Rosendo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
8310,San Rosendo,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8310,San Rosendo,infraco_redacceso,Infraco,RedAcceso,0,ok
8310,San Rosendo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8311,Santa Bárbara,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8311,Santa Bárbara,claro_redacceso,Claro,RedAcceso,5,ok
8311,Santa Bárbara,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,41,ok
8311,Santa Bárbara,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
8311,Santa Bárbara,infraco_redacceso,Infraco,RedAcceso,0,ok
8311,Santa Bárbara,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8312,Tucapel,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8312,Tucapel,claro_redacceso,Claro,RedAcceso,0,ok
8312,Tucapel,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,9,ok
8312,Tucapel,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
8312,Tucapel,infraco_redacceso,Infraco,RedAcceso,0,ok
8312,Tucapel,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8313,Yumbel,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8313,Yumbel,claro_redacceso,Claro,RedAcceso,0,ok
8313,Yumbel,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,31,ok
8313,Yumbel,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
8313,Yumbel,infraco_redacceso,Infraco,RedAcceso,0,ok
8313,Yumbel,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
8314,Alto Biobío,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
8314,Alto Biobío,claro_redacceso,Claro,RedAcceso,0,ok
8314,Alto Biobío,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,17,ok
8314,Alto Biobío,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
8314,Alto Biobío,infraco_redacceso,Infraco,RedAcceso,0,ok
8314,Alto Biobío,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
9101,Temuco,claro_redacceso_hfc,Claro,RedAcceso_HFC,576,ok
9101,Temuco,claro_redacceso,Claro,RedAcceso,1181,ok
9101,Temuco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,637,ok
9101,Temuco,entel_redacceso_primarias,Entel,RedAcceso_primarias,159,ok
9101,Temuco,infraco_redacceso,Infraco,RedAcceso,8133,ok
9101,Temuco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,438,ok
9102,Carahue,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
