comuna,comuna_nombre,service_key,operator,network_role,record_count_intersecting,status
5405,Zapallar,infraco_redacceso,Infraco,RedAcceso,276,ok
5405,Zapallar,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5501,Quillota,claro_redacceso_hfc,Claro,RedAcceso_HFC,244,ok
5501,Quillota,claro_redacceso,Claro,RedAcceso,310,ok
5501,Quillota,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,282,ok
5501,Quillota,entel_redacceso_primarias,Entel,RedAcceso_primarias,29,ok
5501,Quillota,infraco_redacceso,Infraco,RedAcceso,3257,ok
5501,Quillota,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,34,ok
5502,Calera,claro_redacceso_hfc,Claro,RedAcceso_HFC,129,ok
5502,Calera,claro_redacceso,Claro,RedAcceso,188,ok
5502,Calera,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,148,ok
5502,Calera,entel_redacceso_primarias,Entel,RedAcceso_primarias,13,ok
5502,Calera,infraco_redacceso,Infraco,RedAcceso,1484,ok
5502,Calera,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,28,ok
5503,Hijuelas,claro_redacceso_hfc,Claro,RedAcceso_HFC,6,ok
5503,Hijuelas,claro_redacceso,Claro,RedAcceso,0,ok
5503,Hijuelas,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
5503,Hijuelas,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
5503,Hijuelas,infraco_redacceso,Infraco,RedAcceso,11,ok
5503,Hijuelas,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,109,ok
5504,La Cruz,claro_redacceso_hfc,Claro,RedAcceso_HFC,69,ok
5504,La Cruz,claro_redacceso,Claro,RedAcceso,31,ok
5504,La Cruz,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,7,ok
5504,La Cruz,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
5504,La Cruz,infraco_redacceso,Infraco,RedAcceso,1,ok
5504,La Cruz,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,6,ok
5506,Nogales,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
5506,Nogales,claro_redacceso,Claro,RedAcceso,0,ok
5506,Nogales,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,17,ok
5506,Nogales,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
5506,Nogales,infraco_redacceso,Infraco,RedAcceso,0,ok
5506,Nogales,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,202,ok
5601,San Antonio,claro_redacceso_hfc,Claro,RedAcceso_HFC,232,ok
5601,San Antonio,claro_redacceso,Claro,RedAcceso,268,ok
5601,San Antonio,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,415,ok
5601,San Antonio,entel_redacceso_primarias,Entel,RedAcceso_primarias,63,ok
5601,San Antonio,infraco_redacceso,Infraco,RedAcceso,1802,ok
5601,San Antonio,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5602,Algarrobo,claro_redacceso_hfc,Claro,RedAcceso_HFC,6,ok
5602,Algarrobo,claro_redacceso,Claro,RedAcceso,2,ok
5602,Algarrobo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,65,ok
5602,Algarrobo,entel_redacceso_primarias,Entel,RedAcceso_primarias,12,ok
5602,Algarrobo,infraco_redacceso,Infraco,RedAcceso,1227,ok
5602,Algarrobo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5603,Cartagena,claro_redacceso_hfc,Claro,RedAcceso_HFC,3,ok
5603,Cartagena,claro_redacceso,Claro,RedAcceso,9,ok
5603,Cartagena,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,50,ok
5603,Cartagena,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
5603,Cartagena,infraco_redacceso,Infraco,RedAcceso,0,ok
5603,Cartagena,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,15,ok
5604,El Quisco,claro_redacceso_hfc,Claro,RedAcceso_HFC,3,ok
5604,El Quisco,claro_redacceso,Claro,RedAcceso,2,ok
5604,El Quisco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,59,ok
5604,El Quisco,entel_redacceso_primarias,Entel,RedAcceso_primarias,15,ok
5604,El Quisco,infraco_redacceso,Infraco,RedAcceso,1,ok
5604,El Quisco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5605,El Tabo,claro_redacceso_hfc,Claro,RedAcceso_HFC,3,ok
5605,El Tabo,claro_redacceso,Claro,RedAcceso,1,ok
5605,El Tabo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,66,ok
5605,El Tabo,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
5605,El Tabo,infraco_redacceso,Infraco,RedAcceso,0,ok
5605,El Tabo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5606,Santo Domingo,claro_redacceso_hfc,Claro,RedAcceso_HFC,83,ok
5606,Santo Domingo,claro_redacceso,Claro,RedAcceso,0,ok
5606,Santo Domingo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,31,ok
5606,Santo Domingo,entel_redacceso_primarias,Entel,RedAcceso_primarias,8,ok
5606,Santo Domingo,infraco_redacceso,Infraco,RedAcceso,525,ok
5606,Santo Domingo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5701,San Felipe,claro_redacceso_hfc,Claro,RedAcceso_HFC,251,ok
5701,San Felipe,claro_redacceso,Claro,RedAcceso,314,ok
5701,San Felipe,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,254,ok
5701,San Felipe,entel_redacceso_primarias,Entel,RedAcceso_primarias,20,ok
5701,San Felipe,infraco_redacceso,Infraco,RedAcceso,2421,ok
5701,San Felipe,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5702,Catemu,claro_redacceso_hfc,Claro,RedAcceso_HFC,1,ok
5702,Catemu,claro_redacceso,Claro,RedAcceso,2,ok
5702,Catemu,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,1,ok
5702,Catemu,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
5702,Catemu,infraco_redacceso,Infraco,RedAcceso,0,ok
5702,Catemu,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5703,Llaillay,claro_redacceso_hfc,Claro,RedAcceso_HFC,11,ok
5703,Llaillay,claro_redacceso,Claro,RedAcceso,27,ok
5703,Llaillay,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,45,ok
5703,Llaillay,entel_redacceso_primarias,Entel,RedAcceso_primarias,10,ok
5703,Llaillay,infraco_redacceso,Infraco,RedAcceso,444,ok
5703,Llaillay,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,311,ok
5704,Panquehue,claro_redacceso_hfc,Claro,RedAcceso_HFC,6,ok
5704,Panquehue,claro_redacceso,Claro,RedAcceso,0,ok
5704,Panquehue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,1,ok
5704,Panquehue,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
5704,Panquehue,infraco_redacceso,Infraco,RedAcceso,2,ok
5704,Panquehue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5705,Putaendo,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
5705,Putaendo,claro_redacceso,Claro,RedAcceso,0,ok
5705,Putaendo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,28,ok
5705,Putaendo,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
5705,Putaendo,infraco_redacceso,Infraco,RedAcceso,0,ok
5705,Putaendo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5706,Santa María,claro_redacceso_hfc,Claro,RedAcceso_HFC,7,ok
5706,Santa María,claro_redacceso,Claro,RedAcceso,7,ok
5706,Santa María,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
5706,Santa María,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
5706,Santa María,infraco_redacceso,Infraco,RedAcceso,6,ok
5706,Santa María,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
5801,Quilpué,claro_redacceso_hfc,Claro,RedAcceso_HFC,402,ok
5801,Quilpué,claro_redacceso,Claro,RedAcceso,517,ok
5801,Quilpué,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,308,ok
5801,Quilpué,entel_redacceso_primarias,Entel,RedAcceso_primarias,23,ok
5801,Quilpué,infraco_redacceso,Infraco,RedAcceso,4729,ok
5801,Quilpué,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,93,ok
5802,Limache,claro_redacceso_hfc,Claro,RedAcceso_HFC,91,ok
5802,Limache,claro_redacceso,Claro,RedAcceso,1178,ok
5802,Limache,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,94,ok
5802,Limache,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
5802,Limache,infraco_redacceso,Infraco,RedAcceso,1479,ok
5802,Limache,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,27,ok
5803,Olmué,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
5803,Olmué,claro_redacceso,Claro,RedAcceso,0,ok
5803,Olmué,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,8,ok
5803,Olmué,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
5803,Olmué,infraco_redacceso,Infraco,RedAcceso,0,ok
5803,Olmué,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,196,ok
5804,Villa Alemana,claro_redacceso_hfc,Claro,RedAcceso_HFC,257,ok
5804,Villa Alemana,claro_redacceso,Claro,RedAcceso,390,ok
5804,Villa Alemana,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,198,ok
5804,Villa Alemana,entel_redacceso_primarias,Entel,RedAcceso_primarias,28,ok
5804,Villa Alemana,infraco_redacceso,Infraco,RedAcceso,5146,ok
5804,Villa Alemana,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,33,ok
6101,Rancagua,claro_redacceso_hfc,Claro,RedAcceso_HFC,569,ok
6101,Rancagua,claro_redacceso,Claro,RedAcceso,2399,ok
6101,Rancagua,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,773,ok
6101,Rancagua,entel_redacceso_primarias,Entel,RedAcceso_primarias,164,ok
6101,Rancagua,infraco_redacceso,Infraco,RedAcceso,535,ok
6101,Rancagua,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,130,ok
6102,Codegua,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6102,Codegua,claro_redacceso,Claro,RedAcceso,0,ok
6102,Codegua,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,2,ok
6102,Codegua,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6102,Codegua,infraco_redacceso,Infraco,RedAcceso,0,ok
6102,Codegua,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6103,Coinco,claro_redacceso_hfc,Claro,RedAcceso_HFC,26,ok
6103,Coinco,claro_redacceso,Claro,RedAcceso,0,ok
6103,Coinco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6103,Coinco,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6103,Coinco,infraco_redacceso,Infraco,RedAcceso,0,ok
6103,Coinco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6104,Coltauco,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6104,Coltauco,claro_redacceso,Claro,RedAcceso,0,ok
6104,Coltauco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6104,Coltauco,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6104,Coltauco,infraco_redacceso,Infraco,RedAcceso,0,ok
6104,Coltauco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6105,Doñihue,claro_redacceso_hfc,Claro,RedAcceso_HFC,8,ok
6105,Doñihue,claro_redacceso,Claro,RedAcceso,0,ok
6105,Doñihue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,22,ok
6105,Doñihue,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6105,Doñihue,infraco_redacceso,Infraco,RedAcceso,0,ok
6105,Doñihue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6106,Graneros,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6106,Graneros,claro_redacceso,Claro,RedAcceso,870,ok
6106,Graneros,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,22,ok
6106,Graneros,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
6106,Graneros,infraco_redacceso,Infraco,RedAcceso,0,ok
6106,Graneros,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,337,ok
6107,Las Cabras,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6107,Las Cabras,claro_redacceso,Claro,RedAcceso,0,ok
6107,Las Cabras,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,32,ok
6107,Las Cabras,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6107,Las Cabras,infraco_redacceso,Infraco,RedAcceso,0,ok
6107,Las Cabras,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6108,Machalí,claro_redacceso_hfc,Claro,RedAcceso_HFC,168,ok
6108,Machalí,claro_redacceso,Claro,RedAcceso,109,ok
6108,Machalí,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,50,ok
6108,Machalí,entel_redacceso_primarias,Entel,RedAcceso_primarias,30,ok
6108,Machalí,infraco_redacceso,Infraco,RedAcceso,2,ok
6108,Machalí,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,58,ok
6109,Malloa,claro_redacceso_hfc,Claro,RedAcceso_HFC,10,ok
6109,Malloa,claro_redacceso,Claro,RedAcceso,6,ok
6109,Malloa,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6109,Malloa,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6109,Malloa,infraco_redacceso,Infraco,RedAcceso,0,ok
6109,Malloa,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6110,Mostazal,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6110,Mostazal,claro_redacceso,Claro,RedAcceso,0,ok
6110,Mostazal,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,35,ok
6110,Mostazal,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6110,Mostazal,infraco_redacceso,Infraco,RedAcceso,0,ok
6110,Mostazal,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,157,ok
6111,Olivar,claro_redacceso_hfc,Claro,RedAcceso_HFC,2,ok
6111,Olivar,claro_redacceso,Claro,RedAcceso,0,ok
6111,Olivar,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,37,ok
6111,Olivar,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6111,Olivar,infraco_redacceso,Infraco,RedAcceso,0,ok
6111,Olivar,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6112,Peumo,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6112,Peumo,claro_redacceso,Claro,RedAcceso,0,ok
6112,Peumo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,2,ok
6112,Peumo,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6112,Peumo,infraco_redacceso,Infraco,RedAcceso,0,ok
6112,Peumo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6113,Pichidegua,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6113,Pichidegua,claro_redacceso,Claro,RedAcceso,0,ok
6113,Pichidegua,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,1,ok
6113,Pichidegua,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
6113,Pichidegua,infraco_redacceso,Infraco,RedAcceso,0,ok
6113,Pichidegua,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6114,Quinta de Tilcoco,claro_redacceso_hfc,Claro,RedAcceso_HFC,7,ok
6114,Quinta de Tilcoco,claro_redacceso,Claro,RedAcceso,4,ok
6114,Quinta de Tilcoco,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6114,Quinta de Tilcoco,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6114,Quinta de Tilcoco,infraco_redacceso,Infraco,RedAcceso,0,ok
6114,Quinta de Tilcoco,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6115,Rengo,claro_redacceso_hfc,Claro,RedAcceso_HFC,121,ok
6115,Rengo,claro_redacceso,Claro,RedAcceso,1220,ok
6115,Rengo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,106,ok
6115,Rengo,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
6115,Rengo,infraco_redacceso,Infraco,RedAcceso,1957,ok
6115,Rengo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6116,Requínoa,claro_redacceso_hfc,Claro,RedAcceso_HFC,3,ok
6116,Requínoa,claro_redacceso,Claro,RedAcceso,1,ok
6116,Requínoa,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,32,ok
6116,Requínoa,entel_redacceso_primarias,Entel,RedAcceso_primarias,2,ok
6116,Requínoa,infraco_redacceso,Infraco,RedAcceso,0,ok
6116,Requínoa,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,196,ok
6117,San Vicente,claro_redacceso_hfc,Claro,RedAcceso_HFC,3,ok
6117,San Vicente,claro_redacceso,Claro,RedAcceso,18,ok
6117,San Vicente,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,142,ok
6117,San Vicente,entel_redacceso_primarias,Entel,RedAcceso_primarias,4,ok
6117,San Vicente,infraco_redacceso,Infraco,RedAcceso,0,ok
6117,San Vicente,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,316,ok
6201,Pichilemu,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6201,Pichilemu,claro_redacceso,Claro,RedAcceso,9,ok
6201,Pichilemu,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,124,ok
6201,Pichilemu,entel_redacceso_primarias,Entel,RedAcceso_primarias,3,ok
6201,Pichilemu,infraco_redacceso,Infraco,RedAcceso,0,ok
6201,Pichilemu,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,414,ok
6202,La Estrella,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6202,La Estrella,claro_redacceso,Claro,RedAcceso,0,ok
6202,La Estrella,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6202,La Estrella,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6202,La Estrella,infraco_redacceso,Infraco,RedAcceso,0,ok
6202,La Estrella,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6203,Litueche,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6203,Litueche,claro_redacceso,Claro,RedAcceso,0,ok
6203,Litueche,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,33,ok
6203,Litueche,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6203,Litueche,infraco_redacceso,Infraco,RedAcceso,0,ok
6203,Litueche,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6204,Marchihue,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6204,Marchihue,claro_redacceso,Claro,RedAcceso,0,ok
6204,Marchihue,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6204,Marchihue,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6204,Marchihue,infraco_redacceso,Infraco,RedAcceso,0,ok
6204,Marchihue,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6205,Navidad,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6205,Navidad,claro_redacceso,Claro,RedAcceso,0,ok
6205,Navidad,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,19,ok
6205,Navidad,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6205,Navidad,infraco_redacceso,Infraco,RedAcceso,0,ok
6205,Navidad,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6206,Paredones,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6206,Paredones,claro_redacceso,Claro,RedAcceso,0,ok
6206,Paredones,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,0,ok
6206,Paredones,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6206,Paredones,infraco_redacceso,Infraco,RedAcceso,0,ok
6206,Paredones,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6301,San Fernando,claro_redacceso_hfc,Claro,RedAcceso_HFC,175,ok
6301,San Fernando,claro_redacceso,Claro,RedAcceso,244,ok
6301,San Fernando,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,282,ok
6301,San Fernando,entel_redacceso_primarias,Entel,RedAcceso_primarias,11,ok
6301,San Fernando,infraco_redacceso,Infraco,RedAcceso,2446,ok
6301,San Fernando,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6302,Chépica,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6302,Chépica,claro_redacceso,Claro,RedAcceso,0,ok
6302,Chépica,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,25,ok
6302,Chépica,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6302,Chépica,infraco_redacceso,Infraco,RedAcceso,0,ok
6302,Chépica,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6303,Chimbarongo,claro_redacceso_hfc,Claro,RedAcceso_HFC,8,ok
6303,Chimbarongo,claro_redacceso,Claro,RedAcceso,0,ok
6303,Chimbarongo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,32,ok
6303,Chimbarongo,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6303,Chimbarongo,infraco_redacceso,Infraco,RedAcceso,0,ok
6303,Chimbarongo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,120,ok
6304,Lolol,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6304,Lolol,claro_redacceso,Claro,RedAcceso,0,ok
6304,Lolol,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,2,ok
6304,Lolol,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6304,Lolol,infraco_redacceso,Infraco,RedAcceso,0,ok
6304,Lolol,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6305,Nancagua,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6305,Nancagua,claro_redacceso,Claro,RedAcceso,0,ok
6305,Nancagua,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,10,ok
6305,Nancagua,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6305,Nancagua,infraco_redacceso,Infraco,RedAcceso,0,ok
6305,Nancagua,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6306,Palmilla,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6306,Palmilla,claro_redacceso,Claro,RedAcceso,0,ok
6306,Palmilla,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,2,ok
6306,Palmilla,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
6306,Palmilla,infraco_redacceso,Infraco,RedAcceso,0,ok
6306,Palmilla,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6307,Peralillo,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6307,Peralillo,claro_redacceso,Claro,RedAcceso,0,ok
6307,Peralillo,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,8,ok
6307,Peralillo,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6307,Peralillo,infraco_redacceso,Infraco,RedAcceso,0,ok
6307,Peralillo,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6308,Placilla,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6308,Placilla,claro_redacceso,Claro,RedAcceso,0,ok
6308,Placilla,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,1,ok
6308,Placilla,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6308,Placilla,infraco_redacceso,Infraco,RedAcceso,0,ok
6308,Placilla,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6309,Pumanque,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6309,Pumanque,claro_redacceso,Claro,RedAcceso,0,ok
6309,Pumanque,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,2,ok
6309,Pumanque,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
6309,Pumanque,infraco_redacceso,Infraco,RedAcceso,0,ok
6309,Pumanque,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
6310,Santa Cruz,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
6310,Santa Cruz,claro_redacceso,Claro,RedAcceso,888,ok
6310,Santa Cruz,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,141,ok
6310,Santa Cruz,entel_redacceso_primarias,Entel,RedAcceso_primarias,7,ok
6310,Santa Cruz,infraco_redacceso,Infraco,RedAcceso,1100,ok
6310,Santa Cruz,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,365,ok
7101,Talca,claro_redacceso_hfc,Claro,RedAcceso_HFC,409,ok
7101,Talca,claro_redacceso,Claro,RedAcceso,791,ok
7101,Talca,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,810,ok
7101,Talca,entel_redacceso_primarias,Entel,RedAcceso_primarias,100,ok
7101,Talca,infraco_redacceso,Infraco,RedAcceso,7557,ok
7101,Talca,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,145,ok
7102,Constitución,claro_redacceso_hfc,Claro,RedAcceso_HFC,66,ok
7102,Constitución,claro_redacceso,Claro,RedAcceso,937,ok
7102,Constitución,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,117,ok
7102,Constitución,entel_redacceso_primarias,Entel,RedAcceso_primarias,10,ok
7102,Constitución,infraco_redacceso,Infraco,RedAcceso,1026,ok
7102,Constitución,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7103,Curepto,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7103,Curepto,claro_redacceso,Claro,RedAcceso,0,ok
7103,Curepto,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,19,ok
7103,Curepto,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7103,Curepto,infraco_redacceso,Infraco,RedAcceso,0,ok
7103,Curepto,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7104,Empedrado,claro_redacceso_hfc,Claro,RedAcceso_HFC,0,ok
7104,Empedrado,claro_redacceso,Claro,RedAcceso,0,ok
7104,Empedrado,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,10,ok
7104,Empedrado,entel_redacceso_primarias,Entel,RedAcceso_primarias,1,ok
7104,Empedrado,infraco_redacceso,Infraco,RedAcceso,0,ok
7104,Empedrado,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
7105,Maule,claro_redacceso_hfc,Claro,RedAcceso_HFC,85,ok
7105,Maule,claro_redacceso,Claro,RedAcceso,39,ok
7105,Maule,entel_redacceso_distribucion,Entel,RedAcceso_distribucion,45,ok
7105,Maule,entel_redacceso_primarias,Entel,RedAcceso_primarias,0,ok
7105,Maule,infraco_redacceso,Infraco,RedAcceso,8,ok
7105,Maule,vtr_redacceso_ftth,VTR,RedAcceso_FTTH,0,ok
