sheet,source_row,values
7.13.CO_FIJAS_TECN_OECD,2, || SERVICIO ACCESO A INTERNET: TOTAL DE CONEXIONES FIJAS DE ACUERDO A LA DEFINICIÓN DE LA OECD ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,3, || CONEXIONES FIJAS POR TIPO DE TECNOLOGÍA ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,6, || << VOLVER ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,7, || Año || Mes || ADSL || HFC (Cable Modem) || WIMAX || Otras Conexiones Alámbricas || Otras Conexiones Inalámbricas || Otras Conexiones || Total de Conexiones Fijas ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,8, || 2009 || Dic || 888005 || 748556 || 3918 || 7468 || 6729 ||  || 1654676 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,9, || 2010 || Ene || 888966 || 754222 || 4123 || 7639 || 6707 ||  || 1661657 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,10, ||  || Feb || 888022 || 757169 || 4295 || 7640 || 5548 ||  || 1662674 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,11, ||  || Mar || 886465 || 769090 || 4597 || 7143 || 5500 ||  || 1672795 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,12, ||  || Abr || 890931 || 787434 || 4891 || 7274 || 5445 ||  || 1695975 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,13, ||  || May || 897404 || 801736 || 5075 || 7850 || 5446 || 6 || 1717517 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,14, ||  || Jun || 899440 || 796571 || 5125 || 8021 || 5417 || 1 || 1714575 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,15, ||  || Jul || 910662 || 807233 || 5182 || 7704 || 5489 ||  || 1736270 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,16, ||  || Ago || 917751 || 823209 || 5115 || 7679 || 5517 ||  || 1759271 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,17, ||  || Sep || 921819 || 835614 || 5111 || 7579 || 5372 ||  || 1775495 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,18, ||  || Oct || 930024 || 825805 || 5125 || 7670 || 4089 ||  || 1772713 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,19, ||  || Nov || 931311 || 836902 || 5193 || 7622 || 5544 ||  || 1786572 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,20, ||  || Dic || 931340 || 839654 || 5214 || 7658 || 5489 ||  || 1789355 ||  ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,24, || Año || Mes || ADSL || HFC (Cable Modem) || WIMAX || Conexiones FTTX (Fibra Optica) || Otras Conexiones Alámbricas || Otras Conexiones Inalámbricas || Otras Conexiones || Total de Conexiones Fijas ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,203, ||  || Nov || 10279 || 621439 || 198 || 3997490 || 8808 || 148464 ||  || 4786678 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,204, ||  || Dic || 10120 || 594978 || 196 || 4026933 || 7186 || 156949 ||  || 4796362 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,205, || 2026 || Ene || 9977 || 581186 || 197 || 4047508 || 11542 || 163688 ||  || 4814098 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,206, ||  || Feb || 9388 || 549762 || 48 || 4097001 || 8854 || 171150 ||  || 4836203 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,207, ||  || Mar || 9354 || 516751 || 62 || 4147621 || 10076 || 175500 ||  || 4859364 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,209, || VAR. MAR.25-MAR.26 ||  || -0.23559696003922526 || -0.5317524250510834 || -0.7339055793991416 || 0.1958929376184504 || 0.8086519475857117 || 0.33936748275230477 ||  || 0.02933457942895812 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,210, || PART. TECN. MAR.26 ||  || 0.0019249432641802507 || 0.10634128252174564 || 1.2758871325547952e-05 || 0.8535316555829117 || 0.0020735223786487286 || 0.036115837381188155 ||  || 1 ||  ||  || 
7.13.CO_FIJAS_TECN_OECD,212, || << VOLVER ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
