sheet,source_row,values
7.7.1.CO_TEC_RG_EMP_FIJAS,2," || SERVICIO ACCESO A INTERNET: CONEXIONES FIJAS POR TIPO DE TECNOLOGÍA, REGIÓN Y EMPRESA - MARZO 2026 ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || "
7.7.1.CO_TEC_RG_EMP_FIJAS,5, || << VOLVER ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
7.7.1.CO_TEC_RG_EMP_FIJAS,7, ||  ||  || Conexiones ADSL ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || Conexiones por HFC (Cable Modem) ||  ||  ||  ||  || Conexiones WIMAX ||  ||  ||  ||  ||  || Conexiones FTTX (Fibra Optica) ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
7.7.1.CO_TEC_RG_EMP_FIJAS,8, ||  || Región || Entel-Chile S.A. || CMET || Telsur || Movistar || CTR || Entelphone || GTD Manquehue || Telcoy || Grupo Claro-VTR || Netline || Total Conexiones ADSL || CMET ||  || Grupo Claro-VTR || Mundo Pacífico || Total Conexiones HFC (Cable Modem) || Entel-Chile S.A. || CTR || Entelphone ||  || Grupo Claro-VTR || Total Conexiones WIMAX || Entel-Chile S.A. || Telsur || Grupo Claro-VTR || Movistar || CTR || Entelphone || STEL Access || GTD Manquehue || Telcoy ||  || Fullcom || Netline || E Money || Netglobalis || UUNET
7.7.1.CO_TEC_RG_EMP_FIJAS,9, ||  || 1 || 9 ||  ||  || 3 ||  || 7 || 33 ||  ||  ||  || 52 ||  ||  || 12690 ||  || 12690 ||  ||  ||  ||  ||  || 0 || 1369 ||  || 18223 || 39664 ||  || 8519 ||  || 2299 ||  ||  ||  ||  ||  || 4 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,10, ||  || 2 || 6 ||  ||  ||  ||  || 4 || 26 ||  ||  ||  || 36 ||  ||  || 47252 ||  || 47252 || 2 ||  || 1 ||  ||  || 3 || 1490 ||  || 29538 || 72874 ||  || 13557 ||  || 3439 ||  ||  ||  ||  ||  || 14 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,11, ||  || 3 || 5 ||  ||  ||  ||  || 4 ||  ||  ||  ||  || 9 ||  ||  || 6790 ||  || 6790 || 1 ||  ||  ||  ||  || 1 || 483 ||  || 13898 || 30877 ||  || 5336 ||  ||  ||  ||  ||  ||  ||  || 6 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,12, ||  || 4 || 9 ||  ||  || 3 ||  || 3 || 11 ||  ||  ||  || 26 ||  ||  || 22981 ||  || 22981 || 3 ||  ||  ||  ||  || 3 || 1294 ||  || 38927 || 67368 ||  || 20062 ||  || 3160 ||  ||  ||  ||  ||  || 17 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,13, ||  || 5 || 15 ||  ||  || 3 ||  || 5 || 16 ||  ||  ||  || 39 ||  ||  || 92154 ||  || 92154 || 2 ||  ||  ||  ||  || 2 || 3134 ||  || 107990 || 171313 ||  || 47429 ||  || 5914 ||  ||  ||  ||  ||  || 28 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,14, ||  || 6 || 2 ||  || 64 ||  ||  || 2 ||  ||  ||  ||  || 68 ||  ||  || 24576 ||  || 24576 || 4 ||  ||  ||  ||  || 4 || 830 || 3804 || 14221 || 54362 ||  || 10143 ||  ||  ||  ||  ||  ||  ||  || 13 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,15, ||  || 7 || 3 ||  || 186 || 4 || 41 || 2 ||  ||  ||  ||  || 236 ||  ||  || 13924 ||  || 13924 || 4 || 13 ||  ||  ||  || 17 || 1317 || 4587 || 33386 || 56416 ||  || 12663 ||  ||  ||  ||  ||  ||  ||  || 22 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,16, ||  || 8 || 27 ||  || 914 || 1 || 124 || 4 ||  ||  ||  ||  || 1070 ||  ||  || 38631 ||  || 38631 || 1 || 5 ||  ||  ||  || 6 || 2369 || 30557 || 70846 || 94487 ||  || 16717 ||  ||  ||  ||  ||  ||  ||  || 31 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,17, ||  || 9 || 6 ||  || 977 ||  || 132 || 3 ||  ||  ||  ||  || 1118 ||  ||  || 8562 ||  || 8562 ||  ||  ||  ||  ||  || 0 || 869 || 31627 || 29952 || 53044 ||  || 6653 ||  ||  ||  ||  ||  ||  ||  || 11 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,18, ||  || 10 || 7 ||  || 3105 ||  || 31 || 2 ||  ||  ||  ||  || 3145 ||  ||  || 11989 ||  || 11989 || 2 || 11 ||  ||  ||  || 13 || 623 || 65805 || 20591 || 22617 ||  || 5707 ||  ||  ||  ||  ||  ||  ||  || 21 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,19, ||  || 11 ||  ||  || 19 ||  ||  ||  ||  || 590 ||  ||  || 609 ||  ||  ||  ||  || 0 ||  ||  ||  ||  ||  || 0 || 16 || 8 || 0 || 3834 ||  || 3 ||  ||  || 15949 ||  ||  ||  ||  || 2 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,20, ||  || 12 ||  ||  || 3 || 1 ||  || 4 ||  ||  ||  ||  || 8 ||  ||  || 2616 ||  || 2616 ||  ||  ||  ||  ||  || 0 || 78 ||  || 7150 || 41374 || 188 || 9 ||  ||  ||  ||  ||  ||  ||  || 3 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,21, ||  || 13 || 81 ||  || 13 || 13 ||  || 44 || 1124 ||  || 240 || 21 || 1536 ||  ||  || 205880 ||  || 205880 || 10 ||  || 2 ||  ||  || 12 || 29898 || 2 || 321778 || 548608 ||  || 312008 ||  || 91084 ||  ||  ||  || 13 ||  || 1196 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,22, ||  || 14 || 1 ||  || 1172 || 1 || 10 ||  ||  ||  ||  ||  || 1184 ||  ||  || 5123 ||  || 5123 ||  ||  ||  ||  ||  || 0 || 123 || 29710 || 11402 || 7468 ||  || 1766 ||  ||  ||  ||  ||  ||  ||  || 5 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,23, ||  || 15 || 4 ||  ||  ||  ||  || 3 || 1 ||  ||  ||  || 8 ||  ||  || 15977 ||  || 15977 || 1 ||  || 1 ||  ||  || 2 || 166 ||  || 9029 || 28531 ||  || 1490 ||  || 658 ||  ||  ||  ||  ||  || 5 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,24, ||  || 16 || 11 ||  || 144 || 2 || 65 || 1 ||  ||  ||  ||  || 223 ||  ||  || 7606 ||  || 7606 ||  || 5 ||  ||  ||  || 5 || 442 || 5115 || 15965 || 18344 ||  || 3754 ||  ||  ||  ||  ||  ||  ||  || 9 || 
7.7.1.CO_TEC_RG_EMP_FIJAS,25, ||  || Total || 186 || 0 || 6597 || 31 || 403 || 88 || 1211 || 590 || 240 || 21 || 9367 || 0 ||  || 516751 || 0 || 516751 || 30 || 34 || 4 ||  || 0 || 68 || 44501 || 171215 || 742896 || 1311181 || 188 || 465816 || 0 || 106554 || 15949 ||  || 0 || 13 || 0 || 1387 || 0
7.7.1.CO_TEC_RG_EMP_FIJAS,27, ||  || PART. TECN. MAR.26 || 0.01985694459271912 || 0 || 0.7042809864417636 || 0.0033094907654531865 || 0.04302337995089143 || 0.00939468346322195 || 0.1292836553859293 || 0.06298708231023807 || 0.025621863990605318 || 0.002241913099177965 || 1 || 0 ||  || 1 || 0 || 1 || 0.4411764705882353 || 0.5 || 0.058823529411764705 || 0 || 0 || 1 || 0.010729262429209555 || 0.041280210934970314 || 0.17911341636390332 || 0.31612784074949807 ||  || 0.11230898424135813 ||  || 0.02569034019195063 || 0.0038453294641348106 ||  || 0 || 3.134320837278358e-06 || 0 ||  || 0
7.7.1.CO_TEC_RG_EMP_FIJAS,30, || << VOLVER ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  ||  || 
