period,operator_group,traffic_tb,total_market_tb,share_pct,aggregation_note
2024-02,GTD,139406.860913,2543702.9851,5.480469,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-02,Grupo Claro-VTR,735246.149462,2543702.9851,28.90456,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-02,Movistar,713569.98908,2543702.9851,28.05241,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-02,Mundo,580287.78022,2543702.9851,22.812718,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-03,Entel,291817.531418,2665247.598964,10.948984,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-03,GTD,149754.92928,2665247.598964,5.6188,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-03,Grupo Claro-VTR,771999.852895,2665247.598964,28.965408,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-03,Movistar,774717.649796,2665247.598964,29.06738,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-03,Mundo,556390.437183,2665247.598964,20.87575,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-04,Entel,302003.615492,2648593.103969,11.402416,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-04,GTD,153076.862287,2648593.103969,5.779554,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-04,Grupo Claro-VTR,795728.489587,2648593.103969,30.04344,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-04,Movistar,745088.177712,2648593.103969,28.13147,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-04,Mundo,532116.796038,2648593.103969,20.090545,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-05,Entel,325777.799614,2854415.099857,11.413119,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-05,GTD,166789.007341,2854415.099857,5.843194,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-05,Grupo Claro-VTR,851210.036521,2854415.099857,29.820822,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-05,Movistar,795387.835564,2854415.099857,27.865178,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-05,Mundo,588509.021706,2854415.099857,20.6175,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-06,Entel,345585.298507,2904419.919388,11.8986,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-06,GTD,170089.221315,2904419.919388,5.85622,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-06,Grupo Claro-VTR,828648.14067,2904419.919388,28.53059,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-06,Movistar,808455.364583,2904419.919388,27.835347,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-06,Mundo,621557.942248,2904419.919388,21.400416,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-07,Entel,337327.344438,2879862.390875,11.713315,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-07,GTD,165084.409226,2879862.390875,5.732371,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-07,Grupo Claro-VTR,863540.788812,2879862.390875,29.985488,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-07,Movistar,781703.339221,2879862.390875,27.143774,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-07,Mundo,609248.906509,2879862.390875,21.155487,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-08,Entel,340092.701971,2799957.355902,12.146353,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-08,GTD,163591.315925,2799957.355902,5.842636,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-08,Grupo Claro-VTR,816948.14854,2799957.355902,29.177164,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-08,Movistar,767538.977519,2799957.355902,27.412524,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-08,Mundo,601962.42943,2799957.355902,21.498986,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-09,Entel,333718.828174,2743812.8926,12.162594,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-09,GTD,161378.07862,2743812.8926,5.881526,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-09,Grupo Claro-VTR,800647.149785,2743812.8926,29.180093,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-09,Movistar,734530.004741,2743812.8926,26.770412,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-09,Mundo,598433.239376,2743812.8926,21.810279,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-10,Entel,360201.941098,2828901.999287,12.732924,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-10,GTD,168919.863763,2828901.999287,5.971217,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-10,Grupo Claro-VTR,809657.210516,2828901.999287,28.6209,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-10,Movistar,741363.206644,2828901.999287,26.206748,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-10,Mundo,628358.900609,2828901.999287,22.212113,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-11,Entel,362980.545828,2799853.032755,12.964271,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-11,GTD,165058.070008,2799853.032755,5.895241,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-11,Grupo Claro-VTR,805518.909132,2799853.032755,28.770043,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-11,Movistar,735761.886411,2799853.032755,26.27859,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-11,Mundo,614626.80814,2799853.032755,21.95211,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-12,Entel,380012.587963,2877713.603801,13.205365,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-12,GTD,172544.905621,2877713.603801,5.995903,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-12,Grupo Claro-VTR,812967.452673,2877713.603801,28.250464,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-12,Movistar,775133.736654,2877713.603801,26.93575,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2024-12,Mundo,614626.80814,2877713.603801,21.358165,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-01,Entel,383082.914803,2902308.699094,13.199248,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-01,GTD,165583.45049,2902308.699094,5.705232,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-01,Grupo Claro-VTR,794180.427266,2902308.699094,27.363748,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-01,Movistar,765123.107519,2902308.699094,26.362568,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-01,Mundo,672223.095995,2902308.699094,23.161668,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-02,Entel,345538.443064,2795515.571887,12.360455,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-02,GTD,152592.465418,2795515.571887,5.458473,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-02,Grupo Claro-VTR,838852.308444,2795515.571887,30.00707,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-02,Movistar,727314.884564,2795515.571887,26.0172,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-02,Mundo,623282.424293,2795515.571887,22.295795,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-03,Entel,406117.384429,3034502.134662,13.383328,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-03,GTD,175778.119199,3034502.134662,5.792651,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-03,Grupo Claro-VTR,833646.707037,3034502.134662,27.472273,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-03,Movistar,777899.960223,3034502.134662,25.635176,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-03,Mundo,724272.778763,3034502.134662,23.867928,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-04,Entel,395330.654179,3050181.488177,12.96089,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-04,GTD,172201.449496,3050181.488177,5.645613,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-04,Grupo Claro-VTR,870203.70924,3050181.488177,28.529572,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-04,Movistar,773681.780172,3050181.488177,25.365106,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-04,Mundo,715404.634454,3050181.488177,23.454494,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-05,Entel,387346.891643,3179890.342079,12.18114,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-05,GTD,186589.833858,3179890.342079,5.867807,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-05,Grupo Claro-VTR,852114.07795,3179890.342079,26.796964,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-05,Movistar,834174.921779,3179890.342079,26.23282,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-05,Mundo,785762.050697,3179890.342079,24.710351,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-06,Entel,387306.33391,2915698.398943,13.283484,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-06,GTD,182268.177168,2915698.398943,6.25127,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-06,Grupo Claro-VTR,739604.021367,2915698.398943,25.366273,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-06,Movistar,821617.934461,2915698.398943,28.179113,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-06,Mundo,652182.503297,2915698.398943,22.367969,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-07,Entel,404304.736146,3073804.941965,13.153233,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-07,GTD,187266.768634,3073804.941965,6.092344,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-07,Grupo Claro-VTR,716417.801483,3073804.941965,23.307198,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-07,Movistar,838886.34975,3073804.941965,27.291463,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-07,Mundo,793671.246139,3073804.941965,25.820482,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-08,Entel,426025.723255,3113447.583301,13.683408,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-08,GTD,187141.341725,3113447.583301,6.010743,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-08,Grupo Claro-VTR,737302.595996,3113447.583301,23.681227,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-08,Movistar,831671.123303,3113447.583301,26.712225,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-08,Mundo,796581.339739,3113447.583301,25.585186,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-09,Entel,411572.125746,2981645.289599,13.803524,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-09,GTD,177600.264843,2981645.289599,5.956452,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-09,Grupo Claro-VTR,689007.264071,2981645.289599,23.108291,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-09,Movistar,790521.19369,2981645.289599,26.512919,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-09,Mundo,786426.257951,2981645.289599,26.375581,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-10,Entel,396106.703812,3024096.078881,13.09835,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-10,GTD,184799.213673,3024096.078881,6.110891,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-10,Grupo Claro-VTR,668634.022452,3024096.078881,22.110211,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-10,Movistar,830307.899239,3024096.078881,27.456399,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-10,Mundo,810797.744359,3024096.078881,26.811243,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-11,Entel,369833.589988,3044747.437861,12.14661,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-11,GTD,184286.008132,3044747.437861,6.052588,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-11,Grupo Claro-VTR,680077.874329,3044747.437861,22.336101,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-11,Movistar,816575.320126,3044747.437861,26.819148,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-11,Mundo,859596.079823,3044747.437861,28.232098,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-12,Entel,373441.484059,3240609.644121,11.523803,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-12,GTD,197410.501409,3240609.644121,6.09177,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-12,Grupo Claro-VTR,673214.578601,3240609.644121,20.774319,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-12,Movistar,948950.29901,3240609.644121,29.28308,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2025-12,Mundo,904034.680375,3240609.644121,27.897056,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-01,Entel,361710.367667,3163637.13244,11.433371,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-01,GTD,192837.410899,3163637.13244,6.095434,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-01,Grupo Claro-VTR,650066.943309,3163637.13244,20.548088,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-01,Movistar,892405.151796,3163637.13244,28.208202,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-01,Mundo,927696.230536,3163637.13244,29.323724,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-02,Entel,331050.95076,2868703.703562,11.540089,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-02,GTD,177079.787753,2868703.703562,6.172816,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-02,Grupo Claro-VTR,617165.009569,2868703.703562,21.513724,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-02,Movistar,763338.853182,2868703.703562,26.609191,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-02,Mundo,855830.226105,2868703.703562,29.833343,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-03,Entel,389012.942503,3017621.320375,12.891377,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-03,GTD,202881.651224,3017621.320375,6.723231,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-03,Grupo Claro-VTR,516189.737492,3017621.320375,17.105849,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-03,Movistar,829071.471126,3017621.320375,27.474338,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-03,Mundo,939664.301311,3017621.320375,31.139239,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-04,Entel,375592.066896,2911756.740624,12.899157,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-04,GTD,199662.426442,2911756.740624,6.857112,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-04,Grupo Claro-VTR,482885.269494,2911756.740624,16.583984,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-04,Movistar,813287.579822,2911756.740624,27.931165,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-04,Mundo,904198.872609,2911756.740624,31.05338,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-05,Entel,418773.20359,3253711.948915,12.870629,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-05,GTD,197013.676041,3253711.948915,6.055044,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-05,Grupo Claro-VTR,744838.519367,3253711.948915,22.891963,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-05,Movistar,812889.484537,3253711.948915,24.98345,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-05,Mundo,934366.639748,3253711.948915,28.716944,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-06,Entel,437315.339782,3427290.448144,12.759798,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-06,GTD,217626.327135,3427290.448144,6.349807,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-06,Grupo Claro-VTR,880963.870984,3427290.448144,25.704383,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-06,Movistar,812821.691219,3427290.448144,23.71616,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2026-06,Mundo,934366.639748,3427290.448144,27.262546,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
