period,year,month,operator,operator_source_label,connections,total_market,share_pct,source_sheet,source_row
2019-01,2019,1,Netline,Netline,1146,18222392,0.006289,8.3.CO_EMP_TEC_MOVIL,118
2019-01,2019,1,Simple,Simple,21248,18222392,0.116604,8.3.CO_EMP_TEC_MOVIL,118
2019-02,2019,2,Movistar,Movistar,4230085,18302307,23.112305,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,Grupo Claro-VTR,Grupo Claro-VTR,4342655,18302307,23.727364,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,Entel,Entel PCS,5921603,18302307,32.354408,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,Virgin,Virgin,173288,18302307,0.94681,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,GTD Móvil,GTD Móvil,9815,18302307,0.053627,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,WOM,WOM,3606397,18302307,19.704603,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,Netline,Netline,1061,18302307,0.005797,8.3.CO_EMP_TEC_MOVIL,119
2019-02,2019,2,Simple,Simple,17403,18302307,0.095086,8.3.CO_EMP_TEC_MOVIL,119
2019-03,2019,3,Movistar,Movistar,4272519,18539051,23.04605,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,Grupo Claro-VTR,Grupo Claro-VTR,4370012,18539051,23.571929,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,Entel,Entel PCS,5965916,18539051,32.180266,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,Virgin,Virgin,177004,18539051,0.954763,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,GTD Móvil,GTD Móvil,9924,18539051,0.05353,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,WOM,WOM,3718285,18539051,20.056501,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,Netline,Netline,1046,18539051,0.005642,8.3.CO_EMP_TEC_MOVIL,120
2019-03,2019,3,Simple,Simple,24345,18539051,0.131317,8.3.CO_EMP_TEC_MOVIL,120
2019-04,2019,4,Movistar,Movistar,4227077,18575920,22.75568,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,Grupo Claro-VTR,Grupo Claro-VTR,4407996,18575920,23.729624,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,Entel,Entel PCS,5970706,18575920,32.142182,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,Virgin,Virgin,177869,18575920,0.957525,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,GTD Móvil,GTD Móvil,9778,18575920,0.052638,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,WOM,WOM,3762417,18575920,20.25427,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,Netline,Netline,1017,18575920,0.005475,8.3.CO_EMP_TEC_MOVIL,121
2019-04,2019,4,Simple,Simple,19060,18575920,0.102606,8.3.CO_EMP_TEC_MOVIL,121
2019-05,2019,5,Movistar,Movistar,4235957,18620222,22.749229,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,Grupo Claro-VTR,Grupo Claro-VTR,4371982,18620222,23.479752,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,Entel,Entel PCS,5993006,18620222,32.18547,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,Virgin,Virgin,179009,18620222,0.961369,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,GTD Móvil,GTD Móvil,9724,18620222,0.052223,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,WOM,WOM,3813259,18620222,20.479127,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,Netline,Netline,957,18620222,0.00514,8.3.CO_EMP_TEC_MOVIL,122
2019-05,2019,5,Simple,Simple,16328,18620222,0.08769,8.3.CO_EMP_TEC_MOVIL,122
2019-06,2019,6,Movistar,Movistar,4218187,18623813,22.649427,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,Grupo Claro-VTR,Grupo Claro-VTR,4323839,18623813,23.216723,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,Entel,Entel PCS,5990261,18623813,32.164525,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,Virgin,Virgin,179001,18623813,0.96114,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,GTD Móvil,GTD Móvil,9541,18623813,0.05123,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,WOM,WOM,3886657,18623813,20.869287,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,Netline,Netline,807,18623813,0.004333,8.3.CO_EMP_TEC_MOVIL,123
2019-06,2019,6,Simple,Simple,15520,18623813,0.083334,8.3.CO_EMP_TEC_MOVIL,123
2019-07,2019,7,Movistar,Movistar,4198720,18582307,22.595257,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,Grupo Claro-VTR,Grupo Claro-VTR,4278735,18582307,23.025855,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,Entel,Entel PCS,5952249,18582307,32.031809,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,Virgin,Virgin,178395,18582307,0.960026,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,GTD Móvil,GTD Móvil,9475,18582307,0.050989,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,WOM,WOM,3949183,18582307,21.252383,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,Netline,Netline,800,18582307,0.004305,8.3.CO_EMP_TEC_MOVIL,124
2019-07,2019,7,Simple,Simple,14750,18582307,0.079377,8.3.CO_EMP_TEC_MOVIL,124
2019-08,2019,8,Movistar,Movistar,4244996,18555989,22.87669,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,Grupo Claro-VTR,Grupo Claro-VTR,4237524,18555989,22.836422,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,Entel,Entel PCS,5867753,18555989,31.621882,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,Virgin,Virgin,168107,18555989,0.905945,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,GTD Móvil,GTD Móvil,9379,18555989,0.050544,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,WOM,WOM,4012469,18555989,21.623579,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,Netline,Netline,804,18555989,0.004333,8.3.CO_EMP_TEC_MOVIL,125
2019-08,2019,8,Simple,Simple,14957,18555989,0.080605,8.3.CO_EMP_TEC_MOVIL,125
2019-09,2019,9,Movistar,Movistar,4202282,18464155,22.759135,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,Grupo Claro-VTR,Grupo Claro-VTR,4192537,18464155,22.706357,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,Entel,Entel PCS,5853728,18464155,31.7032,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,Virgin,Virgin,153143,18464155,0.829407,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,GTD Móvil,GTD Móvil,9143,18464155,0.049518,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,WOM,WOM,4038040,18464155,21.869617,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,Netline,Netline,796,18464155,0.004311,8.3.CO_EMP_TEC_MOVIL,126
2019-09,2019,9,Simple,Simple,14486,18464155,0.078455,8.3.CO_EMP_TEC_MOVIL,126
2019-10,2019,10,Movistar,Movistar,4203163,18425481,22.811687,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,Grupo Claro-VTR,Grupo Claro-VTR,4150188,18425481,22.524177,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,Entel,Entel PCS,5778136,18425481,31.359485,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,Virgin,Virgin,162849,18425481,0.883825,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,GTD Móvil,GTD Móvil,9080,18425481,0.04928,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,WOM,WOM,4106815,18425481,22.28878,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,Netline,Netline,802,18425481,0.004353,8.3.CO_EMP_TEC_MOVIL,127
2019-10,2019,10,Simple,Simple,14448,18425481,0.078413,8.3.CO_EMP_TEC_MOVIL,127
2019-11,2019,11,Movistar,Movistar,4188430,18645429,22.463575,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,Grupo Claro-VTR,Grupo Claro-VTR,4149483,18645429,22.254693,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,Entel,Entel PCS,5952817,18645429,31.926415,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,Virgin,Virgin,173012,18645429,0.927906,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,GTD Móvil,GTD Móvil,8811,18645429,0.047256,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,WOM,WOM,4155215,18645429,22.285435,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,Netline,Netline,771,18645429,0.004135,8.3.CO_EMP_TEC_MOVIL,128
2019-11,2019,11,Simple,Simple,16890,18645429,0.090585,8.3.CO_EMP_TEC_MOVIL,128
2019-12,2019,12,Movistar,Movistar,4241135,18961082,22.367579,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,Grupo Claro-VTR,Grupo Claro-VTR,4127217,18961082,21.76678,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,Entel,Entel PCS,6077961,18961082,32.054927,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,Virgin,Virgin,171047,18961082,0.902095,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,GTD Móvil,GTD Móvil,8858,18961082,0.046717,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,WOM,WOM,4315567,18961082,22.76013,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,Netline,Netline,807,18961082,0.004256,8.3.CO_EMP_TEC_MOVIL,129
2019-12,2019,12,Simple,Simple,18490,18961082,0.097516,8.3.CO_EMP_TEC_MOVIL,129
2020-01,2020,1,Movistar,Movistar,4213688,18937832,22.250108,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,Grupo Claro-VTR,Grupo Claro-VTR,4080686,18937832,21.547799,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,Entel,Entel PCS,6091585,18937832,32.166222,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,Virgin,Virgin,169885,18937832,0.897067,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,GTD Móvil,GTD Móvil,8677,18937832,0.045818,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,WOM,WOM,4356590,18937832,23.004692,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,Netline,Netline,794,18937832,0.004193,8.3.CO_EMP_TEC_MOVIL,130
2020-01,2020,1,Simple,Simple,15927,18937832,0.084101,8.3.CO_EMP_TEC_MOVIL,130
2020-02,2020,2,Movistar,Movistar,4163223,18863970,22.069707,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,Grupo Claro-VTR,Grupo Claro-VTR,4060652,18863970,21.525967,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,Entel,Entel PCS,6051280,18863970,32.078507,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,Virgin,Virgin,155162,18863970,0.822531,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,GTD Móvil,GTD Móvil,8442,18863970,0.044752,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,WOM,WOM,4409379,18863970,23.374608,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,Netline,Netline,766,18863970,0.004061,8.3.CO_EMP_TEC_MOVIL,131
2020-02,2020,2,Simple,Simple,15066,18863970,0.079867,8.3.CO_EMP_TEC_MOVIL,131
2020-03,2020,3,Movistar,Movistar,4136151,18946128,21.831115,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,Grupo Claro-VTR,Grupo Claro-VTR,4032483,18946128,21.283943,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,Entel,Entel PCS,6109486,18946128,32.246621,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,Virgin,Virgin,160698,18946128,0.848184,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,GTD Móvil,GTD Móvil,8769,18946128,0.046284,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,WOM,WOM,4474607,18946128,23.617528,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,Netline,Netline,834,18946128,0.004402,8.3.CO_EMP_TEC_MOVIL,132
2020-03,2020,3,Simple,Simple,23100,18946128,0.121925,8.3.CO_EMP_TEC_MOVIL,132
2020-04,2020,4,Movistar,Movistar,4034748,18877578,21.373229,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,Grupo Claro-VTR,Grupo Claro-VTR,3973534,18877578,21.048961,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,Entel,Entel PCS,6163756,18877578,32.651201,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,Virgin,Virgin,155869,18877578,0.825683,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,GTD Móvil,GTD Móvil,8678,18877578,0.04597,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,WOM,WOM,4524001,18877578,23.964944,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,Netline,Netline,792,18877578,0.004195,8.3.CO_EMP_TEC_MOVIL,133
2020-04,2020,4,Simple,Simple,16200,18877578,0.085816,8.3.CO_EMP_TEC_MOVIL,133
2020-05,2020,5,Movistar,Movistar,4060044,18975319,21.396447,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,Grupo Claro-VTR,Grupo Claro-VTR,3916606,18975319,20.640528,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,Entel,Entel PCS,6253812,18975319,32.957612,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,Virgin,Virgin,152692,18975319,0.804687,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,GTD Móvil,GTD Móvil,8648,18975319,0.045575,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,WOM,WOM,4569211,18975319,24.079759,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,Netline,Netline,774,18975319,0.004079,8.3.CO_EMP_TEC_MOVIL,134
2020-05,2020,5,Simple,Simple,13532,18975319,0.071314,8.3.CO_EMP_TEC_MOVIL,134
2020-06,2020,6,Movistar,Movistar,4086149,19123338,21.367342,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,Grupo Claro-VTR,Grupo Claro-VTR,3840645,19123338,20.083549,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,Entel,Entel PCS,6383400,19123338,33.380156,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,Virgin,Virgin,147480,19123338,0.771204,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,GTD Móvil,GTD Móvil,8584,19123338,0.044888,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,WOM,WOM,4641803,19123338,24.272975,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,Netline,Netline,775,19123338,0.004053,8.3.CO_EMP_TEC_MOVIL,135
2020-06,2020,6,Simple,Simple,14502,19123338,0.075834,8.3.CO_EMP_TEC_MOVIL,135
2020-07,2020,7,Movistar,Movistar,4133663,19305141,21.412239,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,Grupo Claro-VTR,Grupo Claro-VTR,3800127,19305141,19.684534,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,Entel,Entel PCS,6463733,19305141,33.481926,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,Virgin,Virgin,145873,19305141,0.755617,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,GTD Móvil,GTD Móvil,8646,19305141,0.044786,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,WOM,WOM,4737117,19305141,24.538111,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,Netline,Netline,781,19305141,0.004046,8.3.CO_EMP_TEC_MOVIL,136
2020-07,2020,7,Simple,Simple,15201,19305141,0.078741,8.3.CO_EMP_TEC_MOVIL,136
2020-08,2020,8,Movistar,Movistar,4244858,19601460,21.655826,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,Grupo Claro-VTR,Grupo Claro-VTR,3754350,19601460,19.15342,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,Entel,Entel PCS,6597518,19601460,33.658299,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,Virgin,Virgin,143266,19601460,0.730895,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,GTD Móvil,GTD Móvil,8745,19601460,0.044614,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,WOM,WOM,4832976,19601460,24.656204,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,Netline,Netline,792,19601460,0.004041,8.3.CO_EMP_TEC_MOVIL,137
2020-08,2020,8,Simple,Simple,18955,19601460,0.096702,8.3.CO_EMP_TEC_MOVIL,137
2020-09,2020,9,Movistar,Movistar,4292803,19794943,21.686362,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,Grupo Claro-VTR,Grupo Claro-VTR,3755646,19794943,18.972755,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,Entel,Entel PCS,6685888,19794943,33.775738,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,Virgin,Virgin,133708,19794943,0.675465,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,GTD Móvil,GTD Móvil,8687,19794943,0.043885,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,WOM,WOM,4897715,19794943,24.742254,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,Netline,Netline,774,19794943,0.00391,8.3.CO_EMP_TEC_MOVIL,138
2020-09,2020,9,Simple,Simple,19722,19794943,0.099632,8.3.CO_EMP_TEC_MOVIL,138
2020-10,2020,10,Movistar,Movistar,4359373,19972675,21.826686,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Grupo Claro-VTR,Grupo Claro-VTR,3729488,19972675,18.672952,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Entel,Entel PCS,6802560,19972675,34.059334,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Virgin,Virgin,136017,19972675,0.681015,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,GTD Móvil,GTD Móvil,8891,19972675,0.044516,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,WOM,WOM,4915267,19972675,24.609958,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Netline,Netline,752,19972675,0.003765,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Simple,Simple,19833,19972675,0.099301,8.3.CO_EMP_TEC_MOVIL,139
2020-10,2020,10,Mundo Pacífico,Mundo Pacífico,494,19972675,0.002473,8.3.CO_EMP_TEC_MOVIL,139
2020-11,2020,11,Movistar,Movistar,4395112,20148029,21.814104,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Grupo Claro-VTR,Grupo Claro-VTR,3739300,20148029,18.559135,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Entel,Entel PCS,6838417,20148029,33.940873,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Virgin,Virgin,137405,20148029,0.681977,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,GTD Móvil,GTD Móvil,9007,20148029,0.044704,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,WOM,WOM,5005099,20148029,24.841631,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Netline,Netline,742,20148029,0.003683,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Simple,Simple,20998,20148029,0.104219,8.3.CO_EMP_TEC_MOVIL,140
2020-11,2020,11,Mundo Pacífico,Mundo Pacífico,1949,20148029,0.009673,8.3.CO_EMP_TEC_MOVIL,140
2020-12,2020,12,Movistar,Movistar,4431650,20542850,21.572713,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Grupo Claro-VTR,Grupo Claro-VTR,3693474,20542850,17.979365,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Entel,Entel PCS,7124435,20542850,34.68085,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Virgin,Virgin,134860,20542850,0.656481,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,GTD Móvil,GTD Móvil,8827,20542850,0.042969,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,WOM,WOM,5125473,20542850,24.950155,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Netline,Netline,734,20542850,0.003573,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Simple,Simple,19530,20542850,0.09507,8.3.CO_EMP_TEC_MOVIL,141
2020-12,2020,12,Mundo Pacífico,Mundo Pacífico,3867,20542850,0.018824,8.3.CO_EMP_TEC_MOVIL,141
2021-01,2021,1,Movistar,Movistar,4438729,20415670,21.741775,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Grupo Claro-VTR,Grupo Claro-VTR,3663109,20415670,17.942634,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Entel,Entel PCS,7084219,20415670,34.699909,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Virgin,Virgin,131315,20415670,0.643207,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,GTD Móvil,GTD Móvil,8385,20415670,0.041071,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,WOM,WOM,5062370,20415670,24.796492,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Netline,Netline,725,20415670,0.003551,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Simple,Simple,21350,20415670,0.104577,8.3.CO_EMP_TEC_MOVIL,142
2021-01,2021,1,Mundo Pacífico,Mundo Pacífico,5468,20415670,0.026783,8.3.CO_EMP_TEC_MOVIL,142
2021-02,2021,2,Movistar,Movistar,4472153,20585865,21.724387,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Grupo Claro-VTR,Grupo Claro-VTR,3842667,20585865,18.666532,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Entel,Entel PCS,7151787,20585865,34.741251,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Virgin,Virgin,131712,20585865,0.639818,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,GTD Móvil,GTD Móvil,8033,20585865,0.039022,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,WOM,WOM,4952422,20585865,24.057391,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Netline,Netline,691,20585865,0.003357,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Simple,Simple,19250,20585865,0.093511,8.3.CO_EMP_TEC_MOVIL,143
2021-02,2021,2,Mundo Pacífico,Mundo Pacífico,7150,20585865,0.034733,8.3.CO_EMP_TEC_MOVIL,143
2021-03,2021,3,Movistar,Movistar,4607750,21166596,21.76897,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Grupo Claro-VTR,Grupo Claro-VTR,4124133,21166596,19.484158,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Entel,Entel PCS,7305219,21166596,34.512961,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Virgin,Virgin,128996,21166596,0.609432,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,GTD Móvil,GTD Móvil,8377,21166596,0.039577,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,WOM,WOM,4957938,21166596,23.423407,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Netline,Netline,703,21166596,0.003321,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Simple,Simple,23200,21166596,0.109607,8.3.CO_EMP_TEC_MOVIL,144
2021-03,2021,3,Mundo Pacífico,Mundo Pacífico,10280,21166596,0.048567,8.3.CO_EMP_TEC_MOVIL,144
2021-04,2021,4,Movistar,Movistar,4615394,21191325,21.779639,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Grupo Claro-VTR,Grupo Claro-VTR,4084324,21191325,19.273566,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Entel,Entel PCS,7295788,21191325,34.428182,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Virgin,Virgin,125665,21191325,0.593002,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,GTD Móvil,GTD Móvil,7718,21191325,0.036421,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,WOM,WOM,5028787,21191325,23.730404,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Netline,Netline,658,21191325,0.003105,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Simple,Simple,21270,21191325,0.100371,8.3.CO_EMP_TEC_MOVIL,145
2021-04,2021,4,Mundo Pacífico,Mundo Pacífico,11721,21191325,0.05531,8.3.CO_EMP_TEC_MOVIL,145
2021-05,2021,5,Movistar,Movistar,4655097,21536065,21.615355,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Grupo Claro-VTR,Grupo Claro-VTR,4172925,21536065,19.376451,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Entel,Entel PCS,7455614,21536065,34.619203,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Virgin,Virgin,123375,21536065,0.572876,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,GTD Móvil,GTD Móvil,7724,21536065,0.035865,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,WOM,WOM,5085534,21536065,23.614035,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Netline,Netline,639,21536065,0.002967,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Simple,Simple,20995,21536065,0.097488,8.3.CO_EMP_TEC_MOVIL,146
2021-05,2021,5,Mundo Pacífico,Mundo Pacífico,14162,21536065,0.065759,8.3.CO_EMP_TEC_MOVIL,146
2021-06,2021,6,Movistar,Movistar,4665615,21722392,21.478367,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,Grupo Claro-VTR,Grupo Claro-VTR,4239789,21722392,19.518058,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,Entel,Entel PCS,7530862,21722392,34.668659,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,Virgin,Virgin,120497,21722392,0.554713,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,GTD Móvil,GTD Móvil,7584,21722392,0.034913,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,WOM,WOM,5118890,21722392,23.565038,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,Netline,Netline,624,21722392,0.002873,8.3.CO_EMP_TEC_MOVIL,147
2021-06,2021,6,Simple,Simple,21550,21722392,0.099206,8.3.CO_EMP_TEC_MOVIL,147
