period,year,month,series_group,indicator,value,unit,source_sheet,source_row
2025-09,2025,9,fixed_connections,penetration_per_100_inhabitants,23.789871,per_100_inhabitants,7.1.CO_TOT_FIJAS,224
2025-10,2025,10,fixed_connections,fixed_connections_total,4789605,connections,7.1.CO_TOT_FIJAS,225
2025-10,2025,10,fixed_connections,penetration_per_100_inhabitants,23.855865,per_100_inhabitants,7.1.CO_TOT_FIJAS,225
2025-11,2025,11,fixed_connections,fixed_connections_total,4787099,connections,7.1.CO_TOT_FIJAS,226
2025-11,2025,11,fixed_connections,penetration_per_100_inhabitants,23.831337,per_100_inhabitants,7.1.CO_TOT_FIJAS,226
2025-12,2025,12,fixed_connections,fixed_connections_total,4796680,connections,7.1.CO_TOT_FIJAS,227
2025-12,2025,12,fixed_connections,penetration_per_100_inhabitants,23.866975,per_100_inhabitants,7.1.CO_TOT_FIJAS,227
2026-01,2026,1,fixed_connections,fixed_connections_total,4817306,connections,7.1.CO_TOT_FIJAS,228
2026-01,2026,1,fixed_connections,penetration_per_100_inhabitants,23.958996,per_100_inhabitants,7.1.CO_TOT_FIJAS,228
2026-02,2026,2,fixed_connections,fixed_connections_total,4839433,connections,7.1.CO_TOT_FIJAS,229
2026-02,2026,2,fixed_connections,penetration_per_100_inhabitants,24.0584,per_100_inhabitants,7.1.CO_TOT_FIJAS,229
2026-03,2026,3,fixed_connections,fixed_connections_total,4862699,connections,7.1.CO_TOT_FIJAS,230
2026-03,2026,3,fixed_connections,penetration_per_100_inhabitants,24.163374,per_100_inhabitants,7.1.CO_TOT_FIJAS,230
2026-04,2026,4,fixed_connections,fixed_connections_total,4878111,connections,7.1.CO_TOT_FIJAS,231
2026-04,2026,4,fixed_connections,penetration_per_100_inhabitants,24.229245,per_100_inhabitants,7.1.CO_TOT_FIJAS,231
2026-05,2026,5,fixed_connections,fixed_connections_total,4882405,connections,7.1.CO_TOT_FIJAS,232
2026-05,2026,5,fixed_connections,penetration_per_100_inhabitants,24.239861,per_100_inhabitants,7.1.CO_TOT_FIJAS,232
2026-06,2026,6,fixed_connections,fixed_connections_total,4900369,connections,7.1.CO_TOT_FIJAS,233
2026-06,2026,6,fixed_connections,penetration_per_100_inhabitants,24.318305,per_100_inhabitants,7.1.CO_TOT_FIJAS,233
2009-12,2009,12,mobile_connections,connections_2g,3052045,connections,8.1.CO_TEC_MOVIL,8
2009-12,2009,12,mobile_connections,connections_3g,638787,connections,8.1.CO_TEC_MOVIL,8
2009-12,2009,12,mobile_connections,mobile_connections_total,3690832,connections,8.1.CO_TEC_MOVIL,8
2009-12,2009,12,mobile_connections,connections_3g_4g_5g,638787,connections,8.1.CO_TEC_MOVIL,8
2010-01,2010,1,mobile_connections,connections_2g,3025950,connections,8.1.CO_TEC_MOVIL,9
2010-01,2010,1,mobile_connections,connections_3g,729958,connections,8.1.CO_TEC_MOVIL,9
2010-01,2010,1,mobile_connections,mobile_connections_total,3755908,connections,8.1.CO_TEC_MOVIL,9
2010-01,2010,1,mobile_connections,connections_3g_4g_5g,729958,connections,8.1.CO_TEC_MOVIL,9
2010-02,2010,2,mobile_connections,connections_2g,2976434,connections,8.1.CO_TEC_MOVIL,10
2010-02,2010,2,mobile_connections,connections_3g,780957,connections,8.1.CO_TEC_MOVIL,10
2010-02,2010,2,mobile_connections,mobile_connections_total,3757391,connections,8.1.CO_TEC_MOVIL,10
2010-02,2010,2,mobile_connections,connections_3g_4g_5g,780957,connections,8.1.CO_TEC_MOVIL,10
2010-03,2010,3,mobile_connections,connections_2g,3032765,connections,8.1.CO_TEC_MOVIL,11
2010-03,2010,3,mobile_connections,connections_3g,860017,connections,8.1.CO_TEC_MOVIL,11
2010-03,2010,3,mobile_connections,mobile_connections_total,3892782,connections,8.1.CO_TEC_MOVIL,11
2010-03,2010,3,mobile_connections,connections_3g_4g_5g,860017,connections,8.1.CO_TEC_MOVIL,11
2010-04,2010,4,mobile_connections,connections_2g,3024333,connections,8.1.CO_TEC_MOVIL,12
2010-04,2010,4,mobile_connections,connections_3g,964118,connections,8.1.CO_TEC_MOVIL,12
2010-04,2010,4,mobile_connections,mobile_connections_total,3988451,connections,8.1.CO_TEC_MOVIL,12
2010-04,2010,4,mobile_connections,connections_3g_4g_5g,964118,connections,8.1.CO_TEC_MOVIL,12
2010-05,2010,5,mobile_connections,connections_2g,3212406,connections,8.1.CO_TEC_MOVIL,13
2010-05,2010,5,mobile_connections,connections_3g,1015940,connections,8.1.CO_TEC_MOVIL,13
2010-05,2010,5,mobile_connections,mobile_connections_total,4228346,connections,8.1.CO_TEC_MOVIL,13
2010-05,2010,5,mobile_connections,connections_3g_4g_5g,1015940,connections,8.1.CO_TEC_MOVIL,13
2010-06,2010,6,mobile_connections,connections_2g,3284863,connections,8.1.CO_TEC_MOVIL,14
2010-06,2010,6,mobile_connections,connections_3g,1053617,connections,8.1.CO_TEC_MOVIL,14
2010-06,2010,6,mobile_connections,mobile_connections_total,4338480,connections,8.1.CO_TEC_MOVIL,14
2010-06,2010,6,mobile_connections,connections_3g_4g_5g,1053617,connections,8.1.CO_TEC_MOVIL,14
2010-07,2010,7,mobile_connections,connections_2g,3445085,connections,8.1.CO_TEC_MOVIL,15
2010-07,2010,7,mobile_connections,connections_3g,1091122,connections,8.1.CO_TEC_MOVIL,15
2010-07,2010,7,mobile_connections,mobile_connections_total,4536207,connections,8.1.CO_TEC_MOVIL,15
2010-07,2010,7,mobile_connections,connections_3g_4g_5g,1091122,connections,8.1.CO_TEC_MOVIL,15
2010-08,2010,8,mobile_connections,connections_2g,3361212,connections,8.1.CO_TEC_MOVIL,16
2010-08,2010,8,mobile_connections,connections_3g,1133410,connections,8.1.CO_TEC_MOVIL,16
2010-08,2010,8,mobile_connections,mobile_connections_total,4494622,connections,8.1.CO_TEC_MOVIL,16
2010-08,2010,8,mobile_connections,connections_3g_4g_5g,1133410,connections,8.1.CO_TEC_MOVIL,16
2010-09,2010,9,mobile_connections,connections_2g,3367676,connections,8.1.CO_TEC_MOVIL,17
2010-09,2010,9,mobile_connections,connections_3g,1184896,connections,8.1.CO_TEC_MOVIL,17
2010-09,2010,9,mobile_connections,mobile_connections_total,4552572,connections,8.1.CO_TEC_MOVIL,17
2010-09,2010,9,mobile_connections,connections_3g_4g_5g,1184896,connections,8.1.CO_TEC_MOVIL,17
2010-10,2010,10,mobile_connections,connections_2g,3527081,connections,8.1.CO_TEC_MOVIL,18
2010-10,2010,10,mobile_connections,connections_3g,1265877,connections,8.1.CO_TEC_MOVIL,18
2010-10,2010,10,mobile_connections,mobile_connections_total,4792958,connections,8.1.CO_TEC_MOVIL,18
2010-10,2010,10,mobile_connections,connections_3g_4g_5g,1265877,connections,8.1.CO_TEC_MOVIL,18
2010-11,2010,11,mobile_connections,connections_2g,3617632,connections,8.1.CO_TEC_MOVIL,19
2010-11,2010,11,mobile_connections,connections_3g,1331159,connections,8.1.CO_TEC_MOVIL,19
2010-11,2010,11,mobile_connections,mobile_connections_total,4948791,connections,8.1.CO_TEC_MOVIL,19
2010-11,2010,11,mobile_connections,connections_3g_4g_5g,1331159,connections,8.1.CO_TEC_MOVIL,19
2010-12,2010,12,mobile_connections,connections_2g,3809777,connections,8.1.CO_TEC_MOVIL,20
2010-12,2010,12,mobile_connections,connections_3g,1445675,connections,8.1.CO_TEC_MOVIL,20
2010-12,2010,12,mobile_connections,mobile_connections_total,5255452,connections,8.1.CO_TEC_MOVIL,20
2010-12,2010,12,mobile_connections,connections_3g_4g_5g,1445675,connections,8.1.CO_TEC_MOVIL,20
2011-01,2011,1,mobile_connections,connections_2g,3540683,connections,8.1.CO_TEC_MOVIL,21
2011-01,2011,1,mobile_connections,connections_3g,1780975,connections,8.1.CO_TEC_MOVIL,21
2011-01,2011,1,mobile_connections,mobile_connections_total,5321658,connections,8.1.CO_TEC_MOVIL,21
2011-01,2011,1,mobile_connections,connections_3g_4g_5g,1780975,connections,8.1.CO_TEC_MOVIL,21
2011-02,2011,2,mobile_connections,connections_2g,3482404,connections,8.1.CO_TEC_MOVIL,22
2011-02,2011,2,mobile_connections,connections_3g,1780671,connections,8.1.CO_TEC_MOVIL,22
2011-02,2011,2,mobile_connections,mobile_connections_total,5263075,connections,8.1.CO_TEC_MOVIL,22
2011-02,2011,2,mobile_connections,connections_3g_4g_5g,1780671,connections,8.1.CO_TEC_MOVIL,22
2011-03,2011,3,mobile_connections,connections_2g,3509356,connections,8.1.CO_TEC_MOVIL,23
2011-03,2011,3,mobile_connections,connections_3g,1918215,connections,8.1.CO_TEC_MOVIL,23
2011-03,2011,3,mobile_connections,mobile_connections_total,5427571,connections,8.1.CO_TEC_MOVIL,23
2011-03,2011,3,mobile_connections,connections_3g_4g_5g,1918215,connections,8.1.CO_TEC_MOVIL,23
2011-04,2011,4,mobile_connections,connections_2g,3507393,connections,8.1.CO_TEC_MOVIL,24
2011-04,2011,4,mobile_connections,connections_3g,2019619,connections,8.1.CO_TEC_MOVIL,24
2011-04,2011,4,mobile_connections,mobile_connections_total,5527012,connections,8.1.CO_TEC_MOVIL,24
2011-04,2011,4,mobile_connections,connections_3g_4g_5g,2019619,connections,8.1.CO_TEC_MOVIL,24
2011-05,2011,5,mobile_connections,connections_2g,3533497,connections,8.1.CO_TEC_MOVIL,25
2011-05,2011,5,mobile_connections,connections_3g,2111901,connections,8.1.CO_TEC_MOVIL,25
2011-05,2011,5,mobile_connections,mobile_connections_total,5645398,connections,8.1.CO_TEC_MOVIL,25
2011-05,2011,5,mobile_connections,connections_3g_4g_5g,2111901,connections,8.1.CO_TEC_MOVIL,25
2011-06,2011,6,mobile_connections,connections_2g,3750297,connections,8.1.CO_TEC_MOVIL,26
2011-06,2011,6,mobile_connections,connections_3g,2241188,connections,8.1.CO_TEC_MOVIL,26
2011-06,2011,6,mobile_connections,mobile_connections_total,5991485,connections,8.1.CO_TEC_MOVIL,26
2011-06,2011,6,mobile_connections,connections_3g_4g_5g,2241188,connections,8.1.CO_TEC_MOVIL,26
2011-07,2011,7,mobile_connections,connections_2g,3949617,connections,8.1.CO_TEC_MOVIL,27
2011-07,2011,7,mobile_connections,connections_3g,2444064,connections,8.1.CO_TEC_MOVIL,27
2011-07,2011,7,mobile_connections,mobile_connections_total,6393681,connections,8.1.CO_TEC_MOVIL,27
2011-07,2011,7,mobile_connections,connections_3g_4g_5g,2444064,connections,8.1.CO_TEC_MOVIL,27
2011-08,2011,8,mobile_connections,connections_2g,4201075,connections,8.1.CO_TEC_MOVIL,28
2011-08,2011,8,mobile_connections,connections_3g,2596941,connections,8.1.CO_TEC_MOVIL,28
2011-08,2011,8,mobile_connections,mobile_connections_total,6798016,connections,8.1.CO_TEC_MOVIL,28
2011-08,2011,8,mobile_connections,connections_3g_4g_5g,2596941,connections,8.1.CO_TEC_MOVIL,28
2011-09,2011,9,mobile_connections,connections_2g,4288244,connections,8.1.CO_TEC_MOVIL,29
2011-09,2011,9,mobile_connections,connections_3g,2679630,connections,8.1.CO_TEC_MOVIL,29
2011-09,2011,9,mobile_connections,mobile_connections_total,6967874,connections,8.1.CO_TEC_MOVIL,29
2011-09,2011,9,mobile_connections,connections_3g_4g_5g,2679630,connections,8.1.CO_TEC_MOVIL,29
2011-10,2011,10,mobile_connections,connections_2g,4347185,connections,8.1.CO_TEC_MOVIL,30
2011-10,2011,10,mobile_connections,connections_3g,2764399,connections,8.1.CO_TEC_MOVIL,30
2011-10,2011,10,mobile_connections,mobile_connections_total,7111584,connections,8.1.CO_TEC_MOVIL,30
2011-10,2011,10,mobile_connections,connections_3g_4g_5g,2764399,connections,8.1.CO_TEC_MOVIL,30
2011-11,2011,11,mobile_connections,connections_2g,4394432,connections,8.1.CO_TEC_MOVIL,31
2011-11,2011,11,mobile_connections,connections_3g,2744786,connections,8.1.CO_TEC_MOVIL,31
2011-11,2011,11,mobile_connections,mobile_connections_total,7139218,connections,8.1.CO_TEC_MOVIL,31
2011-11,2011,11,mobile_connections,connections_3g_4g_5g,2744786,connections,8.1.CO_TEC_MOVIL,31
2011-12,2011,12,mobile_connections,connections_2g,4802719,connections,8.1.CO_TEC_MOVIL,32
2011-12,2011,12,mobile_connections,connections_3g,3154995,connections,8.1.CO_TEC_MOVIL,32
2011-12,2011,12,mobile_connections,mobile_connections_total,7957714,connections,8.1.CO_TEC_MOVIL,32
2011-12,2011,12,mobile_connections,connections_3g_4g_5g,3154995,connections,8.1.CO_TEC_MOVIL,32
2012-01,2012,1,mobile_connections,connections_2g,4439098,connections,8.1.CO_TEC_MOVIL,33
2012-01,2012,1,mobile_connections,connections_3g,3274151,connections,8.1.CO_TEC_MOVIL,33
2012-01,2012,1,mobile_connections,mobile_connections_total,7713249,connections,8.1.CO_TEC_MOVIL,33
2012-01,2012,1,mobile_connections,connections_3g_4g_5g,3274151,connections,8.1.CO_TEC_MOVIL,33
2012-02,2012,2,mobile_connections,connections_2g,4298723,connections,8.1.CO_TEC_MOVIL,34
2012-02,2012,2,mobile_connections,connections_3g,3353946,connections,8.1.CO_TEC_MOVIL,34
2012-02,2012,2,mobile_connections,mobile_connections_total,7652669,connections,8.1.CO_TEC_MOVIL,34
2012-02,2012,2,mobile_connections,connections_3g_4g_5g,3353946,connections,8.1.CO_TEC_MOVIL,34
2012-03,2012,3,mobile_connections,connections_2g,4396975,connections,8.1.CO_TEC_MOVIL,35
2012-03,2012,3,mobile_connections,connections_3g,3619463,connections,8.1.CO_TEC_MOVIL,35
2012-03,2012,3,mobile_connections,mobile_connections_total,8016438,connections,8.1.CO_TEC_MOVIL,35
2012-03,2012,3,mobile_connections,connections_3g_4g_5g,3619463,connections,8.1.CO_TEC_MOVIL,35
2012-04,2012,4,mobile_connections,connections_2g,4341453,connections,8.1.CO_TEC_MOVIL,36
2012-04,2012,4,mobile_connections,connections_3g,3694300,connections,8.1.CO_TEC_MOVIL,36
2012-04,2012,4,mobile_connections,mobile_connections_total,8035753,connections,8.1.CO_TEC_MOVIL,36
2012-04,2012,4,mobile_connections,connections_3g_4g_5g,3694300,connections,8.1.CO_TEC_MOVIL,36
2012-05,2012,5,mobile_connections,connections_2g,4202236,connections,8.1.CO_TEC_MOVIL,37
2012-05,2012,5,mobile_connections,connections_3g,3835712,connections,8.1.CO_TEC_MOVIL,37
2012-05,2012,5,mobile_connections,mobile_connections_total,8037948,connections,8.1.CO_TEC_MOVIL,37
2012-05,2012,5,mobile_connections,connections_3g_4g_5g,3835712,connections,8.1.CO_TEC_MOVIL,37
2012-06,2012,6,mobile_connections,connections_2g,4117626,connections,8.1.CO_TEC_MOVIL,38
2012-06,2012,6,mobile_connections,connections_3g,3946142,connections,8.1.CO_TEC_MOVIL,38
2012-06,2012,6,mobile_connections,mobile_connections_total,8063768,connections,8.1.CO_TEC_MOVIL,38
2012-06,2012,6,mobile_connections,connections_3g_4g_5g,3946142,connections,8.1.CO_TEC_MOVIL,38
2012-07,2012,7,mobile_connections,connections_2g,4172032,connections,8.1.CO_TEC_MOVIL,39
2012-07,2012,7,mobile_connections,connections_3g,4139993,connections,8.1.CO_TEC_MOVIL,39
2012-07,2012,7,mobile_connections,mobile_connections_total,8312025,connections,8.1.CO_TEC_MOVIL,39
2012-07,2012,7,mobile_connections,connections_3g_4g_5g,4139993,connections,8.1.CO_TEC_MOVIL,39
2012-08,2012,8,mobile_connections,connections_2g,4322668,connections,8.1.CO_TEC_MOVIL,40
2012-08,2012,8,mobile_connections,connections_3g,4347399,connections,8.1.CO_TEC_MOVIL,40
2012-08,2012,8,mobile_connections,mobile_connections_total,8670067,connections,8.1.CO_TEC_MOVIL,40
2012-08,2012,8,mobile_connections,connections_3g_4g_5g,4347399,connections,8.1.CO_TEC_MOVIL,40
2012-09,2012,9,mobile_connections,connections_2g,4301600,connections,8.1.CO_TEC_MOVIL,41
2012-09,2012,9,mobile_connections,connections_3g,4409493,connections,8.1.CO_TEC_MOVIL,41
2012-09,2012,9,mobile_connections,mobile_connections_total,8711093,connections,8.1.CO_TEC_MOVIL,41
2012-09,2012,9,mobile_connections,connections_3g_4g_5g,4409493,connections,8.1.CO_TEC_MOVIL,41
2012-10,2012,10,mobile_connections,connections_2g,3992109,connections,8.1.CO_TEC_MOVIL,42
2012-10,2012,10,mobile_connections,connections_3g,4494650,connections,8.1.CO_TEC_MOVIL,42
2012-10,2012,10,mobile_connections,mobile_connections_total,8486759,connections,8.1.CO_TEC_MOVIL,42
2012-10,2012,10,mobile_connections,connections_3g_4g_5g,4494650,connections,8.1.CO_TEC_MOVIL,42
2012-11,2012,11,mobile_connections,connections_2g,3942702,connections,8.1.CO_TEC_MOVIL,43
2012-11,2012,11,mobile_connections,connections_3g,4576134,connections,8.1.CO_TEC_MOVIL,43
2012-11,2012,11,mobile_connections,mobile_connections_total,8518836,connections,8.1.CO_TEC_MOVIL,43
2012-11,2012,11,mobile_connections,connections_3g_4g_5g,4576134,connections,8.1.CO_TEC_MOVIL,43
2012-12,2012,12,mobile_connections,connections_2g,3988594,connections,8.1.CO_TEC_MOVIL,44
2012-12,2012,12,mobile_connections,connections_3g,4983888,connections,8.1.CO_TEC_MOVIL,44
2012-12,2012,12,mobile_connections,mobile_connections_total,8972482,connections,8.1.CO_TEC_MOVIL,44
2012-12,2012,12,mobile_connections,connections_3g_4g_5g,4983888,connections,8.1.CO_TEC_MOVIL,44
2013-01,2013,1,mobile_connections,connections_2g,4066613,connections,8.1.CO_TEC_MOVIL,45
2013-01,2013,1,mobile_connections,connections_3g,5048537,connections,8.1.CO_TEC_MOVIL,45
2013-01,2013,1,mobile_connections,mobile_connections_total,9115150,connections,8.1.CO_TEC_MOVIL,45
2013-01,2013,1,mobile_connections,connections_3g_4g_5g,5048537,connections,8.1.CO_TEC_MOVIL,45
2013-02,2013,2,mobile_connections,connections_2g,3855775,connections,8.1.CO_TEC_MOVIL,46
2013-02,2013,2,mobile_connections,connections_3g,5090041,connections,8.1.CO_TEC_MOVIL,46
2013-02,2013,2,mobile_connections,mobile_connections_total,8945816,connections,8.1.CO_TEC_MOVIL,46
2013-02,2013,2,mobile_connections,connections_3g_4g_5g,5090041,connections,8.1.CO_TEC_MOVIL,46
2013-03,2013,3,mobile_connections,connections_2g,3757936,connections,8.1.CO_TEC_MOVIL,47
2013-03,2013,3,mobile_connections,connections_3g,5268103,connections,8.1.CO_TEC_MOVIL,47
2013-03,2013,3,mobile_connections,mobile_connections_total,9026039,connections,8.1.CO_TEC_MOVIL,47
2013-03,2013,3,mobile_connections,connections_3g_4g_5g,5268103,connections,8.1.CO_TEC_MOVIL,47
2013-04,2013,4,mobile_connections,connections_2g,3748317,connections,8.1.CO_TEC_MOVIL,48
2013-04,2013,4,mobile_connections,connections_3g,5370918,connections,8.1.CO_TEC_MOVIL,48
2013-04,2013,4,mobile_connections,mobile_connections_total,9119235,connections,8.1.CO_TEC_MOVIL,48
2013-04,2013,4,mobile_connections,connections_3g_4g_5g,5370918,connections,8.1.CO_TEC_MOVIL,48
2013-05,2013,5,mobile_connections,connections_2g,3786898,connections,8.1.CO_TEC_MOVIL,49
2013-05,2013,5,mobile_connections,connections_3g,5469374,connections,8.1.CO_TEC_MOVIL,49
2013-05,2013,5,mobile_connections,mobile_connections_total,9256272,connections,8.1.CO_TEC_MOVIL,49
2013-05,2013,5,mobile_connections,connections_3g_4g_5g,5469374,connections,8.1.CO_TEC_MOVIL,49
2013-06,2013,6,mobile_connections,connections_2g,3840570,connections,8.1.CO_TEC_MOVIL,50
2013-06,2013,6,mobile_connections,connections_3g,5447665,connections,8.1.CO_TEC_MOVIL,50
2013-06,2013,6,mobile_connections,mobile_connections_total,9288235,connections,8.1.CO_TEC_MOVIL,50
2013-06,2013,6,mobile_connections,connections_3g_4g_5g,5447665,connections,8.1.CO_TEC_MOVIL,50
2013-07,2013,7,mobile_connections,connections_2g,3719032,connections,8.1.CO_TEC_MOVIL,51
2013-07,2013,7,mobile_connections,connections_3g,5614971,connections,8.1.CO_TEC_MOVIL,51
2013-07,2013,7,mobile_connections,mobile_connections_total,9334003,connections,8.1.CO_TEC_MOVIL,51
2013-07,2013,7,mobile_connections,connections_3g_4g_5g,5614971,connections,8.1.CO_TEC_MOVIL,51
2013-08,2013,8,mobile_connections,connections_2g,3705492,connections,8.1.CO_TEC_MOVIL,52
2013-08,2013,8,mobile_connections,connections_3g,5679494,connections,8.1.CO_TEC_MOVIL,52
2013-08,2013,8,mobile_connections,mobile_connections_total,9384986,connections,8.1.CO_TEC_MOVIL,52
2013-08,2013,8,mobile_connections,connections_3g_4g_5g,5679494,connections,8.1.CO_TEC_MOVIL,52
2013-09,2013,9,mobile_connections,connections_2g,3673199,connections,8.1.CO_TEC_MOVIL,53
2013-09,2013,9,mobile_connections,connections_3g,5645778,connections,8.1.CO_TEC_MOVIL,53
2013-09,2013,9,mobile_connections,mobile_connections_total,9318977,connections,8.1.CO_TEC_MOVIL,53
2013-09,2013,9,mobile_connections,connections_3g_4g_5g,5645778,connections,8.1.CO_TEC_MOVIL,53
2013-10,2013,10,mobile_connections,connections_2g,3474618,connections,8.1.CO_TEC_MOVIL,54
2013-10,2013,10,mobile_connections,connections_3g,5876547,connections,8.1.CO_TEC_MOVIL,54
2013-10,2013,10,mobile_connections,mobile_connections_total,9351165,connections,8.1.CO_TEC_MOVIL,54
2013-10,2013,10,mobile_connections,connections_3g_4g_5g,5876547,connections,8.1.CO_TEC_MOVIL,54
2013-11,2013,11,mobile_connections,connections_2g,3488156,connections,8.1.CO_TEC_MOVIL,55
2013-11,2013,11,mobile_connections,connections_3g,5880360,connections,8.1.CO_TEC_MOVIL,55
2013-11,2013,11,mobile_connections,mobile_connections_total,9368516,connections,8.1.CO_TEC_MOVIL,55
2013-11,2013,11,mobile_connections,connections_3g_4g_5g,5880360,connections,8.1.CO_TEC_MOVIL,55
2013-12,2013,12,mobile_connections,connections_2g,3444862,connections,8.1.CO_TEC_MOVIL,56
2013-12,2013,12,mobile_connections,connections_3g,6366120,connections,8.1.CO_TEC_MOVIL,56
2013-12,2013,12,mobile_connections,mobile_connections_total,9810982,connections,8.1.CO_TEC_MOVIL,56
2013-12,2013,12,mobile_connections,connections_3g_4g_5g,6366120,connections,8.1.CO_TEC_MOVIL,56
2014-01,2014,1,mobile_connections,connections_2g,3344257,connections,8.1.CO_TEC_MOVIL,57
2014-01,2014,1,mobile_connections,connections_3g,6636236,connections,8.1.CO_TEC_MOVIL,57
2014-01,2014,1,mobile_connections,connections_4g,6485,connections,8.1.CO_TEC_MOVIL,57
2014-01,2014,1,mobile_connections,mobile_connections_total,9986978,connections,8.1.CO_TEC_MOVIL,57
2014-01,2014,1,mobile_connections,connections_3g_4g_5g,6642721,connections,8.1.CO_TEC_MOVIL,57
2014-02,2014,2,mobile_connections,connections_2g,3210790,connections,8.1.CO_TEC_MOVIL,58
2014-02,2014,2,mobile_connections,connections_3g,6675009,connections,8.1.CO_TEC_MOVIL,58
2014-02,2014,2,mobile_connections,connections_4g,8170,connections,8.1.CO_TEC_MOVIL,58
2014-02,2014,2,mobile_connections,mobile_connections_total,9893969,connections,8.1.CO_TEC_MOVIL,58
2014-02,2014,2,mobile_connections,connections_3g_4g_5g,6683179,connections,8.1.CO_TEC_MOVIL,58
2014-03,2014,3,mobile_connections,connections_2g,3150825,connections,8.1.CO_TEC_MOVIL,59
2014-03,2014,3,mobile_connections,connections_3g,7011653,connections,8.1.CO_TEC_MOVIL,59
2014-03,2014,3,mobile_connections,connections_4g,9829,connections,8.1.CO_TEC_MOVIL,59
2014-03,2014,3,mobile_connections,mobile_connections_total,10172307,connections,8.1.CO_TEC_MOVIL,59
2014-03,2014,3,mobile_connections,connections_3g_4g_5g,7021482,connections,8.1.CO_TEC_MOVIL,59
2014-04,2014,4,mobile_connections,connections_2g,2853272,connections,8.1.CO_TEC_MOVIL,60
2014-04,2014,4,mobile_connections,connections_3g,7179005,connections,8.1.CO_TEC_MOVIL,60
2014-04,2014,4,mobile_connections,connections_4g,29536,connections,8.1.CO_TEC_MOVIL,60
2014-04,2014,4,mobile_connections,mobile_connections_total,10061813,connections,8.1.CO_TEC_MOVIL,60
2014-04,2014,4,mobile_connections,connections_3g_4g_5g,7208541,connections,8.1.CO_TEC_MOVIL,60
2014-05,2014,5,mobile_connections,connections_2g,2794916,connections,8.1.CO_TEC_MOVIL,61
2014-05,2014,5,mobile_connections,connections_3g,7593239,connections,8.1.CO_TEC_MOVIL,61
2014-05,2014,5,mobile_connections,connections_4g,14407,connections,8.1.CO_TEC_MOVIL,61
2014-05,2014,5,mobile_connections,mobile_connections_total,10402562,connections,8.1.CO_TEC_MOVIL,61
2014-05,2014,5,mobile_connections,connections_3g_4g_5g,7607646,connections,8.1.CO_TEC_MOVIL,61
2014-06,2014,6,mobile_connections,connections_2g,2603845,connections,8.1.CO_TEC_MOVIL,62
2014-06,2014,6,mobile_connections,connections_3g,7637528,connections,8.1.CO_TEC_MOVIL,62
2014-06,2014,6,mobile_connections,connections_4g,184382,connections,8.1.CO_TEC_MOVIL,62
2014-06,2014,6,mobile_connections,mobile_connections_total,10425755,connections,8.1.CO_TEC_MOVIL,62
2014-06,2014,6,mobile_connections,connections_3g_4g_5g,7821910,connections,8.1.CO_TEC_MOVIL,62
2014-07,2014,7,mobile_connections,connections_2g,2320089,connections,8.1.CO_TEC_MOVIL,63
2014-07,2014,7,mobile_connections,connections_3g,7573448,connections,8.1.CO_TEC_MOVIL,63
2014-07,2014,7,mobile_connections,connections_4g,220443,connections,8.1.CO_TEC_MOVIL,63
2014-07,2014,7,mobile_connections,mobile_connections_total,10113980,connections,8.1.CO_TEC_MOVIL,63
2014-07,2014,7,mobile_connections,connections_3g_4g_5g,7793891,connections,8.1.CO_TEC_MOVIL,63
2014-08,2014,8,mobile_connections,connections_2g,2120724,connections,8.1.CO_TEC_MOVIL,64
2014-08,2014,8,mobile_connections,connections_3g,7675395,connections,8.1.CO_TEC_MOVIL,64
2014-08,2014,8,mobile_connections,connections_4g,270166,connections,8.1.CO_TEC_MOVIL,64
2014-08,2014,8,mobile_connections,mobile_connections_total,10066285,connections,8.1.CO_TEC_MOVIL,64
2014-08,2014,8,mobile_connections,connections_3g_4g_5g,7945561,connections,8.1.CO_TEC_MOVIL,64
2014-09,2014,9,mobile_connections,connections_2g,2157361,connections,8.1.CO_TEC_MOVIL,65
2014-09,2014,9,mobile_connections,connections_3g,8105732,connections,8.1.CO_TEC_MOVIL,65
2014-09,2014,9,mobile_connections,connections_4g,345396,connections,8.1.CO_TEC_MOVIL,65
2014-09,2014,9,mobile_connections,mobile_connections_total,10608489,connections,8.1.CO_TEC_MOVIL,65
2014-09,2014,9,mobile_connections,connections_3g_4g_5g,8451128,connections,8.1.CO_TEC_MOVIL,65
2014-10,2014,10,mobile_connections,connections_2g,2018549,connections,8.1.CO_TEC_MOVIL,66
2014-10,2014,10,mobile_connections,connections_3g,8246308,connections,8.1.CO_TEC_MOVIL,66
2014-10,2014,10,mobile_connections,connections_4g,401649,connections,8.1.CO_TEC_MOVIL,66
2014-10,2014,10,mobile_connections,mobile_connections_total,10666506,connections,8.1.CO_TEC_MOVIL,66
2014-10,2014,10,mobile_connections,connections_3g_4g_5g,8647957,connections,8.1.CO_TEC_MOVIL,66
2014-11,2014,11,mobile_connections,connections_2g,1830004,connections,8.1.CO_TEC_MOVIL,67
2014-11,2014,11,mobile_connections,connections_3g,8286795,connections,8.1.CO_TEC_MOVIL,67
2014-11,2014,11,mobile_connections,connections_4g,500735,connections,8.1.CO_TEC_MOVIL,67
2014-11,2014,11,mobile_connections,mobile_connections_total,10617534,connections,8.1.CO_TEC_MOVIL,67
2014-11,2014,11,mobile_connections,connections_3g_4g_5g,8787530,connections,8.1.CO_TEC_MOVIL,67
