period,year,month,operator,operator_source_label,connections,total_market,share_pct,source_sheet,source_row
2016-11,2016,11,Entel,Grupo ENTEL,36238,2913091,1.243971,7.9.CO_EMPR_FIJAS,93
2016-11,2016,11,Mundo,Mundo,80208,2913091,2.753364,7.9.CO_EMPR_FIJAS,93
2016-11,2016,11,Otros,Otros,30245,2913091,1.038244,7.9.CO_EMPR_FIJAS,93
2016-12,2016,12,Movistar,Telefónica,1033632,2912133,35.493983,7.9.CO_EMPR_FIJAS,94
2016-12,2016,12,Grupo Claro-VTR,Grupo Claro-VTR,1476980,2912133,50.718151,7.9.CO_EMPR_FIJAS,94
2016-12,2016,12,GTD,Grupo GTD,252753,2912133,8.679308,7.9.CO_EMPR_FIJAS,94
2016-12,2016,12,Entel,Grupo ENTEL,35967,2912133,1.235074,7.9.CO_EMPR_FIJAS,94
2016-12,2016,12,Mundo,Mundo,82340,2912133,2.827481,7.9.CO_EMPR_FIJAS,94
2016-12,2016,12,Otros,Otros,30461,2912133,1.046003,7.9.CO_EMPR_FIJAS,94
2017-01,2017,1,Movistar,Telefónica,1025757,2911642,35.229503,7.9.CO_EMPR_FIJAS,95
2017-01,2017,1,Grupo Claro-VTR,Grupo Claro-VTR,1482853,2911642,50.928411,7.9.CO_EMPR_FIJAS,95
2017-01,2017,1,GTD,Grupo GTD,253296,2911642,8.699421,7.9.CO_EMPR_FIJAS,95
2017-01,2017,1,Entel,Grupo ENTEL,35958,2911642,1.234973,7.9.CO_EMPR_FIJAS,95
2017-01,2017,1,Mundo,Mundo,84104,2911642,2.888542,7.9.CO_EMPR_FIJAS,95
2017-01,2017,1,Otros,Otros,29674,2911642,1.01915,7.9.CO_EMPR_FIJAS,95
2017-02,2017,2,Movistar,Telefónica,1031713,2929146,35.222314,7.9.CO_EMPR_FIJAS,96
2017-02,2017,2,Grupo Claro-VTR,Grupo Claro-VTR,1493160,2929146,50.97595,7.9.CO_EMPR_FIJAS,96
2017-02,2017,2,GTD,Grupo GTD,254107,2929146,8.675122,7.9.CO_EMPR_FIJAS,96
2017-02,2017,2,Entel,Grupo ENTEL,35800,2929146,1.222199,7.9.CO_EMPR_FIJAS,96
2017-02,2017,2,Mundo,Mundo,85641,2929146,2.923753,7.9.CO_EMPR_FIJAS,96
2017-02,2017,2,Otros,Otros,28725,2929146,0.980661,7.9.CO_EMPR_FIJAS,96
2017-03,2017,3,Movistar,Telefónica,1024139,2950873,34.706306,7.9.CO_EMPR_FIJAS,97
2017-03,2017,3,Grupo Claro-VTR,Grupo Claro-VTR,1517428,2950873,51.42302,7.9.CO_EMPR_FIJAS,97
2017-03,2017,3,GTD,Grupo GTD,255350,2950873,8.653371,7.9.CO_EMPR_FIJAS,97
2017-03,2017,3,Entel,Grupo ENTEL,35713,2950873,1.210252,7.9.CO_EMPR_FIJAS,97
2017-03,2017,3,Mundo,Mundo,89847,2950873,3.04476,7.9.CO_EMPR_FIJAS,97
2017-03,2017,3,Otros,Otros,28396,2950873,0.962291,7.9.CO_EMPR_FIJAS,97
2017-04,2017,4,Movistar,Telefónica,1028792,2974123,34.591441,7.9.CO_EMPR_FIJAS,98
2017-04,2017,4,Grupo Claro-VTR,Grupo Claro-VTR,1532769,2974123,51.53684,7.9.CO_EMPR_FIJAS,98
2017-04,2017,4,GTD,Grupo GTD,256666,2974123,8.629973,7.9.CO_EMPR_FIJAS,98
2017-04,2017,4,Entel,Grupo ENTEL,35465,2974123,1.192452,7.9.CO_EMPR_FIJAS,98
2017-04,2017,4,Mundo,Mundo,92803,2974123,3.120348,7.9.CO_EMPR_FIJAS,98
2017-04,2017,4,Otros,Otros,27628,2974123,0.928946,7.9.CO_EMPR_FIJAS,98
2017-05,2017,5,Movistar,Telefónica,1043108,3005028,34.712089,7.9.CO_EMPR_FIJAS,99
2017-05,2017,5,Grupo Claro-VTR,Grupo Claro-VTR,1544304,3005028,51.390669,7.9.CO_EMPR_FIJAS,99
2017-05,2017,5,GTD,Grupo GTD,257209,3005028,8.559288,7.9.CO_EMPR_FIJAS,99
2017-05,2017,5,Entel,Grupo ENTEL,35395,3005028,1.177859,7.9.CO_EMPR_FIJAS,99
2017-05,2017,5,Mundo,Mundo,96559,3005028,3.213248,7.9.CO_EMPR_FIJAS,99
2017-05,2017,5,Otros,Otros,28453,3005028,0.946846,7.9.CO_EMPR_FIJAS,99
2017-06,2017,6,Movistar,Telefónica,1037560,3014054,34.424068,7.9.CO_EMPR_FIJAS,100
2017-06,2017,6,Grupo Claro-VTR,Grupo Claro-VTR,1555739,3014054,51.616162,7.9.CO_EMPR_FIJAS,100
2017-06,2017,6,GTD,Grupo GTD,258165,3014054,8.565374,7.9.CO_EMPR_FIJAS,100
2017-06,2017,6,Entel,Grupo ENTEL,35394,3014054,1.174299,7.9.CO_EMPR_FIJAS,100
2017-06,2017,6,Mundo,Mundo,98888,3014054,3.280897,7.9.CO_EMPR_FIJAS,100
2017-06,2017,6,Otros,Otros,28308,3014054,0.9392,7.9.CO_EMPR_FIJAS,100
2017-07,2017,7,Movistar,Telefónica,1041713,3029340,34.387457,7.9.CO_EMPR_FIJAS,101
2017-07,2017,7,Grupo Claro-VTR,Grupo Claro-VTR,1565169,3029340,51.666997,7.9.CO_EMPR_FIJAS,101
2017-07,2017,7,GTD,Grupo GTD,258253,3029340,8.525058,7.9.CO_EMPR_FIJAS,101
2017-07,2017,7,Entel,Grupo ENTEL,35273,3029340,1.164379,7.9.CO_EMPR_FIJAS,101
2017-07,2017,7,Mundo,Mundo,100940,3029340,3.332079,7.9.CO_EMPR_FIJAS,101
2017-07,2017,7,Otros,Otros,27992,3029340,0.92403,7.9.CO_EMPR_FIJAS,101
2017-08,2017,8,Movistar,Telefónica,1043647,3049046,34.228641,7.9.CO_EMPR_FIJAS,102
2017-08,2017,8,Grupo Claro-VTR,Grupo Claro-VTR,1578328,3049046,51.76465,7.9.CO_EMPR_FIJAS,102
2017-08,2017,8,GTD,Grupo GTD,260564,3049046,8.545755,7.9.CO_EMPR_FIJAS,102
2017-08,2017,8,Entel,Grupo ENTEL,36169,3049046,1.18624,7.9.CO_EMPR_FIJAS,102
2017-08,2017,8,Mundo,Mundo,102751,3049046,3.369939,7.9.CO_EMPR_FIJAS,102
2017-08,2017,8,Otros,Otros,27587,3049046,0.904775,7.9.CO_EMPR_FIJAS,102
2017-09,2017,9,Movistar,Telefónica,1047604,3064994,34.179643,7.9.CO_EMPR_FIJAS,103
2017-09,2017,9,Grupo Claro-VTR,Grupo Claro-VTR,1588229,3064994,51.81834,7.9.CO_EMPR_FIJAS,103
2017-09,2017,9,GTD,Grupo GTD,262077,3064994,8.550653,7.9.CO_EMPR_FIJAS,103
2017-09,2017,9,Entel,Grupo ENTEL,35969,3064994,1.173542,7.9.CO_EMPR_FIJAS,103
2017-09,2017,9,Mundo,Mundo,103847,3064994,3.388163,7.9.CO_EMPR_FIJAS,103
2017-09,2017,9,Otros,Otros,27268,3064994,0.889659,7.9.CO_EMPR_FIJAS,103
2017-10,2017,10,Movistar,Telefónica,1038191,3070402,33.812869,7.9.CO_EMPR_FIJAS,104
2017-10,2017,10,Grupo Claro-VTR,Grupo Claro-VTR,1595948,3070402,51.978471,7.9.CO_EMPR_FIJAS,104
2017-10,2017,10,GTD,Grupo GTD,267827,3070402,8.722864,7.9.CO_EMPR_FIJAS,104
2017-10,2017,10,Entel,Grupo ENTEL,35979,3070402,1.171801,7.9.CO_EMPR_FIJAS,104
2017-10,2017,10,Mundo,Mundo,105819,3070402,3.446422,7.9.CO_EMPR_FIJAS,104
2017-10,2017,10,Otros,Otros,26638,3070402,0.867574,7.9.CO_EMPR_FIJAS,104
2017-11,2017,11,Movistar,Telefónica,1029029,3067472,33.546484,7.9.CO_EMPR_FIJAS,105
2017-11,2017,11,Grupo Claro-VTR,Grupo Claro-VTR,1604746,3067472,52.314936,7.9.CO_EMPR_FIJAS,105
2017-11,2017,11,GTD,Grupo GTD,261711,3067472,8.531814,7.9.CO_EMPR_FIJAS,105
2017-11,2017,11,Entel,Grupo ENTEL,35886,3067472,1.169888,7.9.CO_EMPR_FIJAS,105
2017-11,2017,11,Mundo,Mundo,108124,3067472,3.524857,7.9.CO_EMPR_FIJAS,105
2017-11,2017,11,Otros,Otros,27976,3067472,0.912021,7.9.CO_EMPR_FIJAS,105
2017-12,2017,12,Movistar,Telefónica,1023232,3068528,33.346021,7.9.CO_EMPR_FIJAS,106
2017-12,2017,12,Grupo Claro-VTR,Grupo Claro-VTR,1609011,3068528,52.435924,7.9.CO_EMPR_FIJAS,106
2017-12,2017,12,GTD,Grupo GTD,261707,3068528,8.528747,7.9.CO_EMPR_FIJAS,106
2017-12,2017,12,Entel,Grupo ENTEL,38857,3068528,1.266307,7.9.CO_EMPR_FIJAS,106
2017-12,2017,12,Mundo,Mundo,110272,3068528,3.593645,7.9.CO_EMPR_FIJAS,106
2017-12,2017,12,Otros,Otros,25449,3068528,0.829355,7.9.CO_EMPR_FIJAS,106
2018-01,2018,1,Movistar,Telefónica,1014879,3072250,33.033737,7.9.CO_EMPR_FIJAS,107
2018-01,2018,1,Grupo Claro-VTR,Grupo Claro-VTR,1614600,3072250,52.554317,7.9.CO_EMPR_FIJAS,107
2018-01,2018,1,GTD,Grupo GTD,262234,3072250,8.535568,7.9.CO_EMPR_FIJAS,107
2018-01,2018,1,Entel,Grupo ENTEL,40520,3072250,1.318903,7.9.CO_EMPR_FIJAS,107
2018-01,2018,1,Mundo,Mundo,115280,3072250,3.752299,7.9.CO_EMPR_FIJAS,107
2018-01,2018,1,Otros,Otros,24737,3072250,0.805175,7.9.CO_EMPR_FIJAS,107
2018-02,2018,2,Movistar,Telefónica,996407,3065382,32.505149,7.9.CO_EMPR_FIJAS,108
2018-02,2018,2,Grupo Claro-VTR,Grupo Claro-VTR,1622512,3065382,52.930173,7.9.CO_EMPR_FIJAS,108
2018-02,2018,2,GTD,Grupo GTD,262091,3065382,8.550027,7.9.CO_EMPR_FIJAS,108
2018-02,2018,2,Entel,Grupo ENTEL,42718,3065382,1.393562,7.9.CO_EMPR_FIJAS,108
2018-02,2018,2,Mundo,Mundo,117241,3065382,3.824678,7.9.CO_EMPR_FIJAS,108
2018-02,2018,2,Otros,Otros,24413,3065382,0.79641,7.9.CO_EMPR_FIJAS,108
2018-03,2018,3,Movistar,Telefónica,1007075,3098143,32.505762,7.9.CO_EMPR_FIJAS,109
2018-03,2018,3,Grupo Claro-VTR,Grupo Claro-VTR,1637720,3098143,52.861343,7.9.CO_EMPR_FIJAS,109
2018-03,2018,3,GTD,Grupo GTD,262750,3098143,8.480887,7.9.CO_EMPR_FIJAS,109
2018-03,2018,3,Entel,Grupo ENTEL,43431,3098143,1.40184,7.9.CO_EMPR_FIJAS,109
2018-03,2018,3,Mundo,Mundo,123123,3098143,3.97409,7.9.CO_EMPR_FIJAS,109
2018-03,2018,3,Otros,Otros,24044,3098143,0.776078,7.9.CO_EMPR_FIJAS,109
2018-04,2018,4,Movistar,Telefónica,1010045,3120296,32.370166,7.9.CO_EMPR_FIJAS,110
2018-04,2018,4,Grupo Claro-VTR,Grupo Claro-VTR,1650941,3120296,52.909756,7.9.CO_EMPR_FIJAS,110
2018-04,2018,4,GTD,Grupo GTD,263161,3120296,8.433847,7.9.CO_EMPR_FIJAS,110
2018-04,2018,4,Entel,Grupo ENTEL,45225,3120296,1.449382,7.9.CO_EMPR_FIJAS,110
2018-04,2018,4,Mundo,Mundo,127506,3120296,4.086343,7.9.CO_EMPR_FIJAS,110
2018-04,2018,4,Otros,Otros,23418,3120296,0.750506,7.9.CO_EMPR_FIJAS,110
2018-05,2018,5,Movistar,Telefónica,1009185,3136157,32.179033,7.9.CO_EMPR_FIJAS,111
2018-05,2018,5,Grupo Claro-VTR,Grupo Claro-VTR,1661896,3136157,52.99148,7.9.CO_EMPR_FIJAS,111
2018-05,2018,5,GTD,Grupo GTD,262819,3136157,8.380288,7.9.CO_EMPR_FIJAS,111
2018-05,2018,5,Entel,Grupo ENTEL,46711,3136157,1.489434,7.9.CO_EMPR_FIJAS,111
2018-05,2018,5,Mundo,Mundo,132372,3136157,4.220835,7.9.CO_EMPR_FIJAS,111
2018-05,2018,5,Otros,Otros,23174,3136157,0.73893,7.9.CO_EMPR_FIJAS,111
2018-06,2018,6,Movistar,Telefónica,1015000,3155641,32.164622,7.9.CO_EMPR_FIJAS,112
2018-06,2018,6,Grupo Claro-VTR,Grupo Claro-VTR,1671602,3155641,52.971868,7.9.CO_EMPR_FIJAS,112
2018-06,2018,6,GTD,Grupo GTD,262362,3155641,8.314064,7.9.CO_EMPR_FIJAS,112
2018-06,2018,6,Entel,Grupo ENTEL,48442,3155641,1.535092,7.9.CO_EMPR_FIJAS,112
2018-06,2018,6,Mundo,Mundo,135586,3155641,4.296623,7.9.CO_EMPR_FIJAS,112
2018-06,2018,6,Otros,Otros,22649,3155641,0.717731,7.9.CO_EMPR_FIJAS,112
2018-07,2018,7,Movistar,Telefónica,1014948,3170346,32.013793,7.9.CO_EMPR_FIJAS,113
2018-07,2018,7,Grupo Claro-VTR,Grupo Claro-VTR,1681712,3170346,53.045062,7.9.CO_EMPR_FIJAS,113
2018-07,2018,7,GTD,Grupo GTD,262335,3170346,8.274649,7.9.CO_EMPR_FIJAS,113
2018-07,2018,7,Entel,Grupo ENTEL,49909,3170346,1.574245,7.9.CO_EMPR_FIJAS,113
2018-07,2018,7,Mundo,Mundo,139247,3170346,4.39217,7.9.CO_EMPR_FIJAS,113
2018-07,2018,7,Otros,Otros,22195,3170346,0.700081,7.9.CO_EMPR_FIJAS,113
2018-08,2018,8,Movistar,Telefónica,1020992,3197387,31.932075,7.9.CO_EMPR_FIJAS,114
2018-08,2018,8,Grupo Claro-VTR,Grupo Claro-VTR,1693977,3197387,52.980043,7.9.CO_EMPR_FIJAS,114
2018-08,2018,8,GTD,Grupo GTD,263732,3197387,8.24836,7.9.CO_EMPR_FIJAS,114
2018-08,2018,8,Entel,Grupo ENTEL,51818,3197387,1.620636,7.9.CO_EMPR_FIJAS,114
2018-08,2018,8,Mundo,Mundo,143841,3197387,4.498705,7.9.CO_EMPR_FIJAS,114
2018-08,2018,8,Otros,Otros,23027,3197387,0.720182,7.9.CO_EMPR_FIJAS,114
2018-09,2018,9,Movistar,Telefónica,1015028,3203818,31.681825,7.9.CO_EMPR_FIJAS,115
2018-09,2018,9,Grupo Claro-VTR,Grupo Claro-VTR,1701328,3203818,53.103141,7.9.CO_EMPR_FIJAS,115
2018-09,2018,9,GTD,Grupo GTD,263026,3203818,8.209767,7.9.CO_EMPR_FIJAS,115
2018-09,2018,9,Entel,Grupo ENTEL,52996,3203818,1.654151,7.9.CO_EMPR_FIJAS,115
2018-09,2018,9,Mundo,Mundo,148592,3203818,4.637966,7.9.CO_EMPR_FIJAS,115
2018-09,2018,9,Otros,Otros,22848,3203818,0.713149,7.9.CO_EMPR_FIJAS,115
2018-10,2018,10,Movistar,Telefónica,1016441,3226880,31.499188,7.9.CO_EMPR_FIJAS,116
2018-10,2018,10,Grupo Claro-VTR,Grupo Claro-VTR,1714401,3226880,53.12875,7.9.CO_EMPR_FIJAS,116
2018-10,2018,10,GTD,Grupo GTD,263365,3226880,8.161599,7.9.CO_EMPR_FIJAS,116
2018-10,2018,10,Entel,Grupo ENTEL,54540,3226880,1.690178,7.9.CO_EMPR_FIJAS,116
2018-10,2018,10,Mundo,Mundo,155250,3226880,4.811149,7.9.CO_EMPR_FIJAS,116
2018-10,2018,10,Otros,Otros,22883,3226880,0.709137,7.9.CO_EMPR_FIJAS,116
2018-11,2018,11,Movistar,Telefónica,1010905,3233919,31.259441,7.9.CO_EMPR_FIJAS,117
2018-11,2018,11,Grupo Claro-VTR,Grupo Claro-VTR,1719278,3233919,53.163917,7.9.CO_EMPR_FIJAS,117
2018-11,2018,11,GTD,Grupo GTD,263846,3233919,8.158708,7.9.CO_EMPR_FIJAS,117
2018-11,2018,11,Entel,Grupo ENTEL,56024,3233919,1.732387,7.9.CO_EMPR_FIJAS,117
2018-11,2018,11,Mundo,Mundo,161624,3233919,4.997775,7.9.CO_EMPR_FIJAS,117
2018-11,2018,11,Otros,Otros,22242,3233919,0.687772,7.9.CO_EMPR_FIJAS,117
2018-12,2018,12,Movistar,Telefónica,1024716,3256097,31.470684,7.9.CO_EMPR_FIJAS,118
2018-12,2018,12,Grupo Claro-VTR,Grupo Claro-VTR,1718148,3256097,52.767101,7.9.CO_EMPR_FIJAS,118
2018-12,2018,12,GTD,Grupo GTD,263525,3256097,8.093279,7.9.CO_EMPR_FIJAS,118
2018-12,2018,12,Entel,Grupo ENTEL,57659,3256097,1.770801,7.9.CO_EMPR_FIJAS,118
2018-12,2018,12,Mundo,Mundo,170311,3256097,5.230526,7.9.CO_EMPR_FIJAS,118
2018-12,2018,12,Otros,Otros,21738,3256097,0.667609,7.9.CO_EMPR_FIJAS,118
2019-01,2019,1,Movistar,Telefónica,1016278,3325652,30.55876,7.9.CO_EMPR_FIJAS,119
2019-01,2019,1,Grupo Claro-VTR,Grupo Claro-VTR,1722058,3325652,51.781064,7.9.CO_EMPR_FIJAS,119
2019-01,2019,1,GTD,Grupo GTD,264127,3325652,7.942112,7.9.CO_EMPR_FIJAS,119
2019-01,2019,1,Entel,Grupo ENTEL,126099,3325652,3.791708,7.9.CO_EMPR_FIJAS,119
2019-01,2019,1,Mundo,Mundo,175524,3325652,5.277882,7.9.CO_EMPR_FIJAS,119
2019-01,2019,1,Otros,Otros,21566,3325652,0.648474,7.9.CO_EMPR_FIJAS,119
2019-02,2019,2,Movistar,Telefónica,1005915,3331466,30.194365,7.9.CO_EMPR_FIJAS,120
2019-02,2019,2,Grupo Claro-VTR,Grupo Claro-VTR,1727413,3331466,51.851437,7.9.CO_EMPR_FIJAS,120
2019-02,2019,2,GTD,Grupo GTD,265081,3331466,7.956887,7.9.CO_EMPR_FIJAS,120
2019-02,2019,2,Entel,Grupo ENTEL,131645,3331466,3.951564,7.9.CO_EMPR_FIJAS,120
2019-02,2019,2,Mundo,Mundo,180235,3331466,5.410081,7.9.CO_EMPR_FIJAS,120
2019-02,2019,2,Otros,Otros,21177,3331466,0.635666,7.9.CO_EMPR_FIJAS,120
2019-03,2019,3,Movistar,Telefónica,1006274,3362188,29.929141,7.9.CO_EMPR_FIJAS,121
2019-03,2019,3,Grupo Claro-VTR,Grupo Claro-VTR,1741663,3362188,51.801476,7.9.CO_EMPR_FIJAS,121
2019-03,2019,3,GTD,Grupo GTD,266299,3362188,7.920408,7.9.CO_EMPR_FIJAS,121
2019-03,2019,3,Entel,Grupo ENTEL,140291,3362188,4.17261,7.9.CO_EMPR_FIJAS,121
2019-03,2019,3,Mundo,Mundo,187040,3362188,5.563044,7.9.CO_EMPR_FIJAS,121
2019-03,2019,3,Otros,Otros,20621,3362188,0.613321,7.9.CO_EMPR_FIJAS,121
2019-04,2019,4,Movistar,Telefónica,999805,3369577,29.671529,7.9.CO_EMPR_FIJAS,122
2019-04,2019,4,Grupo Claro-VTR,Grupo Claro-VTR,1745410,3369577,51.799083,7.9.CO_EMPR_FIJAS,122
2019-04,2019,4,GTD,Grupo GTD,267674,3369577,7.943846,7.9.CO_EMPR_FIJAS,122
2019-04,2019,4,Entel,Grupo ENTEL,149391,3369577,4.433524,7.9.CO_EMPR_FIJAS,122
2019-04,2019,4,Mundo,Mundo,187040,3369577,5.550845,7.9.CO_EMPR_FIJAS,122
2019-04,2019,4,Otros,Otros,20257,3369577,0.601173,7.9.CO_EMPR_FIJAS,122
2019-05,2019,5,Movistar,Telefónica,990839,3376138,29.348297,7.9.CO_EMPR_FIJAS,123
2019-05,2019,5,Grupo Claro-VTR,Grupo Claro-VTR,1749990,3376138,51.834078,7.9.CO_EMPR_FIJAS,123
2019-05,2019,5,GTD,Grupo GTD,267716,3376138,7.929652,7.9.CO_EMPR_FIJAS,123
2019-05,2019,5,Entel,Grupo ENTEL,156876,3376138,4.646611,7.9.CO_EMPR_FIJAS,123
2019-05,2019,5,Mundo,Mundo,191148,3376138,5.661735,7.9.CO_EMPR_FIJAS,123
2019-05,2019,5,Otros,Otros,19569,3376138,0.579627,7.9.CO_EMPR_FIJAS,123
2019-06,2019,6,Movistar,Telefónica,996198,3400194,29.298269,7.9.CO_EMPR_FIJAS,124
2019-06,2019,6,Grupo Claro-VTR,Grupo Claro-VTR,1757042,3400194,51.674757,7.9.CO_EMPR_FIJAS,124
2019-06,2019,6,GTD,Grupo GTD,268245,3400194,7.889109,7.9.CO_EMPR_FIJAS,124
2019-06,2019,6,Entel,Grupo ENTEL,162713,3400194,4.785403,7.9.CO_EMPR_FIJAS,124
2019-06,2019,6,Mundo,Mundo,196988,3400194,5.793434,7.9.CO_EMPR_FIJAS,124
2019-06,2019,6,Otros,Otros,19008,3400194,0.559027,7.9.CO_EMPR_FIJAS,124
2019-07,2019,7,Movistar,Telefónica,996438,3415766,29.171729,7.9.CO_EMPR_FIJAS,125
2019-07,2019,7,Grupo Claro-VTR,Grupo Claro-VTR,1760810,3415766,51.549491,7.9.CO_EMPR_FIJAS,125
2019-07,2019,7,GTD,Grupo GTD,268890,3415766,7.872026,7.9.CO_EMPR_FIJAS,125
2019-07,2019,7,Entel,Grupo ENTEL,169927,3415766,4.974785,7.9.CO_EMPR_FIJAS,125
2019-07,2019,7,Mundo,Mundo,200579,3415766,5.872153,7.9.CO_EMPR_FIJAS,125
2019-07,2019,7,Otros,Otros,19122,3415766,0.559816,7.9.CO_EMPR_FIJAS,125
2019-08,2019,8,Movistar,Telefónica,996135,3430922,29.034032,7.9.CO_EMPR_FIJAS,126
2019-08,2019,8,Grupo Claro-VTR,Grupo Claro-VTR,1768097,3430922,51.534165,7.9.CO_EMPR_FIJAS,126
2019-08,2019,8,GTD,Grupo GTD,269674,3430922,7.860103,7.9.CO_EMPR_FIJAS,126
2019-08,2019,8,Entel,Grupo ENTEL,176051,3430922,5.131303,7.9.CO_EMPR_FIJAS,126
2019-08,2019,8,Mundo,Mundo,202462,3430922,5.901096,7.9.CO_EMPR_FIJAS,126
2019-08,2019,8,Otros,Otros,18503,3430922,0.539301,7.9.CO_EMPR_FIJAS,126
2019-09,2019,9,Movistar,Telefónica,982656,3431956,28.632535,7.9.CO_EMPR_FIJAS,127
2019-09,2019,9,Grupo Claro-VTR,Grupo Claro-VTR,1771609,3431956,51.620971,7.9.CO_EMPR_FIJAS,127
2019-09,2019,9,GTD,Grupo GTD,269988,3431956,7.866884,7.9.CO_EMPR_FIJAS,127
2019-09,2019,9,Entel,Grupo ENTEL,180168,3431956,5.249718,7.9.CO_EMPR_FIJAS,127
2019-09,2019,9,Mundo,Mundo,208946,3431956,6.088248,7.9.CO_EMPR_FIJAS,127
2019-09,2019,9,Otros,Otros,18589,3431956,0.541644,7.9.CO_EMPR_FIJAS,127
2019-10,2019,10,Movistar,Telefónica,974011,3434149,28.362514,7.9.CO_EMPR_FIJAS,128
2019-10,2019,10,Grupo Claro-VTR,Grupo Claro-VTR,1774223,3434149,51.664124,7.9.CO_EMPR_FIJAS,128
2019-10,2019,10,GTD,Grupo GTD,269750,3434149,7.85493,7.9.CO_EMPR_FIJAS,128
2019-10,2019,10,Entel,Grupo ENTEL,184422,3434149,5.370239,7.9.CO_EMPR_FIJAS,128
2019-10,2019,10,Mundo,Mundo,213394,3434149,6.213883,7.9.CO_EMPR_FIJAS,128
2019-10,2019,10,Otros,Otros,18349,3434149,0.53431,7.9.CO_EMPR_FIJAS,128
2019-11,2019,11,Movistar,Telefónica,960915,3436431,27.962587,7.9.CO_EMPR_FIJAS,129
2019-11,2019,11,Grupo Claro-VTR,Grupo Claro-VTR,1774057,3436431,51.624985,7.9.CO_EMPR_FIJAS,129
2019-11,2019,11,GTD,Grupo GTD,270098,3436431,7.859841,7.9.CO_EMPR_FIJAS,129
2019-11,2019,11,Entel,Grupo ENTEL,188116,3436431,5.474168,7.9.CO_EMPR_FIJAS,129
2019-11,2019,11,Mundo,Mundo,225412,3436431,6.55948,7.9.CO_EMPR_FIJAS,129
2019-11,2019,11,Otros,Otros,17833,3436431,0.51894,7.9.CO_EMPR_FIJAS,129
2019-12,2019,12,Movistar,Telefónica,948331,3434767,27.609762,7.9.CO_EMPR_FIJAS,130
2019-12,2019,12,Grupo Claro-VTR,Grupo Claro-VTR,1773642,3434767,51.637913,7.9.CO_EMPR_FIJAS,130
2019-12,2019,12,GTD,Grupo GTD,270723,3434767,7.881845,7.9.CO_EMPR_FIJAS,130
2019-12,2019,12,Entel,Grupo ENTEL,192788,3434767,5.612841,7.9.CO_EMPR_FIJAS,130
2019-12,2019,12,Mundo,Mundo,231940,3434767,6.752714,7.9.CO_EMPR_FIJAS,130
2019-12,2019,12,Otros,Otros,17343,3434767,0.504925,7.9.CO_EMPR_FIJAS,130
2020-01,2020,1,Movistar,Telefónica,928373,3433006,27.042569,7.9.CO_EMPR_FIJAS,131
2020-01,2020,1,Grupo Claro-VTR,Grupo Claro-VTR,1770951,3433006,51.586015,7.9.CO_EMPR_FIJAS,131
2020-01,2020,1,GTD,Grupo GTD,271646,3433006,7.912774,7.9.CO_EMPR_FIJAS,131
2020-01,2020,1,Entel,Grupo ENTEL,202276,3433006,5.892096,7.9.CO_EMPR_FIJAS,131
2020-01,2020,1,Mundo,Mundo,242587,3433006,7.066314,7.9.CO_EMPR_FIJAS,131
2020-01,2020,1,Otros,Otros,17173,3433006,0.500232,7.9.CO_EMPR_FIJAS,131
2020-02,2020,2,Movistar,Telefónica,918740,3443368,26.681435,7.9.CO_EMPR_FIJAS,132
2020-02,2020,2,Grupo Claro-VTR,Grupo Claro-VTR,1773785,3443368,51.513083,7.9.CO_EMPR_FIJAS,132
2020-02,2020,2,GTD,Grupo GTD,272525,3443368,7.91449,7.9.CO_EMPR_FIJAS,132
2020-02,2020,2,Entel,Grupo ENTEL,210452,3443368,6.111807,7.9.CO_EMPR_FIJAS,132
2020-02,2020,2,Mundo,Mundo,250285,3443368,7.26861,7.9.CO_EMPR_FIJAS,132
2020-02,2020,2,Otros,Otros,17581,3443368,0.510576,7.9.CO_EMPR_FIJAS,132
2020-03,2020,3,Movistar,Telefónica,923386,3489047,26.465278,7.9.CO_EMPR_FIJAS,133
2020-03,2020,3,Grupo Claro-VTR,Grupo Claro-VTR,1790933,3489047,51.330148,7.9.CO_EMPR_FIJAS,133
2020-03,2020,3,GTD,Grupo GTD,276365,3489047,7.920931,7.9.CO_EMPR_FIJAS,133
2020-03,2020,3,Entel,Grupo ENTEL,217464,3489047,6.232762,7.9.CO_EMPR_FIJAS,133
2020-03,2020,3,Mundo,Mundo,263426,3489047,7.550085,7.9.CO_EMPR_FIJAS,133
2020-03,2020,3,Otros,Otros,17473,3489047,0.500796,7.9.CO_EMPR_FIJAS,133
2020-04,2020,4,Movistar,Telefónica,912398,3532510,25.828603,7.9.CO_EMPR_FIJAS,134
2020-04,2020,4,Grupo Claro-VTR,Grupo Claro-VTR,1817933,3532510,51.462926,7.9.CO_EMPR_FIJAS,134
2020-04,2020,4,GTD,Grupo GTD,276556,3532510,7.828881,7.9.CO_EMPR_FIJAS,134
2020-04,2020,4,Entel,Grupo ENTEL,227367,3532510,6.436415,7.9.CO_EMPR_FIJAS,134
2020-04,2020,4,Mundo,Mundo,280431,3532510,7.938576,7.9.CO_EMPR_FIJAS,134
2020-04,2020,4,Otros,Otros,17825,3532510,0.504599,7.9.CO_EMPR_FIJAS,134
2020-05,2020,5,Movistar,Telefónica,907790,3560720,25.494563,7.9.CO_EMPR_FIJAS,135
2020-05,2020,5,Grupo Claro-VTR,Grupo Claro-VTR,1830385,3560720,51.404912,7.9.CO_EMPR_FIJAS,135
