region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,fixed_connections_total,fixed_connections_residential,residential_share_pct,period,source_url
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,6809,6731,98.8545,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,6633,6471,97.5577,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,35929,34179,95.1293,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,29675,27221,91.7304,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,34165,32462,95.0154,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,23968,22750,94.9182,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13101,Santiago,828,738,89.1304,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,42677,40490,94.8755,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,149918,145370,96.9663,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,20104,19371,96.354,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,21688,21078,97.1874,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,23818,23143,97.166,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,24184,23391,96.721,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13108,Independencia,57726,55577,96.2772,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,76440,63395,82.9343,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,59019,56495,95.7234,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,145884,142210,97.4816,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,51352,49052,95.5211,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,36233,33812,93.3182,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,34637,33254,96.0072,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,69599,67539,97.0402,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,26562,25177,94.7858,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,2110,2011,95.3081,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13118,Macul,56238,52506,93.3639,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,613,582,94.9429,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,16051,15403,95.9629,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,491,457,93.0754,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,8949,8672,96.9047,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,830,798,96.1446,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,2540,2461,96.8898,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,1160,1133,97.6724,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,3886,3767,96.9377,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13128,Renca,3010,2935,97.5083,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,5695,5548,97.4188,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,86483,83483,96.5311,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,74,54,72.973,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,3695,3613,97.7808,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,2738,2690,98.2469,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque,1714,1675,97.7246,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,50222,48297,96.167,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,3303,3179,96.2458,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,40106,37147,92.6221,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo,5248,5050,96.2271,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,134,Maipo,13402,Buin,15737,15420,97.9856,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,22464,21907,97.5205,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,134,Maipo,13404,Paine,37131,31800,85.6427,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla,167630,146092,87.1515,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,31295,28367,90.6439,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,109841,103201,93.9549,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,135,Melipilla,13504,María Pinto,15157,14808,97.6974,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,135,Melipilla,13505,San Pedro,59213,55813,94.258,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,136,Talagante,13601,Talagante,120,79,65.8333,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,136,Talagante,13602,El Monte,8466,8208,96.9525,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,4430,4331,97.7652,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,136,Talagante,13604,Padre Hurtado,3428,3335,97.287,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
13,Metropolitana de Santiago,136,Talagante,13605,Peñaflor,2080448,1955094,93.9747,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14101,Valdivia,685,655,95.6204,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14102,Corral,838,817,97.494,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14103,Lanco,377,364,96.5517,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14104,Los Lagos,355,350,98.5915,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14105,Máfil,890,858,96.4045,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14106,Mariquina,2436,2418,99.2611,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14107,Paillaco,326,314,96.319,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,141,Valdivia,14108,Panguipulli,3240,3178,98.0864,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,142,Ranco,14201,La Unión,1565,1524,97.3802,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,142,Ranco,14202,Futrono,2776,2748,98.9914,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,142,Ranco,14203,Lago Ranco,632,618,97.7848,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
14,Los Ríos,142,Ranco,14204,Río Bueno,991,962,97.0737,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
15,Arica y Parinacota,151,Arica,15101,Arica,704,694,98.5795,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
15,Arica y Parinacota,151,Arica,15102,Camarones,1218,1205,98.9327,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
15,Arica y Parinacota,152,Parinacota,15201,Putre,459,444,96.732,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,652,636,97.546,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16101,Chillán,4859679,4595164,94.5569,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16102,Bulnes,100615,96619,96.0284,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16103,Chillán Viejo,38312,37843,98.7758,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16104,El Carmen,59247,56751,95.7871,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16105,Pemuco,17846,17422,97.6241,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16106,Pinto,3541,3511,99.1528,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16107,Quillón,794,772,97.2292,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16108,San Ignacio,997,983,98.5958,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,161,Diguillín,16109,Yungay,878,867,98.7472,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16201,Quirihue,4286,4229,98.6701,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16202,Cobquecura,8253,8165,98.9337,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16203,Coelemu,1518,1473,97.0356,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16204,Ninhue,45275,43253,95.534,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16205,Portezuelo,465280,446647,95.9953,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16206,Ránquil,3010,2979,98.9701,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,162,Itata,16207,Trehuaco,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,163,Punilla,16301,San Carlos,3833,3792,98.9303,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,163,Punilla,16302,Coihueco,28548,27682,96.9665,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,163,Punilla,16303,Ñiquén,456,410,89.9123,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,163,Punilla,16304,San Fabián,388,356,91.7526,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
16,Ñuble,163,Punilla,16305,San Nicolás,2722,2674,98.2366,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
