region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,fixed_connections_total,fixed_connections_residential,residential_share_pct,period,source_url
7,Maule,72,Cauquenes,7203,Pelluhue,1831,1823,99.5631,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7301,Curicó,47247,44132,93.407,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7302,Hualañé,915,900,98.3607,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7303,Licantén,1498,1488,99.3324,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7304,Molina,6003,5797,96.5684,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7305,Rauco,1323,1313,99.2441,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7306,Romeral,2762,2589,93.7364,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7307,Sagrada Familia,308,288,93.5065,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7308,Teno,2497,2405,96.3156,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,73,Curicó,7309,Vichuquén,807,789,97.7695,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7401,Linares,20174,18857,93.4718,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7402,Colbún,1626,1594,98.032,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7403,Longaví,4314,4208,97.5429,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7404,Parral,11498,11110,96.6255,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7405,Retiro,3684,3621,98.2899,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7406,San Javier,6633,6205,93.5474,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7407,Villa Alegre,1426,1405,98.5273,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
7,Maule,74,Linares,7408,Yerbas Buenas,1661,1556,93.6785,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8101,Concepción,6572,6346,96.5612,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8102,Coronel,6327,6265,99.0201,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8103,Chiguayante,94519,86548,91.5668,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8104,Florida,11552,11498,99.5325,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8105,Hualqui,5696,5621,98.6833,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8106,Lota,51272,49575,96.6902,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8107,Penco,3046,3008,98.7525,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8108,San Pedro de La paz,839,808,96.3051,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8109,Santa Juana,4998,4806,96.1585,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8110,Talcahuano,385,309,80.2597,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8111,Tomé,379,350,92.3483,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,81,Concepción,8112,Hualpén,5071,4968,97.9688,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8201,Lebu,13232,12936,97.763,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8202,Arauco,8677,8432,97.1764,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8203,Cañete,26835,26057,97.1008,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8204,Contulmo,4188,4119,98.3524,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8205,Curanilahue,4910,4868,99.1446,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8206,Los Álamos,570,554,97.193,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,82,Arauco,8207,Tirúa,1083,1061,97.9686,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8301,Los Ángeles,195,169,86.6667,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8302,Antuco,203,187,92.1182,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8303,Cabrero,5476,5336,97.4434,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8304,Laja,854,838,98.1265,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8305,Mulchén,540,536,99.2593,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8306,Nacimiento,2085,2043,97.9856,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8307,Negrete,3322,3288,98.9765,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8308,Quilaco,14420,13991,97.025,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8309,Quilleco,1860,1814,97.5269,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8310,San Rosendo,1854,1747,94.2287,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8311,Santa Bárbara,8129,7869,96.8016,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8312,Tucapel,4777,4673,97.8229,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8313,Yumbel,11487,11200,97.5015,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
8,Biobío,83,Biobío,8314,Alto Biobío,384,331,86.1979,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9101,Temuco,1596,1548,96.9925,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9102,Carahue,1772,1753,98.9278,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9103,Cunco,99016,92328,93.2455,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9104,Curarrehue,1104,1064,96.3768,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9105,Freire,9123,8826,96.7445,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9106,Galvarino,3900,3807,97.6154,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9107,Gorbea,17768,17114,96.3192,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9108,Lautaro,221851,211371,95.2761,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9109,Loncoche,7681,7289,94.8965,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9110,Melipeuco,1718,1629,94.8196,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9111,Nueva Imperial,536,484,90.2985,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9112,Padre Las Casas,244,230,94.2623,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9113,Perquenco,1665,1564,93.9339,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9114,Pitrufquén,1288,1244,96.5839,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9115,Pucón,4904,4737,96.5946,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9116,Saavedra,4034,3925,97.298,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,1541,1488,96.5607,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9118,Toltén,46144,44174,95.7308,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9119,Vilcún,1054,1018,96.5844,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9120,Villarrica,14711,13991,95.1057,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,91,Cautín,9121,Cholchol,1330,1318,99.0977,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9201,Angol,8022,7598,94.7145,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9202,Collipulli,608,597,98.1908,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9203,Curacautín,1363,1351,99.1196,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9204,Ercilla,3241,3214,99.1669,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9205,Lonquimay,5253,5046,96.0594,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9206,Los Sauces,10252,9820,95.7862,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9207,Lumaco,856,774,90.4206,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9208,Purén,868,816,94.0092,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9209,Renaico,724,660,91.1602,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9210,Traiguén,465,418,89.8925,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
9,La Araucanía,92,Malleco,9211,Victoria,68933,65757,95.3926,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,185,155,83.7838,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10102,Calbuco,1586,1516,95.5864,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10103,Cochamó,584,508,86.9863,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10104,Fresia,1572,1526,97.0738,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10105,Frutillar,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10106,Los Muermos,1510,1413,93.5762,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10107,Llanquihue,842,788,93.5867,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10108,Maullín,837,796,95.1016,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,560,535,95.5357,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10201,Castro,500,463,92.6,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10202,Ancud,3482,3362,96.5537,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10203,Chonchi,805,746,92.6708,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,1959,1920,98.0092,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10205,Dalcahue,224,185,82.5893,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10206,Puqueldón,55,44,80.0,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10207,Queilén,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10208,Quellón,421,355,84.323,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10209,Quemchi,43,33,76.7442,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,102,Chiloé,10210,Quinchao,8954,7941,88.6866,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10301,Osorno,15702,15007,95.5738,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10302,Puerto Octay,273,248,90.8425,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10303,Purranque,,,,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10304,Puyehue,25661,24387,95.0353,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10305,Río Negro,2141,1950,91.0789,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,90,72,80.0,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,103,Osorno,10307,San Pablo,44606,41205,92.3755,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,104,Palena,10401,Chaitén,3625,3473,95.8069,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,104,Palena,10402,Futaleufú,188991,180482,95.4977,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,104,Palena,10403,Hualaihué,5457,5191,95.1255,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
10,Los Lagos,104,Palena,10404,Palena,240,210,87.5,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,22256,21457,96.41,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,23225,22295,95.9957,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,73,66,90.411,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,56671,51902,91.5848,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,3690,3600,97.561,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,2787,2755,98.8518,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,29243,28302,96.7821,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,30703,29529,96.1763,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,203,181,89.1626,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,40358,38452,95.2773,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,120747,116208,96.2409,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,29079,26695,91.8016,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,25836,25156,97.368,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,16739,16618,99.2771,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,55642,53543,96.2277,2026-03,https://www.subtel.gob.cl/wp-content/uploads/2026/05/1_SERIES_CONEXIONES_INTERNET_FIJA_MAR26_040526.xlsx
