region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,fixed_connections_total,fixed_connections_residential,residential_share_pct,source_status,source_mapping_method,period,source_url
10,Los Lagos,103,Osorno,10302,Puerto Octay,1083,1046,96.5836,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10303,Purranque,3521,3401,96.5919,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10304,Puyehue,1604,1536,95.7606,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10305,Río Negro,1996,1955,97.9459,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,244,204,83.6066,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10307,San Pablo,1606,1558,97.0112,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,104,Palena,10401,Chaitén,914,821,89.8249,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,104,Palena,10402,Futaleufú,875,821,93.8286,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,104,Palena,10403,Hualaihué,785,702,89.4268,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,104,Palena,10404,Palena,473,424,89.6406,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,15785,15088,95.5844,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,189,159,84.127,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,5748,5353,93.128,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,1638,1486,90.7204,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,345,270,78.2609,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,835,791,94.7305,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,272,249,91.5441,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,56,43,76.7857,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,845,788,93.2544,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,581,555,95.525,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,44813,41401,92.3861,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,44,35,79.5455,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,86,47,54.6512,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,129,91,70.5426,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,447,391,87.472,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,,,,source_blank,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,2167,1976,91.186,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,111,87,78.3784,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,69,62,89.8551,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,8988,7959,88.5514,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,202,181,89.604,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13101,Santiago,178660,163187,91.3394,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,23924,23034,96.2799,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,28935,28036,96.893,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,30612,29472,96.276,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,38115,37551,98.5203,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,54990,52965,96.3175,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,28730,26465,92.1163,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13108,Independencia,33736,32105,95.1654,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,35862,34156,95.2429,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,121607,117258,96.4237,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,25489,24830,97.4146,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,16583,16459,99.2522,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,29657,27332,92.1604,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,126218,111346,88.2172,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,31399,28510,90.7991,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,15628,15328,98.0804,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,22468,21938,97.6411,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13118,Macul,42651,40554,95.0834,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,149054,144705,97.0823,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,109235,102785,94.0953,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,23278,22636,97.242,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,57580,55481,96.3546,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,75627,63116,83.457,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,59738,57296,95.9121,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,51205,48973,95.6411,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,35971,33639,93.517,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,39160,36369,92.8728,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13128,Renca,34589,33227,96.0623,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,26802,25433,94.8922,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,55879,52944,94.7476,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,15052,14709,97.7212,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,37041,31810,85.8778,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,144125,140600,97.5542,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque,4436,4338,97.7908,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,2178,2079,95.4545,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,41205,39273,95.3112,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,23878,22659,94.8949,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,3686,3593,97.4769,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo,69855,67734,96.9637,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,134,Maipo,13402,Buin,21829,21062,96.4863,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,4046,3962,97.9239,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,134,Maipo,13404,Paine,8408,8141,96.8245,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla,20068,19353,96.4371,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,2768,2733,98.7355,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,4425,4287,96.8814,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,135,Melipilla,13504,María Pinto,3291,3169,96.2929,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,135,Melipilla,13505,San Pedro,634,600,94.6372,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,136,Talagante,13601,Talagante,15978,15347,96.0508,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,136,Talagante,13602,El Monte,6769,6697,98.9363,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,6569,6414,97.6404,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,136,Talagante,13604,Padre Hurtado,23070,22466,97.3819,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
13,Metropolitana de Santiago,136,Talagante,13605,Peñaflor,24193,23410,96.7635,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14101,Valdivia,50119,48262,96.2948,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14102,Corral,506,468,92.4901,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14103,Lanco,2776,2727,98.2349,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14104,Los Lagos,2559,2479,96.8738,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14105,Máfil,1193,1162,97.4015,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14106,Mariquina,3983,3861,96.937,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14107,Paillaco,3064,2984,97.389,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,141,Valdivia,14108,Panguipulli,5302,5101,96.209,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,142,Ranco,14201,La Unión,9018,8741,96.9284,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,142,Ranco,14202,Futrono,1703,1665,97.7686,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,142,Ranco,14203,Lago Ranco,951,917,96.4248,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
14,Los Ríos,142,Ranco,14204,Río Bueno,5783,5637,97.4754,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
15,Arica y Parinacota,151,Arica,15101,Arica,59011,55782,94.5281,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
15,Arica y Parinacota,151,Arica,15102,Camarones,78,57,73.0769,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
15,Arica y Parinacota,152,Parinacota,15201,Putre,129,80,62.0155,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,1128,1010,89.539,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16101,Chillán,56979,54343,95.3737,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16102,Bulnes,3760,3680,97.8723,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16103,Chillán Viejo,10946,10452,95.4869,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16104,El Carmen,674,660,97.9228,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16105,Pemuco,914,884,96.7177,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16106,Pinto,2458,2440,99.2677,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16107,Quillón,3284,3224,98.173,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16108,San Ignacio,1265,1252,98.9723,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,161,Diguillín,16109,Yungay,2795,2756,98.6047,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16201,Quirihue,990,958,96.7677,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
16,Ñuble,162,Itata,16202,Cobquecura,839,817,97.3778,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
