region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales,macrozona_operativa,ookla_fixed_tiles_2026q1,ookla_fixed_tests_2026q1,ookla_fixed_devices_sum_2026q1,ookla_fixed_download_mbps_2026q1,ookla_fixed_upload_mbps_2026q1,ookla_fixed_latency_ms_2026q1,ookla_fixed_loaded_latency_down_ms_2026q1,ookla_fixed_loaded_latency_up_ms_2026q1,ookla_fixed_tests_2025q4,ookla_fixed_download_delta_pct_q4_to_q1,ookla_fixed_upload_delta_pct_q4_to_q1,ookla_fixed_latency_delta_pct_q4_to_q1,ookla_mobile_tiles_2026q1,ookla_mobile_tests_2026q1,ookla_mobile_devices_sum_2026q1,ookla_mobile_download_mbps_2026q1,ookla_mobile_upload_mbps_2026q1,ookla_mobile_latency_ms_2026q1,ookla_mobile_loaded_latency_down_ms_2026q1,ookla_mobile_loaded_latency_up_ms_2026q1,ookla_mobile_tests_2025q4,ookla_mobile_download_delta_pct_q4_to_q1,ookla_mobile_upload_delta_pct_q4_to_q1,ookla_mobile_latency_delta_pct_q4_to_q1,ookla_observed_any_2026q1,ookla_period,ookla_spatial_method,claro_4g_point_records_2025m03,entel_4g_point_records_2025m03,movistar_4g_point_records_2025m03,wom_4g_point_records_2025m03,mobile_4g_point_records_2025m03,mobile_4g_operators_present_2025m03,claro_5g_point_records_2025m03,entel_5g_point_records_2025m03,movistar_5g_point_records_2025m03,wom_5g_point_records_2025m03,mobile_5g_point_records_2025m03,mobile_5g_operators_present_2025m03,mineduc_aulas_selected_establishments_2025,mineduc_aulas_waitlist_establishments_2025,mineduc_aulas_selected_rural_establishments_2025,mineduc_aulas_selected_enrollment_2025,mineduc_aulas_selected_with_coordinates_2025,fixed_access_public_layers_present,fixed_access_public_operators_present,subtel_fixed_connections_total_2026m03,subtel_fixed_connections_residential_2026m03,subtel_fixed_residential_share_pct_2026m03,subtel_fixed_residential_per_100_censo_households_2026m03,subtel_fixed_source_status_2026m03
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6109,Malloa,4937,4930,623,12.6369,2768,56.146,4812,97.4681,2012,40.7535,1424,28.8434,4171,84.4845,200,4.051,1943,39.3559,2994,60.6441,5.5348,0.3109,30.3933,9.854,4.0552,14.1119,36.9221,36.4558,28.9335,41.6464,5.9611,Centro,50.0,215.0,84.0,268.41,206.437,12.874,176.791,324.353,233.0,25.333,27.087,13.019,50.0,141.0,72.0,71.437,16.36,31.284,1532.629,1192.617,62.0,8.294,1.773,-13.139,yes,2026Q1,tile centroid within BCN commune polygon,2,12,7,5,26,4,0,3,6,3,12,3,1,1,1,241,1,2,1,1295,1268,97.9151,25.6836,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6110,Mostazal,9140,9105,733,8.0505,2858,31.3893,8904,97.4179,4450,48.6871,5347,58.5011,7782,85.1422,517,5.6565,7138,78.0963,2002,21.9037,6.8182,0.5254,34.1126,15.4319,2.6342,14.3672,42.7176,32.1589,27.5601,51.0592,6.355,Centro,88.0,733.0,209.0,341.523,269.558,7.55,197.045,252.84,601.0,13.257,12.873,3.98,45.0,155.0,82.0,109.759,20.14,31.161,1048.461,1205.465,126.0,14.206,-3.788,15.108,yes,2026Q1,tile centroid within BCN commune polygon,4,11,9,6,30,4,0,4,4,4,12,3,0,0,0,0,0,2,2,4835,4710,97.4147,51.5317,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6111,Olivar,4713,4699,407,8.6614,1766,37.5825,4618,97.9843,2446,51.899,2401,50.9442,4083,86.6327,277,5.8774,3192,67.7276,1521,32.2724,5.1791,0.2374,36.6398,16.8224,2.3152,13.1266,40.9728,32.3704,25.8921,43.7128,5.5013,Centro,41.0,276.0,84.0,482.088,419.657,4.388,223.138,273.025,230.0,41.484,44.794,-28.113,27.0,80.0,44.0,143.833,25.732,20.788,1201.38,835.062,77.0,-10.191,-19.685,12.483,yes,2026Q1,tile centroid within BCN commune polygon,2,6,4,9,21,4,0,1,3,7,11,3,0,0,0,0,0,3,2,2648,2555,96.4879,54.2118,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6112,Peumo,4867,4858,585,12.042,1454,29.93,4727,97.1235,2151,44.1956,2782,57.1605,3949,81.1383,123,2.5272,4154,85.3503,713,14.6497,5.9786,0.5874,30.0576,12.8906,2.7549,14.7204,38.384,36.2664,31.9285,46.9367,6.3528,Centro,55.0,344.0,154.0,251.837,213.047,8.901,340.108,294.462,334.0,0.728,-0.326,12.146,28.0,90.0,51.0,113.492,24.04,34.367,867.356,1203.522,76.0,1.441,9.507,8.694,yes,2026Q1,tile centroid within BCN commune polygon,1,6,3,5,15,4,0,3,3,3,9,3,0,0,0,0,0,2,1,1468,1455,99.1144,29.8952,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6113,Pichidegua,7253,7241,1008,13.9207,3341,46.14,7067,97.4355,2776,38.2738,2651,36.5504,5858,80.7666,479,6.6042,2643,36.4401,4610,63.5599,6.1022,0.2265,26.5728,9.8096,3.3526,12.9001,37.9001,37.0861,29.5254,45.0055,5.3808,Centro,84.0,470.0,146.0,269.861,225.852,8.051,222.251,464.083,358.0,-19.085,-16.148,13.876,53.0,297.0,78.0,73.946,19.013,52.572,879.759,1140.767,272.0,-22.829,-11.932,-10.398,yes,2026Q1,tile centroid within BCN commune polygon,2,9,4,13,28,4,0,4,4,7,15,3,5,1,4,1386,5,2,1,1826,1800,98.5761,24.8173,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6114,Quinta de Tilcoco,4856,4855,626,12.8939,2346,48.3213,4772,98.2702,2103,43.3072,1632,33.6079,4066,83.7315,310,6.3839,2795,57.5577,2061,42.4423,5.513,0.3619,30.2718,14.6005,1.2974,14.3122,37.4176,33.9168,31.2809,46.0873,5.6013,Centro,46.0,172.0,92.0,402.439,312.118,23.145,266.488,306.413,164.0,35.92,51.051,177.684,26.0,135.0,40.0,103.254,21.52,23.874,1257.133,992.081,72.0,9.087,8.375,-12.389,yes,2026Q1,tile centroid within BCN commune polygon,2,5,2,6,15,4,0,3,2,4,9,3,0,0,0,0,0,2,1,2309,2288,99.0905,47.1170,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6115,Rengo,22445,22307,1927,8.6385,7116,31.9003,21918,97.652,10761,47.9439,12922,57.5718,19031,84.7895,1012,4.5088,17979,80.1025,4466,19.8975,5.7073,0.3209,31.8471,18.802,2.7218,16.6129,41.6062,29.264,25.8752,51.1997,4.7274,Centro,109.0,1706.0,586.0,421.561,354.843,7.113,160.506,185.047,1569.0,10.751,10.481,-13.118,94.0,406.0,177.0,83.693,15.38,29.704,1699.656,1473.17,304.0,-20.219,-21.551,24.896,yes,2026Q1,tile centroid within BCN commune polygon,10,30,8,22,70,4,0,3,3,9,15,3,8,1,4,3026,8,5,3,15316,14739,96.2327,65.6672,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6116,Requínoa,9858,9821,876,8.9197,3293,33.5302,9633,97.7176,4908,49.787,5480,55.5894,8360,84.8042,360,3.6519,6438,65.3074,3420,34.6926,5.7315,0.3634,29.8586,13.9225,1.3322,13.8005,42.9777,29.0756,24.3466,43.8117,5.0036,Centro,85.0,440.0,192.0,358.767,294.58,7.55,215.293,256.875,658.0,21.385,27.605,-31.761,62.0,228.0,103.0,103.633,18.974,22.377,958.974,1153.163,218.0,-14.527,-12.526,-8.922,yes,2026Q1,tile centroid within BCN commune polygon,6,16,9,8,39,4,0,4,4,2,10,3,4,0,3,1232,4,5,3,4372,4225,96.6377,42.8586,reported
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6117,San Vicente,17860,17808,1873,10.5177,6806,38.2188,17438,97.6372,8215,45.9966,8602,48.1635,14844,83.1131,1144,6.4054,9745,54.5633,8115,45.4367,5.2007,0.4344,35.4208,18.1645,4.3393,15.1315,37.5904,35.2357,29.3827,47.138,6.1333,Centro,174.0,1171.0,364.0,254.072,223.959,13.209,198.543,383.576,1362.0,-7.814,2.261,41.197,93.0,267.0,152.0,91.236,15.621,40.116,1468.106,1423.451,237.0,-11.916,-15.567,29.39,yes,2026Q1,tile centroid within BCN commune polygon,2,18,10,11,41,4,0,3,4,2,9,3,3,1,1,1967,3,5,3,6644,6428,96.7489,35.9910,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6201,Pichilemu,7752,7687,657,8.5469,3078,40.0416,7585,97.8457,3715,47.9231,3729,48.1037,6643,85.694,457,5.8953,5925,76.4319,1827,23.5681,4.3444,0.3141,42.0522,24.1406,3.5927,13.1688,34.8281,30.9512,24.7997,49.4055,3.4247,Centro,90.0,784.0,343.0,289.43,219.471,15.704,237.853,272.761,697.0,-12.128,-13.937,28.912,88.0,546.0,292.0,99.643,21.036,51.487,1098.273,1340.868,268.0,-21.003,-23.26,37.109,yes,2026Q1,tile centroid within BCN commune polygon,7,15,10,20,52,4,0,4,5,9,18,3,3,1,2,909,3,4,3,5930,5788,97.6054,74.6646,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6202,La Estrella,1814,1811,215,11.8719,1223,67.5318,1782,98.2359,714,39.3605,309,17.0342,1562,86.108,90,4.9614,512,28.2249,1302,71.7751,5.157,0.3363,30.1876,8.6645,4.5806,10.6512,100.0,0.0,27.3179,40.3422,0.0,Centro,40.0,147.0,55.0,231.091,113.281,26.918,295.422,308.534,106.0,49.013,174.8,24.869,46.0,168.0,58.0,54.167,12.492,65.024,1641.5,1791.287,106.0,-22.827,-26.292,46.589,yes,2026Q1,tile centroid within BCN commune polygon,1,4,2,5,12,4,0,1,2,3,6,3,0,0,0,0,0,0,0,602,584,97.01,32.1940,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6203,Litueche,3410,3407,383,11.2416,2315,67.9483,3339,97.9179,1463,42.9032,579,16.9795,2985,87.5367,172,5.044,1268,37.1848,2142,62.8152,5.5838,0.5375,29.4308,14.4953,2.054,10.9742,33.8322,36.6197,30.3991,44.1021,4.284,Centro,76.0,313.0,98.0,215.657,75.176,25.719,283.249,197.061,260.0,1.034,10.537,21.362,37.0,126.0,54.0,86.601,14.614,32.214,1016.508,1064.238,184.0,-3.801,13.648,-9.366,yes,2026Q1,tile centroid within BCN commune polygon,3,7,7,8,25,4,0,3,5,4,12,3,0,0,0,0,0,2,1,1240,1210,97.5806,35.4839,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6204,Marchihue,3307,3300,552,16.7273,1940,58.7879,3188,96.4016,1340,40.5201,661,19.9879,2679,81.01,203,6.1385,902,27.2755,2405,72.7245,5.3555,0.3386,27.2094,11.8644,1.9068,11.6223,33.0811,36.9552,30.115,44.0678,4.54,Centro,33.0,168.0,49.0,144.601,69.241,19.077,290.435,318.149,163.0,-13.523,79.562,-9.972,46.0,197.0,64.0,98.124,13.165,46.396,1056.325,1368.416,152.0,4.821,-23.473,21.548,yes,2026Q1,tile centroid within BCN commune polygon,1,6,4,3,14,4,0,1,2,2,5,3,2,0,1,535,2,0,0,635,605,95.2756,18.2945,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6205,Navidad,3678,3668,565,15.4035,2065,56.2977,3552,96.5742,1434,38.9886,773,21.0169,2967,80.6688,356,9.6792,453,12.3165,3225,87.6835,4.7133,0.2481,30.7567,14.1807,3.2934,10.4518,29.3413,39.276,24.4148,44.7469,3.6745,Centro,81.0,366.0,156.0,327.283,215.589,17.809,366.216,258.817,309.0,15.204,12.744,12.908,53.0,214.0,107.0,73.581,18.547,77.051,1467.516,1690.159,97.0,-7.543,25.03,62.514,yes,2026Q1,tile centroid within BCN commune polygon,3,10,4,8,25,4,0,1,4,4,9,3,0,0,0,0,0,1,1,2240,2220,99.1071,60.3589,reported
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6206,Paredones,2857,2852,641,22.4755,1899,66.5849,2717,95.0998,894,31.2916,237,8.2954,2171,75.9888,99,3.4652,693,24.2562,2164,75.7438,4.1711,0.2121,28.6664,8.3304,7.0704,11.5856,29.8915,41.4071,33.5317,41.4771,4.7602,Centro,36.0,157.0,56.0,168.977,79.266,26.561,258.394,353.665,43.0,-12.782,31.66,6.842,53.0,200.0,83.0,61.922,14.839,33.525,1031.869,1160.583,100.0,-25.695,-0.429,-6.537,yes,2026Q1,tile centroid within BCN commune polygon,2,7,5,6,20,4,0,3,3,1,7,3,2,0,0,630,2,0,0,270,246,91.1111,8.6104,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6301,San Fernando,27372,27248,1990,7.3033,7771,28.5195,26729,97.6509,13671,49.9452,17171,62.732,23445,85.6532,1250,4.5667,23877,87.2315,3495,12.7685,5.1006,0.2679,34.8425,22.2967,3.1465,17.0879,39.956,30.7949,28.1026,53.1502,4.7216,Centro,138.0,1557.0,611.0,388.317,318.283,8.821,234.787,296.222,2342.0,-4.138,-3.422,28.962,113.0,384.0,233.0,104.509,19.933,26.404,1418.801,1316.869,552.0,3.854,11.908,4.599,yes,2026Q1,tile centroid within BCN commune polygon,11,39,19,16,85,4,0,6,2,7,15,3,10,1,2,4060,10,5,3,18763,17088,91.0729,62.4288,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6302,Chépica,5533,5528,855,15.4667,3020,54.631,5392,97.4517,2107,38.0806,1503,27.1643,4493,81.2037,193,3.4882,3098,55.9913,2435,44.0087,5.433,0.204,24.0282,9.6728,2.8928,15.0606,37.1,36.883,27.6984,47.6044,5.3336,Centro,87.0,492.0,192.0,164.406,150.038,10.417,199.909,441.557,251.0,-32.259,-21.827,-2.763,28.0,79.0,42.0,74.331,10.661,47.165,1442.19,1676.658,176.0,116.173,-20.588,-45.915,yes,2026Q1,tile centroid within BCN commune polygon,3,8,3,7,21,4,0,3,2,4,9,3,0,0,0,0,0,2,1,1142,1119,97.986,20.2241,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6303,Chimbarongo,13280,13270,1559,11.7483,6033,45.4635,13013,97.9895,5651,42.5527,5340,40.2108,11062,83.2982,754,5.6777,8692,65.4518,4588,34.5482,5.7615,0.4,30.5039,12.0133,4.4588,15.7867,39.0148,31.9349,30.8503,45.5525,4.9107,Centro,74.0,372.0,130.0,238.722,185.312,8.944,126.29,210.752,461.0,-3.757,-2.71,-13.743,84.0,803.0,123.0,109.386,30.317,21.224,806.695,546.521,487.0,-14.421,-0.6,-31.635,yes,2026Q1,tile centroid within BCN commune polygon,5,17,9,22,53,4,0,2,4,3,9,3,6,1,4,1167,6,3,3,3714,3590,96.6613,27.0331,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6304,Lolol,2898,2894,531,18.3483,1785,61.6793,2805,96.7909,1119,38.6128,520,17.9434,2293,79.1235,78,2.6915,887,30.6073,2011,69.3927,5.9197,0.1762,28.9955,11.0459,3.7625,11.9779,34.3459,38.2465,27.0625,41.146,4.4874,Centro,33.0,202.0,55.0,186.0,148.556,16.366,258.381,183.129,276.0,0.311,23.815,22.445,78.0,275.0,113.0,90.598,19.174,25.767,1345.38,832.12,112.0,-23.679,5.817,-14.82,yes,2026Q1,tile centroid within BCN commune polygon,1,7,3,5,16,4,0,4,3,3,10,3,0,0,0,0,0,1,1,672,655,97.4702,22.6018,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6305,Nancagua,6523,6504,710,10.9164,2785,42.8198,6402,98.145,2667,40.8861,2944,45.1326,5453,83.5965,170,2.6062,4210,64.5409,2313,35.4591,6.2639,0.3985,29.2619,15.3905,4.097,16.081,40.31,32.162,26.7915,49.2865,4.7721,Centro,53.0,207.0,103.0,286.468,245.675,6.884,185.304,301.903,277.0,3.835,5.524,-33.814,30.0,71.0,43.0,113.684,19.993,27.014,1173.282,1406.549,163.0,-4.68,-16.305,-50.245,yes,2026Q1,tile centroid within BCN commune polygon,3,6,4,6,19,4,0,3,4,2,9,3,4,0,2,1212,4,2,1,2462,2407,97.766,36.9002,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6306,Palmilla,4455,4449,591,13.2839,1762,39.6044,4357,97.8002,1787,40.1122,1867,41.908,3533,79.3042,410,9.2031,1129,25.3423,3326,74.6577,5.7821,0.3916,22.4568,8.3539,2.9643,12.3288,39.7709,36.3575,34.0669,41.1633,6.5349,Centro,55.0,264.0,78.0,132.684,98.454,15.348,288.319,386.617,233.0,-4.038,-16.108,6.65,37.0,75.0,44.0,111.444,24.227,32.133,959.176,1335.427,93.0,16.651,71.434,-17.493,yes,2026Q1,tile centroid within BCN commune polygon,2,4,3,6,15,4,0,3,3,4,10,3,0,0,0,0,0,2,1,539,526,97.5881,11.8070,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6307,Peralillo,4486,4481,497,11.0913,2204,49.1854,4392,97.9046,1968,43.8698,1743,38.8542,3851,85.8449,56,1.2483,2336,52.0731,2150,47.9269,5.1497,0.3403,27.1795,14.0468,2.3411,12.5307,36.1427,35.3846,32.0178,45.864,5.2174,Centro,55.0,282.0,94.0,227.12,175.042,9.319,123.504,228.493,213.0,-2.741,4.582,-9.813,41.0,93.0,55.0,102.077,30.415,33.086,1142.902,1029.011,129.0,25.576,79.514,6.567,yes,2026Q1,tile centroid within BCN commune polygon,3,5,3,4,15,4,0,2,1,2,5,3,0,0,0,0,0,1,1,926,910,98.2721,20.2853,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,3288,3282,371,11.3041,1624,49.482,3209,97.5973,1320,40.146,1198,36.4355,2784,84.6715,175,5.3224,814,24.7567,2474,75.2433,5.5091,0.3714,34.4691,10.861,5.324,14.0858,38.0286,34.9559,32.2787,43.2309,5.8412,Centro,25.0,93.0,31.0,160.613,153.173,11.14,289.204,395.645,113.0,-17.282,-2.954,16.661,22.0,85.0,24.0,80.11,11.904,25.153,991.8,1115.214,128.0,-25.213,-32.19,13.604,yes,2026Q1,tile centroid within BCN commune polygon,0,3,3,3,9,3,0,2,2,2,6,3,2,0,1,529,2,1,1,365,348,95.3425,10.5839,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,1777,1777,290,16.3196,1306,73.4947,1731,97.4114,622,35.0028,124,6.9781,1468,82.6111,76,4.2769,0,0.0,1777,100.0,3.7671,0.2854,27.4057,5.7963,5.4024,12.2116,100.0,0.0,28.081,42.4873,0.0,Centro,18.0,49.0,24.0,180.891,66.505,16.98,85.776,164.918,66.0,87.757,19.326,-22.871,30.0,69.0,36.0,29.32,7.821,34.507,2305.176,2565.899,32.0,-26.925,86.17,-18.267,yes,2026Q1,tile centroid within BCN commune polygon,3,5,3,6,17,4,0,0,3,3,6,2,0,0,0,0,0,1,1,144,128,88.8889,7.2032,reported
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,14864,14817,1503,10.1438,5832,39.3602,14571,98.0288,6967,46.8716,7047,47.4098,12504,84.1227,780,5.2476,8880,59.7417,5984,40.2583,4.9681,0.3331,32.6635,20.0,2.5421,15.9946,39.3392,31.8274,27.0196,51.3621,4.8483,Centro,99.0,735.0,307.0,324.028,280.779,12.005,221.335,250.556,890.0,-2.404,-3.521,20.242,82.0,354.0,162.0,87.029,16.742,29.46,1267.559,1332.969,339.0,8.377,13.682,1.607,yes,2026Q1,tile centroid within BCN commune polygon,6,24,10,17,57,4,0,4,1,3,8,3,0,0,0,0,0,5,4,7082,6522,92.0926,43.8778,reported
7,Maule,71,Talca,7101,Talca,85310,84579,5280,6.2427,20721,24.499,83740,98.1597,48939,57.3661,58220,68.2452,73793,86.4998,2806,3.2892,81197,95.1788,4113,4.8212,4.5164,0.2623,33.8055,24.6788,2.269,15.2967,36.4278,29.7338,24.3798,50.7436,4.3779,Centro,271.0,5495.0,2230.0,432.998,398.948,6.553,162.458,182.898,5691.0,1.961,1.515,1.96,204.0,1442.0,704.0,126.17,26.153,30.686,1324.911,1191.257,1796.0,5.616,5.371,16.908,yes,2026Q1,tile centroid within BCN commune polygon,33,117,47,42,239,4,0,5,33,6,44,3,9,2,2,1970,9,6,4,68314,64108,93.8431,75.1471,reported
7,Maule,71,Talca,7102,Constitución,17599,17522,2259,12.8924,8750,49.9372,17109,97.2158,7066,40.15,6308,35.8429,14560,82.732,602,3.4206,14249,80.9648,3350,19.0352,4.9614,0.3051,32.3231,18.9074,3.156,15.1589,39.256,28.4721,27.2189,45.0268,4.1871,Centro,79.0,756.0,255.0,401.692,290.525,11.893,212.507,194.231,741.0,10.186,9.718,-3.466,81.0,340.0,188.0,79.415,19.444,34.679,1314.768,1309.437,335.0,7.804,-5.244,20.715,yes,2026Q1,tile centroid within BCN commune polygon,9,42,13,21,85,4,0,4,4,1,9,3,6,0,3,2696,6,5,3,8120,7751,95.4557,44.0423,reported
7,Maule,71,Talca,7103,Curepto,3791,3781,1046,27.6646,2003,52.9754,3658,96.4917,1193,31.4693,649,17.1195,2644,69.7441,203,5.3548,1238,32.6563,2553,67.3437,4.5079,0.2934,27.9039,8.6853,6.1246,13.1468,28.2471,44.8522,32.3918,42.8194,4.5935,Centro,23.0,114.0,36.0,268.052,167.723,32.228,220.561,458.272,27.0,14.962,-4.475,-24.792,36.0,141.0,49.0,45.047,14.518,28.66,1217.241,1257.319,108.0,-57.721,-35.037,12.884,yes,2026Q1,tile centroid within BCN commune polygon,2,8,4,8,22,4,0,2,4,4,10,3,0,0,0,0,0,2,1,388,369,95.1031,9.7336,reported
7,Maule,71,Talca,7104,Empedrado,1464,1462,246,16.8263,1085,74.2134,1434,97.9508,540,36.8852,119,8.1284,1202,82.1038,18,1.2295,984,67.2131,480,32.7869,4.9383,0.2743,30.417,15.6528,2.5974,12.4402,100.0,0.0,33.6979,39.0294,0.0,Centro,5.0,15.0,6.0,584.645,564.604,8.6,112.267,151.733,20.0,74.23,112.351,-86.739,12.0,16.0,13.0,37.329,12.44,30.062,1938.0,1070.938,8.0,-22.403,-10.044,-22.67,yes,2026Q1,tile centroid within BCN commune polygon,2,5,4,2,13,4,0,0,4,0,4,1,0,1,0,0,0,2,1,278,269,96.7626,18.3743,reported
7,Maule,71,Talca,7105,Maule,20409,20346,1246,6.1241,5976,29.3719,20124,98.6036,11495,56.3232,12905,63.2319,17767,87.0547,858,4.204,15935,78.0783,4474,21.9217,6.6362,0.4315,25.913,17.0842,1.1716,17.1724,49.8799,19.5304,24.2169,49.8554,3.7845,Centro,126.0,1159.0,450.0,347.886,319.181,7.832,155.897,205.763,1402.0,6.813,4.414,10.966,98.0,465.0,184.0,57.559,14.436,26.254,1534.312,1198.248,456.0,-16.693,-13.995,-4.042,yes,2026Q1,tile centroid within BCN commune polygon,2,16,10,13,41,4,0,3,4,2,9,3,4,0,3,1287,4,4,3,10095,9816,97.2363,48.0964,reported
7,Maule,71,Talca,7106,Pelarco,3247,3142,404,12.8581,1858,59.1343,3206,98.7373,1240,38.1891,833,25.6545,2696,83.0305,110,3.3877,877,27.0095,2370,72.9905,5.7662,0.1567,26.9172,7.0219,3.4801,12.9658,38.7127,35.8177,33.631,38.7127,5.3896,Centro,52.0,264.0,81.0,187.146,128.224,14.133,228.14,281.0,249.0,17.37,-4.653,19.7,21.0,50.0,28.0,81.028,14.745,30.26,1834.84,2045.46,52.0,-36.109,-31.243,41.886,yes,2026Q1,tile centroid within BCN commune polygon,2,4,4,4,14,4,0,2,3,2,7,3,0,0,0,0,0,0,0,410,386,94.1463,11.8879,reported
7,Maule,71,Talca,7107,Pencahue,3423,3419,568,16.613,1821,53.2612,3345,97.7213,1345,39.293,966,28.2209,2787,81.4198,122,3.5641,1040,30.3827,2383,69.6173,4.5468,0.2067,27.1266,8.8278,4.9401,13.0956,34.6682,35.3698,23.5896,38.0298,4.5016,Centro,32.0,92.0,40.0,161.614,90.08,18.228,203.217,300.011,62.0,-41.514,-63.249,63.553,59.0,97.0,60.0,44.632,9.169,35.124,1999.771,1945.344,106.0,-27.164,-7.701,36.579,yes,2026Q1,tile centroid within BCN commune polygon,4,9,7,7,27,4,0,3,5,4,12,3,0,0,0,0,0,2,2,588,520,88.4354,15.1914,reported
7,Maule,71,Talca,7108,Río Claro,5132,5123,700,13.6639,3025,59.0474,5031,98.032,1861,36.2627,1309,25.5066,4237,82.5604,165,3.2151,1280,24.9415,3852,75.0585,5.837,0.2374,25.731,7.6998,2.2027,13.0604,37.5049,35.2632,29.0643,37.8558,4.6199,Centro,53.0,233.0,80.0,190.321,151.699,15.283,530.305,473.302,112.0,-2.241,-8.736,46.924,38.0,80.0,48.0,136.195,21.881,27.625,1411.924,1490.05,93.0,1.001,-24.449,29.234,yes,2026Q1,tile centroid within BCN commune polygon,2,11,2,7,22,4,0,2,2,3,7,3,0,0,0,0,0,2,2,875,865,98.8571,16.8550,reported
7,Maule,71,Talca,7109,San Clemente,16662,16614,1957,11.7792,8080,48.6337,16317,97.9294,6482,38.9029,6235,37.4205,13868,83.2313,857,5.1434,8874,53.2589,7788,46.7411,6.363,0.3603,26.9965,10.6221,2.8762,14.2909,39.8943,32.3946,31.3558,42.8426,4.3953,Centro,174.0,974.0,350.0,244.041,192.037,13.362,226.002,270.82,920.0,-15.242,-15.331,6.504,142.0,341.0,189.0,36.617,9.652,32.443,1725.955,1530.115,344.0,-23.002,-23.633,-0.813,yes,2026Q1,tile centroid within BCN commune polygon,7,26,8,16,57,4,0,2,1,2,5,3,0,0,0,0,0,2,2,5504,5308,96.439,31.8569,reported
7,Maule,71,Talca,7110,San Rafael,3925,3917,474,12.1011,2260,57.6972,3854,98.1911,1674,42.6497,1084,27.6178,3304,84.1783,162,4.1274,2023,51.5414,1902,48.4586,6.1277,0.5407,25.0319,8.4374,2.8804,13.8669,40.4028,32.8575,36.2223,46.3676,4.7923,Centro,49.0,236.0,69.0,160.063,88.16,18.123,258.178,254.547,152.0,-10.336,-22.728,64.366,37.0,92.0,50.0,130.504,22.945,27.076,1148.054,1423.554,101.0,22.192,0.162,9.081,yes,2026Q1,tile centroid within BCN commune polygon,2,5,1,4,12,4,0,2,1,1,4,3,0,0,0,0,0,0,0,764,746,97.644,19.0064,reported
7,Maule,72,Cauquenes,7201,Cauquenes,16229,16172,2999,18.5444,6080,37.5958,15776,97.2087,6280,38.6962,6922,42.652,11847,72.999,416,2.5633,12736,78.4768,3493,21.5232,5.4578,0.3056,28.8758,15.6269,4.4163,15.9975,35.6578,37.029,26.0593,51.2353,4.6325,Centro,80.0,698.0,233.0,428.236,370.883,12.1,163.92,243.441,638.0,10.78,9.872,-13.652,85.0,280.0,144.0,65.736,13.598,29.9,2044.812,1880.518,319.0,-28.838,-17.055,4.747,yes,2026Q1,tile centroid within BCN commune polygon,6,26,7,17,56,4,0,4,2,7,13,3,3,0,0,937,3,3,2,9576,9287,96.982,57.2247,reported
