region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales,macrozona_operativa,ookla_fixed_tiles_2026q1,ookla_fixed_tests_2026q1,ookla_fixed_devices_sum_2026q1,ookla_fixed_download_mbps_2026q1,ookla_fixed_upload_mbps_2026q1,ookla_fixed_latency_ms_2026q1,ookla_fixed_loaded_latency_down_ms_2026q1,ookla_fixed_loaded_latency_up_ms_2026q1,ookla_fixed_tests_2025q4,ookla_fixed_download_delta_pct_q4_to_q1,ookla_fixed_upload_delta_pct_q4_to_q1,ookla_fixed_latency_delta_pct_q4_to_q1,ookla_mobile_tiles_2026q1,ookla_mobile_tests_2026q1,ookla_mobile_devices_sum_2026q1,ookla_mobile_download_mbps_2026q1,ookla_mobile_upload_mbps_2026q1,ookla_mobile_latency_ms_2026q1,ookla_mobile_loaded_latency_down_ms_2026q1,ookla_mobile_loaded_latency_up_ms_2026q1,ookla_mobile_tests_2025q4,ookla_mobile_download_delta_pct_q4_to_q1,ookla_mobile_upload_delta_pct_q4_to_q1,ookla_mobile_latency_delta_pct_q4_to_q1,ookla_observed_any_2026q1,ookla_period,ookla_spatial_method,claro_4g_point_records_2025m03,entel_4g_point_records_2025m03,movistar_4g_point_records_2025m03,wom_4g_point_records_2025m03,mobile_4g_point_records_2025m03,mobile_4g_operators_present_2025m03,claro_5g_point_records_2025m03,entel_5g_point_records_2025m03,movistar_5g_point_records_2025m03,wom_5g_point_records_2025m03,mobile_5g_point_records_2025m03,mobile_5g_operators_present_2025m03,mineduc_aulas_selected_establishments_2025,mineduc_aulas_waitlist_establishments_2025,mineduc_aulas_selected_rural_establishments_2025,mineduc_aulas_selected_enrollment_2025,mineduc_aulas_selected_with_coordinates_2025,fixed_access_public_layers_present,fixed_access_public_operators_present,subtel_fixed_connections_total_2026m03,subtel_fixed_connections_residential_2026m03,subtel_fixed_residential_share_pct_2026m03,subtel_fixed_residential_per_100_censo_households_2026m03,subtel_fixed_source_status_2026m03
8,Biobío,83,Biobío,8312,Tucapel,6182,6170,878,14.2301,2410,39.06,6018,97.3471,2449,39.615,2823,45.6648,4783,77.3698,177,2.8632,5071,82.0285,1111,17.9715,3.7936,0.1465,28.1736,13.7791,2.9793,15.9974,35.4598,35.897,32.4158,52.2021,4.0155,Centro,52.0,303.0,119.0,276.248,212.674,14.254,322.828,307.855,321.0,-8.052,-8.019,-7.116,25.0,72.0,34.0,66.82,14.369,31.042,1832.197,1201.264,107.0,-15.366,-0.076,-40.846,yes,2026Q1,tile centroid within BCN commune polygon,3,8,6,8,25,4,0,4,3,2,9,3,1,1,0,626,1,2,1,4777,4673,97.8229,75.5904,reported
8,Biobío,83,Biobío,8313,Yumbel,8894,8886,1740,19.5814,4154,46.7477,8550,96.1322,3134,35.2372,2799,31.4707,6586,74.0499,398,4.4749,4844,54.4637,4050,45.5363,4.0897,0.2039,26.6929,11.3836,3.5996,14.2745,33.3408,38.9089,30.8099,48.3465,4.3982,Centro,66.0,371.0,115.0,443.536,329.806,12.415,197.798,293.763,267.0,45.856,49.315,-21.543,74.0,227.0,111.0,64.617,12.357,36.467,1979.288,2025.106,108.0,-44.096,-39.69,16.385,yes,2026Q1,tile centroid within BCN commune polygon,2,17,6,13,38,4,0,2,3,5,10,3,0,1,0,0,0,1,1,11487,11200,97.5015,125.9276,reported
8,Biobío,83,Biobío,8314,Alto Biobío,2030,2022,758,37.4876,1071,52.9674,1749,86.1576,444,21.8719,97,4.7783,1169,57.5862,115,5.665,0,0.0,2030,100.0,12.2632,0.8973,15.032,4.9778,2.0207,14.7856,48.2997,21.1927,32.8241,40.8083,3.105,Centro,17.0,84.0,26.0,211.764,161.966,23.405,165.369,237.821,61.0,-15.703,-11.06,28.74,13.0,16.0,14.0,14.304,3.587,42.25,1384.8,1578.312,48.0,-43.075,-18.681,-20.408,yes,2026Q1,tile centroid within BCN commune polygon,1,3,4,2,10,4,0,0,2,0,2,1,2,0,2,502,2,2,1,384,331,86.1979,16.3054,reported
9,La Araucanía,91,Cautín,9101,Temuco,110729,110209,5819,5.28,27675,25.1114,108718,98.1839,66803,60.3302,75995,68.6315,97209,87.79,4196,3.7894,103194,93.1951,7535,6.8049,4.3935,0.3627,37.3172,26.9485,2.5123,16.1445,36.5262,26.2435,22.9085,51.4299,3.6427,Sur,376.0,7984.0,3219.0,396.134,364.555,9.598,179.591,233.582,8493.0,6.316,7.554,-2.628,254.0,1928.0,1024.0,103.971,22.146,32.498,1362.333,1188.595,2148.0,-5.202,-9.741,-3.297,yes,2026Q1,tile centroid within BCN commune polygon,36,79,56,124,295,4,0,12,32,9,53,3,0,0,0,0,0,6,4,1596,1548,96.9925,1.3980,reported
9,La Araucanía,91,Cautín,9102,Carahue,9095,9067,2064,22.7639,4903,54.0752,8684,95.481,2917,32.0726,1870,20.5607,6673,73.37,415,4.5629,4406,48.4442,4689,51.5558,5.2381,0.3544,25.7096,10.187,4.6645,15.4345,39.0209,37.1727,34.8405,48.8889,5.7096,Sur,51.0,207.0,80.0,202.331,128.607,23.773,284.464,217.444,154.0,-4.141,-14.101,29.454,60.0,182.0,82.0,70.733,10.816,37.066,1339.956,1281.33,144.0,16.015,-8.61,-3.777,yes,2026Q1,tile centroid within BCN commune polygon,3,15,11,9,38,4,0,4,7,2,13,3,0,0,0,0,0,2,1,1772,1753,98.9278,19.2743,reported
9,La Araucanía,91,Cautín,9103,Cunco,7332,7303,1329,18.198,4023,55.087,7085,96.6312,2491,33.9744,1704,23.2406,5692,77.6323,391,5.3328,3421,46.6585,3911,53.3415,4.9718,0.3434,29.2463,10.527,4.9836,14.3774,34.858,38.012,30.5707,45.2622,4.2736,Sur,85.0,447.0,133.0,274.853,200.078,17.394,232.327,241.572,242.0,-12.025,-8.444,-4.486,77.0,534.0,118.0,54.34,9.337,47.528,1951.389,2267.075,378.0,1.808,-1.602,11.083,yes,2026Q1,tile centroid within BCN commune polygon,6,6,7,15,34,4,0,3,3,4,10,3,1,0,0,726,1,2,1,99016,92328,93.2455,1259.2471,reported
9,La Araucanía,91,Cautín,9104,Curarrehue,2907,2900,497,17.1379,1921,66.2414,2770,95.2872,902,31.0286,419,14.4135,2305,79.2914,89,3.0616,717,24.6646,2190,75.3354,7.0983,0.554,29.5251,11.9408,4.68,13.627,39.2292,29.8004,27.839,46.0771,4.2326,Sur,58.0,183.0,80.0,134.301,91.818,26.164,328.082,256.869,159.0,7.288,-4.54,7.414,20.0,46.0,26.0,45.238,7.602,37.304,1910.652,1619.522,126.0,388.162,62.679,-24.975,yes,2026Q1,tile centroid within BCN commune polygon,4,4,3,2,13,4,0,1,0,1,2,2,0,0,0,0,0,2,1,1104,1064,96.3768,36.6013,reported
9,La Araucanía,91,Cautín,9105,Freire,9724,9700,2152,22.1856,5259,54.2165,9258,95.2077,3121,32.0958,1964,20.1974,7123,73.2517,450,4.6277,2166,22.2748,7558,77.7252,5.261,0.3528,26.3759,8.1679,3.6313,13.6406,35.5107,35.5313,28.8036,42.3722,4.4543,Sur,118.0,473.0,190.0,222.755,161.045,35.091,378.07,349.814,313.0,13.041,14.998,49.393,83.0,271.0,113.0,48.777,9.012,35.185,2085.242,2268.446,219.0,-57.733,-63.452,19.987,yes,2026Q1,tile centroid within BCN commune polygon,4,7,6,14,31,4,0,2,4,2,8,3,0,0,0,0,0,3,2,9123,8826,96.7445,90.7651,reported
9,La Araucanía,91,Cautín,9106,Galvarino,4516,4510,1120,24.8337,2696,59.7783,4265,94.442,1201,26.5943,607,13.4411,3298,73.0292,188,4.163,1494,33.0824,3022,66.9176,7.0791,0.3796,19.7342,5.8693,2.9014,13.7763,40.1329,35.0166,33.887,46.9989,5.6921,Sur,18.0,140.0,33.0,301.353,187.724,19.164,203.836,323.829,172.0,8.524,-12.333,32.595,28.0,200.0,48.0,108.318,19.003,32.075,1752.585,1856.725,236.0,106.458,34.763,-7.777,yes,2026Q1,tile centroid within BCN commune polygon,2,8,5,14,29,4,0,3,4,1,8,3,0,0,0,0,0,2,2,3900,3807,97.6154,84.3003,reported
9,La Araucanía,91,Cautín,9107,Gorbea,5587,5575,1000,17.9372,2675,47.9821,5437,97.3152,1954,34.974,1823,32.6293,4322,77.3582,145,2.5953,3637,65.0975,1950,34.9025,4.0883,0.199,33.2796,14.5621,4.657,17.3383,33.0647,39.0292,27.333,53.6092,4.5674,Sur,42.0,185.0,76.0,330.877,270.534,15.005,199.397,163.8,115.0,-11.963,-15.091,39.387,34.0,197.0,48.0,56.496,19.13,32.426,1306.33,1136.148,226.0,-34.85,18.181,-3.485,yes,2026Q1,tile centroid within BCN commune polygon,5,16,5,7,33,4,0,3,5,3,11,3,1,0,0,146,1,1,1,17768,17114,96.3192,306.3182,reported
9,La Araucanía,91,Cautín,9108,Lautaro,14825,14770,2031,13.7508,5415,36.6622,14375,96.9646,6132,41.3626,7063,47.6425,11588,78.1653,708,4.7757,10268,69.2614,4557,30.7386,5.6919,0.2856,25.9297,13.6465,2.0449,17.1357,42.3703,29.3987,26.7126,48.8763,4.3261,Sur,89.0,697.0,249.0,312.636,274.501,21.085,235.83,242.74,666.0,14.037,23.889,-19.59,96.0,468.0,138.0,69.155,9.711,46.013,2375.107,2037.267,334.0,4.714,-17.255,26.594,yes,2026Q1,tile centroid within BCN commune polygon,5,14,6,18,43,4,0,4,4,2,10,3,5,0,0,1726,5,3,2,221851,211371,95.2761,1425.7740,reported
9,La Araucanía,91,Cautín,9109,Loncoche,9576,9501,1475,15.5247,3879,40.8273,9277,96.8776,3564,37.218,3949,41.2385,7283,76.0547,404,4.2189,6001,62.6671,3575,37.3329,5.0778,0.368,28.0727,12.1342,4.1806,15.4369,35.9114,35.786,31.1873,50.324,4.6927,Sur,149.0,816.0,292.0,295.296,232.76,14.929,215.322,315.388,854.0,0.581,3.85,-17.569,75.0,306.0,114.0,91.419,17.046,34.542,1641.475,1471.395,187.0,51.532,14.372,17.378,yes,2026Q1,tile centroid within BCN commune polygon,5,12,6,15,38,4,0,3,5,2,10,3,2,0,0,460,2,3,2,7681,7289,94.8965,76.1174,reported
9,La Araucanía,91,Cautín,9110,Melipeuco,2632,2619,463,17.6785,1902,72.6231,2524,95.8967,844,32.0669,191,7.2568,2125,80.7371,96,3.6474,1024,38.9058,1608,61.0942,5.711,0.115,30.4116,13.1098,5.2973,13.3384,36.2424,36.2043,28.125,48.1707,4.8018,Sur,35.0,164.0,51.0,104.78,19.791,31.561,326.927,352.36,61.0,-17.072,-8.439,-38.804,26.0,79.0,36.0,51.281,12.521,52.557,2087.241,1342.696,55.0,-55.655,-39.707,-46.09,yes,2026Q1,tile centroid within BCN commune polygon,3,5,2,2,12,4,0,0,2,0,2,1,0,0,0,0,0,0,0,1718,1629,94.8196,61.8921,reported
9,La Araucanía,91,Cautín,9111,Nueva Imperial,12117,12093,2522,20.855,5345,44.1991,11566,95.4527,4283,35.347,4012,33.1105,8821,72.7985,494,4.0769,5915,48.8157,6202,51.1843,6.2271,0.3913,26.5175,11.7764,3.8897,15.8395,39.2188,35.9567,32.6617,50.3758,5.7395,Sur,65.0,417.0,153.0,325.745,250.649,15.384,213.962,295.928,412.0,17.262,13.876,-6.378,56.0,134.0,82.0,82.082,15.079,32.896,1610.78,1558.963,406.0,-4.244,-24.058,-4.757,yes,2026Q1,tile centroid within BCN commune polygon,4,8,6,21,39,4,0,4,5,1,10,3,0,0,0,0,0,3,3,536,484,90.2985,3.9944,reported
9,La Araucanía,91,Cautín,9112,Padre Las Casas,27719,27613,3364,12.1827,12758,46.2029,26910,97.0814,11905,42.9489,11034,39.8066,23045,83.1379,1134,4.0911,15916,57.4191,11803,42.5809,6.7021,0.4769,23.264,13.2128,1.92,16.5331,43.5975,27.5624,25.9384,47.932,4.4103,Sur,126.0,782.0,356.0,336.407,293.954,13.999,189.453,220.427,648.0,-14.609,-8.323,-7.53,147.0,356.0,228.0,65.12,13.61,37.761,1691.594,1675.244,310.0,-29.973,-29.449,12.448,yes,2026Q1,tile centroid within BCN commune polygon,9,35,11,28,83,4,0,4,7,5,16,3,2,0,2,372,2,5,3,244,230,94.2623,0.8298,reported
9,La Araucanía,91,Cautín,9113,Perquenco,2742,2738,437,15.9606,1537,56.1359,2654,96.7907,948,34.5733,738,26.9147,2161,78.8111,44,1.6047,1342,48.9424,1400,51.0576,5.6693,0.4389,24.3982,9.6645,2.5164,16.7761,39.0956,33.7345,30.744,50.0,5.0328,Sur,17.0,134.0,33.0,546.34,430.378,10.836,146.216,292.082,39.0,262.633,246.791,-42.19,18.0,31.0,22.0,52.623,8.363,42.29,2035.645,2012.677,24.0,-57.993,-55.45,30.961,yes,2026Q1,tile centroid within BCN commune polygon,1,4,3,5,13,4,0,3,2,1,6,3,1,0,0,359,1,1,1,1665,1564,93.9339,57.0387,reported
9,La Araucanía,91,Cautín,9114,Pitrufquén,10272,10232,1447,14.1419,4273,41.7611,9961,96.9724,4085,39.7683,4113,40.0409,8125,79.0985,707,6.8828,6389,62.1982,3883,37.8018,5.0893,0.286,30.3843,14.0265,4.6918,17.7624,37.4073,33.9739,31.6426,52.7214,4.6137,Sur,90.0,640.0,238.0,364.715,301.704,13.402,172.434,230.158,657.0,14.602,14.33,-13.087,59.0,199.0,100.0,78.412,13.968,35.688,1811.364,1681.193,265.0,-2.322,-0.1,-7.282,yes,2026Q1,tile centroid within BCN commune polygon,5,11,4,13,33,4,0,4,4,2,10,3,1,1,0,222,1,4,3,1288,1244,96.5839,12.1106,reported
9,La Araucanía,91,Cautín,9115,Pucón,12565,12495,916,7.3309,5863,46.9228,12324,98.082,6031,47.9984,5182,41.2415,10877,86.5659,923,7.3458,6923,55.0975,5642,44.9025,5.3427,0.4526,45.561,28.7297,2.4147,13.9146,37.6395,25.9165,22.131,48.9162,3.395,Sur,377.0,2480.0,1130.0,246.584,229.949,15.783,206.968,319.329,1664.0,-7.284,-8.017,11.722,199.0,705.0,402.0,66.521,15.327,45.651,1681.771,1624.223,422.0,-27.873,-24.21,33.284,yes,2026Q1,tile centroid within BCN commune polygon,9,47,24,22,102,4,0,5,6,3,14,3,2,0,2,439,2,5,4,4904,4737,96.5946,37.7000,reported
9,La Araucanía,91,Cautín,9116,Saavedra,4930,4916,1395,28.3767,3074,62.5305,4578,92.86,1130,22.9209,414,8.3976,3460,70.1826,100,2.0284,981,19.8986,3949,80.1014,6.4021,0.5932,22.9598,6.2322,3.9586,14.6366,36.1957,37.8197,34.8762,46.5286,6.3743,Sur,22.0,101.0,34.0,244.364,186.42,17.238,321.723,752.515,50.0,2.331,-5.213,-38.215,31.0,90.0,53.0,107.114,21.572,37.0,1270.364,1808.722,123.0,19.394,1.649,5.395,yes,2026Q1,tile centroid within BCN commune polygon,5,11,8,9,33,4,0,3,4,3,10,3,0,0,0,0,0,2,1,4034,3925,97.298,79.6146,reported
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,6051,6032,1408,23.3422,3523,58.4052,5801,95.8685,1594,26.3428,942,15.5677,4426,73.1449,237,3.9167,1833,30.2925,4218,69.7075,5.9478,0.2991,23.3135,8.8294,3.4392,13.4755,34.4246,39.0542,32.8538,44.957,4.8942,Sur,44.0,150.0,57.0,387.703,289.335,19.193,311.127,417.5,44.0,37.147,64.265,0.777,50.0,225.0,65.0,56.795,7.545,39.142,1737.351,1762.25,92.0,-36.793,-74.445,32.878,yes,2026Q1,tile centroid within BCN commune polygon,4,6,4,9,23,4,0,3,3,2,8,3,0,0,0,0,0,2,1,1541,1488,96.5607,24.5910,reported
9,La Araucanía,91,Cautín,9118,Toltén,3860,3857,910,23.5935,2436,63.1579,3700,95.8549,1133,29.3523,447,11.5803,2891,74.8964,118,3.057,952,24.6632,2908,75.3368,5.4351,0.1045,27.9751,11.2263,5.315,14.0264,35.4421,36.1939,32.3827,46.0461,4.6668,Sur,18.0,53.0,28.0,171.912,103.932,24.34,366.827,441.208,34.0,-7.874,101.696,-1.129,27.0,71.0,43.0,61.641,13.587,45.282,2052.186,1871.197,121.0,37.457,-44.847,51.943,yes,2026Q1,tile centroid within BCN commune polygon,7,6,4,3,20,4,0,3,4,1,8,3,0,0,0,0,0,2,1,46144,44174,95.7308,1144.4041,reported
9,La Araucanía,91,Cautín,9119,Vilcún,11237,11222,1806,16.0934,5706,50.8466,10878,96.8052,4760,42.3601,3556,31.6455,9012,80.1993,304,2.7053,5824,51.8288,5413,48.1712,6.3407,0.4836,24.4991,11.5326,2.4312,15.46,41.8648,29.7088,26.1466,45.4983,4.0787,Sur,82.0,448.0,164.0,292.257,193.161,19.652,156.15,162.324,295.0,-2.494,-8.928,1.351,164.0,391.0,222.0,52.341,10.994,43.422,1564.779,1841.607,190.0,-10.998,-32.123,27.633,yes,2026Q1,tile centroid within BCN commune polygon,5,14,6,13,38,4,0,3,4,2,9,3,0,0,0,0,0,4,3,1054,1018,96.5844,9.0594,reported
9,La Araucanía,91,Cautín,9120,Villarrica,25214,25083,2245,8.9503,8856,35.3068,24638,97.7156,11866,47.0612,13232,52.4788,20813,82.5454,1648,6.5361,14277,56.6233,10937,43.3767,5.8094,0.4388,34.7207,19.845,2.5084,14.5816,39.4912,29.684,23.7726,47.4419,4.1542,Sur,594.0,4210.0,1623.0,274.976,227.866,14.369,225.86,355.117,2848.0,-5.169,-8.316,12.249,235.0,986.0,555.0,58.211,12.976,43.674,1768.531,1526.55,529.0,-17.133,-30.743,13.51,yes,2026Q1,tile centroid within BCN commune polygon,11,39,23,27,100,4,0,3,6,3,12,3,3,0,0,769,3,4,3,14711,13991,95.1057,55.4890,reported
9,La Araucanía,91,Cautín,9121,Cholchol,4553,4536,970,21.3845,2618,57.716,4350,95.5414,1456,31.9789,882,19.3718,3450,75.7742,115,2.5258,1311,28.7942,3242,71.2058,7.1033,0.3983,21.6531,8.4194,2.7698,13.9371,42.295,33.8976,31.4794,47.5049,5.4298,Sur,25.0,174.0,48.0,263.139,201.153,12.149,252.328,491.115,105.0,2.278,-17.353,-22.455,34.0,97.0,43.0,68.107,12.895,32.196,1670.406,2007.546,59.0,19.54,11.8,6.18,yes,2026Q1,tile centroid within BCN commune polygon,3,7,2,6,18,4,0,3,2,2,7,3,0,0,0,0,0,2,1,1330,1318,99.0977,28.9479,reported
9,La Araucanía,92,Malleco,9201,Angol,19276,19121,2065,10.7996,6085,31.8236,18865,97.8678,8543,44.3194,10836,56.215,15670,81.2928,667,3.4603,17612,91.3675,1664,8.6325,4.8021,0.2216,29.1571,17.4922,2.924,17.8356,40.692,32.4142,29.7607,53.1322,5.2706,Sur,91.0,1302.0,379.0,422.867,319.602,8.785,239.22,264.62,1475.0,3.844,-14.778,-0.543,72.0,218.0,150.0,102.328,18.842,38.729,1585.209,1538.023,434.0,-2.796,-17.537,31.593,yes,2026Q1,tile centroid within BCN commune polygon,10,27,10,19,66,4,0,4,7,1,12,3,2,0,0,438,2,4,3,8022,7598,94.7145,39.4169,reported
9,La Araucanía,92,Malleco,9202,Collipulli,8814,8736,1412,16.163,4043,46.2798,8498,96.4148,2911,33.027,3153,35.7726,6773,76.8437,364,4.1298,6527,74.0526,2287,25.9474,5.0381,0.312,27.4304,12.9507,3.503,17.0584,40.9973,32.9986,33.5121,49.8174,5.1803,Sur,65.0,354.0,128.0,292.812,185.466,17.703,381.336,378.732,317.0,-3.091,-16.677,-2.709,41.0,145.0,69.0,74.935,16.304,35.566,1562.168,1314.821,136.0,-39.641,-18.021,2.893,yes,2026Q1,tile centroid within BCN commune polygon,5,10,4,18,37,4,0,4,4,3,11,3,1,0,0,257,1,4,3,608,597,98.1908,6.7733,reported
9,La Araucanía,92,Malleco,9203,Curacautín,7109,7094,1002,14.1246,3498,49.3093,6928,97.4539,2859,40.2166,2291,32.2268,5702,80.2082,453,6.3722,4889,68.772,2220,31.228,5.2453,0.1697,28.3441,13.2075,3.7736,15.4604,36.018,36.9896,29.9916,48.6483,4.8719,Sur,99.0,324.0,155.0,242.714,160.372,27.546,319.347,325.377,318.0,-8.927,-17.19,28.991,39.0,132.0,62.0,114.713,18.847,36.364,1061.159,1356.144,92.0,28.296,-3.329,6.849,yes,2026Q1,tile centroid within BCN commune polygon,7,8,4,13,32,4,0,4,4,2,10,3,2,0,0,1267,2,2,1,1363,1351,99.1196,19.0041,reported
9,La Araucanía,92,Malleco,9204,Ercilla,2789,2781,897,32.2546,1219,43.8332,2602,93.2951,726,26.0308,647,23.1983,1757,62.9975,43,1.5418,1410,50.5558,1379,49.4442,8.6469,0.7236,27.4848,8.8626,6.8174,16.0746,40.7248,34.8044,30.8934,52.0632,5.3104,Sur,18.0,135.0,43.0,616.476,390.283,12.481,253.733,270.941,65.0,24.021,3.574,4.008,23.0,100.0,36.0,66.397,14.136,48.13,1834.67,1260.64,67.0,-17.515,-24.684,28.016,yes,2026Q1,tile centroid within BCN commune polygon,2,4,2,7,15,4,0,2,2,2,6,3,2,0,0,488,2,1,1,3241,3214,99.1669,115.2384,reported
9,La Araucanía,92,Malleco,9205,Lonquimay,3774,3752,762,20.3092,2705,72.0949,3597,95.31,1088,28.8288,196,5.1934,2942,77.9544,123,3.2591,1381,36.5925,2393,63.4075,8.8526,0.1605,20.1967,10.2312,1.7008,13.3404,39.4366,32.0223,22.0569,44.6187,3.8002,Sur,36.0,195.0,68.0,211.328,129.938,25.692,311.456,347.318,185.0,-23.985,-24.203,36.109,29.0,92.0,51.0,66.961,16.135,49.13,1529.077,1039.62,104.0,70.623,42.952,6.582,yes,2026Q1,tile centroid within BCN commune polygon,3,12,3,3,21,4,0,5,2,1,8,3,1,0,0,571,1,2,1,5253,5046,96.0594,133.7043,reported
9,La Araucanía,92,Malleco,9206,Los Sauces,2720,2708,555,20.4948,1348,49.7784,2597,95.4779,860,31.6176,754,27.7206,2041,75.0368,82,3.0147,1614,59.3382,1106,40.6618,5.4275,0.1859,29.1237,12.4816,4.2342,14.9116,37.3711,35.7879,31.8115,45.8027,5.5596,Sur,14.0,90.0,31.0,418.449,290.288,30.911,316.967,256.389,130.0,23.103,7.198,105.867,20.0,124.0,30.0,58.748,12.402,60.597,1592.71,1465.444,148.0,-57.764,-21.887,90.899,yes,2026Q1,tile centroid within BCN commune polygon,4,7,5,4,20,4,0,2,4,0,6,2,1,0,0,368,1,1,1,10252,9820,95.7862,361.0294,reported
9,La Araucanía,92,Malleco,9207,Lumaco,3404,3396,853,25.1178,2331,68.6396,3210,94.3008,824,24.2068,133,3.9072,2489,73.1199,96,2.8202,1446,42.4794,1958,57.5206,7.2335,0.4429,25.3455,10.4675,6.0276,13.7019,38.3711,35.813,33.1373,44.4869,5.6748,Sur,27.0,123.0,42.0,105.841,19.808,34.0,489.138,132.894,288.0,23.379,8.418,-21.4,59.0,155.0,73.0,43.369,13.914,130.839,1533.252,1830.626,151.0,12.233,-26.968,-47.892,yes,2026Q1,tile centroid within BCN commune polygon,3,7,6,4,20,4,0,2,5,1,8,3,0,0,0,0,0,2,1,856,774,90.4206,22.7380,reported
9,La Araucanía,92,Malleco,9208,Purén,4518,4509,716,15.8794,2287,50.7208,4409,97.5874,1616,35.768,1313,29.0615,3557,78.7295,403,8.9199,2706,59.8938,1812,40.1062,5.5556,0.1785,26.9546,12.5803,3.6102,16.2791,39.3134,35.1052,30.8306,54.2414,5.3378,Sur,18.0,77.0,38.0,437.946,326.708,10.377,240.091,231.908,46.0,15.615,7.85,-29.389,25.0,115.0,41.0,83.496,18.496,74.591,765.678,898.139,66.0,8.808,18.93,120.762,yes,2026Q1,tile centroid within BCN commune polygon,3,10,4,9,26,4,0,4,4,3,11,3,1,0,0,528,1,1,1,868,816,94.0092,18.0611,reported
9,La Araucanía,92,Malleco,9209,Renaico,3837,3826,569,14.8719,2087,54.5478,3745,97.6023,1465,38.1809,1061,27.6518,3143,81.913,162,4.222,3013,78.5249,824,21.4751,5.8263,0.2913,25.3782,13.1455,1.904,17.0579,41.3146,32.7856,34.0115,49.8696,5.6338,Sur,15.0,108.0,43.0,534.56,345.068,12.546,225.852,105.343,152.0,3.159,-20.694,68.606,18.0,57.0,33.0,81.014,12.528,34.825,1922.509,1600.088,108.0,-22.947,-45.78,-26.384,yes,2026Q1,tile centroid within BCN commune polygon,2,7,3,6,18,4,0,3,2,2,7,3,0,0,0,0,0,2,1,724,660,91.1602,17.2009,reported
9,La Araucanía,92,Malleco,9210,Traiguén,7044,7012,1142,16.2864,3207,45.7359,6776,96.1953,2451,34.7956,2606,36.996,5514,78.2794,238,3.3788,5415,76.8739,1629,23.1261,5.6482,0.3737,28.8927,13.8059,4.6114,17.6487,37.2189,36.8488,32.2232,55.0954,5.2092,Sur,30.0,183.0,69.0,436.098,305.983,8.404,236.514,326.202,200.0,17.772,2.114,-24.796,29.0,61.0,39.0,92.449,19.024,49.705,1452.393,1582.533,86.0,-29.843,-32.414,63.53,yes,2026Q1,tile centroid within BCN commune polygon,6,9,4,10,29,4,0,3,4,3,10,3,0,0,0,0,0,2,1,465,418,89.8925,5.9341,reported
9,La Araucanía,92,Malleco,9211,Victoria,12479,12453,1878,15.0807,4171,33.4939,12045,96.5222,4969,39.8189,6239,49.996,9510,76.208,378,3.0291,8752,70.1338,3727,29.8662,6.1964,0.3883,30.2126,15.3871,3.2571,15.9005,38.1629,35.2667,27.5491,50.6057,5.343,Sur,60.0,381.0,151.0,337.407,291.325,16.871,205.937,286.239,374.0,1.959,-9.055,17.543,60.0,179.0,105.0,106.51,20.148,41.207,1600.379,1437.079,162.0,12.605,2.005,27.249,yes,2026Q1,tile centroid within BCN commune polygon,6,23,8,17,54,4,0,4,4,4,12,3,0,0,0,0,0,4,3,68933,65757,95.3926,526.9413,reported
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,100585,99752,5109,5.1217,31085,31.1623,98737,98.1627,54709,54.3908,62115,61.7537,88839,88.3223,4928,4.8993,86121,85.6201,14464,14.3799,4.9497,0.3199,35.9304,26.2921,1.7332,15.0854,40.7146,21.7875,20.4656,50.5366,3.5842,Sur,526.0,6007.0,2167.0,420.576,342.659,10.651,273.4,258.517,5885.0,1.889,3.342,-2.275,355.0,1619.0,812.0,79.643,18.473,37.634,1915.01,1307.985,1511.0,-22.502,-23.504,-4.989,yes,2026Q1,tile centroid within BCN commune polygon,38,116,55,147,356,4,0,29,24,20,73,3,12,2,5,3312,12,6,4,185,155,83.7838,0.1541,reported
10,Los Lagos,101,Llanquihue,10102,Calbuco,13417,13387,1947,14.544,7454,55.6809,13012,96.9814,5051,37.6463,3675,27.3906,10953,81.6352,501,3.7341,5945,44.3095,7472,55.6905,5.163,0.2922,22.7591,12.4236,1.8792,14.2207,38.4787,30.261,25.5108,47.1216,3.7733,Sur,40.0,132.0,47.0,181.924,37.941,23.477,384.045,145.326,101.0,-11.793,-24.657,-3.375,51.0,132.0,62.0,72.06,11.768,50.492,2488.434,1332.121,98.0,-40.142,-28.226,30.01,yes,2026Q1,tile centroid within BCN commune polygon,8,19,9,25,61,4,0,6,5,5,16,3,1,1,0,184,1,1,1,1586,1516,95.5864,11.2991,reported
