region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales,macrozona_operativa
8,Biobío,82,Arauco,8201,Lebu,8825,8776,983,11.201,2701,30.7771,8577,97.1898,3768,42.6969,5028,56.9745,6920,78.4136,201,2.2776,7846,88.9065,979,11.0935,4.9666,0.1959,23.1286,12.1682,1.8571,15.7457,41.905,30.8192,33.6106,49.5386,5.2752,Centro
8,Biobío,82,Arauco,8202,Arauco,13212,13178,1383,10.4948,5071,38.4808,12914,97.7445,5993,45.3603,6609,50.0227,10955,82.917,335,2.5356,9675,73.2289,3537,26.7711,4.9526,0.3004,25.0739,12.1957,2.7,15.6086,40.9025,30.0721,29.7914,46.0372,4.3231,Centro
8,Biobío,82,Arauco,8203,Cañete,12568,12521,1825,14.5755,6652,53.1267,12241,97.3982,4934,39.2584,3878,30.8561,10121,80.5299,357,2.8405,6435,51.2015,6133,48.7985,4.8431,0.2735,24.7087,12.7853,3.0008,15.5148,41.4605,31.2849,31.2769,49.2658,4.8364,Centro
8,Biobío,82,Arauco,8204,Contulmo,2290,2282,430,18.8431,1080,47.3269,2157,94.1921,708,30.917,734,32.0524,1730,75.5459,65,2.8384,905,39.5197,1385,60.4803,3.6548,0.1321,27.6661,11.9755,3.1469,13.8986,100,0,36.9755,48.4703,0,Centro
8,Biobío,82,Arauco,8205,Curanilahue,11133,11056,1089,9.8499,3316,29.9928,10807,97.0718,4576,41.103,6572,59.0317,8882,79.7808,182,1.6348,10166,91.3141,967,8.6859,4.7684,0.2366,25.4709,9.0131,6.1018,17.1429,41.1266,31.5367,27.7693,45.6963,4.6598,Centro
8,Biobío,82,Arauco,8206,Los Álamos,7997,7964,962,12.0794,3210,40.3064,7557,94.4979,2798,34.9881,3458,43.2412,6497,81.243,825,10.3164,6674,83.4563,1323,16.5437,4.7439,0.2776,23.1434,9.2674,4.7339,16.6437,42.3168,28.4158,26.1991,50.407,4.1077,Centro
8,Biobío,82,Arauco,8207,Tirúa,3609,3606,758,21.0205,2680,74.3206,3455,95.7329,1105,30.6179,90,2.4938,2793,77.3899,92,2.5492,937,25.9629,2672,74.0371,6.4543,0.1956,22.0682,11.0618,1.5803,15.0818,45.2731,25.9218,30.9121,47.1306,4.0477,Centro
8,Biobío,83,Biobío,8301,Los Ángeles,78739,78287,6813,8.7026,26652,34.044,77140,97.9692,39941,50.7258,43537,55.2928,67014,85.109,3036,3.8558,56398,71.6265,22341,28.3735,4.784,0.2388,31.7675,20.2537,1.902,15.5969,41.3653,27.9725,25.2891,47.9482,4.1711,Centro
8,Biobío,83,Biobío,8302,Antuco,1723,1721,262,15.2237,1065,61.8826,1689,98.0267,701,40.6849,378,21.9385,1425,82.7046,34,1.9733,793,46.0244,930,53.9756,4.174,0.1176,26.0163,11.6144,3.5424,16.0859,100,0,30.2555,47.0964,0,Centro
8,Biobío,83,Biobío,8303,Cabrero,11393,11386,1445,12.691,4596,40.3654,11183,98.1568,4869,42.7368,5134,45.0628,9130,80.1369,412,3.6163,7780,68.2875,3613,31.7125,4.5111,0.1598,28.3519,14.8564,2.441,16.0594,39.1343,30.6875,29.7743,46.6064,4.2585,Centro
8,Biobío,83,Biobío,8304,Laja,8565,8547,1274,14.9058,3219,37.6623,8328,97.2329,3683,43.0006,3907,45.6159,6598,77.0344,356,4.1565,5514,64.3783,3051,35.6217,4.8706,0.3074,27.6571,14.6344,1.9855,15.2534,38.4256,34.4195,33.9991,46.8115,4.8937,Centro
8,Biobío,83,Biobío,8305,Mulchén,10169,10157,1244,12.2477,3616,35.6011,9897,97.3252,4000,39.3352,5199,51.126,8029,78.9556,296,2.9108,7821,76.9102,2348,23.0898,5.8375,0.3711,31.8607,13.8247,4.7821,15.9697,40.0571,34.2222,29.8239,48.6175,5.4413,Centro
8,Biobío,83,Biobío,8306,Nacimiento,9234,9205,1231,13.3732,3246,35.2634,9012,97.5958,4178,45.2458,4674,50.6173,7374,79.8571,151,1.6353,7755,83.9831,1479,16.0169,5.0071,0.1977,31.3617,16.1738,3.8891,16.0004,40.234,32.8892,27.9276,44.6322,5.1999,Centro
8,Biobío,83,Biobío,8307,Negrete,3762,3761,492,13.0816,2287,60.8083,3675,97.6874,1484,39.4471,901,23.95,3170,84.2637,151,4.0138,2031,53.9872,1731,46.0128,4.918,0.0806,26.0766,10.7921,1.9139,14.0617,40.9091,32.8017,35.6459,43.8596,5.1302,Centro
8,Biobío,83,Biobío,8308,Quilaco,1731,1708,297,17.3888,944,55.2693,1670,96.476,531,30.6759,424,24.4945,1345,77.7008,71,4.1017,765,44.1941,966,55.8059,4.5694,0.1172,29.4731,10.4806,4.9797,14.2444,100,0,36.4215,49.1604,0,Centro
8,Biobío,83,Biobío,8309,Quilleco,3584,3582,659,18.3975,1719,47.9899,3470,96.8192,1286,35.8817,1090,30.4129,2720,75.8929,176,4.9107,1976,55.1339,1608,44.8661,4.8063,0.311,29.7878,10.5807,5.1089,15.215,35.3434,41.1223,30.8487,42.4065,5.416,Centro
8,Biobío,83,Biobío,8310,San Rosendo,1323,1322,215,16.2632,539,40.7716,1288,97.3545,524,39.607,550,41.5722,1027,77.6266,62,4.6863,1045,78.9872,278,21.0128,3.9021,0.5356,28.4418,12.0272,5.3707,14.6747,100,0,30.4841,48.7141,0,Centro
8,Biobío,83,Biobío,8311,Santa Bárbara,5218,5209,897,17.2202,2737,52.5437,5111,97.9494,1913,36.6616,1463,28.0376,4116,78.8808,168,3.2196,2828,54.197,2390,45.803,5.4637,0.2333,30.6424,14.5925,2.9722,16.3758,37.9291,34.535,31.7737,46.3279,4.8897,Centro
8,Biobío,83,Biobío,8312,Tucapel,6182,6170,878,14.2301,2410,39.06,6018,97.3471,2449,39.615,2823,45.6648,4783,77.3698,177,2.8632,5071,82.0285,1111,17.9715,3.7936,0.1465,28.1736,13.7791,2.9793,15.9974,35.4598,35.897,32.4158,52.2021,4.0155,Centro
8,Biobío,83,Biobío,8313,Yumbel,8894,8886,1740,19.5814,4154,46.7477,8550,96.1322,3134,35.2372,2799,31.4707,6586,74.0499,398,4.4749,4844,54.4637,4050,45.5363,4.0897,0.2039,26.6929,11.3836,3.5996,14.2745,33.3408,38.9089,30.8099,48.3465,4.3982,Centro
8,Biobío,83,Biobío,8314,Alto Biobío,2030,2022,758,37.4876,1071,52.9674,1749,86.1576,444,21.8719,97,4.7783,1169,57.5862,115,5.665,0,0,2030,100,12.2632,0.8973,15.032,4.9778,2.0207,14.7856,48.2997,21.1927,32.8241,40.8083,3.105,Centro
9,La Araucanía,91,Cautín,9101,Temuco,110729,110209,5819,5.28,27675,25.1114,108718,98.1839,66803,60.3302,75995,68.6315,97209,87.79,4196,3.7894,103194,93.1951,7535,6.8049,4.3935,0.3627,37.3172,26.9485,2.5123,16.1445,36.5262,26.2435,22.9085,51.4299,3.6427,Sur
9,La Araucanía,91,Cautín,9102,Carahue,9095,9067,2064,22.7639,4903,54.0752,8684,95.481,2917,32.0726,1870,20.5607,6673,73.37,415,4.5629,4406,48.4442,4689,51.5558,5.2381,0.3544,25.7096,10.187,4.6645,15.4345,39.0209,37.1727,34.8405,48.8889,5.7096,Sur
9,La Araucanía,91,Cautín,9103,Cunco,7332,7303,1329,18.198,4023,55.087,7085,96.6312,2491,33.9744,1704,23.2406,5692,77.6323,391,5.3328,3421,46.6585,3911,53.3415,4.9718,0.3434,29.2463,10.527,4.9836,14.3774,34.858,38.012,30.5707,45.2622,4.2736,Sur
9,La Araucanía,91,Cautín,9104,Curarrehue,2907,2900,497,17.1379,1921,66.2414,2770,95.2872,902,31.0286,419,14.4135,2305,79.2914,89,3.0616,717,24.6646,2190,75.3354,7.0983,0.554,29.5251,11.9408,4.68,13.627,39.2292,29.8004,27.839,46.0771,4.2326,Sur
9,La Araucanía,91,Cautín,9105,Freire,9724,9700,2152,22.1856,5259,54.2165,9258,95.2077,3121,32.0958,1964,20.1974,7123,73.2517,450,4.6277,2166,22.2748,7558,77.7252,5.261,0.3528,26.3759,8.1679,3.6313,13.6406,35.5107,35.5313,28.8036,42.3722,4.4543,Sur
9,La Araucanía,91,Cautín,9106,Galvarino,4516,4510,1120,24.8337,2696,59.7783,4265,94.442,1201,26.5943,607,13.4411,3298,73.0292,188,4.163,1494,33.0824,3022,66.9176,7.0791,0.3796,19.7342,5.8693,2.9014,13.7763,40.1329,35.0166,33.887,46.9989,5.6921,Sur
9,La Araucanía,91,Cautín,9107,Gorbea,5587,5575,1000,17.9372,2675,47.9821,5437,97.3152,1954,34.974,1823,32.6293,4322,77.3582,145,2.5953,3637,65.0975,1950,34.9025,4.0883,0.199,33.2796,14.5621,4.657,17.3383,33.0647,39.0292,27.333,53.6092,4.5674,Sur
9,La Araucanía,91,Cautín,9108,Lautaro,14825,14770,2031,13.7508,5415,36.6622,14375,96.9646,6132,41.3626,7063,47.6425,11588,78.1653,708,4.7757,10268,69.2614,4557,30.7386,5.6919,0.2856,25.9297,13.6465,2.0449,17.1357,42.3703,29.3987,26.7126,48.8763,4.3261,Sur
9,La Araucanía,91,Cautín,9109,Loncoche,9576,9501,1475,15.5247,3879,40.8273,9277,96.8776,3564,37.218,3949,41.2385,7283,76.0547,404,4.2189,6001,62.6671,3575,37.3329,5.0778,0.368,28.0727,12.1342,4.1806,15.4369,35.9114,35.786,31.1873,50.324,4.6927,Sur
9,La Araucanía,91,Cautín,9110,Melipeuco,2632,2619,463,17.6785,1902,72.6231,2524,95.8967,844,32.0669,191,7.2568,2125,80.7371,96,3.6474,1024,38.9058,1608,61.0942,5.711,0.115,30.4116,13.1098,5.2973,13.3384,36.2424,36.2043,28.125,48.1707,4.8018,Sur
9,La Araucanía,91,Cautín,9111,Nueva Imperial,12117,12093,2522,20.855,5345,44.1991,11566,95.4527,4283,35.347,4012,33.1105,8821,72.7985,494,4.0769,5915,48.8157,6202,51.1843,6.2271,0.3913,26.5175,11.7764,3.8897,15.8395,39.2188,35.9567,32.6617,50.3758,5.7395,Sur
9,La Araucanía,91,Cautín,9112,Padre Las Casas,27719,27613,3364,12.1827,12758,46.2029,26910,97.0814,11905,42.9489,11034,39.8066,23045,83.1379,1134,4.0911,15916,57.4191,11803,42.5809,6.7021,0.4769,23.264,13.2128,1.92,16.5331,43.5975,27.5624,25.9384,47.932,4.4103,Sur
9,La Araucanía,91,Cautín,9113,Perquenco,2742,2738,437,15.9606,1537,56.1359,2654,96.7907,948,34.5733,738,26.9147,2161,78.8111,44,1.6047,1342,48.9424,1400,51.0576,5.6693,0.4389,24.3982,9.6645,2.5164,16.7761,39.0956,33.7345,30.744,50,5.0328,Sur
9,La Araucanía,91,Cautín,9114,Pitrufquén,10272,10232,1447,14.1419,4273,41.7611,9961,96.9724,4085,39.7683,4113,40.0409,8125,79.0985,707,6.8828,6389,62.1982,3883,37.8018,5.0893,0.286,30.3843,14.0265,4.6918,17.7624,37.4073,33.9739,31.6426,52.7214,4.6137,Sur
9,La Araucanía,91,Cautín,9115,Pucón,12565,12495,916,7.3309,5863,46.9228,12324,98.082,6031,47.9984,5182,41.2415,10877,86.5659,923,7.3458,6923,55.0975,5642,44.9025,5.3427,0.4526,45.561,28.7297,2.4147,13.9146,37.6395,25.9165,22.131,48.9162,3.395,Sur
9,La Araucanía,91,Cautín,9116,Saavedra,4930,4916,1395,28.3767,3074,62.5305,4578,92.86,1130,22.9209,414,8.3976,3460,70.1826,100,2.0284,981,19.8986,3949,80.1014,6.4021,0.5932,22.9598,6.2322,3.9586,14.6366,36.1957,37.8197,34.8762,46.5286,6.3743,Sur
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,6051,6032,1408,23.3422,3523,58.4052,5801,95.8685,1594,26.3428,942,15.5677,4426,73.1449,237,3.9167,1833,30.2925,4218,69.7075,5.9478,0.2991,23.3135,8.8294,3.4392,13.4755,34.4246,39.0542,32.8538,44.957,4.8942,Sur
9,La Araucanía,91,Cautín,9118,Toltén,3860,3857,910,23.5935,2436,63.1579,3700,95.8549,1133,29.3523,447,11.5803,2891,74.8964,118,3.057,952,24.6632,2908,75.3368,5.4351,0.1045,27.9751,11.2263,5.315,14.0264,35.4421,36.1939,32.3827,46.0461,4.6668,Sur
9,La Araucanía,91,Cautín,9119,Vilcún,11237,11222,1806,16.0934,5706,50.8466,10878,96.8052,4760,42.3601,3556,31.6455,9012,80.1993,304,2.7053,5824,51.8288,5413,48.1712,6.3407,0.4836,24.4991,11.5326,2.4312,15.46,41.8648,29.7088,26.1466,45.4983,4.0787,Sur
9,La Araucanía,91,Cautín,9120,Villarrica,25214,25083,2245,8.9503,8856,35.3068,24638,97.7156,11866,47.0612,13232,52.4788,20813,82.5454,1648,6.5361,14277,56.6233,10937,43.3767,5.8094,0.4388,34.7207,19.845,2.5084,14.5816,39.4912,29.684,23.7726,47.4419,4.1542,Sur
9,La Araucanía,91,Cautín,9121,Cholchol,4553,4536,970,21.3845,2618,57.716,4350,95.5414,1456,31.9789,882,19.3718,3450,75.7742,115,2.5258,1311,28.7942,3242,71.2058,7.1033,0.3983,21.6531,8.4194,2.7698,13.9371,42.295,33.8976,31.4794,47.5049,5.4298,Sur
9,La Araucanía,92,Malleco,9201,Angol,19276,19121,2065,10.7996,6085,31.8236,18865,97.8678,8543,44.3194,10836,56.215,15670,81.2928,667,3.4603,17612,91.3675,1664,8.6325,4.8021,0.2216,29.1571,17.4922,2.924,17.8356,40.692,32.4142,29.7607,53.1322,5.2706,Sur
9,La Araucanía,92,Malleco,9202,Collipulli,8814,8736,1412,16.163,4043,46.2798,8498,96.4148,2911,33.027,3153,35.7726,6773,76.8437,364,4.1298,6527,74.0526,2287,25.9474,5.0381,0.312,27.4304,12.9507,3.503,17.0584,40.9973,32.9986,33.5121,49.8174,5.1803,Sur
9,La Araucanía,92,Malleco,9203,Curacautín,7109,7094,1002,14.1246,3498,49.3093,6928,97.4539,2859,40.2166,2291,32.2268,5702,80.2082,453,6.3722,4889,68.772,2220,31.228,5.2453,0.1697,28.3441,13.2075,3.7736,15.4604,36.018,36.9896,29.9916,48.6483,4.8719,Sur
9,La Araucanía,92,Malleco,9204,Ercilla,2789,2781,897,32.2546,1219,43.8332,2602,93.2951,726,26.0308,647,23.1983,1757,62.9975,43,1.5418,1410,50.5558,1379,49.4442,8.6469,0.7236,27.4848,8.8626,6.8174,16.0746,40.7248,34.8044,30.8934,52.0632,5.3104,Sur
9,La Araucanía,92,Malleco,9205,Lonquimay,3774,3752,762,20.3092,2705,72.0949,3597,95.31,1088,28.8288,196,5.1934,2942,77.9544,123,3.2591,1381,36.5925,2393,63.4075,8.8526,0.1605,20.1967,10.2312,1.7008,13.3404,39.4366,32.0223,22.0569,44.6187,3.8002,Sur
9,La Araucanía,92,Malleco,9206,Los Sauces,2720,2708,555,20.4948,1348,49.7784,2597,95.4779,860,31.6176,754,27.7206,2041,75.0368,82,3.0147,1614,59.3382,1106,40.6618,5.4275,0.1859,29.1237,12.4816,4.2342,14.9116,37.3711,35.7879,31.8115,45.8027,5.5596,Sur
9,La Araucanía,92,Malleco,9207,Lumaco,3404,3396,853,25.1178,2331,68.6396,3210,94.3008,824,24.2068,133,3.9072,2489,73.1199,96,2.8202,1446,42.4794,1958,57.5206,7.2335,0.4429,25.3455,10.4675,6.0276,13.7019,38.3711,35.813,33.1373,44.4869,5.6748,Sur
9,La Araucanía,92,Malleco,9208,Purén,4518,4509,716,15.8794,2287,50.7208,4409,97.5874,1616,35.768,1313,29.0615,3557,78.7295,403,8.9199,2706,59.8938,1812,40.1062,5.5556,0.1785,26.9546,12.5803,3.6102,16.2791,39.3134,35.1052,30.8306,54.2414,5.3378,Sur
9,La Araucanía,92,Malleco,9209,Renaico,3837,3826,569,14.8719,2087,54.5478,3745,97.6023,1465,38.1809,1061,27.6518,3143,81.913,162,4.222,3013,78.5249,824,21.4751,5.8263,0.2913,25.3782,13.1455,1.904,17.0579,41.3146,32.7856,34.0115,49.8696,5.6338,Sur
9,La Araucanía,92,Malleco,9210,Traiguén,7044,7012,1142,16.2864,3207,45.7359,6776,96.1953,2451,34.7956,2606,36.996,5514,78.2794,238,3.3788,5415,76.8739,1629,23.1261,5.6482,0.3737,28.8927,13.8059,4.6114,17.6487,37.2189,36.8488,32.2232,55.0954,5.2092,Sur
9,La Araucanía,92,Malleco,9211,Victoria,12479,12453,1878,15.0807,4171,33.4939,12045,96.5222,4969,39.8189,6239,49.996,9510,76.208,378,3.0291,8752,70.1338,3727,29.8662,6.1964,0.3883,30.2126,15.3871,3.2571,15.9005,38.1629,35.2667,27.5491,50.6057,5.343,Sur
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,100585,99752,5109,5.1217,31085,31.1623,98737,98.1627,54709,54.3908,62115,61.7537,88839,88.3223,4928,4.8993,86121,85.6201,14464,14.3799,4.9497,0.3199,35.9304,26.2921,1.7332,15.0854,40.7146,21.7875,20.4656,50.5366,3.5842,Sur
10,Los Lagos,101,Llanquihue,10102,Calbuco,13417,13387,1947,14.544,7454,55.6809,13012,96.9814,5051,37.6463,3675,27.3906,10953,81.6352,501,3.7341,5945,44.3095,7472,55.6905,5.163,0.2922,22.7591,12.4236,1.8792,14.2207,38.4787,30.261,25.5108,47.1216,3.7733,Sur
10,Los Lagos,101,Llanquihue,10103,Cochamó,1891,1885,325,17.2414,1298,68.8594,1809,95.6637,600,31.7292,134,7.0862,1515,80.1163,149,7.8794,0,0,1891,100,2.8177,0.3721,25.7022,11.6057,2.0668,10.1219,100,0,20.7207,41.9714,0,Sur
10,Los Lagos,101,Llanquihue,10104,Fresia,4856,4848,643,13.2632,2449,50.5157,4739,97.5906,1653,34.0404,1647,33.9168,3984,82.0428,247,5.0865,2907,59.8641,1949,40.1359,4.4872,0.2275,26.8082,11.6217,2.3697,13.9295,34.4117,34.5353,27.9621,46.5897,3.8121,Sur
10,Los Lagos,101,Llanquihue,10105,Frutillar,8164,8145,680,8.3487,2624,32.2161,8038,98.4566,4002,49.0201,4661,57.0921,6884,84.3214,569,6.9696,5553,68.0181,2611,31.9819,5.3459,0.3589,33.6438,17.5512,1.3972,13.7149,40.581,28.729,21.1055,48.6824,3.6402,Sur
10,Los Lagos,101,Llanquihue,10106,Los Muermos,6666,6643,1007,15.1588,3771,56.7665,6521,97.8248,2302,34.5335,1731,25.9676,5439,81.5932,247,3.7054,2933,43.9994,3733,56.0006,4.5269,0.1811,28.1508,12.2578,1.6824,13.1441,35.2111,35.0458,23.9447,42.0159,3.9958,Sur
10,Los Lagos,101,Llanquihue,10107,Llanquihue,6209,6192,502,8.1072,1810,29.2313,6101,98.2606,3071,49.4605,3791,61.0565,5330,85.8431,206,3.3178,4895,78.8372,1314,21.1628,5.7916,0.4594,33.0487,16.3874,2.5943,13.4869,39.2846,32.2269,24.1702,46.4067,5.3819,Sur
10,Los Lagos,101,Llanquihue,10108,Maullín,5965,5952,982,16.4987,3994,67.1035,5808,97.368,1959,32.8416,903,15.1383,4897,82.0956,107,1.7938,2642,44.2917,3323,55.7083,3.2492,0.0673,21.3758,10.1678,2.9698,12.5,32.0638,36.2752,28.557,43.3389,3.6913,Sur
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,19137,19051,859,4.5089,4669,24.5079,18849,98.4951,12187,63.6829,13129,68.6053,16680,87.161,1171,6.119,13195,68.9502,5942,31.0498,4.2122,0.245,39.35,26.9364,1.1723,12.7434,40.7787,24.5656,17.4848,48.3986,3.8518,Sur
10,Los Lagos,102,Chiloé,10201,Castro,18004,17818,1563,8.772,7989,44.8367,17542,97.4339,8251,45.8287,7869,43.707,15366,85.3477,873,4.8489,12602,69.9956,5402,30.0044,4.4952,0.1466,36.2682,26.5479,1.3846,15.6887,38.4121,25.1856,23.2594,51.1697,3.3331,Sur
10,Los Lagos,102,Chiloé,10202,Ancud,15726,15627,1826,11.6849,7681,49.1521,15343,97.5645,6481,41.212,5638,35.8515,13136,83.5305,816,5.1889,10578,67.2644,5148,32.7356,3.3856,0.1927,27.8529,16.3965,2.1254,15.3115,35.2247,31.8994,26.4297,50.4212,3.9763,Sur
10,Los Lagos,102,Chiloé,10203,Chonchi,6357,6341,804,12.6794,3991,62.9396,6217,97.7977,2379,37.4233,1318,20.7331,5377,84.5839,343,5.3956,2139,33.6479,4218,66.3521,4.8034,0.2854,28.0566,17.0732,1.7781,13.4225,36.129,26.5303,23.2887,47.8678,3.273,Sur
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,1423,1419,296,20.8598,876,61.7336,1372,96.416,559,39.2832,222,15.6008,1095,76.9501,38,2.6704,0,0,1423,100,4.0903,0,20.1687,10.4006,1.4055,13.3521,100,0,25.5095,51.1595,0,Sur
10,Los Lagos,102,Chiloé,10205,Dalcahue,5615,5599,811,14.4847,3422,61.1181,5513,98.1834,2121,37.7738,1193,21.2467,4657,82.9386,258,4.5948,2190,39.0027,3425,60.9973,4.7406,0.1789,26.0963,18.7522,0.9269,13.5116,40.6061,26.1497,20.4278,47.451,2.959,Sur
10,Los Lagos,102,Chiloé,10206,Puqueldón,1558,1555,299,19.2283,1054,67.7814,1529,98.1386,581,37.2914,184,11.81,1233,79.1399,31,1.9897,0,0,1558,100,4.0103,0.194,17.7378,8.8046,0.6427,11.6967,100,0,26.0283,49.2931,0,Sur
10,Los Lagos,102,Chiloé,10207,Queilén,2241,2236,445,19.9016,1343,60.0626,2155,96.1624,769,34.315,400,17.8492,1736,77.4654,108,4.8193,887,39.5805,1354,60.4195,4.133,0.0898,20.3397,11.0863,0.9835,13.1426,100,0,25.9276,52.3022,0,Sur
10,Los Lagos,102,Chiloé,10208,Quellón,10904,10819,1210,11.184,5905,54.5799,10564,96.8819,3935,36.0877,3295,30.2183,9111,83.5565,654,5.9978,6714,61.5737,4190,38.4263,5.7823,0.3347,34.7454,26.531,0.7091,15.0751,41.7073,19.2191,24.2195,49.9586,2.6246,Sur
10,Los Lagos,102,Chiloé,10209,Quemchi,3376,3367,697,20.7009,2121,62.9938,3258,96.5047,1101,32.6126,473,14.0107,2599,76.9846,111,3.2879,975,28.8803,2401,71.1197,3.2431,0.119,20.249,11.2066,2.4904,12.0961,32.4637,34.0943,26.1488,43.5814,3.0833,Sur
10,Los Lagos,102,Chiloé,10210,Quinchao,3016,2998,647,21.5811,1874,62.5083,2847,94.3966,1051,34.8475,443,14.6883,2321,76.9562,72,2.3873,1272,42.1751,1744,57.8249,4.494,0.1664,21.2222,13.7164,1.1292,13.816,33.8094,34.7061,25.274,51.2786,3.3544,Sur
10,Los Lagos,103,Osorno,10301,Osorno,62744,62346,4497,7.213,19142,30.7029,61386,97.8356,31811,50.6997,37771,60.1986,53593,85.4153,2871,4.5757,56796,90.5202,5948,9.4798,4.9206,0.3498,37.3059,23.2888,2.6173,16.353,37.4051,28.9855,22.6861,51.8922,4.3729,Sur
10,Los Lagos,103,Osorno,10302,Puerto Octay,3354,3343,408,12.2046,2099,62.7879,3299,98.3602,1203,35.8676,747,22.2719,2787,83.0948,149,4.4425,665,19.8271,2689,80.1729,5.7402,0.2417,41.4751,9.2565,1.3437,11.0481,35.8017,33.2338,27.5605,41.4452,3.822,Sur
10,Los Lagos,103,Osorno,10303,Purranque,7312,7296,911,12.4863,2949,40.4194,7153,97.8255,2891,39.5377,3305,45.1997,5851,80.0191,307,4.1986,5130,70.1586,2182,29.8414,4.8957,0.3894,39.5126,14.9918,4.3812,14.759,36.5005,36.4321,29.3949,47.7547,5.2437,Sur
10,Los Lagos,103,Osorno,10304,Puyehue,4409,4396,510,11.6015,2787,63.3985,4326,98.1175,1637,37.1286,986,22.3633,3783,85.8018,164,3.7197,1874,42.504,2535,57.496,5.5111,0.343,34.7411,9.673,2.1117,13.5786,35.5813,33.6512,26.8619,41.3261,4.178,Sur
10,Los Lagos,103,Osorno,10305,Río Negro,5277,5263,821,15.5995,2801,53.2206,5135,97.3091,1917,36.3275,1538,29.1453,4227,80.1023,226,4.2827,2623,49.7063,2654,50.2937,4.8458,0.3065,32.6817,10.3056,3.3213,12.8108,34.9972,36.3257,30.67,45.948,4.8206,Sur
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,3343,3338,965,28.9095,2251,67.4356,3143,94.0173,656,19.6231,81,2.423,2343,70.0867,55,1.6452,0,0,3343,100,4.8663,0.4205,18.4731,3.2335,2.0958,12.6347,27.4551,39.3114,32.1557,43.024,4.1617,Sur
10,Los Lagos,103,Osorno,10307,San Pablo,4195,4179,656,15.6975,2156,51.5913,4054,96.6389,1470,35.0417,1236,29.4636,3348,79.8093,247,5.888,1934,46.1025,2261,53.8975,4.3562,0.2407,30.1765,8.9695,2.7672,13.3826,33.8979,37.4046,26.0496,48.02,5.0811,Sur
10,Los Lagos,104,Palena,10401,Chaitén,1681,1672,185,11.0646,991,59.2703,1635,97.2635,647,38.489,424,25.2231,1426,84.8305,112,6.6627,724,43.0696,957,56.9304,3.3053,0.2404,38.7232,18.7351,7.5776,12.5895,100,0,20.9427,43.9737,0,Sur
10,Los Lagos,104,Palena,10402,Futaleufú,1337,1326,105,7.9186,607,45.7768,1290,96.4847,682,51.0097,512,38.2947,1146,85.7143,129,9.6485,877,65.5946,460,34.4054,4.2232,0.2262,41.1853,28.3571,1.3503,13.3533,100,0,13.7284,46.9617,0,Sur
10,Los Lagos,104,Palena,10403,Hualaihué,3713,3709,521,14.0469,2502,67.4575,3574,96.2564,1329,35.7932,562,15.136,3097,83.4096,175,4.7132,1428,38.4595,2285,61.5405,4.415,0.4063,20.0863,12.5101,1.1054,12.9145,36.8563,27.4468,22.2971,46.9938,2.9658,Sur
10,Los Lagos,104,Palena,10404,Palena,869,866,158,18.2448,375,43.3025,813,93.5558,381,43.8435,273,31.4154,642,73.878,75,8.6306,483,55.5811,386,44.4189,3.1323,0,39.0553,19.8157,6.4516,13.3641,100,0,15.0922,48.5023,0,Sur
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,22543,22346,1594,7.1333,8111,36.2973,22105,98.057,12239,54.2918,12012,53.2848,19284,85.5432,1239,5.4962,17938,79.5724,4605,20.4276,5.46,0.428,39.7806,28.1318,2.2566,16.6659,40.0169,24.5284,21.3263,53.1865,3.1664,Sur
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,376,370,82,22.1622,183,49.4595,346,92.0213,103,27.3936,40,10.6383,259,68.883,72,19.1489,0,0,376,100,3.2432,0,42.0912,19.8391,5.63,10.1877,100,0,20.3753,45.3083,0,Sur
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,9126,9038,906,10.0243,3606,39.8982,8905,97.5783,4399,48.2029,4297,47.0853,7419,81.2952,381,4.1749,7671,84.0565,1455,15.9435,4.4808,0.2001,36.5574,24.5225,2.2303,17.3015,39.6378,23.6502,22.1817,53.9031,3.0915,Sur
