region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales,macrozona_operativa
5,Valparaíso,57,San Felipe de Aconcagua,5702,Catemu,4928,4913,677,13.7798,2975,60.5536,4815,97.707,1677,34.03,1108,22.4838,4087,82.9343,237,4.8093,2849,57.8125,2079,42.1875,5.2675,0.2881,26.2848,13.0205,1.5031,15.6815,39.5287,35.1209,27.8082,49.7867,5.7282,Centro
5,Valparaíso,57,San Felipe de Aconcagua,5703,Llaillay,8937,8901,861,9.6731,3586,40.2876,8665,96.9565,3915,43.8066,4309,48.2153,7566,84.6593,461,5.1583,6234,69.755,2703,30.245,5.6645,0.5963,30.7416,17.2108,2.1878,15.7523,41.1422,32.4582,27.2972,49.7588,5.8454,Centro
5,Valparaíso,57,San Felipe de Aconcagua,5704,Panquehue,2442,2436,206,8.4565,1181,48.4811,2403,98.4029,1006,41.1957,976,39.9672,2175,89.0663,135,5.5283,878,35.9541,1564,64.0459,4.9979,0.2082,30.3564,11.5936,1.188,14.9939,40.9668,34.0434,22.5727,53.093,6.186,Centro
5,Valparaíso,57,San Felipe de Aconcagua,5705,Putaendo,6049,6025,644,10.6888,2957,49.0788,5883,97.2557,2707,44.7512,2263,37.4111,5125,84.7247,358,5.9183,2700,44.6355,3349,55.3645,4.9591,0.4772,31.191,12.059,5.6982,14.5933,38.6782,37.4358,29.6671,47.6727,6.7418,Centro
5,Valparaíso,57,San Felipe de Aconcagua,5706,Santa María,5362,5352,636,11.8834,2145,40.0785,5176,96.5311,2216,41.3279,2452,45.7292,4484,83.6255,284,5.2965,3334,62.1783,2028,37.8217,4.4835,0.2838,29.0858,12.9664,3.7687,16.3993,38.8993,34.5149,26.7537,47.7239,5.8769,Centro
5,Valparaíso,58,Marga Marga,5801,Quilpué,59724,59186,2893,4.888,11591,19.584,58440,97.8501,35909,60.1249,44365,74.2834,52585,88.0467,2330,3.9013,58396,97.7764,1328,2.2236,4.3469,0.7233,37.3349,24.8188,2.8797,16.2756,34.6537,35.0625,23.3554,52.1219,4.8157,Centro
5,Valparaíso,58,Marga Marga,5802,Limache,19916,19706,1293,6.5615,6285,31.8938,19355,97.1832,10186,51.1448,11713,58.812,17132,86.0213,1087,5.4579,16042,80.5483,3874,19.4517,4.741,0.3298,32.4957,17.9391,2.5331,15.942,39.6552,32.5463,25.6447,49.9292,5.137,Centro
5,Valparaíso,58,Marga Marga,5803,Olmué,7450,7416,667,8.9941,3493,47.1009,7280,97.7181,3444,46.2282,2955,39.6644,6382,85.6644,541,7.2617,5193,69.7047,2257,30.2953,5.2524,0.3674,30.3396,10.6726,3.92,12.4983,34.5952,38.0185,26.1377,46.6506,4.5509,Centro
5,Valparaíso,58,Marga Marga,5804,Villa Alemana,50084,49852,1971,3.9537,8399,16.8479,49289,98.4127,31567,63.0281,39247,78.3624,44922,89.6933,1619,3.2326,49497,98.828,587,1.172,3.3472,0.1967,32.0635,21.8421,2.132,17.1438,38.6355,32.1115,22.2365,54.5302,4.7804,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6101,Rancagua,92917,92195,5168,5.6055,20075,21.7745,90793,97.7141,51237,55.1428,66245,71.2948,79606,85.6743,3747,4.0326,89987,96.8466,2930,3.1534,4.5714,0.2884,38.5658,29.2409,2.0801,16.3672,38.8461,28.7182,24.8339,50.3052,4.4049,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6102,Codegua,4660,4648,439,9.4449,1716,36.9191,4580,98.2833,2230,47.8541,2238,48.0258,3901,83.7124,445,9.5494,2603,55.8584,2057,44.1416,4.9213,0.35,31.7147,12.5054,1.8264,13.9665,40.9755,32.1014,27.847,46.9703,6.3386,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6103,Coinco,2796,2791,350,12.5403,1241,44.4643,2711,96.9599,1237,44.2418,1106,39.5565,2332,83.4049,232,8.2976,1158,41.4163,1638,58.5837,5.5172,0.2904,32.1288,11.0912,4.4723,13.9177,36.9589,37.5671,28.3005,43.6494,5.975,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6104,Coltauco,7553,7519,1100,14.6296,3018,40.1383,7367,97.5374,3108,41.1492,3146,41.6523,5835,77.2541,506,6.6993,3971,52.5751,3582,47.4249,5.6576,0.2971,29.5668,12.2798,2.8216,14.28,39.1708,34.19,30.4411,45.8074,5.0603,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6105,Doñihue,7708,7684,760,9.8907,3053,39.7319,7540,97.8204,3609,46.8215,3781,49.0529,6566,85.1842,329,4.2683,5875,76.2195,1833,23.7805,5.5256,0.2105,36.5892,19.7818,4.0265,15.2098,41.4989,32.3808,27.7569,50.552,5.4812,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6106,Graneros,12187,12086,683,5.6512,3030,25.0703,11902,97.6614,5976,49.0359,8251,67.7033,10172,83.466,480,3.9386,10836,88.9144,1351,11.0856,5.9231,0.3248,31.8463,21.5448,1.0657,15.3242,44.5188,26.9062,22.8583,48.0215,5.3779,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6107,Las Cabras,9846,9801,1056,10.7744,5689,58.0451,9630,97.8062,3766,38.249,2720,27.6254,8429,85.6084,475,4.8243,3465,35.192,6381,64.808,6.2649,0.3948,33.0347,15.7386,1.3743,12.7151,38.4302,33.6048,27.3033,45.2408,5.1105,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6108,Machalí,20491,20424,698,3.4175,3785,18.5321,20234,98.7458,14042,68.5276,15668,76.4628,18477,90.1713,1575,7.6863,20001,97.6087,490,2.3913,3.318,0.1981,29.768,20.4493,2.0708,13.8559,47.4481,24.1758,20.3614,43.8877,4.7326,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6109,Malloa,4937,4930,623,12.6369,2768,56.146,4812,97.4681,2012,40.7535,1424,28.8434,4171,84.4845,200,4.051,1943,39.3559,2994,60.6441,5.5348,0.3109,30.3933,9.854,4.0552,14.1119,36.9221,36.4558,28.9335,41.6464,5.9611,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6110,Mostazal,9140,9105,733,8.0505,2858,31.3893,8904,97.4179,4450,48.6871,5347,58.5011,7782,85.1422,517,5.6565,7138,78.0963,2002,21.9037,6.8182,0.5254,34.1126,15.4319,2.6342,14.3672,42.7176,32.1589,27.5601,51.0592,6.355,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6111,Olivar,4713,4699,407,8.6614,1766,37.5825,4618,97.9843,2446,51.899,2401,50.9442,4083,86.6327,277,5.8774,3192,67.7276,1521,32.2724,5.1791,0.2374,36.6398,16.8224,2.3152,13.1266,40.9728,32.3704,25.8921,43.7128,5.5013,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6112,Peumo,4867,4858,585,12.042,1454,29.93,4727,97.1235,2151,44.1956,2782,57.1605,3949,81.1383,123,2.5272,4154,85.3503,713,14.6497,5.9786,0.5874,30.0576,12.8906,2.7549,14.7204,38.384,36.2664,31.9285,46.9367,6.3528,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6113,Pichidegua,7253,7241,1008,13.9207,3341,46.14,7067,97.4355,2776,38.2738,2651,36.5504,5858,80.7666,479,6.6042,2643,36.4401,4610,63.5599,6.1022,0.2265,26.5728,9.8096,3.3526,12.9001,37.9001,37.0861,29.5254,45.0055,5.3808,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6114,Quinta de Tilcoco,4856,4855,626,12.8939,2346,48.3213,4772,98.2702,2103,43.3072,1632,33.6079,4066,83.7315,310,6.3839,2795,57.5577,2061,42.4423,5.513,0.3619,30.2718,14.6005,1.2974,14.3122,37.4176,33.9168,31.2809,46.0873,5.6013,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6115,Rengo,22445,22307,1927,8.6385,7116,31.9003,21918,97.652,10761,47.9439,12922,57.5718,19031,84.7895,1012,4.5088,17979,80.1025,4466,19.8975,5.7073,0.3209,31.8471,18.802,2.7218,16.6129,41.6062,29.264,25.8752,51.1997,4.7274,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6116,Requínoa,9858,9821,876,8.9197,3293,33.5302,9633,97.7176,4908,49.787,5480,55.5894,8360,84.8042,360,3.6519,6438,65.3074,3420,34.6926,5.7315,0.3634,29.8586,13.9225,1.3322,13.8005,42.9777,29.0756,24.3466,43.8117,5.0036,Centro
6,Libertador General Bernardo O'Higgins,61,Cachapoal,6117,San Vicente,17860,17808,1873,10.5177,6806,38.2188,17438,97.6372,8215,45.9966,8602,48.1635,14844,83.1131,1144,6.4054,9745,54.5633,8115,45.4367,5.2007,0.4344,35.4208,18.1645,4.3393,15.1315,37.5904,35.2357,29.3827,47.138,6.1333,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6201,Pichilemu,7752,7687,657,8.5469,3078,40.0416,7585,97.8457,3715,47.9231,3729,48.1037,6643,85.694,457,5.8953,5925,76.4319,1827,23.5681,4.3444,0.3141,42.0522,24.1406,3.5927,13.1688,34.8281,30.9512,24.7997,49.4055,3.4247,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6202,La Estrella,1814,1811,215,11.8719,1223,67.5318,1782,98.2359,714,39.3605,309,17.0342,1562,86.108,90,4.9614,512,28.2249,1302,71.7751,5.157,0.3363,30.1876,8.6645,4.5806,10.6512,100,0,27.3179,40.3422,0,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6203,Litueche,3410,3407,383,11.2416,2315,67.9483,3339,97.9179,1463,42.9032,579,16.9795,2985,87.5367,172,5.044,1268,37.1848,2142,62.8152,5.5838,0.5375,29.4308,14.4953,2.054,10.9742,33.8322,36.6197,30.3991,44.1021,4.284,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6204,Marchihue,3307,3300,552,16.7273,1940,58.7879,3188,96.4016,1340,40.5201,661,19.9879,2679,81.01,203,6.1385,902,27.2755,2405,72.7245,5.3555,0.3386,27.2094,11.8644,1.9068,11.6223,33.0811,36.9552,30.115,44.0678,4.54,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6205,Navidad,3678,3668,565,15.4035,2065,56.2977,3552,96.5742,1434,38.9886,773,21.0169,2967,80.6688,356,9.6792,453,12.3165,3225,87.6835,4.7133,0.2481,30.7567,14.1807,3.2934,10.4518,29.3413,39.276,24.4148,44.7469,3.6745,Centro
6,Libertador General Bernardo O'Higgins,62,Cardenal Caro,6206,Paredones,2857,2852,641,22.4755,1899,66.5849,2717,95.0998,894,31.2916,237,8.2954,2171,75.9888,99,3.4652,693,24.2562,2164,75.7438,4.1711,0.2121,28.6664,8.3304,7.0704,11.5856,29.8915,41.4071,33.5317,41.4771,4.7602,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6301,San Fernando,27372,27248,1990,7.3033,7771,28.5195,26729,97.6509,13671,49.9452,17171,62.732,23445,85.6532,1250,4.5667,23877,87.2315,3495,12.7685,5.1006,0.2679,34.8425,22.2967,3.1465,17.0879,39.956,30.7949,28.1026,53.1502,4.7216,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6302,Chépica,5533,5528,855,15.4667,3020,54.631,5392,97.4517,2107,38.0806,1503,27.1643,4493,81.2037,193,3.4882,3098,55.9913,2435,44.0087,5.433,0.204,24.0282,9.6728,2.8928,15.0606,37.1,36.883,27.6984,47.6044,5.3336,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6303,Chimbarongo,13280,13270,1559,11.7483,6033,45.4635,13013,97.9895,5651,42.5527,5340,40.2108,11062,83.2982,754,5.6777,8692,65.4518,4588,34.5482,5.7615,0.4,30.5039,12.0133,4.4588,15.7867,39.0148,31.9349,30.8503,45.5525,4.9107,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6304,Lolol,2898,2894,531,18.3483,1785,61.6793,2805,96.7909,1119,38.6128,520,17.9434,2293,79.1235,78,2.6915,887,30.6073,2011,69.3927,5.9197,0.1762,28.9955,11.0459,3.7625,11.9779,34.3459,38.2465,27.0625,41.146,4.4874,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6305,Nancagua,6523,6504,710,10.9164,2785,42.8198,6402,98.145,2667,40.8861,2944,45.1326,5453,83.5965,170,2.6062,4210,64.5409,2313,35.4591,6.2639,0.3985,29.2619,15.3905,4.097,16.081,40.31,32.162,26.7915,49.2865,4.7721,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6306,Palmilla,4455,4449,591,13.2839,1762,39.6044,4357,97.8002,1787,40.1122,1867,41.908,3533,79.3042,410,9.2031,1129,25.3423,3326,74.6577,5.7821,0.3916,22.4568,8.3539,2.9643,12.3288,39.7709,36.3575,34.0669,41.1633,6.5349,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6307,Peralillo,4486,4481,497,11.0913,2204,49.1854,4392,97.9046,1968,43.8698,1743,38.8542,3851,85.8449,56,1.2483,2336,52.0731,2150,47.9269,5.1497,0.3403,27.1795,14.0468,2.3411,12.5307,36.1427,35.3846,32.0178,45.864,5.2174,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6308,Placilla,3288,3282,371,11.3041,1624,49.482,3209,97.5973,1320,40.146,1198,36.4355,2784,84.6715,175,5.3224,814,24.7567,2474,75.2433,5.5091,0.3714,34.4691,10.861,5.324,14.0858,38.0286,34.9559,32.2787,43.2309,5.8412,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6309,Pumanque,1777,1777,290,16.3196,1306,73.4947,1731,97.4114,622,35.0028,124,6.9781,1468,82.6111,76,4.2769,0,0,1777,100,3.7671,0.2854,27.4057,5.7963,5.4024,12.2116,100,0,28.081,42.4873,0,Centro
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,14864,14817,1503,10.1438,5832,39.3602,14571,98.0288,6967,46.8716,7047,47.4098,12504,84.1227,780,5.2476,8880,59.7417,5984,40.2583,4.9681,0.3331,32.6635,20,2.5421,15.9946,39.3392,31.8274,27.0196,51.3621,4.8483,Centro
7,Maule,71,Talca,7101,Talca,85310,84579,5280,6.2427,20721,24.499,83740,98.1597,48939,57.3661,58220,68.2452,73793,86.4998,2806,3.2892,81197,95.1788,4113,4.8212,4.5164,0.2623,33.8055,24.6788,2.269,15.2967,36.4278,29.7338,24.3798,50.7436,4.3779,Centro
7,Maule,71,Talca,7102,Constitución,17599,17522,2259,12.8924,8750,49.9372,17109,97.2158,7066,40.15,6308,35.8429,14560,82.732,602,3.4206,14249,80.9648,3350,19.0352,4.9614,0.3051,32.3231,18.9074,3.156,15.1589,39.256,28.4721,27.2189,45.0268,4.1871,Centro
7,Maule,71,Talca,7103,Curepto,3791,3781,1046,27.6646,2003,52.9754,3658,96.4917,1193,31.4693,649,17.1195,2644,69.7441,203,5.3548,1238,32.6563,2553,67.3437,4.5079,0.2934,27.9039,8.6853,6.1246,13.1468,28.2471,44.8522,32.3918,42.8194,4.5935,Centro
7,Maule,71,Talca,7104,Empedrado,1464,1462,246,16.8263,1085,74.2134,1434,97.9508,540,36.8852,119,8.1284,1202,82.1038,18,1.2295,984,67.2131,480,32.7869,4.9383,0.2743,30.417,15.6528,2.5974,12.4402,100,0,33.6979,39.0294,0,Centro
7,Maule,71,Talca,7105,Maule,20409,20346,1246,6.1241,5976,29.3719,20124,98.6036,11495,56.3232,12905,63.2319,17767,87.0547,858,4.204,15935,78.0783,4474,21.9217,6.6362,0.4315,25.913,17.0842,1.1716,17.1724,49.8799,19.5304,24.2169,49.8554,3.7845,Centro
7,Maule,71,Talca,7106,Pelarco,3247,3142,404,12.8581,1858,59.1343,3206,98.7373,1240,38.1891,833,25.6545,2696,83.0305,110,3.3877,877,27.0095,2370,72.9905,5.7662,0.1567,26.9172,7.0219,3.4801,12.9658,38.7127,35.8177,33.631,38.7127,5.3896,Centro
7,Maule,71,Talca,7107,Pencahue,3423,3419,568,16.613,1821,53.2612,3345,97.7213,1345,39.293,966,28.2209,2787,81.4198,122,3.5641,1040,30.3827,2383,69.6173,4.5468,0.2067,27.1266,8.8278,4.9401,13.0956,34.6682,35.3698,23.5896,38.0298,4.5016,Centro
7,Maule,71,Talca,7108,Río Claro,5132,5123,700,13.6639,3025,59.0474,5031,98.032,1861,36.2627,1309,25.5066,4237,82.5604,165,3.2151,1280,24.9415,3852,75.0585,5.837,0.2374,25.731,7.6998,2.2027,13.0604,37.5049,35.2632,29.0643,37.8558,4.6199,Centro
7,Maule,71,Talca,7109,San Clemente,16662,16614,1957,11.7792,8080,48.6337,16317,97.9294,6482,38.9029,6235,37.4205,13868,83.2313,857,5.1434,8874,53.2589,7788,46.7411,6.363,0.3603,26.9965,10.6221,2.8762,14.2909,39.8943,32.3946,31.3558,42.8426,4.3953,Centro
7,Maule,71,Talca,7110,San Rafael,3925,3917,474,12.1011,2260,57.6972,3854,98.1911,1674,42.6497,1084,27.6178,3304,84.1783,162,4.1274,2023,51.5414,1902,48.4586,6.1277,0.5407,25.0319,8.4374,2.8804,13.8669,40.4028,32.8575,36.2223,46.3676,4.7923,Centro
7,Maule,72,Cauquenes,7201,Cauquenes,16229,16172,2999,18.5444,6080,37.5958,15776,97.2087,6280,38.6962,6922,42.652,11847,72.999,416,2.5633,12736,78.4768,3493,21.5232,5.4578,0.3056,28.8758,15.6269,4.4163,15.9975,35.6578,37.029,26.0593,51.2353,4.6325,Centro
7,Maule,72,Cauquenes,7202,Chanco,3486,3475,815,23.4532,1936,55.7122,3375,96.8158,1181,33.8784,693,19.8795,2505,71.8589,75,2.1515,1416,40.6196,2070,59.3804,5.562,0.233,26.3415,9.7848,4.132,13.5725,35.208,37.4175,29.3831,41.8364,5.1363,Centro
7,Maule,72,Cauquenes,7203,Pelluhue,3488,3466,527,15.2048,2149,62.0023,3385,97.047,1243,35.6365,703,20.1548,2858,81.9381,169,4.8452,1650,47.305,1838,52.695,4.1159,0.2319,27.6406,14.3513,1.9518,11.1653,32.1757,35.9931,27.8129,46.814,3.2434,Centro
7,Maule,73,Curicó,7301,Curicó,57624,57250,3790,6.6201,13036,22.7703,56444,97.9522,31646,54.9181,39789,69.0494,49311,85.5737,2385,4.1389,50761,88.09,6863,11.91,5.1668,0.3507,32.6128,22.0338,1.8946,16.0883,39.9452,28.5846,24.9682,49.8788,4.501,Centro
7,Maule,73,Curicó,7302,Hualañé,4069,4044,676,16.7161,1830,45.2522,3948,97.0263,1573,38.6581,1483,36.4463,3217,79.0612,135,3.3178,1857,45.6377,2212,54.3623,4.7476,0.2999,30.9641,14.5844,4.7467,13.0595,33.4973,39.2523,29.5622,44.4663,5.7304,Centro
7,Maule,73,Curicó,7303,Licantén,2668,2665,414,15.5347,1299,48.743,2603,97.5637,1126,42.2039,903,33.8456,2161,80.997,104,3.8981,1719,64.4303,949,35.5697,5.2772,0.153,34.8087,16.9542,7.3518,14.5161,33.7209,36.084,24.7937,47.5619,4.3886,Centro
7,Maule,73,Curicó,7304,Molina,17351,17282,1648,9.5359,5615,32.4905,17014,98.0577,7911,45.5939,9872,56.8959,14489,83.5053,571,3.2909,13424,77.3673,3927,22.6327,6.6281,0.3659,29.0289,15.9306,1.9191,16.3064,40.0578,32.0578,28.8728,50.3873,4.7861,Centro
7,Maule,73,Curicó,7305,Rauco,4073,4067,604,14.8512,1948,47.8977,3991,97.9867,1686,41.3945,1361,33.4152,3303,81.095,222,5.4505,1858,45.6175,2215,54.3825,5.9515,0.3251,30.1817,11.002,5.7711,15.3487,37.3527,34.4794,32.5884,44.6709,4.4941,Centro
7,Maule,73,Curicó,7306,Romeral,6128,6102,596,9.7673,2840,46.5421,6020,98.2376,2775,45.2839,2472,40.3394,5251,85.6886,331,5.4014,2953,48.1886,3175,51.8114,6.053,0.2835,29.1183,11.3529,1.6686,15.2626,39.9477,29.3637,27.9732,47.2599,4.2369,Centro
7,Maule,73,Curicó,7307,Sagrada Familia,6735,6714,882,13.1367,2863,42.6422,6618,98.2628,2798,41.5442,2829,42.0045,5553,82.4499,244,3.6229,3122,46.3549,3613,53.6451,6.0123,0.2405,27.4443,9.2273,2.8529,12.9421,38.6478,34.3982,25.0371,39.3165,5.9138,Centro
7,Maule,73,Curicó,7308,Teno,10737,10721,1250,11.6594,5714,53.2973,10528,98.0535,4309,40.1323,3404,31.7035,9126,84.9958,538,5.0107,3343,31.1353,7394,68.8647,5.9727,0.3223,27.4709,9.9022,3.2138,15.184,38.5841,33.1439,27.4243,44.3689,4.7788,Centro
7,Maule,73,Curicó,7309,Vichuquén,1894,1889,318,16.8343,1226,64.9021,1848,97.5713,709,37.434,304,16.0507,1544,81.5206,62,3.2735,402,21.2249,1492,78.7751,4.2667,0,33.2981,11.9979,7.6638,10.9408,100,0,30.7082,40.4863,0,Centro
7,Maule,74,Linares,7401,Linares,35302,35015,3457,9.8729,11265,32.1719,34453,97.595,17070,48.3542,19825,56.1583,29160,82.6016,1389,3.9346,27829,78.8312,7473,21.1688,5.0728,0.3089,31.0111,18.9747,2.3156,16.8698,39.2111,32.3583,28.6129,50.9712,4.9473,Centro
7,Maule,74,Linares,7402,Colbún,8224,8200,1075,13.1098,4730,57.6829,8071,98.1396,3223,39.1902,2322,28.2344,6906,83.9737,160,1.9455,3307,40.2116,4917,59.7884,5.813,0.3195,25.292,10.5353,2.8954,15.7299,39.2214,34.1241,29.0876,47.7494,4.6107,Centro
7,Maule,74,Linares,7403,Longaví,12001,11977,1978,16.515,6972,58.2116,11691,97.4169,4028,33.5639,2656,22.1315,9560,79.66,517,4.308,3237,26.9728,8764,73.0272,6.727,0.33,22.9762,8.2368,1.8174,12.8554,38.3493,34.2976,32.5719,38.4243,4.9937,Centro
7,Maule,74,Linares,7404,Parral,17047,17018,2252,13.233,7038,41.3562,16687,97.8882,7082,41.544,7521,44.1192,13909,81.5921,502,2.9448,12084,70.8864,4963,29.1136,5.4105,0.2907,27.4979,14.9994,2.2895,15.3047,37.4486,34.2257,27.4803,48.2271,4.1153,Centro
7,Maule,74,Linares,7405,Retiro,8220,8194,1468,17.9155,3967,48.4135,8001,97.3358,2797,34.0268,2661,32.3723,6300,76.6423,187,2.2749,2650,32.2384,5570,67.7616,5.6912,0.2208,23.4242,7.5931,2.2147,13.1297,37.2232,34.6556,30.8104,41.1292,4.0764,Centro
7,Maule,74,Linares,7406,San Javier,18078,18023,2204,12.2288,5797,32.1645,17671,97.7486,7464,41.2878,9612,53.1696,14463,80.0033,809,4.4751,12988,71.8442,5090,28.1558,6.2237,0.3865,25.4126,12.9084,2.8519,17.2777,39.6777,31.4764,27.9156,50.8971,4.1533,Centro
7,Maule,74,Linares,7407,Villa Alegre,6674,6653,881,13.2421,2612,39.2605,6528,97.8124,2617,39.2119,3050,45.6997,5336,79.9521,207,3.1016,3939,59.0201,2735,40.9799,5.8539,0.3025,25.8765,9.8142,4.3302,15.7477,37.1292,36.0953,33.9976,47.8124,4.7048,Centro
7,Maule,74,Linares,7408,Yerbas Buenas,7105,7078,926,13.0828,4192,59.2258,6916,97.3399,2492,35.0739,1804,25.3906,5880,82.7586,268,3.772,2224,31.3019,4881,68.6981,6.459,0.3715,24.3975,8.062,3.3122,13.9112,40.0141,32.8259,30.1903,39.1825,4.6512,Centro
8,Biobío,81,Concepción,8101,Concepción,92197,91625,3432,3.7457,17061,18.6205,90399,98.0498,65292,70.8179,70734,76.7205,83282,90.3305,2951,3.2008,90327,97.9717,1870,2.0283,3.6059,0.4252,49.6347,37.262,3.0757,13.04,28.1286,27.252,20.6328,50.1265,3.6765,Centro
8,Biobío,81,Concepción,8102,Coronel,41939,41859,2804,6.6987,6842,16.3453,41119,98.0448,22133,52.7743,32057,76.4372,34666,82.6581,890,2.1221,40558,96.7071,1381,3.2929,5.446,0.2809,23.9513,14.1053,2.526,16.8652,43.7985,28.4159,29.9081,49.2969,4.7726,Centro
8,Biobío,81,Concepción,8103,Chiguayante,29395,29331,1329,4.531,3799,12.9522,28958,98.5134,19093,64.9532,24083,81.9289,25882,88.049,1140,3.8782,29378,99.9422,17,0.0578,3.709,0.2288,30.1771,17.6404,3.1971,16.728,38.5019,32.8056,27.1161,51.1781,5.1685,Centro
8,Biobío,81,Concepción,8104,Florida,4956,4947,832,16.8183,2944,59.5108,4820,97.2559,2055,41.4649,1005,20.2785,4024,81.1945,237,4.7821,1553,31.3358,3403,68.6642,5.1626,0.3252,25.8885,10.521,1.7165,12.7423,32.5727,37.9443,30.8562,42.9927,4.2407,Centro
8,Biobío,81,Concepción,8105,Hualqui,8824,8807,929,10.5484,2701,30.6688,8586,97.3028,4045,45.8409,5035,57.0603,7366,83.4769,337,3.8191,7057,79.9751,1767,20.0249,5.5785,0.3444,29.1889,13.6472,3.3693,16.2791,42.2689,31.0267,32.3653,50.8111,4.9461,Centro
8,Biobío,81,Concepción,8106,Lota,13835,13789,1391,10.0878,2635,19.1094,13464,97.3184,6010,43.4405,9730,70.3289,10955,79.1832,296,2.1395,13764,99.4868,71,0.5132,6.4732,0.3829,24.4477,9.9239,2.8251,15.632,36.7983,37.4067,36.7983,51.4741,6.2948,Centro
8,Biobío,81,Concepción,8107,Penco,16858,16810,1118,6.6508,3435,20.4343,16527,98.0365,9410,55.8192,12069,71.5921,14639,86.8371,1074,6.3709,16591,98.4162,267,1.5838,5.1899,0.3088,33.0026,15.3366,4.7537,16.6736,39.1467,33.4244,31.3804,51.3162,5.8114,Centro
8,Biobío,81,Concepción,8108,San Pedro de La paz,52351,52226,1858,3.5576,8005,15.3276,51599,98.5635,34931,66.7246,42170,80.5524,47242,90.2409,1937,3.7,52310,99.9217,41,0.0783,4.5361,0.242,29.2899,21.7374,1.3467,16.3848,43.8975,23.5834,22.3075,51.0521,3.8203,Centro
8,Biobío,81,Concepción,8109,Santa Juana,5603,5591,875,15.6502,2732,48.8642,5417,96.6803,2268,40.4783,1889,33.7141,4558,81.3493,165,2.9449,3547,63.3054,2056,36.6946,5.4624,0.3065,22.0993,10.8354,2.517,15.4945,36.3977,33.9165,31.5066,49.9821,3.5523,Centro
8,Biobío,81,Concepción,8110,Talcahuano,51086,50838,2894,5.6926,8915,17.5361,50013,97.8996,30874,60.4353,38899,76.1441,44924,87.938,1263,2.4723,50944,99.722,142,0.278,4.8368,0.3739,33.9361,19.0179,4.0604,15.8037,37.4055,34.3052,27.1563,50.3642,5.6096,Centro
8,Biobío,81,Concepción,8111,Tomé,20751,20709,2035,9.8266,6331,30.5712,20270,97.682,10227,49.2844,12161,58.6044,17127,82.5358,448,2.1589,18423,88.7813,2328,11.2187,4.6034,0.3791,28.981,14.143,2.9541,16.5758,35.9849,36.2359,32.7123,53.4633,5.2228,Centro
8,Biobío,81,Concepción,8112,Hualpén,30684,30541,1403,4.5938,4978,16.2994,30160,98.2923,18729,61.0383,24065,78.4285,27169,88.5445,909,2.9625,30449,99.2341,235,0.7659,4.5997,0.3091,32.5564,20.6669,2.4975,16.7963,36.8911,33.8771,28.8264,52.0693,5.541,Centro
