"quadkey","tile_x","tile_y","avg_d_mbps","avg_u_mbps","avg_lat_ms","avg_lat_down_ms","avg_lat_up_ms","tests","devices"
"2102132123122022",-71.1887,-30.5788,279.165,318.189,19,77,421,6,4
"2102132123122030",-71.17769999999999,-30.574099999999998,311.875,223.444,8,204,165,3,3
"2102132123122032",-71.17769999999999,-30.5788,496.598,531.731,8,100,79,5,4
"2102132123122101",-71.1612,-30.564600000000002,410.733,173.811,4,111,277,2,1
"2102132123122102",-71.1667,-30.5694,309.277,213.3,4,147,28,2,1
"2102132123122120",-71.1667,-30.574099999999998,464.194,359.06,8,158,125,5,3
"2102132123122121",-71.1612,-30.574099999999998,571.554,480.609,15,70,28,1,1
"2102132123122200",-71.1887,-30.583499999999997,438.202,455.911,9,99,74,16,13
"2102132123122201",-71.1832,-30.583499999999997,548.915,481.121,10,128,195,35,14
"2102132123122202",-71.1887,-30.588299999999997,411.714,364.734,11,170,195,50,19
"2102132123122203",-71.1832,-30.588299999999997,444.691,399.566,10,142,93,49,24
"2102132123122210",-71.17769999999999,-30.583499999999997,664.542,689.481,6,129,101,5,4
"2102132123122212",-71.17769999999999,-30.588299999999997,425.188,401.039,7,155,149,27,12
"2102132123122213",-71.1722,-30.588299999999997,446.68,486.589,11,257,330,12,10
"2102132123122220",-71.1887,-30.593,445.724,418.267,9,237,243,123,18
"2102132123122221",-71.1832,-30.593,366.108,355.029,9,388,188,24,10
"2102132123122222",-71.1887,-30.597699999999996,285.124,302.066,9,237,429,30,12
"2102132123122223",-71.1832,-30.597699999999996,483.751,466.502,8,239,79,6,4
"2102132123122230",-71.17769999999999,-30.593,473.801,422.529,9,65,91,22,8
"2102132123122231",-71.1722,-30.593,211.364,89.475,6,54,60,1,1
"2102132123122333",-71.1502,-30.597699999999996,38.438,44.938,4,133,348,1,1
"2102132123123002",-71.14469999999999,-30.5694,11.352,14.562,13,360,3619,4,1
"2102132123123220",-71.14469999999999,-30.593,49.021,27.299,23,227,31,1,1
"2102132123123222",-71.14469999999999,-30.597699999999996,17.135,11.719,58,206,501,3,1
"2102132123200022",-71.3644,-30.6166,39.001,35.332,24,137,135,4,1
"2102132123200023",-71.35889999999999,-30.6166,8.19,5.855,44,169,851,2,2
"2102132123200201",-71.35889999999999,-30.621400000000005,66.189,68.115,8,413,421,3,2
"2102132123200313",-71.326,-30.626099999999997,8.711,7.311,40,193,460,6,1
"2102132123200331",-71.326,-30.6308,381.408,25.228,18,50,49,1,1
"2102132123201223",-71.315,-30.6355,91.686,19.68,25,122,55,4,1
"2102132123201321",-71.293,-30.6308,10.526,4.444,33,102,59,1,1
"2102132123201330",-71.2875,-30.6308,93.001,94.23,14,307,44,1,1
"2102132123201333",-71.282,-30.6355,8.703,7.971,15,1334,128,2,2
"2102132123203101",-71.293,-30.640299999999996,501.193,320.01,7,79,159,3,1
"2102132123203111",-71.282,-30.640299999999996,219.228,223.025,6,108,329,2,2
"2102132123210220",-71.2766,-30.6308,343.796,31.499,26,95,30,4,1
"2102132123210310",-71.2436,-30.621400000000005,331.627,33.273,20,116,30,1,1
"2102132123210333",-71.2381,-30.6355,43.942,39.8,15,413,652,17,1
"2102132123211011",-71.21610000000001,-30.6025,411.192,394.155,4,253,496,3,2
"2102132123211012",-71.22160000000001,-30.6072,187.471,59.245,15,247,686,4,2
"2102132123211013",-71.21610000000001,-30.6072,358.721,298.357,7,133,263,24,4
"2102132123211023",-71.22710000000001,-30.6166,215.877,207.329,5,130,108,9,2
"2102132123211030",-71.22160000000001,-30.611900000000002,443.221,553.339,10,343,669,5,4
"2102132123211031",-71.21610000000001,-30.611900000000002,464.301,444.36,11,133,126,35,13
"2102132123211032",-71.22160000000001,-30.6166,411.414,328.342,4,219,21,1,1
"2102132123211033",-71.21610000000001,-30.6166,471.891,472.271,8,78,132,18,11
"2102132123211100",-71.2106,-30.6025,369.577,357.387,12,116,168,60,11
"2102132123211101",-71.2051,-30.6025,278.117,276.262,12,224,282,21,11
"2102132123211102",-71.2106,-30.6072,520.853,564.778,7,99,253,14,4
"2102132123211103",-71.2051,-30.6072,431.393,400.671,10,130,155,30,14
"2102132123211110",-71.1996,-30.6025,390.509,361.276,9,234,258,60,14
"2102132123211111",-71.1942,-30.6025,485.076,450.366,9,82,50,29,14
"2102132123211112",-71.1996,-30.6072,490.563,423.716,9,129,126,18,8
"2102132123211113",-71.1942,-30.6072,448.615,492.059,9,330,100,13,9
"2102132123211120",-71.2106,-30.611900000000002,330.52,312.387,8,147,232,42,20
"2102132123211121",-71.2051,-30.611900000000002,418.432,353.125,9,144,356,35,16
"2102132123211122",-71.2106,-30.6166,479.014,417.046,7,168,172,59,22
"2102132123211123",-71.2051,-30.6166,461.543,279.495,10,82,79,2,2
"2102132123211130",-71.1996,-30.611900000000002,455.422,427.635,10,86,180,9,7
"2102132123211131",-71.1942,-30.611900000000002,498.563,365.972,10,38,102,3,2
"2102132123211210",-71.22160000000001,-30.621400000000005,460.64,530.937,9,14,10,11,2
"2102132123211211",-71.21610000000001,-30.621400000000005,883.613,677.571,9,88,82,10,4
"2102132123211212",-71.22160000000001,-30.626099999999997,684.613,679.682,7,158,16,1,1
"2102132123211213",-71.21610000000001,-30.626099999999997,363.815,382.019,16,33,398,2,1
"2102132123211223",-71.22710000000001,-30.6355,464.366,425.69,11,275,1674,2,2
"2102132123211230",-71.22160000000001,-30.6308,619.863,556.905,6,103,40,18,9
"2102132123211231",-71.21610000000001,-30.6308,753.148,666.736,7,232,448,4,2
"2102132123211232",-71.22160000000001,-30.6355,1122.563,1131.695,4,87,19,5,3
"2102132123211300",-71.2106,-30.621400000000005,841.131,843.042,13,24,23,1,1
"2102132123211302",-71.2106,-30.626099999999997,92.456,93.786,6,9,34,4,1
"2102132123211320",-71.2106,-30.6308,529.851,476.765,5,78,160,7,3
"2102132123212111",-71.2381,-30.640299999999996,469.035,469.472,5,236,203,12,3
"2102132123212113",-71.2381,-30.645,498.392,540.856,5,172,123,1,1
"2102132123212120",-71.25460000000001,-30.649700000000003,653.924,690.599,8,156,19,1,1
"2102132123212122",-71.25460000000001,-30.654499999999995,520.722,523.318,5,109,43,3,2
"2102132123212130",-71.2436,-30.649700000000003,75.509,80.254,7,372,293,10,3
"2102132123212132",-71.2436,-30.654499999999995,94.271,49.402,9,425,1202,4,1
"2102132123212232",-71.2656,-30.673400000000004,385.192,169.1,9,41,10,3,1
"2102132123212301",-71.24910000000001,-30.6592,436.493,455.051,7,30,59,6,2
"2102132123212310",-71.2436,-30.6592,18.3,24.22,13,179,187,2,1
"2102132123213001",-71.22710000000001,-30.640299999999996,54.861,55.659,11,70,89,4,1
"2102132123213002",-71.2326,-30.645,180.079,178.103,6,1126,55,4,2
"2102132123213010",-71.22160000000001,-30.640299999999996,414.092,538.112,9,135,25,3,1
"2102132123213012",-71.22160000000001,-30.645,65.901,17.574,25,214,60,5,1
"2102132123213210",-71.22160000000001,-30.6592,32.761,27.186,9,678,406,2,1
"2102132123213212",-71.22160000000001,-30.6639,491.089,438.057,10,59,30,1,1
"2102132123213213",-71.21610000000001,-30.6639,213.583,199.56,6,185,188,1,1
"2102132123213230",-71.22160000000001,-30.668599999999998,8.368,14.025,53,1728,146,1,1
"2102132123213231",-71.21610000000001,-30.668599999999998,194.251,279.864,7,33,39,2,1
"2102132123213233",-71.21610000000001,-30.673400000000004,85.176,18.419,26,1642,384,5,1
"2102132123221113",-71.282,-30.682799999999997,172.385,140.147,10,378,253,10,1
"2102132123222300",-71.3425,-30.7348,268.892,38.933,26,40,31,1,1
"2102132123223000",-71.32050000000001,-30.715899999999998,8.23,4.41,28,161,388,1,1
"2102132123223031",-71.304,-30.725299999999997,9.975,15.657,26,780,791,1,1
"2102132123223032",-71.3095,-30.73,271.099,39.672,24,116,29,8,1
"2102132123223213",-71.304,-30.7395,9.174,11.51,37,318,740,1,1
"2102132123223233",-71.304,-30.748900000000003,247.468,43.774,20,36,28,2,1
"2102132123230000",-71.2766,-30.6781,150.665,110.68,8,172,50,21,1
"2102132123230002",-71.2766,-30.682799999999997,256.253,196.057,8,99,212,50,6
"2102132123230011",-71.2601,-30.6781,118.649,34.08,30,83,31,1,1
"2102132123230331",-71.2381,-30.706400000000002,45.38,37.84,6,396,174,1,1
"2102132123231200",-71.2326,-30.696999999999996,180.951,197.46,5,38,257,1,1
"2102132123231202",-71.2326,-30.7017,146.385,20.846,22,222,36,3,2
"2102132123231220",-71.2326,-30.706400000000002,48.888,39.506,6,291,177,1,1
"2102132123231233",-71.21610000000001,-30.7111,173.625,181.136,9,471,1205,2,2
"2102132123232110",-71.2436,-30.715899999999998,375.274,410.011,10,57,50,8,2
"2102132123232111",-71.2381,-30.715899999999998,410.75,436.54,11,23,25,1,1
"2102132123233011",-71.21610000000001,-30.715899999999998,14.205,2.876,23,200,52,3,1
"2102132123300000",-71.1887,-30.6025,522.609,501.06,9,124,149,55,21
"2102132123300001",-71.1832,-30.6025,583.621,583.049,4,94,78,7,4
"2102132123300002",-71.1887,-30.6072,269.8,178.979,13,269,1609,17,5
"2102132123301010",-71.1337,-30.6025,251.159,40.969,28,39,29,1,1
"2102132123301012",-71.1337,-30.6072,40.253,62.168,9,277,4501,2,1
"2102132123301323",-71.1172,-30.6355,1277.732,678.645,6,80,45,4,2
"2102132123312020",-71.1008,-30.649700000000003,674.656,558.369,5,89,28,16,3
"2102132130130033",-70.7327,-30.2377,214.719,158.942,31,318,250,2,1
"2102132130130202",-70.7492,-30.247200000000003,399.149,434.696,13,168,297,2,1
"2102132130130210",-70.73819999999999,-30.2425,14.579,24.118,13,1019,1298,3,1
"2102132130130230",-70.73819999999999,-30.2519,84.663,80.779,14,314,258,3,2
"2102132130231032",-70.87010000000001,-30.389499999999998,79.069,23.74,25,141,31,3,1
"2102132130231122",-70.85910000000001,-30.389499999999998,17.954,10.358,32,139,375,1,1
"2102132130231210",-70.87010000000001,-30.3942,59.211,49.832,25,200,1501,2,2
"2102132130231231",-70.86460000000001,-30.403699999999997,34.842,29.891,27,194,57,1,1
"2102132131011130",-70.4965,-30.157,53.951,35.057,24,191,114,1,1
"2102132131022202",-70.66130000000001,-30.285199999999996,213.118,33.025,26,193,60,11,1
"2102132131022211",-70.6448,-30.280399999999997,289.484,17.209,26,84,35,2,1
"2102132131022332",-70.62839999999998,-30.294600000000003,377.093,33.926,26,45,34,1,1
"2102132131031110",-70.4965,-30.2235,30.28,22.627,30,181,82,1,1
"2102132131100223",-70.47999999999999,-30.1807,22.718,3.331,25,979,2506,1,1
"2102132131101111",-70.40310000000001,-30.1475,244.302,19.312,25,35,33,1,1
"2102132131110122",-70.3757,-30.1618,14.783,11.272,35,956,641,1,1
"2102132131221001",-70.61189999999999,-30.3752,104.68,18.438,28,99,43,2,1
"2102132132101301",-70.7657,-30.47,0.025,0.01,31,156,221,1,1
"2102132132221003",-70.9634,-30.682799999999997,254.477,234.361,6,143,113,3,1
"2102132132221012",-70.9579,-30.682799999999997,409.166,534.923,17,72,41,9,1
"2102132132221021",-70.9634,-30.6875,1274.623,1772.571,6,70,73,1,1
"2102132132221022",-70.96889999999999,-30.692200000000003,321.35,251.199,53,160,831,16,4
"2102132132221023",-70.9634,-30.692200000000003,519.726,478.708,5,177,408,23,10
"2102132132221030",-70.9579,-30.6875,552.506,613.547,3,76,51,18,4
"2102132132221032",-70.9579,-30.692200000000003,781.938,760.996,6,81,15,1,1
"2102132132221200",-70.96889999999999,-30.696999999999996,629.857,573.417,5,135,78,15,5
"2102132132221201",-70.9634,-30.696999999999996,126.446,144.106,8,952,534,4,4
"2102132132221210",-70.9579,-30.696999999999996,300.118,285.942,9,81,109,20,6
"2102132132221220",-70.96889999999999,-30.706400000000002,1313.729,1258.374,5,27,17,1,1
"2102132132221221",-70.9634,-30.706400000000002,519.148,341.172,6,227,262,7,5
"2102132132221230",-70.9579,-30.706400000000002,667.469,471.827,6,122,121,7,4
"2102132132221311",-70.93050000000001,-30.696999999999996,988.041,667.672,6,107,132,2,2
"2102132132223121",-70.94149999999999,-30.725299999999997,35.581,15.717,10,164,772,1,1
"2102132132230202",-70.925,-30.7017,754.599,761.508,8,75,16,2,1
"2102132132231222",-70.881,-30.7111,15.236,14.46,10,189,546,1,1
"2102132132231223",-70.8755,-30.7111,89.173,96.491,4,12,6,2,1
"2102132132233001",-70.8755,-30.715899999999998,17.066,45.073,8,82,47,1,1
"2102132132320221",-70.83160000000001,-30.706400000000002,135.73,142.495,12,48,668,4,1
"2102132132321322",-70.7712,-30.7111,32.753,18.393,21,130,38,1,1
"2102132132323031",-70.7767,-30.725299999999997,69.99,80.921,16,503,232,1,1
"2102132132323331",-70.75469999999999,-30.7442,349.43,36.044,24,50,29,1,1
"2102132300022311",-71.67760000000001,-30.885700000000003,28.093,3.793,612,2809,736,1,1
"2102132300023220",-71.67210000000001,-30.8952,25.518,3.81,622,3064,736,1,1
"2102132300032300",-71.6061,-30.885700000000003,141.653,45.607,22,32,28,1,1
"2102132300111001",-71.40289999999999,-30.753599999999995,74.692,13.405,38,271,117,6,3
"2102132300111130",-71.37539999999998,-30.763099999999998,62.642,11.538,29,71,83,1,1
"2102132300120133",-71.5018,-30.8433,297.172,35.512,26,152,43,7,1
"2102132300201133",-71.6336,-30.9187,149.915,34.546,20,32,33,1,1
"2102132300203301",-71.64460000000001,-30.9611,231.213,16.969,21,91,29,1,1
"2102132300221110",-71.63910000000001,-30.98,24.906,20.304,26,222,32,1,1
"2102132300221131",-71.6336,-30.9894,222.677,27.051,22,38,25,1,1
"2102132300310012",-71.4413,-30.909299999999995,193.413,24.32,26,31,29,1,1
"2102132301000023",-71.35889999999999,-30.7678,36.656,16.466,28,258,289,2,1
"2102132301000201",-71.35889999999999,-30.7725,233.632,32.361,22,77,30,28,1
"2102132301000210",-71.35350000000001,-30.7725,258.57,55.237,25,48,29,2,1
"2102132301002033",-71.348,-30.8056,91.875,18.629,27,192,47,2,1
"2102132301010122",-71.25460000000001,-30.7678,118.253,32.434,26,62,36,1,1
"2102132301012010",-71.2656,-30.791400000000003,310.773,35.213,21,30,30,2,2
"2102132301012011",-71.2601,-30.791400000000003,380.97,34.648,21,33,27,6,2
"2102132301012120",-71.25460000000001,-30.8008,467.863,458.193,9,317,182,1,1
"2102132301012231",-71.2601,-30.8197,486.44,359.048,8,81,30,2,1
"2102132301012233",-71.2601,-30.824400000000004,290.697,234.094,4,120,216,3,2
"2102132301030003",-71.2711,-30.833900000000007,208.9,173.164,9,328,133,4,1
"2102132301030010",-71.2656,-30.8291,668.526,519.76,6,80,151,5,2
"2102132301030011",-71.2601,-30.8291,88.995,75.335,16,359,90,5,2
"2102132301030100",-71.25460000000001,-30.8291,605.959,438.912,5,116,185,26,6
"2102132301030102",-71.25460000000001,-30.833900000000007,106.082,70.517,12,2423,1350,3,2
"2102132301030110",-71.2436,-30.8291,69.702,39.263,20,218,44,1,1
"2102132301030120",-71.25460000000001,-30.838599999999996,324,279.799,5,104,92,1,1
"2102132301030122",-71.25460000000001,-30.8433,80.873,159.085,4,102,789,1,1
"2102132301030301",-71.24910000000001,-30.848000000000003,458.005,452.301,5,91,249,2,1
"2102132301030312",-71.2436,-30.8527,341.788,46.826,22,37,30,1,1
"2102132301211323",-71.2051,-30.937599999999996,11.27,3.812,15,264,113,2,1
"2102132301311210",-71.0458,-30.923400000000004,37.84,9.742,23,34,36,2,2
"2102132301312132",-71.0678,-30.956400000000002,687.138,489.838,6,160,91,3,3
"2102132301312301",-71.07329999999999,-30.9611,1418.049,1510.439,7,108,77,1,1
"2102132301320113",-71.1502,-30.984700000000004,24.508,4.014,633,2708,734,1,1
"2102132301322032",-71.17769999999999,-31.031799999999997,39.285,29.916,12,267,166,2,2
"2102132301333213",-71.0403,-31.041199999999996,146.873,164.183,14,222,162,5,3
"2102132301333302",-71.0349,-31.041199999999996,148.945,156.185,7,12,10,2,1
"2102132302021023",-71.6666,-31.1447,6.726,7.179,79,1849,3920,1,1
"2102132302101323",-71.4688,-31.0882,403.667,30.061,19,31,27,2,1
"2102132302111021",-71.40289999999999,-31.064700000000006,20.158,9.961,30,392,278,1,1
"2102132302132321",-71.42490000000001,-31.196400000000004,63.631,40.562,27,106,31,1,1
"2102132302132330",-71.4194,-31.196400000000004,164.203,45.865,27,131,33,3,1
"2102132302330112",-71.4194,-31.2856,43.103,7.192,24,193,60,1,1
"2102132303013301",-71.2051,-31.111700000000003,26.286,8.786,22,261,140,3,1
"2102132303101033",-71.12819999999999,-31.0694,34.448,14.152,17,116,33,2,1
"2102132303101212",-71.1337,-31.0788,29.792,14.235,17,64,25,2,1
"2102132303102110",-71.1557,-31.092899999999997,14.146,7.954,12,257,88,1,1
"2102132303102303",-71.1612,-31.116400000000006,21.511,13.175,9,355,77,1,1
"2102132303102312",-71.1557,-31.116400000000006,25.44,19.622,18,524,22,1,1
"2102132303102320",-71.1667,-31.121099999999995,12.156,13.196,9,196,73,1,1
"2102132303102321",-71.1612,-31.121099999999995,30.66,22.028,9,277,32,1,1
"2102132303102330",-71.1557,-31.121099999999995,52.118,36.138,22,71,26,1,1
"2102132303102332",-71.1557,-31.125799999999998,278.095,53.196,9,49,9,1,1
"2102132303103330",-71.1118,-31.121099999999995,41.079,13.868,14,155,88,1,1
"2102132303311210",-71.0458,-31.2245,133.358,16.081,30,1087,772,3,2
"2102132310000021",-71.00739999999999,-30.763099999999998,269.802,34.118,23,47,27,1,1
"2102132310001103",-70.94149999999999,-30.7584,5.537,2.02,26,618,398,2,1
"2102132310001121",-70.94149999999999,-30.763099999999998,270.615,256.779,7,33,103,1,1
"2102132310001122",-70.947,-30.7678,560.995,554.212,5,91,147,10,4
"2102132310001123",-70.94149999999999,-30.7678,399.265,328.899,6,182,171,18,6
"2102132310001132",-70.936,-30.7678,420.085,434.69,8,29,126,3,2
"2102132310001233",-70.9525,-30.786700000000003,98.59,29.386,23,98,33,13,2
"2102132310001300",-70.947,-30.7725,403.798,366.186,7,119,90,7,3
"2102132310001301",-70.94149999999999,-30.7725,513.561,500.351,8,99,160,15,5
"2102132310001303",-70.94149999999999,-30.777200000000004,311.353,246.419,5,77,122,4,2
"2102132310001310",-70.936,-30.7725,744.997,560.001,6,67,56,2,2
"2102132310001312",-70.936,-30.777200000000004,305.987,291.43,5,60,171,2,2
"2102132310001320",-70.947,-30.782,73.574,53.589,29,308,127,1,1
"2102132310001321",-70.94149999999999,-30.782,889.928,1191.268,7,87,134,1,1
"2102132310001323",-70.94149999999999,-30.786700000000003,899.356,699.736,7,153,34,9,4
"2102132310001330",-70.936,-30.782,266.223,237.434,7,59,377,19,4
"2102132310020103",-70.9854,-30.833900000000007,283.156,30.231,24,73,29,3,2
"2102132310020130",-70.9799,-30.838599999999996,311.03,35.023,26,36,28,2,1
"2102132310022022",-71.01289999999999,-30.881,253.942,308.541,7,53,186,3,1
"2102132310022200",-71.01289999999999,-30.885700000000003,489.43,424.415,6,278,63,4,2
"2102132310022203",-71.00739999999999,-30.8904,361.261,184.429,10,327,336,2,1
"2102132310100213",-70.8206,-30.777200000000004,101.94,14.95,21,35,30,1,1
"2102132310111101",-70.6778,-30.753599999999995,23.373,15.227,35,641,984,5,1
"2102132310130212",-70.73819999999999,-30.8527,207.378,21.521,26,232,62,7,2
"2102132310131130",-70.6723,-30.838599999999996,484.789,20.616,124,42,27,1,1
"2102132310303100",-70.7712,-30.9423,10.807,9.48,27,1851,1171,3,1
"2102132310303123",-70.7657,-30.956400000000002,26.601,8.2,28,63,406,1,1
"2102132312000021",-71.00739999999999,-31.064700000000006,264.005,35.72,30,49,33,4,2
"2102132312000023",-71.00739999999999,-31.0694,237.152,30.783,32,60,56,3,1
"2102132312000330",-70.9799,-31.083499999999997,228.949,29.295,24,43,30,2,1
"2102132312001212",-70.9579,-31.0788,9.791,0.266,25,815,2386,1,1
"2102132312001213",-70.9525,-31.0788,21.439,11.078,28,237,56,3,1
"2102132312001222",-70.96889999999999,-31.0882,127.505,24.294,30,185,194,28,2
"2102132312001233",-70.9525,-31.0882,11.419,2.776,59,151,170,2,1
"2102132312012020",-70.925,-31.102300000000003,108.684,17.229,28,551,50,12,1
"2102132312012033",-70.9085,-31.107,316.704,31.306,22,40,28,2,1
"2102132312022003",-71.00739999999999,-31.1729,167.005,174.096,6,138,204,1,1
"2102132312022012",-71.0019,-31.1729,396.378,773.411,20,31,99,1,1
"2102132312022021",-71.00739999999999,-31.177599999999995,642.18,681.445,13,88,64,2,2
"2102132312022023",-71.00739999999999,-31.182299999999998,423.295,467.598,12,206,162,20,5
"2102132312022030",-71.0019,-31.177599999999995,470.484,429.96,11,100,202,37,12
"2102132312022031",-70.9964,-31.177599999999995,287.834,360.409,13,43,89,2,2
"2102132312022032",-71.0019,-31.182299999999998,381.924,319.577,11,211,1169,174,10
"2102132312022033",-70.9964,-31.182299999999998,513.58,463.247,11,97,171,9,5
"2102132312202210",-71.0019,-31.262099999999997,245.719,25.813,28,77,36,1,1
"2102132320012330",-71.5952,-31.4216,286.682,29.101,22,44,26,3,3
"2102132320033002",-71.5842,-31.473200000000002,91.546,26.916,31,585,425,12,1
"2102132320103113",-71.4578,-31.398200000000003,479.648,409.298,10,208,483,24,8
"2102132320110323",-71.42490000000001,-31.388800000000003,323.689,269.27,6,136,260,1,1
"2102132320110333",-71.41389999999998,-31.388800000000003,1093.205,1348.04,8,110,24,2,1
"2102132320111322",-71.3864,-31.388800000000003,119.854,83.311,9,356,143,1,1
"2102132320112000",-71.45230000000001,-31.3935,510.594,394.921,7,155,203,3,1
"2102132320112011",-71.43589999999999,-31.3935,200.138,124.265,19,472,245,2,1
"2102132320113011",-71.39189999999999,-31.3935,35.105,23.01,7,442,1070,1,1
"2102132320113101",-71.3809,-31.3935,590.615,491.307,7,52,39,3,2
"2102132320113110",-71.37539999999998,-31.3935,326.587,337.976,7,118,87,1,1
"2102132320211013",-71.56769999999999,-31.510700000000003,231.323,36.224,22,278,29,1,1
"2102132320211031",-71.56769999999999,-31.515299999999996,146.986,18.185,27,767,489,5,1
"2102132320211033",-71.56769999999999,-31.52,367.037,33.393,19,57,29,2,2
"2102132320211102",-71.56219999999999,-31.510700000000003,196.665,22.575,24,288,195,1,1
"2102132320211120",-71.56219999999999,-31.515299999999996,152.323,37.989,22,203,30,1,1
"2102132320211122",-71.56219999999999,-31.52,53.804,13.92,41,211,163,6,2
"2102132320211310",-71.5512,-31.524700000000003,216.288,42.741,29,112,31,1,1
"2102132320213033",-71.56769999999999,-31.557499999999997,139.817,31.017,23,176,33,2,1
"2102132320320231",-71.52369999999999,-31.608900000000006,79.442,20.342,24,317,50,1,1
"2102132320322231",-71.52369999999999,-31.646400000000007,192.273,41.095,28,158,28,1,1
"2102132320330023",-71.44680000000001,-31.594900000000003,188.759,23.113,32,41,23,1,1
"2102132320333131",-71.3699,-31.627699999999997,339.762,343.88,7,168,62,2,1
"2102132321000303",-71.337,-31.379399999999997,73.886,25.948,24,92,80,3,2
"2102132321013310",-71.1996,-31.4123,340.835,32.938,22,32,36,1,1
"2102132321110222",-71.1008,-31.388800000000003,9.101,14.775,56,541,754,2,2
"2102132321112000",-71.1008,-31.3935,16.195,13.54,162,481,522,1,1
"2102132321233311",-71.1942,-31.637,453.432,378.047,14,179,155,11,7
"2102132321233313",-71.1942,-31.641700000000004,385.781,334.478,13,202,146,44,14
"2102132321233323",-71.2051,-31.651,253.303,186.07,7,1403,1215,5,1
"2102132321233330",-71.1996,-31.646400000000007,215.623,152.671,10,1572,448,5,2
"2102132321233331",-71.1942,-31.646400000000007,464.548,416.016,16,151,66,15,8
"2102132321233332",-71.1996,-31.651,363.013,199.123,5,54,22,2,1
"2102132321312200",-71.1008,-31.5622,207.554,34.742,24,210,28,2,1
"2102132321321213",-71.12819999999999,-31.604300000000002,14.787,43.544,24,130,605,2,2
"2102132321321222",-71.14469999999999,-31.613599999999998,16.285,6.635,82,193,2318,1,1
"2102132321321230",-71.1337,-31.608900000000006,4.861,55.157,23,144,438,1,1
"2102132321321231",-71.12819999999999,-31.608900000000006,473.747,379.492,8,758,295,15,5
"2102132321321232",-71.1337,-31.613599999999998,356.633,331.432,6,233,73,1,1
"2102132321321300",-71.1227,-31.5996,44.135,49.606,20,156,400,1,1
"2102132321321301",-71.1172,-31.5996,127.586,53.419,15,742,909,3,2
"2102132321321302",-71.1227,-31.604300000000002,672.733,681.583,7,68,257,1,1
"2102132321321322",-71.1227,-31.613599999999998,337.073,294.774,6,93,495,5,1
"2102132321322013",-71.1722,-31.623,326.435,327.644,41,122,882,4,3
"2102132321322030",-71.17769999999999,-31.627699999999997,583.496,459.69,15,63,326,11,1
"2102132321322031",-71.1722,-31.627699999999997,458.117,489.425,13,94,177,10,8
"2102132321322032",-71.17769999999999,-31.632299999999997,286.982,297.405,14,291,242,11,5
"2102132321322033",-71.1722,-31.632299999999997,654.338,504.28,12,116,351,33,9
"2102132321322102",-71.1667,-31.623,392.788,441.343,13,240,257,6,2
"2102132321322103",-71.1612,-31.623,1.92,4.222,97,406,3642,1,1
"2102132321322112",-71.1557,-31.623,1813.118,1034.636,8,67,12,1,1
"2102132321322113",-71.1502,-31.623,553.972,474.935,6,145,337,16,1
"2102132321322120",-71.1667,-31.627699999999997,332.956,286.517,15,196,169,28,12
"2102132321322121",-71.1612,-31.627699999999997,303.958,301.544,21,285,538,38,17
"2102132321322122",-71.1667,-31.632299999999997,358.729,291.99,11,311,472,18,12
"2102132321322123",-71.1612,-31.632299999999997,496.951,543.472,10,97,31,5,4
"2102132321322130",-71.1557,-31.627699999999997,373.331,583.817,13,80,184,6,5
"2102132321322131",-71.1502,-31.627699999999997,353.57,366.031,14,170,93,14,7
"2102132321322200",-71.1887,-31.637,496.701,355.8,11,146,147,40,6
"2102132321322202",-71.1887,-31.641700000000004,364.118,320.613,14,559,261,31,7
"2102132321322203",-71.1832,-31.641700000000004,436.563,301.202,15,108,52,19,7
"2102132321322210",-71.17769999999999,-31.637,307.416,227.093,20,516,409,18,11
"2102132321322211",-71.1722,-31.637,402.962,227.092,12,283,254,198,7
"2102132321322212",-71.17769999999999,-31.641700000000004,346.992,131.626,15,151,473,10,6
"2102132321322220",-71.1887,-31.646400000000007,78.205,133.044,18,77,278,1,1
"2102132321322221",-71.1832,-31.646400000000007,176.668,12.701,22,36,28,1,1
"2102132321322223",-71.1832,-31.651,19.299,9.502,9,35,40,1,1
"2102132321322231",-71.1722,-31.646400000000007,11.856,4.425,22,243,99,2,2
"2102132321322233",-71.1722,-31.651,13.511,3.474,29,1178,1287,4,2
"2102132321322300",-71.1667,-31.637,187.591,148.204,13,455,191,67,5
"2102132321322302",-71.1667,-31.641700000000004,46.087,25.559,27,244,1448,1,1
"2102132321323001",-71.1392,-31.618299999999998,40.265,49.489,8,49,23,3,1
"2102132321323002",-71.14469999999999,-31.623,121.967,263.98,16,528,92,1,1
"2102132321323012",-71.1337,-31.623,480.951,327.774,27,27,33,2,1
"2102132321323021",-71.1392,-31.627699999999997,410.45,327.175,28,87,60,89,1
"2102132321323030",-71.1337,-31.627699999999997,486.782,499.446,4,12,8,1,1
"2102132321323102",-71.1227,-31.623,37.777,44.783,16,263,442,2,1
"2102132321323103",-71.1172,-31.623,94.347,95.382,17,66,21,4,1
"2102132321330121",-71.07329999999999,-31.5902,28.913,31.471,4,504,683,2,2
"2102132321330133",-71.06230000000001,-31.594900000000003,165.514,195.183,6,28,102,1,1
"2102132321331333",-71.0184,-31.613599999999998,32.049,13.408,13,1648,4301,4,1
"2102132322102031",-71.52369999999999,-31.702499999999997,260.454,24.497,19,48,27,2,1
"2102132322301230",-71.48530000000001,-31.833199999999998,325.69,34.437,23,31,30,1,1
"2102132322320320",-71.51820000000001,-31.9079,158.187,210.97,18,343,249,5,4
