region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct
13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,42018,41715,3941,9.4474,10305,24.7033,40629,96.6943,17360,41.3156,27119,64.5414,34488,82.0791,2549,6.0664,42018,100,0,0
13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,40890,40659,2675,6.5791,9245,22.7379,39758,97.2316,20730,50.697,28579,69.8924,35260,86.2314,1597,3.9056,40890,100,0,0
13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,50477,50039,3572,7.1384,10583,21.1495,48867,96.8104,24171,47.8852,35734,70.7926,42961,85.1101,1640,3.249,50477,100,0,0
13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,68183,67468,2789,4.1338,15666,23.2199,66588,97.6607,32120,47.1085,48733,71.4738,59460,87.2065,2320,3.4026,68183,100,0,0
13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,32057,31906,1521,4.7671,5353,16.7774,31440,98.0753,21233,66.2351,24941,77.802,28429,88.6827,1153,3.5967,32032,99.922,25,0.078
13,Metropolitana de Santiago,131,Santiago,13108,Independencia,45569,45296,1646,3.6339,11843,26.1458,44760,98.2247,23342,51.2234,31645,69.4441,40965,89.8966,1330,2.9187,45569,100,0,0
13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,38159,37916,1662,4.3834,7051,18.5964,37340,97.8537,22919,60.0618,28932,75.8196,33902,88.844,1388,3.6374,38159,100,0,0
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,133971,133316,4996,3.7475,20352,15.266,131740,98.3347,87579,65.3716,107651,80.354,120315,89.8067,4386,3.2738,133924,99.9649,47,0.0351
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,37274,37010,2721,7.3521,8346,22.5507,36134,96.9416,17094,45.8604,25727,69.0213,31433,84.3296,1191,3.1953,37274,100,0,0
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,54319,53844,4253,7.8987,11908,22.1157,52556,96.7544,21488,39.5589,37234,68.5469,44341,81.6307,3437,6.3274,54319,100,0,0
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,30645,30474,696,2.2839,2921,9.5852,30259,98.7404,25113,81.9481,26822,87.5249,28070,91.5973,994,3.2436,30645,100,0,0
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,116322,115565,1593,1.3784,7831,6.7763,115094,98.9443,100326,86.2485,106202,91.3,107512,92.4262,4591,3.9468,116322,100,0,0
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,32513,32134,590,1.8361,4173,12.9862,32129,98.8189,25912,79.6974,27371,84.1848,29405,90.4407,1956,6.0161,32243,99.1696,270,0.8304
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,27529,27306,2378,8.7087,6704,24.5514,26499,96.2585,11792,42.8348,17795,64.6409,22933,83.3049,2388,8.6745,27529,100,0,0
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,31971,31801,2128,6.6916,8141,25.5998,31079,97.21,15316,47.9059,21330,66.7167,27417,85.7558,1470,4.5979,31971,100,0,0
13,Metropolitana de Santiago,131,Santiago,13118,Macul,47638,47400,1660,3.5021,7239,15.2722,46880,98.4088,32522,68.269,38391,80.589,43237,90.7616,1721,3.6127,47638,100,0,0
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,167650,166924,5548,3.3237,24598,14.736,165428,98.6746,108798,64.8959,136362,81.3373,151572,90.4098,5747,3.428,166795,99.49,855,0.51
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,108724,108283,1847,1.7057,10622,9.8095,107557,98.9266,90535,83.2705,95629,87.9557,101277,93.1505,3233,2.9736,108724,100,0,0
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,32556,32084,2484,7.7422,7406,23.0832,31260,96.0192,15498,47.6041,22073,67.8001,27203,83.5576,1380,4.2388,32556,100,0,0
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,76321,75921,3878,5.1079,15907,20.952,74648,97.8079,45041,59.0152,55876,73.2118,67884,88.9454,2819,3.6936,76321,100,0,0
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,69431,69039,925,1.3398,7682,11.127,68668,98.9011,62027,89.3362,60319,86.8762,65510,94.3527,1923,2.7697,69431,100,0,0
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,74288,73917,3781,5.1152,14519,19.6423,72858,98.0751,40627,54.6885,55194,74.2973,65516,88.1919,3902,5.2525,72158,97.1328,2130,2.8672
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,65227,64853,1868,2.8804,11755,18.1256,64458,98.821,38773,59.4432,50944,78.1026,59231,90.8075,2897,4.4414,65060,99.744,167,0.256
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,45855,45553,2098,4.6056,10799,23.7065,44904,97.9261,24089,52.533,32430,70.7229,40679,88.7122,1747,3.8098,45855,100,0,0
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,56276,55400,3499,6.3159,15602,28.1625,54080,96.0978,27234,48.3936,35946,63.8745,48646,86.4418,1453,2.5819,56276,100,0,0
13,Metropolitana de Santiago,131,Santiago,13128,Renca,46588,46261,3086,6.6708,10295,22.2542,45373,97.392,22645,48.6069,32669,70.1232,39383,84.5346,2136,4.5849,46588,100,0,0
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,33568,33387,2049,6.1371,6932,20.7626,32628,97.1997,18740,55.827,24288,72.3546,29227,87.068,1146,3.414,33568,100,0,0
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,60402,60016,1250,2.0828,7739,12.8949,59681,98.8063,44776,74.13,51011,84.4525,55845,92.4555,1969,3.2598,60402,100,0,0
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,25014,24911,1927,7.7355,6038,24.2383,24164,96.6019,11218,44.8469,16481,65.8871,21331,85.2762,1786,7.14,25014,100,0,0
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,31142,30925,284,0.9184,1337,4.3234,30838,99.0238,27659,88.8157,29376,94.3292,28504,91.5291,1312,4.213,31142,100,0,0
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,183615,182299,7519,4.1245,29198,16.0165,180201,98.1407,110056,59.9385,144906,78.9184,162850,88.691,8473,4.6145,183609,99.9967,6,0.0033
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque,9195,9154,414,4.5226,2764,30.1945,9086,98.8146,5619,61.1093,5840,63.5128,8348,90.7885,577,6.2751,3934,42.7841,5261,57.2159
13,Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,6383,6354,351,5.5241,2162,34.0258,6253,97.9633,3605,56.4781,3713,58.1701,5744,89.989,437,6.8463,4242,66.4578,2141,33.5422
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,51045,50764,2140,4.2156,13565,26.7217,50283,98.5072,30374,59.5044,34296,67.1878,45816,89.7561,3059,5.9928,43136,84.5058,7909,15.4942
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,45519,45346,1651,3.6409,13553,29.888,44801,98.4226,25155,55.2626,29515,64.8411,41368,90.8807,2223,4.8837,37120,81.5484,8399,18.4516
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,6592,6574,475,7.2254,2497,37.983,6472,98.1796,3343,50.713,3511,53.2615,5771,87.5455,430,6.5231,4882,74.0595,1710,25.9405
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo,99053,98296,4796,4.8791,21058,21.423,96802,97.7275,54317,54.8363,72043,72.7318,86917,87.748,4357,4.3987,97633,98.5664,1420,1.4336
13,Metropolitana de Santiago,134,Maipo,13402,Buin,37708,37537,1720,4.5821,7076,18.8507,37031,98.2046,22770,60.3851,28393,75.297,33374,88.5064,2042,5.4153,33602,89.1111,4106,10.8889
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,7859,7840,348,4.4388,2603,33.2015,7743,98.524,4602,58.5571,4746,60.3894,7194,91.5384,491,6.2476,3281,41.7483,4578,58.2517
13,Metropolitana de Santiago,134,Maipo,13404,Paine,25952,25787,1614,6.259,6356,24.6481,25427,97.977,12752,49.1369,17174,66.176,22064,85.0185,2136,8.2306,17136,66.0296,8816,33.9704
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla,46619,46371,3807,8.2099,14903,32.1386,45572,97.7541,21882,46.9379,26674,57.217,39361,84.4312,2356,5.0537,32386,69.4695,14233,30.5305
13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,2777,2770,186,6.7148,748,27.0036,2710,97.5873,1437,51.7465,1809,65.1422,2395,86.2441,73,2.6287,1496,53.8711,1281,46.1289
13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,12020,11967,1015,8.4817,3957,33.0659,11791,98.0948,6014,50.0333,6616,55.0416,10154,84.4759,996,8.2862,6890,57.3211,5130,42.6789
13,Metropolitana de Santiago,135,Melipilla,13504,María Pinto,5248,5240,478,9.1221,1932,36.8702,5109,97.3514,2408,45.8841,2630,50.1143,4407,83.9748,440,8.3841,2242,42.721,3006,57.279
13,Metropolitana de Santiago,135,Melipilla,13505,San Pedro,3975,3969,580,14.6133,2283,57.5208,3863,97.1824,1368,34.4151,855,21.5094,3187,80.1761,363,9.1321,0,0,3975,100
13,Metropolitana de Santiago,136,Talagante,13601,Talagante,24483,24366,1365,5.6021,6035,24.7681,24027,98.1375,13209,53.9517,16636,67.9492,21237,86.7418,1325,5.4119,19566,79.9167,4917,20.0833
13,Metropolitana de Santiago,136,Talagante,13602,El Monte,12174,12119,948,7.8224,3946,32.5604,11874,97.5357,5625,46.205,7057,57.9678,10323,84.7955,626,5.1421,10081,82.8076,2093,17.1924
13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,13043,12939,920,7.1103,3089,23.8736,12727,97.5772,6614,50.7092,8751,67.0935,10934,83.8304,846,6.4862,9840,75.4428,3203,24.5572
13,Metropolitana de Santiago,136,Talagante,13604,Padre Hurtado,26172,26079,1130,4.333,4875,18.6932,25815,98.6359,15433,58.9676,19863,75.8941,23170,88.5297,1486,5.6778,24475,93.516,1697,6.484
13,Metropolitana de Santiago,136,Talagante,13605,Peñaflor,30805,30640,1660,5.4178,6671,21.7722,30213,98.0782,17621,57.2018,21991,71.3878,27220,88.3623,1757,5.7036,28613,92.8843,2192,7.1157
14,Los Ríos,141,Valdivia,14101,Valdivia,63322,62826,3067,4.8817,13956,22.2137,61869,97.7054,38679,61.083,45273,71.4965,55418,87.5178,2470,3.9007,56559,89.3197,6763,10.6803
14,Los Ríos,141,Valdivia,14102,Corral,2133,2122,324,15.2686,1401,66.0226,2057,96.4369,724,33.9428,323,15.143,1763,82.6535,100,4.6882,1108,51.9456,1025,48.0544
14,Los Ríos,141,Valdivia,14103,Lanco,6435,6426,955,14.8615,3012,46.8721,6255,97.2028,2462,38.2595,2395,37.2183,5049,78.4615,250,3.885,4181,64.9728,2254,35.0272
14,Los Ríos,141,Valdivia,14104,Los Lagos,7910,7902,1027,12.9967,4140,52.3918,7743,97.8887,3245,41.024,2464,31.1504,6466,81.7446,409,5.1707,3705,46.8394,4205,53.1606
14,Los Ríos,141,Valdivia,14105,Máfil,2954,2949,336,11.3937,1606,54.4591,2886,97.698,1306,44.2112,935,31.652,2495,84.4617,134,4.5362,1633,55.281,1321,44.719
14,Los Ríos,141,Valdivia,14106,Mariquina,8230,8205,1088,13.2602,4040,49.2383,7959,96.7072,3179,38.627,2806,34.0948,6642,80.7047,586,7.1203,3514,42.6974,4716,57.3026
14,Los Ríos,141,Valdivia,14107,Paillaco,7304,7234,1003,13.8651,3474,48.0232,6856,93.8664,2729,37.3631,2523,34.5427,5661,77.5055,561,7.6807,4048,55.4217,3256,44.5783
14,Los Ríos,141,Valdivia,14108,Panguipulli,13326,13280,1964,14.7892,7548,56.8373,12799,96.0453,4827,36.2224,3381,25.3715,10728,80.5043,680,5.1028,5233,39.2691,8093,60.7309
14,Los Ríos,142,Ranco,14201,La Unión,14616,14565,1856,12.7429,5939,40.7758,14200,97.1538,6446,44.1024,6501,44.4787,11861,81.1508,731,5.0014,9566,65.4488,5050,34.5512
14,Los Ríos,142,Ranco,14202,Futrono,5763,5750,682,11.8609,2943,51.1826,5641,97.883,2299,39.8924,1947,33.7845,4796,83.2205,325,5.6394,2926,50.7722,2837,49.2278
14,Los Ríos,142,Ranco,14203,Lago Ranco,4090,4085,715,17.5031,2542,62.2277,3879,94.8411,1363,33.3252,678,16.577,3211,78.5086,198,4.8411,772,18.8753,3318,81.1247
14,Los Ríos,142,Ranco,14204,Río Bueno,12942,12928,1915,14.8128,5999,46.4032,12603,97.3806,5090,39.3293,4792,37.0267,10293,79.5318,613,4.7365,6944,53.6548,5998,46.3452
15,Arica y Parinacota,151,Arica,15101,Arica,80658,79180,4114,5.1958,18883,23.8482,77816,96.4765,42271,52.4077,55339,68.6094,68493,84.9178,3328,4.1261,74424,92.2711,6234,7.7289
15,Arica y Parinacota,151,Arica,15102,Camarones,437,437,139,31.8078,272,62.2426,409,93.5927,56,12.8146,13,2.9748,294,67.2769,17,3.8902,0,0,437,100
15,Arica y Parinacota,152,Parinacota,15201,Putre,621,618,148,23.9482,407,65.8576,564,90.8213,156,25.1208,35,5.6361,455,73.2689,31,4.9919,358,57.649,263,42.351
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,227,226,98,43.3628,119,52.6549,196,86.3436,14,6.1674,4,1.7621,124,54.6256,5,2.2026,0,0,227,100
16,Ñuble,161,Diguillín,16101,Chillán,70266,69901,4540,6.4949,18887,27.0196,68953,98.1314,38122,54.2538,45657,64.9774,60869,86.6265,2772,3.945,62724,89.2665,7542,10.7335
16,Ñuble,161,Diguillín,16102,Bulnes,8775,8761,1340,15.2951,4076,46.5244,8542,97.3447,3472,39.567,3126,35.6239,7016,79.9544,501,5.7094,5270,60.057,3505,39.943
16,Ñuble,161,Diguillín,16103,Chillán Viejo,11764,11726,1245,10.6174,3708,31.622,11548,98.1639,5610,47.6879,6583,55.9589,9675,82.2424,673,5.7208,9749,82.8715,2015,17.1285
16,Ñuble,161,Diguillín,16104,El Carmen,5014,5003,1008,20.1479,2674,53.4479,4856,96.8488,1646,32.8281,1274,25.4089,3811,76.0072,77,1.5357,2103,41.9426,2911,58.0574
16,Ñuble,161,Diguillín,16105,Pemuco,3245,3240,621,19.1667,1977,61.0185,3156,97.2573,1100,33.8983,590,18.1818,2526,77.8428,80,2.4653,1541,47.4884,1704,52.5116
16,Ñuble,161,Diguillín,16106,Pinto,4783,4769,808,16.9428,2698,56.5737,4633,96.8639,1870,39.0968,1133,23.6881,3799,79.4271,195,4.0769,2138,44.7,2645,55.3
16,Ñuble,161,Diguillín,16107,Quillón,7533,7514,1213,16.1432,3802,50.5989,7355,97.6371,2635,34.9794,2359,31.3155,6002,79.6761,323,4.2878,4060,53.8962,3473,46.1038
16,Ñuble,161,Diguillín,16108,San Ignacio,6621,6612,1374,20.7804,3836,58.0157,6429,97.1001,2102,31.7475,1301,19.6496,4968,75.034,153,2.3108,2238,33.8015,4383,66.1985
16,Ñuble,161,Diguillín,16109,Yungay,7316,7303,1156,15.8291,3541,48.4869,7129,97.444,2687,36.7277,2437,33.3106,5840,79.825,305,4.1689,5304,72.4986,2012,27.5014
16,Ñuble,162,Itata,16201,Quirihue,4650,4640,942,20.3017,1724,37.1552,4518,97.1613,1670,35.914,1918,41.2473,3325,71.5054,212,4.5591,3651,78.5161,999,21.4839
16,Ñuble,162,Itata,16202,Cobquecura,2312,2304,509,22.092,1412,61.2847,2232,96.5398,766,33.1315,351,15.1817,1756,75.9516,50,2.1626,721,31.1851,1591,68.8149
16,Ñuble,162,Itata,16203,Coelemu,5642,5635,813,14.4277,2499,44.3478,5513,97.7136,2297,40.7125,2270,40.234,4549,80.6274,111,1.9674,3802,67.3875,1840,32.6125
16,Ñuble,162,Itata,16204,Ninhue,2309,2308,576,24.9567,1337,57.9289,2248,97.3582,724,31.3556,336,14.5518,1678,72.6722,93,4.0277,628,27.1979,1681,72.8021
16,Ñuble,162,Itata,16205,Portezuelo,2047,2045,483,23.6186,1138,55.6479,1970,96.2384,629,30.7279,351,17.147,1504,73.4734,111,5.4226,751,36.6878,1296,63.3122
16,Ñuble,162,Itata,16206,Ránquil,2618,2614,416,15.9143,1613,61.7062,2541,97.0588,848,32.3911,537,20.5118,2134,81.5126,66,2.521,682,26.0504,1936,73.9496
16,Ñuble,162,Itata,16207,Trehuaco,2336,2336,476,20.3767,1181,50.5565,2257,96.6182,798,34.161,665,28.4675,1774,75.9418,34,1.4555,864,36.9863,1472,63.0137
16,Ñuble,163,Punilla,16301,San Carlos,20691,20638,3002,14.546,8488,41.128,20200,97.627,8069,38.9976,8522,41.187,16305,78.8024,1215,5.8721,12736,61.5533,7955,38.4467
16,Ñuble,163,Punilla,16302,Coihueco,10473,10455,1458,13.9455,5882,56.2602,10233,97.7084,3915,37.3818,2689,25.6755,8571,81.839,635,6.0632,3223,30.7744,7250,69.2256
16,Ñuble,163,Punilla,16303,Ñiquén,4921,4915,1124,22.8688,3222,65.5544,4721,95.9358,1401,28.4698,473,9.6119,3685,74.8832,172,3.4952,553,11.2376,4368,88.7624
16,Ñuble,163,Punilla,16304,San Fabián,2023,2022,268,13.2542,1173,58.0119,1975,97.6273,865,42.7583,520,25.7044,1691,83.5887,109,5.388,776,38.3589,1247,61.6411
16,Ñuble,163,Punilla,16305,San Nicolás,5445,5433,836,15.3874,2765,50.8927,5345,98.1635,2209,40.5693,1613,29.6235,4386,80.551,325,5.9688,1762,32.36,3683,67.64
