region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct
7,Maule,72,Cauquenes,7202,Chanco,3486,3475,815,23.4532,1936,55.7122,3375,96.8158,1181,33.8784,693,19.8795,2505,71.8589,75,2.1515,1416,40.6196,2070,59.3804
7,Maule,72,Cauquenes,7203,Pelluhue,3488,3466,527,15.2048,2149,62.0023,3385,97.047,1243,35.6365,703,20.1548,2858,81.9381,169,4.8452,1650,47.305,1838,52.695
7,Maule,73,Curicó,7301,Curicó,57624,57250,3790,6.6201,13036,22.7703,56444,97.9522,31646,54.9181,39789,69.0494,49311,85.5737,2385,4.1389,50761,88.09,6863,11.91
7,Maule,73,Curicó,7302,Hualañé,4069,4044,676,16.7161,1830,45.2522,3948,97.0263,1573,38.6581,1483,36.4463,3217,79.0612,135,3.3178,1857,45.6377,2212,54.3623
7,Maule,73,Curicó,7303,Licantén,2668,2665,414,15.5347,1299,48.743,2603,97.5637,1126,42.2039,903,33.8456,2161,80.997,104,3.8981,1719,64.4303,949,35.5697
7,Maule,73,Curicó,7304,Molina,17351,17282,1648,9.5359,5615,32.4905,17014,98.0577,7911,45.5939,9872,56.8959,14489,83.5053,571,3.2909,13424,77.3673,3927,22.6327
7,Maule,73,Curicó,7305,Rauco,4073,4067,604,14.8512,1948,47.8977,3991,97.9867,1686,41.3945,1361,33.4152,3303,81.095,222,5.4505,1858,45.6175,2215,54.3825
7,Maule,73,Curicó,7306,Romeral,6128,6102,596,9.7673,2840,46.5421,6020,98.2376,2775,45.2839,2472,40.3394,5251,85.6886,331,5.4014,2953,48.1886,3175,51.8114
7,Maule,73,Curicó,7307,Sagrada Familia,6735,6714,882,13.1367,2863,42.6422,6618,98.2628,2798,41.5442,2829,42.0045,5553,82.4499,244,3.6229,3122,46.3549,3613,53.6451
7,Maule,73,Curicó,7308,Teno,10737,10721,1250,11.6594,5714,53.2973,10528,98.0535,4309,40.1323,3404,31.7035,9126,84.9958,538,5.0107,3343,31.1353,7394,68.8647
7,Maule,73,Curicó,7309,Vichuquén,1894,1889,318,16.8343,1226,64.9021,1848,97.5713,709,37.434,304,16.0507,1544,81.5206,62,3.2735,402,21.2249,1492,78.7751
7,Maule,74,Linares,7401,Linares,35302,35015,3457,9.8729,11265,32.1719,34453,97.595,17070,48.3542,19825,56.1583,29160,82.6016,1389,3.9346,27829,78.8312,7473,21.1688
7,Maule,74,Linares,7402,Colbún,8224,8200,1075,13.1098,4730,57.6829,8071,98.1396,3223,39.1902,2322,28.2344,6906,83.9737,160,1.9455,3307,40.2116,4917,59.7884
7,Maule,74,Linares,7403,Longaví,12001,11977,1978,16.515,6972,58.2116,11691,97.4169,4028,33.5639,2656,22.1315,9560,79.66,517,4.308,3237,26.9728,8764,73.0272
7,Maule,74,Linares,7404,Parral,17047,17018,2252,13.233,7038,41.3562,16687,97.8882,7082,41.544,7521,44.1192,13909,81.5921,502,2.9448,12084,70.8864,4963,29.1136
7,Maule,74,Linares,7405,Retiro,8220,8194,1468,17.9155,3967,48.4135,8001,97.3358,2797,34.0268,2661,32.3723,6300,76.6423,187,2.2749,2650,32.2384,5570,67.7616
7,Maule,74,Linares,7406,San Javier,18078,18023,2204,12.2288,5797,32.1645,17671,97.7486,7464,41.2878,9612,53.1696,14463,80.0033,809,4.4751,12988,71.8442,5090,28.1558
7,Maule,74,Linares,7407,Villa Alegre,6674,6653,881,13.2421,2612,39.2605,6528,97.8124,2617,39.2119,3050,45.6997,5336,79.9521,207,3.1016,3939,59.0201,2735,40.9799
7,Maule,74,Linares,7408,Yerbas Buenas,7105,7078,926,13.0828,4192,59.2258,6916,97.3399,2492,35.0739,1804,25.3906,5880,82.7586,268,3.772,2224,31.3019,4881,68.6981
8,Biobío,81,Concepción,8101,Concepción,92197,91625,3432,3.7457,17061,18.6205,90399,98.0498,65292,70.8179,70734,76.7205,83282,90.3305,2951,3.2008,90327,97.9717,1870,2.0283
8,Biobío,81,Concepción,8102,Coronel,41939,41859,2804,6.6987,6842,16.3453,41119,98.0448,22133,52.7743,32057,76.4372,34666,82.6581,890,2.1221,40558,96.7071,1381,3.2929
8,Biobío,81,Concepción,8103,Chiguayante,29395,29331,1329,4.531,3799,12.9522,28958,98.5134,19093,64.9532,24083,81.9289,25882,88.049,1140,3.8782,29378,99.9422,17,0.0578
8,Biobío,81,Concepción,8104,Florida,4956,4947,832,16.8183,2944,59.5108,4820,97.2559,2055,41.4649,1005,20.2785,4024,81.1945,237,4.7821,1553,31.3358,3403,68.6642
8,Biobío,81,Concepción,8105,Hualqui,8824,8807,929,10.5484,2701,30.6688,8586,97.3028,4045,45.8409,5035,57.0603,7366,83.4769,337,3.8191,7057,79.9751,1767,20.0249
8,Biobío,81,Concepción,8106,Lota,13835,13789,1391,10.0878,2635,19.1094,13464,97.3184,6010,43.4405,9730,70.3289,10955,79.1832,296,2.1395,13764,99.4868,71,0.5132
8,Biobío,81,Concepción,8107,Penco,16858,16810,1118,6.6508,3435,20.4343,16527,98.0365,9410,55.8192,12069,71.5921,14639,86.8371,1074,6.3709,16591,98.4162,267,1.5838
8,Biobío,81,Concepción,8108,San Pedro de La paz,52351,52226,1858,3.5576,8005,15.3276,51599,98.5635,34931,66.7246,42170,80.5524,47242,90.2409,1937,3.7,52310,99.9217,41,0.0783
8,Biobío,81,Concepción,8109,Santa Juana,5603,5591,875,15.6502,2732,48.8642,5417,96.6803,2268,40.4783,1889,33.7141,4558,81.3493,165,2.9449,3547,63.3054,2056,36.6946
8,Biobío,81,Concepción,8110,Talcahuano,51086,50838,2894,5.6926,8915,17.5361,50013,97.8996,30874,60.4353,38899,76.1441,44924,87.938,1263,2.4723,50944,99.722,142,0.278
8,Biobío,81,Concepción,8111,Tomé,20751,20709,2035,9.8266,6331,30.5712,20270,97.682,10227,49.2844,12161,58.6044,17127,82.5358,448,2.1589,18423,88.7813,2328,11.2187
8,Biobío,81,Concepción,8112,Hualpén,30684,30541,1403,4.5938,4978,16.2994,30160,98.2923,18729,61.0383,24065,78.4285,27169,88.5445,909,2.9625,30449,99.2341,235,0.7659
8,Biobío,82,Arauco,8201,Lebu,8825,8776,983,11.201,2701,30.7771,8577,97.1898,3768,42.6969,5028,56.9745,6920,78.4136,201,2.2776,7846,88.9065,979,11.0935
8,Biobío,82,Arauco,8202,Arauco,13212,13178,1383,10.4948,5071,38.4808,12914,97.7445,5993,45.3603,6609,50.0227,10955,82.917,335,2.5356,9675,73.2289,3537,26.7711
8,Biobío,82,Arauco,8203,Cañete,12568,12521,1825,14.5755,6652,53.1267,12241,97.3982,4934,39.2584,3878,30.8561,10121,80.5299,357,2.8405,6435,51.2015,6133,48.7985
8,Biobío,82,Arauco,8204,Contulmo,2290,2282,430,18.8431,1080,47.3269,2157,94.1921,708,30.917,734,32.0524,1730,75.5459,65,2.8384,905,39.5197,1385,60.4803
8,Biobío,82,Arauco,8205,Curanilahue,11133,11056,1089,9.8499,3316,29.9928,10807,97.0718,4576,41.103,6572,59.0317,8882,79.7808,182,1.6348,10166,91.3141,967,8.6859
8,Biobío,82,Arauco,8206,Los Álamos,7997,7964,962,12.0794,3210,40.3064,7557,94.4979,2798,34.9881,3458,43.2412,6497,81.243,825,10.3164,6674,83.4563,1323,16.5437
8,Biobío,82,Arauco,8207,Tirúa,3609,3606,758,21.0205,2680,74.3206,3455,95.7329,1105,30.6179,90,2.4938,2793,77.3899,92,2.5492,937,25.9629,2672,74.0371
8,Biobío,83,Biobío,8301,Los Ángeles,78739,78287,6813,8.7026,26652,34.044,77140,97.9692,39941,50.7258,43537,55.2928,67014,85.109,3036,3.8558,56398,71.6265,22341,28.3735
8,Biobío,83,Biobío,8302,Antuco,1723,1721,262,15.2237,1065,61.8826,1689,98.0267,701,40.6849,378,21.9385,1425,82.7046,34,1.9733,793,46.0244,930,53.9756
8,Biobío,83,Biobío,8303,Cabrero,11393,11386,1445,12.691,4596,40.3654,11183,98.1568,4869,42.7368,5134,45.0628,9130,80.1369,412,3.6163,7780,68.2875,3613,31.7125
8,Biobío,83,Biobío,8304,Laja,8565,8547,1274,14.9058,3219,37.6623,8328,97.2329,3683,43.0006,3907,45.6159,6598,77.0344,356,4.1565,5514,64.3783,3051,35.6217
8,Biobío,83,Biobío,8305,Mulchén,10169,10157,1244,12.2477,3616,35.6011,9897,97.3252,4000,39.3352,5199,51.126,8029,78.9556,296,2.9108,7821,76.9102,2348,23.0898
8,Biobío,83,Biobío,8306,Nacimiento,9234,9205,1231,13.3732,3246,35.2634,9012,97.5958,4178,45.2458,4674,50.6173,7374,79.8571,151,1.6353,7755,83.9831,1479,16.0169
8,Biobío,83,Biobío,8307,Negrete,3762,3761,492,13.0816,2287,60.8083,3675,97.6874,1484,39.4471,901,23.95,3170,84.2637,151,4.0138,2031,53.9872,1731,46.0128
8,Biobío,83,Biobío,8308,Quilaco,1731,1708,297,17.3888,944,55.2693,1670,96.476,531,30.6759,424,24.4945,1345,77.7008,71,4.1017,765,44.1941,966,55.8059
8,Biobío,83,Biobío,8309,Quilleco,3584,3582,659,18.3975,1719,47.9899,3470,96.8192,1286,35.8817,1090,30.4129,2720,75.8929,176,4.9107,1976,55.1339,1608,44.8661
8,Biobío,83,Biobío,8310,San Rosendo,1323,1322,215,16.2632,539,40.7716,1288,97.3545,524,39.607,550,41.5722,1027,77.6266,62,4.6863,1045,78.9872,278,21.0128
8,Biobío,83,Biobío,8311,Santa Bárbara,5218,5209,897,17.2202,2737,52.5437,5111,97.9494,1913,36.6616,1463,28.0376,4116,78.8808,168,3.2196,2828,54.197,2390,45.803
8,Biobío,83,Biobío,8312,Tucapel,6182,6170,878,14.2301,2410,39.06,6018,97.3471,2449,39.615,2823,45.6648,4783,77.3698,177,2.8632,5071,82.0285,1111,17.9715
8,Biobío,83,Biobío,8313,Yumbel,8894,8886,1740,19.5814,4154,46.7477,8550,96.1322,3134,35.2372,2799,31.4707,6586,74.0499,398,4.4749,4844,54.4637,4050,45.5363
8,Biobío,83,Biobío,8314,Alto Biobío,2030,2022,758,37.4876,1071,52.9674,1749,86.1576,444,21.8719,97,4.7783,1169,57.5862,115,5.665,0,0,2030,100
9,La Araucanía,91,Cautín,9101,Temuco,110729,110209,5819,5.28,27675,25.1114,108718,98.1839,66803,60.3302,75995,68.6315,97209,87.79,4196,3.7894,103194,93.1951,7535,6.8049
9,La Araucanía,91,Cautín,9102,Carahue,9095,9067,2064,22.7639,4903,54.0752,8684,95.481,2917,32.0726,1870,20.5607,6673,73.37,415,4.5629,4406,48.4442,4689,51.5558
9,La Araucanía,91,Cautín,9103,Cunco,7332,7303,1329,18.198,4023,55.087,7085,96.6312,2491,33.9744,1704,23.2406,5692,77.6323,391,5.3328,3421,46.6585,3911,53.3415
9,La Araucanía,91,Cautín,9104,Curarrehue,2907,2900,497,17.1379,1921,66.2414,2770,95.2872,902,31.0286,419,14.4135,2305,79.2914,89,3.0616,717,24.6646,2190,75.3354
9,La Araucanía,91,Cautín,9105,Freire,9724,9700,2152,22.1856,5259,54.2165,9258,95.2077,3121,32.0958,1964,20.1974,7123,73.2517,450,4.6277,2166,22.2748,7558,77.7252
9,La Araucanía,91,Cautín,9106,Galvarino,4516,4510,1120,24.8337,2696,59.7783,4265,94.442,1201,26.5943,607,13.4411,3298,73.0292,188,4.163,1494,33.0824,3022,66.9176
9,La Araucanía,91,Cautín,9107,Gorbea,5587,5575,1000,17.9372,2675,47.9821,5437,97.3152,1954,34.974,1823,32.6293,4322,77.3582,145,2.5953,3637,65.0975,1950,34.9025
9,La Araucanía,91,Cautín,9108,Lautaro,14825,14770,2031,13.7508,5415,36.6622,14375,96.9646,6132,41.3626,7063,47.6425,11588,78.1653,708,4.7757,10268,69.2614,4557,30.7386
9,La Araucanía,91,Cautín,9109,Loncoche,9576,9501,1475,15.5247,3879,40.8273,9277,96.8776,3564,37.218,3949,41.2385,7283,76.0547,404,4.2189,6001,62.6671,3575,37.3329
9,La Araucanía,91,Cautín,9110,Melipeuco,2632,2619,463,17.6785,1902,72.6231,2524,95.8967,844,32.0669,191,7.2568,2125,80.7371,96,3.6474,1024,38.9058,1608,61.0942
9,La Araucanía,91,Cautín,9111,Nueva Imperial,12117,12093,2522,20.855,5345,44.1991,11566,95.4527,4283,35.347,4012,33.1105,8821,72.7985,494,4.0769,5915,48.8157,6202,51.1843
9,La Araucanía,91,Cautín,9112,Padre Las Casas,27719,27613,3364,12.1827,12758,46.2029,26910,97.0814,11905,42.9489,11034,39.8066,23045,83.1379,1134,4.0911,15916,57.4191,11803,42.5809
9,La Araucanía,91,Cautín,9113,Perquenco,2742,2738,437,15.9606,1537,56.1359,2654,96.7907,948,34.5733,738,26.9147,2161,78.8111,44,1.6047,1342,48.9424,1400,51.0576
9,La Araucanía,91,Cautín,9114,Pitrufquén,10272,10232,1447,14.1419,4273,41.7611,9961,96.9724,4085,39.7683,4113,40.0409,8125,79.0985,707,6.8828,6389,62.1982,3883,37.8018
9,La Araucanía,91,Cautín,9115,Pucón,12565,12495,916,7.3309,5863,46.9228,12324,98.082,6031,47.9984,5182,41.2415,10877,86.5659,923,7.3458,6923,55.0975,5642,44.9025
9,La Araucanía,91,Cautín,9116,Saavedra,4930,4916,1395,28.3767,3074,62.5305,4578,92.86,1130,22.9209,414,8.3976,3460,70.1826,100,2.0284,981,19.8986,3949,80.1014
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,6051,6032,1408,23.3422,3523,58.4052,5801,95.8685,1594,26.3428,942,15.5677,4426,73.1449,237,3.9167,1833,30.2925,4218,69.7075
9,La Araucanía,91,Cautín,9118,Toltén,3860,3857,910,23.5935,2436,63.1579,3700,95.8549,1133,29.3523,447,11.5803,2891,74.8964,118,3.057,952,24.6632,2908,75.3368
9,La Araucanía,91,Cautín,9119,Vilcún,11237,11222,1806,16.0934,5706,50.8466,10878,96.8052,4760,42.3601,3556,31.6455,9012,80.1993,304,2.7053,5824,51.8288,5413,48.1712
9,La Araucanía,91,Cautín,9120,Villarrica,25214,25083,2245,8.9503,8856,35.3068,24638,97.7156,11866,47.0612,13232,52.4788,20813,82.5454,1648,6.5361,14277,56.6233,10937,43.3767
9,La Araucanía,91,Cautín,9121,Cholchol,4553,4536,970,21.3845,2618,57.716,4350,95.5414,1456,31.9789,882,19.3718,3450,75.7742,115,2.5258,1311,28.7942,3242,71.2058
9,La Araucanía,92,Malleco,9201,Angol,19276,19121,2065,10.7996,6085,31.8236,18865,97.8678,8543,44.3194,10836,56.215,15670,81.2928,667,3.4603,17612,91.3675,1664,8.6325
9,La Araucanía,92,Malleco,9202,Collipulli,8814,8736,1412,16.163,4043,46.2798,8498,96.4148,2911,33.027,3153,35.7726,6773,76.8437,364,4.1298,6527,74.0526,2287,25.9474
9,La Araucanía,92,Malleco,9203,Curacautín,7109,7094,1002,14.1246,3498,49.3093,6928,97.4539,2859,40.2166,2291,32.2268,5702,80.2082,453,6.3722,4889,68.772,2220,31.228
9,La Araucanía,92,Malleco,9204,Ercilla,2789,2781,897,32.2546,1219,43.8332,2602,93.2951,726,26.0308,647,23.1983,1757,62.9975,43,1.5418,1410,50.5558,1379,49.4442
9,La Araucanía,92,Malleco,9205,Lonquimay,3774,3752,762,20.3092,2705,72.0949,3597,95.31,1088,28.8288,196,5.1934,2942,77.9544,123,3.2591,1381,36.5925,2393,63.4075
9,La Araucanía,92,Malleco,9206,Los Sauces,2720,2708,555,20.4948,1348,49.7784,2597,95.4779,860,31.6176,754,27.7206,2041,75.0368,82,3.0147,1614,59.3382,1106,40.6618
9,La Araucanía,92,Malleco,9207,Lumaco,3404,3396,853,25.1178,2331,68.6396,3210,94.3008,824,24.2068,133,3.9072,2489,73.1199,96,2.8202,1446,42.4794,1958,57.5206
9,La Araucanía,92,Malleco,9208,Purén,4518,4509,716,15.8794,2287,50.7208,4409,97.5874,1616,35.768,1313,29.0615,3557,78.7295,403,8.9199,2706,59.8938,1812,40.1062
9,La Araucanía,92,Malleco,9209,Renaico,3837,3826,569,14.8719,2087,54.5478,3745,97.6023,1465,38.1809,1061,27.6518,3143,81.913,162,4.222,3013,78.5249,824,21.4751
9,La Araucanía,92,Malleco,9210,Traiguén,7044,7012,1142,16.2864,3207,45.7359,6776,96.1953,2451,34.7956,2606,36.996,5514,78.2794,238,3.3788,5415,76.8739,1629,23.1261
9,La Araucanía,92,Malleco,9211,Victoria,12479,12453,1878,15.0807,4171,33.4939,12045,96.5222,4969,39.8189,6239,49.996,9510,76.208,378,3.0291,8752,70.1338,3727,29.8662
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,100585,99752,5109,5.1217,31085,31.1623,98737,98.1627,54709,54.3908,62115,61.7537,88839,88.3223,4928,4.8993,86121,85.6201,14464,14.3799
10,Los Lagos,101,Llanquihue,10102,Calbuco,13417,13387,1947,14.544,7454,55.6809,13012,96.9814,5051,37.6463,3675,27.3906,10953,81.6352,501,3.7341,5945,44.3095,7472,55.6905
10,Los Lagos,101,Llanquihue,10103,Cochamó,1891,1885,325,17.2414,1298,68.8594,1809,95.6637,600,31.7292,134,7.0862,1515,80.1163,149,7.8794,0,0,1891,100
10,Los Lagos,101,Llanquihue,10104,Fresia,4856,4848,643,13.2632,2449,50.5157,4739,97.5906,1653,34.0404,1647,33.9168,3984,82.0428,247,5.0865,2907,59.8641,1949,40.1359
10,Los Lagos,101,Llanquihue,10105,Frutillar,8164,8145,680,8.3487,2624,32.2161,8038,98.4566,4002,49.0201,4661,57.0921,6884,84.3214,569,6.9696,5553,68.0181,2611,31.9819
10,Los Lagos,101,Llanquihue,10106,Los Muermos,6666,6643,1007,15.1588,3771,56.7665,6521,97.8248,2302,34.5335,1731,25.9676,5439,81.5932,247,3.7054,2933,43.9994,3733,56.0006
10,Los Lagos,101,Llanquihue,10107,Llanquihue,6209,6192,502,8.1072,1810,29.2313,6101,98.2606,3071,49.4605,3791,61.0565,5330,85.8431,206,3.3178,4895,78.8372,1314,21.1628
10,Los Lagos,101,Llanquihue,10108,Maullín,5965,5952,982,16.4987,3994,67.1035,5808,97.368,1959,32.8416,903,15.1383,4897,82.0956,107,1.7938,2642,44.2917,3323,55.7083
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,19137,19051,859,4.5089,4669,24.5079,18849,98.4951,12187,63.6829,13129,68.6053,16680,87.161,1171,6.119,13195,68.9502,5942,31.0498
10,Los Lagos,102,Chiloé,10201,Castro,18004,17818,1563,8.772,7989,44.8367,17542,97.4339,8251,45.8287,7869,43.707,15366,85.3477,873,4.8489,12602,69.9956,5402,30.0044
10,Los Lagos,102,Chiloé,10202,Ancud,15726,15627,1826,11.6849,7681,49.1521,15343,97.5645,6481,41.212,5638,35.8515,13136,83.5305,816,5.1889,10578,67.2644,5148,32.7356
10,Los Lagos,102,Chiloé,10203,Chonchi,6357,6341,804,12.6794,3991,62.9396,6217,97.7977,2379,37.4233,1318,20.7331,5377,84.5839,343,5.3956,2139,33.6479,4218,66.3521
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,1423,1419,296,20.8598,876,61.7336,1372,96.416,559,39.2832,222,15.6008,1095,76.9501,38,2.6704,0,0,1423,100
10,Los Lagos,102,Chiloé,10205,Dalcahue,5615,5599,811,14.4847,3422,61.1181,5513,98.1834,2121,37.7738,1193,21.2467,4657,82.9386,258,4.5948,2190,39.0027,3425,60.9973
10,Los Lagos,102,Chiloé,10206,Puqueldón,1558,1555,299,19.2283,1054,67.7814,1529,98.1386,581,37.2914,184,11.81,1233,79.1399,31,1.9897,0,0,1558,100
10,Los Lagos,102,Chiloé,10207,Queilén,2241,2236,445,19.9016,1343,60.0626,2155,96.1624,769,34.315,400,17.8492,1736,77.4654,108,4.8193,887,39.5805,1354,60.4195
10,Los Lagos,102,Chiloé,10208,Quellón,10904,10819,1210,11.184,5905,54.5799,10564,96.8819,3935,36.0877,3295,30.2183,9111,83.5565,654,5.9978,6714,61.5737,4190,38.4263
10,Los Lagos,102,Chiloé,10209,Quemchi,3376,3367,697,20.7009,2121,62.9938,3258,96.5047,1101,32.6126,473,14.0107,2599,76.9846,111,3.2879,975,28.8803,2401,71.1197
10,Los Lagos,102,Chiloé,10210,Quinchao,3016,2998,647,21.5811,1874,62.5083,2847,94.3966,1051,34.8475,443,14.6883,2321,76.9562,72,2.3873,1272,42.1751,1744,57.8249
10,Los Lagos,103,Osorno,10301,Osorno,62744,62346,4497,7.213,19142,30.7029,61386,97.8356,31811,50.6997,37771,60.1986,53593,85.4153,2871,4.5757,56796,90.5202,5948,9.4798
10,Los Lagos,103,Osorno,10302,Puerto Octay,3354,3343,408,12.2046,2099,62.7879,3299,98.3602,1203,35.8676,747,22.2719,2787,83.0948,149,4.4425,665,19.8271,2689,80.1729
10,Los Lagos,103,Osorno,10303,Purranque,7312,7296,911,12.4863,2949,40.4194,7153,97.8255,2891,39.5377,3305,45.1997,5851,80.0191,307,4.1986,5130,70.1586,2182,29.8414
10,Los Lagos,103,Osorno,10304,Puyehue,4409,4396,510,11.6015,2787,63.3985,4326,98.1175,1637,37.1286,986,22.3633,3783,85.8018,164,3.7197,1874,42.504,2535,57.496
10,Los Lagos,103,Osorno,10305,Río Negro,5277,5263,821,15.5995,2801,53.2206,5135,97.3091,1917,36.3275,1538,29.1453,4227,80.1023,226,4.2827,2623,49.7063,2654,50.2937
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,3343,3338,965,28.9095,2251,67.4356,3143,94.0173,656,19.6231,81,2.423,2343,70.0867,55,1.6452,0,0,3343,100
10,Los Lagos,103,Osorno,10307,San Pablo,4195,4179,656,15.6975,2156,51.5913,4054,96.6389,1470,35.0417,1236,29.4636,3348,79.8093,247,5.888,1934,46.1025,2261,53.8975
10,Los Lagos,104,Palena,10401,Chaitén,1681,1672,185,11.0646,991,59.2703,1635,97.2635,647,38.489,424,25.2231,1426,84.8305,112,6.6627,724,43.0696,957,56.9304
10,Los Lagos,104,Palena,10402,Futaleufú,1337,1326,105,7.9186,607,45.7768,1290,96.4847,682,51.0097,512,38.2947,1146,85.7143,129,9.6485,877,65.5946,460,34.4054
10,Los Lagos,104,Palena,10403,Hualaihué,3713,3709,521,14.0469,2502,67.4575,3574,96.2564,1329,35.7932,562,15.136,3097,83.4096,175,4.7132,1428,38.4595,2285,61.5405
10,Los Lagos,104,Palena,10404,Palena,869,866,158,18.2448,375,43.3025,813,93.5558,381,43.8435,273,31.4154,642,73.878,75,8.6306,483,55.5811,386,44.4189
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,22543,22346,1594,7.1333,8111,36.2973,22105,98.057,12239,54.2918,12012,53.2848,19284,85.5432,1239,5.4962,17938,79.5724,4605,20.4276
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,376,370,82,22.1622,183,49.4595,346,92.0213,103,27.3936,40,10.6383,259,68.883,72,19.1489,0,0,376,100
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,9126,9038,906,10.0243,3606,39.8982,8905,97.5783,4399,48.2029,4297,47.0853,7419,81.2952,381,4.1749,7671,84.0565,1455,15.9435
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,2183,2171,218,10.0415,873,40.2119,2093,95.8772,980,44.8923,934,42.7852,1724,78.9739,202,9.2533,1507,69.0334,676,30.9666
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,609,604,58,9.6026,431,71.3576,596,97.8654,260,42.6929,88,14.4499,532,87.3563,45,7.3892,555,91.133,54,8.867
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,1469,1460,216,14.7945,645,44.1781,1402,95.4391,737,50.1702,560,38.1212,1166,79.3737,55,3.744,1121,76.3104,348,23.6896
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,292,291,31,10.6529,129,44.3299,275,94.1781,161,55.137,34,11.6438,231,79.1096,128,43.8356,0,0,292,100
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,234,231,8,3.4632,195,84.4156,228,97.4359,120,51.2821,19,8.1197,219,93.5897,14,5.9829,0,0,234,100
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,2114,2103,268,12.7437,933,44.3652,2062,97.5402,1003,47.4456,859,40.6339,1650,78.0511,106,5.0142,1271,60.123,843,39.877
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,1239,1231,154,12.5102,731,59.3826,1193,96.2873,540,43.5835,317,25.5851,1038,83.7772,50,4.0355,0,0,1239,100
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,49779,49378,2093,4.2387,9235,18.7027,48846,98.1257,30399,61.0679,37835,76.0059,44063,88.5172,1951,3.9193,47230,94.8794,2549,5.1206
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,101,98,17,17.3469,64,65.3061,95,94.0594,34,33.6634,5,4.9505,75,74.2574,14,13.8614,0,0,101,100
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,63,63,6,9.5238,44,69.8413,61,96.8254,14,22.2222,9,14.2857,57,90.4762,4,6.3492,0,0,63,100
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,113,110,15,13.6364,77,70,108,95.5752,38,33.6283,18,15.9292,93,82.3009,1,0.885,0,0,113,100
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,622,617,19,3.0794,307,49.7569,610,98.0707,471,75.7235,268,43.0868,569,91.4791,56,9.0032,569,91.4791,53,8.5209
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,100
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,2781,2766,173,6.2545,750,27.115,2710,97.447,1386,49.8382,1832,65.8756,2441,87.7742,60,2.1575,2478,89.1046,303,10.8954
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,181,181,13,7.1823,120,66.2983,174,96.1326,79,43.6464,39,21.547,164,90.6077,17,9.3923,0,0,181,100
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,63,61,4,6.5574,33,54.0984,60,95.2381,35,55.5556,9,14.2857,51,80.9524,18,28.5714,0,0,63,100
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,9536,9454,575,6.0821,1942,20.5416,9330,97.8398,5205,54.5826,6867,72.0113,7991,83.7982,285,2.9887,8422,88.318,1114,11.682
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,101,100,7,7,52,52,96,95.0495,51,50.495,20,19.802,80,79.2079,30,29.703,0,0,101,100
13,Metropolitana de Santiago,131,Santiago,13101,Santiago,208348,205778,5045,2.4517,57204,27.7989,204122,97.9717,135006,64.7983,142743,68.5118,191252,91.7945,5927,2.8448,208348,100,0,0
13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,28279,28005,1552,5.5419,7269,25.9561,27586,97.5494,14442,51.0697,19023,67.269,24795,87.6799,1159,4.0984,28279,100,0,0
