region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales
8,Biobío,83,Biobío,8301,Los Ángeles,78739,4.784,0.2388,31.7675,20.2537,1.902,15.5969,41.3653,27.9725,25.2891,47.9482,4.1711
8,Biobío,83,Biobío,8302,Antuco,1723,4.174,0.1176,26.0163,11.6144,3.5424,16.0859,100,0,30.2555,47.0964,0
8,Biobío,83,Biobío,8303,Cabrero,11393,4.5111,0.1598,28.3519,14.8564,2.441,16.0594,39.1343,30.6875,29.7743,46.6064,4.2585
8,Biobío,83,Biobío,8304,Laja,8565,4.8706,0.3074,27.6571,14.6344,1.9855,15.2534,38.4256,34.4195,33.9991,46.8115,4.8937
8,Biobío,83,Biobío,8305,Mulchén,10169,5.8375,0.3711,31.8607,13.8247,4.7821,15.9697,40.0571,34.2222,29.8239,48.6175,5.4413
8,Biobío,83,Biobío,8306,Nacimiento,9234,5.0071,0.1977,31.3617,16.1738,3.8891,16.0004,40.234,32.8892,27.9276,44.6322,5.1999
8,Biobío,83,Biobío,8307,Negrete,3762,4.918,0.0806,26.0766,10.7921,1.9139,14.0617,40.9091,32.8017,35.6459,43.8596,5.1302
8,Biobío,83,Biobío,8308,Quilaco,1731,4.5694,0.1172,29.4731,10.4806,4.9797,14.2444,100,0,36.4215,49.1604,0
8,Biobío,83,Biobío,8309,Quilleco,3584,4.8063,0.311,29.7878,10.5807,5.1089,15.215,35.3434,41.1223,30.8487,42.4065,5.416
8,Biobío,83,Biobío,8310,San Rosendo,1323,3.9021,0.5356,28.4418,12.0272,5.3707,14.6747,100,0,30.4841,48.7141,0
8,Biobío,83,Biobío,8311,Santa Bárbara,5218,5.4637,0.2333,30.6424,14.5925,2.9722,16.3758,37.9291,34.535,31.7737,46.3279,4.8897
8,Biobío,83,Biobío,8312,Tucapel,6182,3.7936,0.1465,28.1736,13.7791,2.9793,15.9974,35.4598,35.897,32.4158,52.2021,4.0155
8,Biobío,83,Biobío,8313,Yumbel,8894,4.0897,0.2039,26.6929,11.3836,3.5996,14.2745,33.3408,38.9089,30.8099,48.3465,4.3982
8,Biobío,83,Biobío,8314,Alto Biobío,2030,12.2632,0.8973,15.032,4.9778,2.0207,14.7856,48.2997,21.1927,32.8241,40.8083,3.105
9,La Araucanía,91,Cautín,9101,Temuco,110729,4.3935,0.3627,37.3172,26.9485,2.5123,16.1445,36.5262,26.2435,22.9085,51.4299,3.6427
9,La Araucanía,91,Cautín,9102,Carahue,9095,5.2381,0.3544,25.7096,10.187,4.6645,15.4345,39.0209,37.1727,34.8405,48.8889,5.7096
9,La Araucanía,91,Cautín,9103,Cunco,7332,4.9718,0.3434,29.2463,10.527,4.9836,14.3774,34.858,38.012,30.5707,45.2622,4.2736
9,La Araucanía,91,Cautín,9104,Curarrehue,2907,7.0983,0.554,29.5251,11.9408,4.68,13.627,39.2292,29.8004,27.839,46.0771,4.2326
9,La Araucanía,91,Cautín,9105,Freire,9724,5.261,0.3528,26.3759,8.1679,3.6313,13.6406,35.5107,35.5313,28.8036,42.3722,4.4543
9,La Araucanía,91,Cautín,9106,Galvarino,4516,7.0791,0.3796,19.7342,5.8693,2.9014,13.7763,40.1329,35.0166,33.887,46.9989,5.6921
9,La Araucanía,91,Cautín,9107,Gorbea,5587,4.0883,0.199,33.2796,14.5621,4.657,17.3383,33.0647,39.0292,27.333,53.6092,4.5674
9,La Araucanía,91,Cautín,9108,Lautaro,14825,5.6919,0.2856,25.9297,13.6465,2.0449,17.1357,42.3703,29.3987,26.7126,48.8763,4.3261
9,La Araucanía,91,Cautín,9109,Loncoche,9576,5.0778,0.368,28.0727,12.1342,4.1806,15.4369,35.9114,35.786,31.1873,50.324,4.6927
9,La Araucanía,91,Cautín,9110,Melipeuco,2632,5.711,0.115,30.4116,13.1098,5.2973,13.3384,36.2424,36.2043,28.125,48.1707,4.8018
9,La Araucanía,91,Cautín,9111,Nueva Imperial,12117,6.2271,0.3913,26.5175,11.7764,3.8897,15.8395,39.2188,35.9567,32.6617,50.3758,5.7395
9,La Araucanía,91,Cautín,9112,Padre Las Casas,27719,6.7021,0.4769,23.264,13.2128,1.92,16.5331,43.5975,27.5624,25.9384,47.932,4.4103
9,La Araucanía,91,Cautín,9113,Perquenco,2742,5.6693,0.4389,24.3982,9.6645,2.5164,16.7761,39.0956,33.7345,30.744,50,5.0328
9,La Araucanía,91,Cautín,9114,Pitrufquén,10272,5.0893,0.286,30.3843,14.0265,4.6918,17.7624,37.4073,33.9739,31.6426,52.7214,4.6137
9,La Araucanía,91,Cautín,9115,Pucón,12565,5.3427,0.4526,45.561,28.7297,2.4147,13.9146,37.6395,25.9165,22.131,48.9162,3.395
9,La Araucanía,91,Cautín,9116,Saavedra,4930,6.4021,0.5932,22.9598,6.2322,3.9586,14.6366,36.1957,37.8197,34.8762,46.5286,6.3743
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,6051,5.9478,0.2991,23.3135,8.8294,3.4392,13.4755,34.4246,39.0542,32.8538,44.957,4.8942
9,La Araucanía,91,Cautín,9118,Toltén,3860,5.4351,0.1045,27.9751,11.2263,5.315,14.0264,35.4421,36.1939,32.3827,46.0461,4.6668
9,La Araucanía,91,Cautín,9119,Vilcún,11237,6.3407,0.4836,24.4991,11.5326,2.4312,15.46,41.8648,29.7088,26.1466,45.4983,4.0787
9,La Araucanía,91,Cautín,9120,Villarrica,25214,5.8094,0.4388,34.7207,19.845,2.5084,14.5816,39.4912,29.684,23.7726,47.4419,4.1542
9,La Araucanía,91,Cautín,9121,Cholchol,4553,7.1033,0.3983,21.6531,8.4194,2.7698,13.9371,42.295,33.8976,31.4794,47.5049,5.4298
9,La Araucanía,92,Malleco,9201,Angol,19276,4.8021,0.2216,29.1571,17.4922,2.924,17.8356,40.692,32.4142,29.7607,53.1322,5.2706
9,La Araucanía,92,Malleco,9202,Collipulli,8814,5.0381,0.312,27.4304,12.9507,3.503,17.0584,40.9973,32.9986,33.5121,49.8174,5.1803
9,La Araucanía,92,Malleco,9203,Curacautín,7109,5.2453,0.1697,28.3441,13.2075,3.7736,15.4604,36.018,36.9896,29.9916,48.6483,4.8719
9,La Araucanía,92,Malleco,9204,Ercilla,2789,8.6469,0.7236,27.4848,8.8626,6.8174,16.0746,40.7248,34.8044,30.8934,52.0632,5.3104
9,La Araucanía,92,Malleco,9205,Lonquimay,3774,8.8526,0.1605,20.1967,10.2312,1.7008,13.3404,39.4366,32.0223,22.0569,44.6187,3.8002
9,La Araucanía,92,Malleco,9206,Los Sauces,2720,5.4275,0.1859,29.1237,12.4816,4.2342,14.9116,37.3711,35.7879,31.8115,45.8027,5.5596
9,La Araucanía,92,Malleco,9207,Lumaco,3404,7.2335,0.4429,25.3455,10.4675,6.0276,13.7019,38.3711,35.813,33.1373,44.4869,5.6748
9,La Araucanía,92,Malleco,9208,Purén,4518,5.5556,0.1785,26.9546,12.5803,3.6102,16.2791,39.3134,35.1052,30.8306,54.2414,5.3378
9,La Araucanía,92,Malleco,9209,Renaico,3837,5.8263,0.2913,25.3782,13.1455,1.904,17.0579,41.3146,32.7856,34.0115,49.8696,5.6338
9,La Araucanía,92,Malleco,9210,Traiguén,7044,5.6482,0.3737,28.8927,13.8059,4.6114,17.6487,37.2189,36.8488,32.2232,55.0954,5.2092
9,La Araucanía,92,Malleco,9211,Victoria,12479,6.1964,0.3883,30.2126,15.3871,3.2571,15.9005,38.1629,35.2667,27.5491,50.6057,5.343
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,100585,4.9497,0.3199,35.9304,26.2921,1.7332,15.0854,40.7146,21.7875,20.4656,50.5366,3.5842
10,Los Lagos,101,Llanquihue,10102,Calbuco,13417,5.163,0.2922,22.7591,12.4236,1.8792,14.2207,38.4787,30.261,25.5108,47.1216,3.7733
10,Los Lagos,101,Llanquihue,10103,Cochamó,1891,2.8177,0.3721,25.7022,11.6057,2.0668,10.1219,100,0,20.7207,41.9714,0
10,Los Lagos,101,Llanquihue,10104,Fresia,4856,4.4872,0.2275,26.8082,11.6217,2.3697,13.9295,34.4117,34.5353,27.9621,46.5897,3.8121
10,Los Lagos,101,Llanquihue,10105,Frutillar,8164,5.3459,0.3589,33.6438,17.5512,1.3972,13.7149,40.581,28.729,21.1055,48.6824,3.6402
10,Los Lagos,101,Llanquihue,10106,Los Muermos,6666,4.5269,0.1811,28.1508,12.2578,1.6824,13.1441,35.2111,35.0458,23.9447,42.0159,3.9958
10,Los Lagos,101,Llanquihue,10107,Llanquihue,6209,5.7916,0.4594,33.0487,16.3874,2.5943,13.4869,39.2846,32.2269,24.1702,46.4067,5.3819
10,Los Lagos,101,Llanquihue,10108,Maullín,5965,3.2492,0.0673,21.3758,10.1678,2.9698,12.5,32.0638,36.2752,28.557,43.3389,3.6913
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,19137,4.2122,0.245,39.35,26.9364,1.1723,12.7434,40.7787,24.5656,17.4848,48.3986,3.8518
10,Los Lagos,102,Chiloé,10201,Castro,18004,4.4952,0.1466,36.2682,26.5479,1.3846,15.6887,38.4121,25.1856,23.2594,51.1697,3.3331
10,Los Lagos,102,Chiloé,10202,Ancud,15726,3.3856,0.1927,27.8529,16.3965,2.1254,15.3115,35.2247,31.8994,26.4297,50.4212,3.9763
10,Los Lagos,102,Chiloé,10203,Chonchi,6357,4.8034,0.2854,28.0566,17.0732,1.7781,13.4225,36.129,26.5303,23.2887,47.8678,3.273
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,1423,4.0903,0,20.1687,10.4006,1.4055,13.3521,100,0,25.5095,51.1595,0
10,Los Lagos,102,Chiloé,10205,Dalcahue,5615,4.7406,0.1789,26.0963,18.7522,0.9269,13.5116,40.6061,26.1497,20.4278,47.451,2.959
10,Los Lagos,102,Chiloé,10206,Puqueldón,1558,4.0103,0.194,17.7378,8.8046,0.6427,11.6967,100,0,26.0283,49.2931,0
10,Los Lagos,102,Chiloé,10207,Queilén,2241,4.133,0.0898,20.3397,11.0863,0.9835,13.1426,100,0,25.9276,52.3022,0
10,Los Lagos,102,Chiloé,10208,Quellón,10904,5.7823,0.3347,34.7454,26.531,0.7091,15.0751,41.7073,19.2191,24.2195,49.9586,2.6246
10,Los Lagos,102,Chiloé,10209,Quemchi,3376,3.2431,0.119,20.249,11.2066,2.4904,12.0961,32.4637,34.0943,26.1488,43.5814,3.0833
10,Los Lagos,102,Chiloé,10210,Quinchao,3016,4.494,0.1664,21.2222,13.7164,1.1292,13.816,33.8094,34.7061,25.274,51.2786,3.3544
10,Los Lagos,103,Osorno,10301,Osorno,62744,4.9206,0.3498,37.3059,23.2888,2.6173,16.353,37.4051,28.9855,22.6861,51.8922,4.3729
10,Los Lagos,103,Osorno,10302,Puerto Octay,3354,5.7402,0.2417,41.4751,9.2565,1.3437,11.0481,35.8017,33.2338,27.5605,41.4452,3.822
10,Los Lagos,103,Osorno,10303,Purranque,7312,4.8957,0.3894,39.5126,14.9918,4.3812,14.759,36.5005,36.4321,29.3949,47.7547,5.2437
10,Los Lagos,103,Osorno,10304,Puyehue,4409,5.5111,0.343,34.7411,9.673,2.1117,13.5786,35.5813,33.6512,26.8619,41.3261,4.178
10,Los Lagos,103,Osorno,10305,Río Negro,5277,4.8458,0.3065,32.6817,10.3056,3.3213,12.8108,34.9972,36.3257,30.67,45.948,4.8206
10,Los Lagos,103,Osorno,10306,San Juan de la Costa,3343,4.8663,0.4205,18.4731,3.2335,2.0958,12.6347,27.4551,39.3114,32.1557,43.024,4.1617
10,Los Lagos,103,Osorno,10307,San Pablo,4195,4.3562,0.2407,30.1765,8.9695,2.7672,13.3826,33.8979,37.4046,26.0496,48.02,5.0811
10,Los Lagos,104,Palena,10401,Chaitén,1681,3.3053,0.2404,38.7232,18.7351,7.5776,12.5895,100,0,20.9427,43.9737,0
10,Los Lagos,104,Palena,10402,Futaleufú,1337,4.2232,0.2262,41.1853,28.3571,1.3503,13.3533,100,0,13.7284,46.9617,0
10,Los Lagos,104,Palena,10403,Hualaihué,3713,4.415,0.4063,20.0863,12.5101,1.1054,12.9145,36.8563,27.4468,22.2971,46.9938,2.9658
10,Los Lagos,104,Palena,10404,Palena,869,3.1323,0,39.0553,19.8157,6.4516,13.3641,100,0,15.0922,48.5023,0
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11101,Coyhaique,22543,5.46,0.428,39.7806,28.1318,2.2566,16.6659,40.0169,24.5284,21.3263,53.1865,3.1664
11,Aysén del General Carlos Ibáñez del Campo,111,Coyhaique,11102,Lago Verde,376,3.2432,0,42.0912,19.8391,5.63,10.1877,100,0,20.3753,45.3083,0
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11201,Aysén,9126,4.4808,0.2001,36.5574,24.5225,2.2303,17.3015,39.6378,23.6502,22.1817,53.9031,3.0915
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11202,Cisnes,2183,4.3759,0.4146,37.2018,23.3028,2.3394,14.0826,100,0,17.5229,51.055,0
11,Aysén del General Carlos Ibáñez del Campo,112,Aysén,11203,Guaitecas,609,4.6434,0.1658,30.6931,23.1023,1.4851,9.4059,100,0,22.1122,42.5743,0
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11301,Cochrane,1469,5.5901,0.4141,41.1765,27.4282,2.6676,14.2955,100,0,20.8618,53.2148,0
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11302,O'Higgins,292,5.1546,0.3436,52.3973,31.1644,1.3699,13.3562,100,0,13.3562,52.3973,0
11,Aysén del General Carlos Ibáñez del Campo,113,Capitán Prat,11303,Tortel,234,4.7619,0.4329,49.3506,30.7359,3.4632,12.1212,100,0,18.1818,46.7532,0
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11401,Chile Chico,2114,3.7673,0.1431,41.5363,24.4666,5.2157,14.6041,100,0,20.4836,51.1143,0
11,Aysén del General Carlos Ibáñez del Campo,114,General Carrera,11402,Río Ibáñez,1239,4.89,0.4075,40.13,18.9277,5.6864,12.5914,100,0,23.5581,49.3907,0
12,Magallanes y de la Antártica Chilena,121,Magallanes,12101,Punta Arenas,49779,3.9501,0.2764,35.9202,23.4774,2.3845,15.4042,36.1159,29.5435,19.2794,48.8411,3.8551
12,Magallanes y de la Antártica Chilena,121,Magallanes,12102,Laguna Blanca,101,4.2105,0,83.6735,9.1837,3.0612,2.0408,100,0,15.3061,21.4286,0
12,Magallanes y de la Antártica Chilena,121,Magallanes,12103,Río Verde,63,0,0,92.0635,1.5873,1.5873,1.5873,100,0,11.1111,14.2857,0
12,Magallanes y de la Antártica Chilena,121,Magallanes,12104,San Gregorio,113,0.9259,0,74.5455,11.8182,1.8182,8.1818,100,0,9.0909,31.8182,0
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12201,Cabo de Hornos,622,6.0556,0.491,70.9887,32.577,0.4862,5.5105,100,0,12.1556,38.7358,0
12,Magallanes y de la Antártica Chilena,122,Antártica Chilena,12202,Antártica,4,,,,,,,,,,,
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12301,Porvenir,2781,4.9469,0.3298,45.4152,30.6137,2.0578,12.5993,35.9928,22.2022,17.0758,44.1516,2.5993
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12302,Primavera,181,1.6949,0,63.5359,28.1768,2.7624,11.0497,100,0,12.1547,37.0166,0
12,Magallanes y de la Antártica Chilena,123,Tierra del Fuego,12303,Timaukel,63,6.6667,1.6667,90.3226,17.7419,1.6129,3.2258,100,0,4.8387,37.0968,0
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12401,Natales,9536,4.7583,0.3529,35.5111,25.8588,1.6754,14.0885,35.9115,27.6396,21.0327,52.4552,3.2982
12,Magallanes y de la Antártica Chilena,124,Última Esperanza,12402,Torres del Paine,101,3.0612,0,75,29,1,4,100,0,18,31,0
13,Metropolitana de Santiago,131,Santiago,13101,Santiago,208348,9.8305,2.4461,76.9876,72.0626,0.605,9.7463,22.4821,13.9074,12.1482,48.142,1.6909
13,Metropolitana de Santiago,131,Santiago,13102,Cerrillos,28279,7.1521,0.5442,37.3483,22.3019,3.892,15.4438,41.8186,29.394,23.7494,51.8165,5.7121
13,Metropolitana de Santiago,131,Santiago,13103,Cerro Navia,42018,9.9995,1.2431,46.2569,24.9737,3.2797,15.8919,39.8672,34.132,29.5337,53.3609,7.3667
13,Metropolitana de Santiago,131,Santiago,13104,Conchalí,40890,8.6879,0.99,50.895,31.4435,5.6032,15.4222,37.6654,35.6447,27.5026,51.7347,7.15
13,Metropolitana de Santiago,131,Santiago,13105,El Bosque,50477,7.955,0.7107,41.8709,23.5702,4.4433,16.2941,40.5988,35.7335,31.4236,53.9864,7.3517
13,Metropolitana de Santiago,131,Santiago,13106,Estación Central,68183,15.3944,2.8054,67.9366,59.1757,2.0466,12.5306,35.879,21.5189,18.5789,49.2056,3.9293
13,Metropolitana de Santiago,131,Santiago,13107,Huechuraba,32057,6.2572,0.6866,35.736,21.5986,2.9313,14.835,46.357,26.8168,23.119,49.7419,6.6542
13,Metropolitana de Santiago,131,Santiago,13108,Independencia,45569,13.8961,2.1068,74.4159,65.9334,2.7879,13.0035,35.6742,20.7219,16.747,48.8186,3.6753
13,Metropolitana de Santiago,131,Santiago,13109,La Cisterna,38159,6.4214,0.6413,56.0643,44.2353,3.7353,15.4435,36.1364,27.8692,20.0988,51.4274,4.771
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,133971,4.7638,0.3975,39.1391,29.7783,1.4488,15.4762,35.2254,33.1001,21.822,51.2291,5.6506
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,37274,8.1426,0.7733,44.1942,24.6538,3.9253,16.065,38.4611,36.5537,28.8189,51.7646,7.266
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,54319,9.4816,0.8003,31.0504,18.2758,1.5496,17.5993,46.4662,31.7863,32.0884,56.188,7.7774
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,30645,2.4635,0.2726,37.0249,26.879,1.4391,13.6292,36.0077,35.8736,16.1902,49.251,4.8538
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,116322,1.6051,0.1694,46.544,40.7993,0.5302,11.3655,26.3807,31.8259,10.9334,48.6848,2.8595
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,32513,3.0206,0.3851,30.5718,23.1222,1.4326,12.0494,44.8795,26.8809,12.0124,41.8911,4.418
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,27529,9.4899,0.9954,45.7808,20.5316,5.9627,14.5872,40.6799,37.3644,32.7601,53.7992,8.4931
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,31971,8.7957,1.1091,48.4433,32.0507,3.7882,15.8339,35.1673,35.6977,29.9008,53.6941,6.6035
13,Metropolitana de Santiago,131,Santiago,13118,Macul,47638,4.8421,0.6061,49.8833,39.3797,1.943,14.724,31.1134,30.7034,20.4037,52.2216,5.0699
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,167650,4.0928,0.2662,28.7006,21.6193,1.2648,16.3649,38.6174,31.4745,22.4121,51.0422,6.0586
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,108724,2.3398,0.2283,51.9101,45.6773,0.993,12.5291,24.2789,23.8791,11.7148,53.9063,2.5121
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,32556,8.1471,0.7706,48.7843,25.9373,7.1548,14.9035,35.9193,40.0643,31.8393,53.4397,7.857
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,76321,6.1906,0.7213,38.5736,24.7365,1.9638,15.931,41.1985,31.2193,24.028,52.8405,6.6866
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,69431,1.6344,0.2484,57.1887,51.1373,0.5654,10.1436,20.1064,24.2029,10.0886,53.111,1.6181
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,74288,6.3499,0.5506,34.0001,23.1711,1.6414,16.1982,42.4808,28.7225,25.0796,52.8836,6.2379
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,65227,5.7829,0.3522,31.2732,26.0241,0.6671,16.6741,46.8682,21.3022,22.6594,50.4803,5.0969
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,45855,9.7517,1.6805,62.1466,45.5295,5.3479,14.1772,37.6761,27.6893,22.0044,50.9628,5.2954
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,56276,11.5573,2.5004,59.6232,43.2861,3.6435,14.3184,35.1122,30.3172,23.6708,51.3971,5.9051
13,Metropolitana de Santiago,131,Santiago,13128,Renca,46588,7.8636,0.6684,37.2093,23.7602,2.2631,16.7985,44.3218,30.1895,28.6161,54.0682,6.7181
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,33568,7.8544,1.0519,52.2608,32.9398,5.5617,14.5094,34.4879,35.1424,27.2108,52.2459,6.6406
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,60402,6.1606,0.5813,59.0542,51.9197,1.8508,12.4778,32.3158,20.9219,14.6009,50.2432,3.4676
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,25014,8.8407,0.9818,46.7011,23.1182,4.0179,15.7273,37.7118,38.7013,33.9623,52.3375,8.0359
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,31142,1.1375,0.1235,38.1115,34.155,0.3825,12.4285,32.2749,35.8424,10.0501,47.7213,2.4651
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,183615,5.2116,0.3309,26.9186,18.8144,1.7779,16.6679,43.5154,27.5956,25.2812,51.758,5.8216
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque,9195,5.1693,0.2691,29.1081,12.3271,1.0781,11.9133,43.7112,30.5565,21.1042,43.4281,6.1309
13,Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,6383,5.264,0.5795,43.6715,18.0433,4.4441,14.0389,36.4636,31.3442,22.1577,48.0685,5.3863
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,51045,6.3903,0.4424,27.8483,20.2667,1.3706,13.1937,55.1172,19.2554,18.7998,46.1022,5.0701
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,45519,7.3901,0.6319,29.0087,18.1736,2.0618,13.3348,54.7233,16.367,19.2232,45.7762,4.2645
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,6592,6.1732,0.4198,33.5004,15.5353,2.1109,13.5308,43.7813,29.8102,25.1025,46.4692,5.3303
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo,99053,6.8443,0.5019,34.0556,22.4102,1.8756,16.5115,45.5671,26.5622,26.2619,51.6362,5.6939
13,Metropolitana de Santiago,134,Maipo,13402,Buin,37708,5.4621,0.3409,29.0776,16.9989,1.9086,14.1786,48.6178,24.1494,21.5949,48.2961,5.303
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,7859,5.818,0.3254,31.8772,14.7224,0.7769,13.2832,43.6195,31.2277,20.2114,43.0846,7.0301
13,Metropolitana de Santiago,134,Maipo,13404,Paine,25952,6.6834,0.4312,35.3291,17.7535,1.8901,14.2901,43.7246,28.6228,25.3991,47.3155,5.1448
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla,46619,5.8471,0.3823,33.6182,20.9506,2.1956,15.5434,41.8408,30.1871,24.2418,48.8602,5.3447
13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,2777,7.3595,0.2589,31.5162,18.5199,2.4188,14.2599,43.0686,27.87,23.2852,46.065,4.6931
13,Metropolitana de Santiago,135,Melipilla,13503,Curacaví,12020,5.3509,0.3403,31.0641,14.8321,1.8748,15.0404,39.98,32.589,23.948,49.3459,5.6829
13,Metropolitana de Santiago,135,Melipilla,13504,María Pinto,5248,5.0687,0.3289,24.3187,8.6144,1.2769,13.5697,41.1664,33.0475,25.0429,44.5588,5.3554
13,Metropolitana de Santiago,135,Melipilla,13505,San Pedro,3975,7.3096,0.7694,29.8263,15.8319,1.0823,10.219,39.1392,34.1304,24.1128,37.78,4.1027
13,Metropolitana de Santiago,136,Talagante,13601,Talagante,24483,5.6519,0.3872,32.7861,19.5906,1.9038,15.2426,43.8608,30.0102,23.9263,51.0993,6.3705
13,Metropolitana de Santiago,136,Talagante,13602,El Monte,12174,6.7249,0.3526,32.8721,17.1403,2.578,15.6412,45.0128,29.8987,28.3832,52.4257,6.0456
13,Metropolitana de Santiago,136,Talagante,13603,Isla de Maipo,13043,6.0556,0.3553,30.5797,15.0358,2.1557,15.0435,44.3144,29.217,21.6491,47.7558,5.5662
13,Metropolitana de Santiago,136,Talagante,13604,Padre Hurtado,26172,5.7704,0.4305,28.9644,17.6671,1.4805,13.4932,49.5696,22.3918,22.7208,47.7409,5.1111
13,Metropolitana de Santiago,136,Talagante,13605,Peñaflor,30805,6.0452,0.339,31.6869,19.2915,1.9308,16.1756,44.0953,29.3426,24.2796,50.4347,6.1733
14,Los Ríos,141,Valdivia,14101,Valdivia,63322,4.1398,0.3169,40.7911,28.2074,2.7973,14.9351,34.9284,28.4787,22.3781,51.7199,4.4585
14,Los Ríos,141,Valdivia,14102,Corral,2133,5.6345,0.3788,19.5214,7.0859,2.2994,12.717,100,0,30.4083,47.114,0
14,Los Ríos,141,Valdivia,14103,Lanco,6435,4.164,0.33,28.778,15.0964,3.0473,16.449,37.3756,32.4782,30.7214,53.4826,4.2755
14,Los Ríos,141,Valdivia,14104,Los Lagos,7910,4.757,0.2933,33.0931,13.8214,2.4153,13.5559,37.9616,32.562,27.0233,43.3232,4.7041
14,Los Ríos,141,Valdivia,14105,Máfil,2954,3.8974,0.2051,32.3499,13.0553,3.3571,14.6151,38.1824,33.4351,27.0939,48.6606,4.6456
14,Los Ríos,141,Valdivia,14106,Mariquina,8230,5.7167,0.3442,28.7,12.842,2.7362,15.8336,41.8582,30.1471,28.1284,48.5954,4.5482
14,Los Ríos,141,Valdivia,14107,Paillaco,7304,5.218,0.3322,33.6715,14.0115,3.5509,14.4777,37.3458,35.5223,24.4722,49.1226,5.2098
14,Los Ríos,141,Valdivia,14108,Panguipulli,13326,6.0011,0.4021,32.1968,14.1194,2.9065,14.8479,38.0398,31.9414,27.5103,47.7882,4.3485
14,Los Ríos,142,Ranco,14201,La Unión,14616,4.9723,0.2075,31.6277,14.3768,3.2787,15.1931,36.5526,34.145,25.7151,49.8251,4.774
14,Los Ríos,142,Ranco,14202,Futrono,5763,5.6739,0.2619,33.206,14.3204,1.7879,14.928,40.4097,30.2725,24.9436,46.9189,4.5131
14,Los Ríos,142,Ranco,14203,Lago Ranco,4090,5.9533,0.4182,27.335,8.9976,2.2983,12.3472,36.1369,34.3521,26.8704,45.868,4.4254
14,Los Ríos,142,Ranco,14204,Río Bueno,12942,5.0962,0.3117,34.8744,13.3591,2.5667,14.6347,34.6888,34.3951,27.2826,47.3753,4.5226
15,Arica y Parinacota,151,Arica,15101,Arica,80658,7.868,0.8701,46.5401,26.309,3.3036,16.9503,43.1533,29.1424,22.9461,50.7058,6.5189
15,Arica y Parinacota,151,Arica,15102,Camarones,437,8.6651,0.9368,38.4439,5.0343,9.8398,8.238,100,0,25.1716,45.7666,0
15,Arica y Parinacota,152,Parinacota,15201,Putre,621,14.0652,2.0583,65.2666,27.4637,5.9774,11.7932,100,0,26.1712,46.5267,0
15,Arica y Parinacota,152,Parinacota,15202,General Lagos,227,26.7281,9.2166,48.6726,7.5221,1.7699,12.3894,100,0,32.7434,38.9381,0
