nivel,N_ponderado,Internet (cualquier acceso),Internet fijo,Solo móvil,Sin internet,Carencia conectividad digital (PM),Pobreza ingresos (ext+no ext),Doble pobreza (ingresos+digital)
Nacional,20131682,97.4893,71.8295,24.6184,2.5107,12.9631,17.288,4.1468
