reference_year,survey_wave,sav_file,variable,variable_label,score,matched_terms,nonmissing_n,distinct_nonmissing,dtype,numeric,has_value_labels,sample_value_labels,source_url
2025,XII,BBDDSubtel2025_031225.sav,P13_8,"8.- Costo del servicio de internet fijo (por cable/fibra o WiFi) es muy elevado [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDE",16,banda ancha | costo | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_10,"10.- Prefiero utilizar el acceso a internet móvil (4G/5G) en lugar de tener una conexión fija [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra",13,banda ancha | conexion | conexión | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_13,"13.- Prefiero la conexión móvil del teléfono, porque la puedo usar también fuera del hogar [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o",13,banda ancha | conexion | conexión | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_16,"16.- Tuve experiencias negativas anteriores con proveedores de servicios de internet fija [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o W",13,banda ancha | hogar | internet | paga | proveedor,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_3,"3.- La mayor parte del tiempo la pasamos fuera del hogar, por lo que no se justifica una conexión fija [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por ca",13,banda ancha | conexion | conexión | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_9,"9.- No hay / no sabe si hay oferta de servicios de internet en la zona donde vive [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SON",13,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_7,"7.- Costo del equipo o terminal (computador, notebook, Tablet, Smartphone, Smart TV etc.) para conectarse es muy elevado [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha f",12,banda ancha | costo | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_1,"1.- No saben / no les han informado qué beneficios ofrece internet al hogar [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_11,"11.- Puedo conectarme a internet en redes públicas o de terceros cuando lo necesito [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? S",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_12,"12.- La internet fija es más cara que la internet móvil / del teléfono móvil [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_14,"14.- Porque puedo usar la conexión móvil del teléfono para conectarme a internet con otros equipos de la casa (computador, TV, etc.) [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante b",11,conexion | conexión | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_17,"17.- Pueden acceder a internet en otros lugares (por ejemplo: oficina, escuela) [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDE",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_18,"18.- Pueden conectarse a una red privada de terceros desde el hogar [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por algu",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_19,"19.- Preocupación por aspectos de privacidad o seguridad [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra raz",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_2,"2.- Conocen beneficios de internet, pero encuentran que no es útil para el hogar [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SOND",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_20,"Otro [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_4,"4.- No saben utilizar el computador y/o Smartphone [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_5,"5.- No saben / no les han informado cómo utilizar internet [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra r",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_51,"Problemas económicos [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_52,"No lo necesita [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_53,"Mala señal [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_54,"No le gusta /no le interesa [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_55,"Si tiene [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_59,"Están esperando que le instale [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_6,"6.- Falta de confianza [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_60,"Esta incluido en la casa que artiendan no lo pagan ellos [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra raz",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_61,"Se cambia de casa [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_98,"No sabe [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM]",11,banda ancha | hogar | internet | paga | wifi,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_OTRA,"P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por cable/fibra o WiFi? SONDEAR ¿Por alguna otra razón? RM - Otro",11,banda ancha | hogar | internet | paga | wifi,5000,173,str,False,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P17_1,P17_1 .- ¿Cuánto es lo máximo que estaría dispuesto a pagar por? : Computador fijo (pc),11,paga | pagar,5,5,float64,True,True,10000 | 20000 | 22000 | 300000 | 500000,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P17_2,P17_2 .- ¿Cuánto es lo máximo que estaría dispuesto a pagar por? : Notebook,11,paga | pagar,11,8,float64,True,True,15000 | 20000 | 22000 | 200000 | 300000 | 400000 | 600000 | Ns/Nr,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P17_3,P17_3 .- ¿Cuánto es lo máximo que estaría dispuesto a pagar por? : Netbook,11,paga | pagar,2,2,float64,True,True,100000 | Ns/Nr,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P17_4,"P17_4 .- ¿Cuánto es lo máximo que estaría dispuesto a pagar por? : Tablet (I-pad, galaxy tab, xperia tablet, hp palm touchpad, etc.)",11,paga | pagar,4,3,float64,True,True,20000 | 200000 | Ns/Nr,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P17_5,"P17_5 .- ¿Cuánto es lo máximo que estaría dispuesto a pagar por? : Smarphone (Iphone, Samsung, Xioami, galaxy, Xperia, etc.)",11,paga | pagar,19,11,float64,True,True,10000 | 11000 | 15000 | 20000 | 80000 | 100000 | 150000 | 200000 | 250000 | 500000 | Ns/Nr,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P4_1,Banda Ancha Fija [Adsl / Cable Modem / Fibra Óptica / Otra] Ya Sea Por Cable O Wifi [P4.- ¿Dispone usted de alguna o algunas de las siguientes FORMAS DE ACCESO PAGADA para conectarse a Internet en SU HOGAR?],11,banda ancha | hogar | internet | paga | wifi,5000,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P4_4,Conexión Satelital [P4.- ¿Dispone usted de alguna o algunas de las siguientes FORMAS DE ACCESO PAGADA para conectarse a Internet en SU HOGAR?],11,conexion | conexión | hogar | internet | paga,5000,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q28_21,"21.- Atención de salud (pagar consultas presencial o telemedicina, bonos, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",10,internet | paga | pagar,2613,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P13_15,"15.- La velocidad de internet fija no es lo suficientemente rápida para satisfacer nuestras necesidades [P13.- Por cuál o cuáles de estas razones los miembros de este hogar no tienen acceso a internet propio y pagado mediante banda ancha fija, ya sea por c",9,banda ancha | hogar | internet | paga,1645,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P4_2,Banda Ancha Móvil [Bam] [P4.- ¿Dispone usted de alguna o algunas de las siguientes FORMAS DE ACCESO PAGADA para conectarse a Internet en SU HOGAR?],9,banda ancha | hogar | internet | paga,5000,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P4_3,"Internet Móvil Con Plan O Bolsa De Gigas/Megas De Un Teléfono Móvil [Smartphone] O Tablet (3G, 4G, 5G [P4.- ¿Dispone usted de alguna o algunas de las siguientes FORMAS DE ACCESO PAGADA para conectarse a Internet en SU HOGAR?]",9,hogar | internet | paga | plan,5000,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q37_5,"Realizar un trámite o pagar una cuenta [Q37.- ¿Ha solicitado a algún amigo, vecino, familiar o conocido que realice en Internet por usted alguna de las siguientes actividades? RM]",8,internet | paga | pagar,269,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P1,"P1. ¿Algunos miembros de este hogar tienen acceso propio y pagado a Internet fijo o móvil desde el hogar, sin importar si lo utilizan o no?",7,hogar | internet | paga,5000,2,float64,True,True,Sí | No,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,P4_5,Ns/Nr [P4.- ¿Dispone usted de alguna o algunas de las siguientes FORMAS DE ACCESO PAGADA para conectarse a Internet en SU HOGAR?],7,hogar | internet | paga,5000,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q21_2,"1. obtener información acerca de bienes o servicios (precios, especificaciones, lugares de venta) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",7,internet | precio,4731,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q34_12,NET COSTO DE SERVICIO [Q34. Señale las razones por las que no ha utilizado Internet…],7,costo | internet,269,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q11_1_5,"En centros de internet pagados (por ejemplo, Cybercafé) [Q11_1.- En el último día, ¿en qué lugares ha utilizado Internet? ]",5,internet | paga,4731,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q20_4,"4.- En centros de internet pagados (por ejemplo, Cybercafé) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",5,internet | paga,3195,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025,XII,BBDDSubtel2025_031225.sav,Q34_13,"10.- Los equipos para conectarse a Internet son muy caros (computador, notebook, tablet, smartphone) [Q34. Señale las razones por las que no ha utilizado Internet…]",5,caro | internet,269,2,float64,True,False,,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
