reference_year,survey_wave,segment_dimension,segment_variable,segment_code,segment_label,n_unweighted,weighted_households,weighted_households_with_paid_access,paid_access_pct,household_weight,access_variable,access_yes_code,source_url,sav_file
2024,XI,region,COD_REGION,13.0,13.- Región Metropolitana de Santiago,540,2238178.998,2171298.661,97.0118,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,14.0,14.- Región de los Rios,170,128984.0,128984.0,100.0,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,15.0,15.- Región de Arica y Parinacota,100,66842.0,66332.9,99.2384,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,16.0,16.- Región del Ñuble,300,163738.0,155392.067,94.9029,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,2.0,2.- Región de Antofagasta,300,174314.0,170467.728,97.7935,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,3.0,3.- Región de Atacama,120,88706.0,87977.091,99.1783,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,4.0,4.- Región de Coquimbo,320,240317.0,232059.506,96.5639,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,5.0,5.- Región de Valparaíso,420,608949.0,580464.631,95.3224,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,6.0,6.- Región del Libertador Bernardo Ohiggins,420,301717.0,294958.312,97.7599,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,7.0,7.- Región del Maule,430,351508.999,339071.732,96.4617,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,8.0,8.- Región del Bio-Bio,430,507240.999,490231.04,96.6466,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,region,COD_REGION,9.0,9.- Región de la Araucanía,430,317525.0,310968.685,97.9352,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,urban_rural,ZONA,1.0,URBANA,3311,4952298.998,4793237.151,96.7881,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2024,XI,urban_rural,ZONA,2.0,RURAL,1389,699337.998,660613.734,94.4627,POND_HOGAR_FE,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2025/02/BBDD_Subtel2024_03022025.sav_.zip,BBDD_Subtel2024_03022025.sav
2025,XII,national,,ALL,Chile,5000,5651637.002,5457486.009,96.5647,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,1.0,1.- Región de Tarapacá,150,97693.0,96382.782,98.6588,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,10.0,10.- Región de los Lagos,420,277482.0,266535.196,96.0549,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,11.0,11.- Región de Aysen,120,34609.0,34335.83,99.2107,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,12.0,12.- Región de Magallanes,150,53832.0,52018.284,96.6308,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,13.0,13.- Región Metropolitana de Santiago,550,2238179.002,2164430.165,96.705,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,14.0,14.- Región de los Rios,200,128984.0,125034.837,96.9383,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,15.0,15.- Región de Arica y Parinacota,120,66842.0,62889.936,94.0875,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,16.0,16.- Región del Ñuble,300,163738.0,157315.31,96.0775,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,2.0,2.- Región de Antofagasta,300,174314.0,169470.65,97.2215,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,3.0,3.- Región de Atacama,150,88706.0,87853.4,99.0388,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,4.0,4.- Región de Coquimbo,320,240317.0,235887.131,98.1567,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,5.0,5.- Región de Valparaíso,470,608949.001,590467.607,96.965,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,6.0,6.- Región del Libertador Bernardo Ohiggins,420,301717.001,294220.383,97.5153,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,7.0,7.- Región del Maule,430,351508.999,341612.529,97.1846,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,8.0,8.- Región del Bio-Bio,470,507240.999,472937.869,93.2373,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,region,COD_REGION,9.0,9.- Región de la Araucanía,430,317525.001,306094.101,96.4,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,urban_rural,ZONA,1.0,URBANA,3593,4952299.001,4792411.218,96.7714,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
2025,XII,urban_rural,ZONA,2.0,RURAL,1407,699338.001,665074.791,95.1006,FE_HOGAR,P1,1.0,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip,BBDDSubtel2025_031225.sav
