source_sheet,source_row,selection_group,rbd,establishment_name,region,sponsor_name,project,selection_status,waitlist_position,source_page,source_spreadsheet
Seleccionados AC 2025,167,selected,1970,ESCUELA DIEGO PORTALES,DE VALPARAÍSO,CORP.MUNICIPAL PARA DES.SOCIAL-V.ALEMANA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,168,selected,1975,ESCUELA JUAN BAUTISTA ALBERDI,DE VALPARAÍSO,CORP.MUNICIPAL PARA DES.SOCIAL-V.ALEMANA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,169,selected,2017,ESCUELA VILLA LAS DUNAS,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SAN ANTONIO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,170,selected,2022,ESCUELA BÁSICA SAN JOSÉ DE CALASANZ,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SAN ANTONIO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,171,selected,2024,PROFESOR PEDRO VIVEROS ORMEÑO,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SAN ANTONIO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,172,selected,2027,ESCUELA POETA HUIDOBRO,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SAN ANTONIO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,173,selected,2037,EDUARDO FERNÁNDEZ DE ASTURIAS,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SAN ANTONIO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,174,selected,2078,COMPLEJO EDUCACIÓNAL CLARA SOLOVERA,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE EL QUISCO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,175,selected,2081,ESCUELA EL TOTORAL,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE EL QUISCO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,176,selected,2091,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,177,selected,2096,ESCUELA BÁSICA CLAUDIO VICUÑA,DE VALPARAÍSO,ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,178,selected,2109,LICEO DE NIÑAS DE RANCAGUA,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,179,selected,2123,INSTITUTO TECNOLÓGICO MINERO BERNARDO O´HIGGINS,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,180,selected,2126,COL. JOSÉ A. MANSO DE VELASCO Y S.,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,181,selected,2140,ESCUELA MUNICIPAL AUGUSTO D´HALMAR,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,182,selected,2146,COLEGIO MANUEL ROJAS,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,183,selected,2147,ESCUELA MUNICIPAL J.M. BALMACEDA,DEL LIBERTADOR BERNARDO OHIGGINS,CORP MUNICP SERV PUBL TRASP DE RANCAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,184,selected,2210,ESCUELA MUNICIPAL VILLA LA COMPAÑÍA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE GRANEROS,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,185,selected,2234,COLEGIO JESÚS ANDINO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE CODEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,186,selected,2265,ESCUELA BERTA SAAVEDRA SEGURA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE REQUINOA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,187,selected,2267,ESC. REPÚBLICA DE FRANCIA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE REQUINOA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,188,selected,2275,ESCUELA DAVID DEL CURTO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE REQUINOA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,189,selected,2279,ESCUELA CANADA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE REQUINOA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,190,selected,2282,COLEGIO MUNICIPAL LO DE LOBO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,191,selected,2286,COLEGIO MUNICIPAL LUIS GALDAMES,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,192,selected,2288,ESCUELA CARLOS CONDELL DE LA HAZA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,193,selected,2292,ESCUELA VICENTE HUIDOBRO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,194,selected,2294,COLEGIO MUNICIPAL LA ESMERALDA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,195,selected,2301,COLEGIO MUNICIPAL DE APALTA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,196,selected,2302,ESCUELA BÁSICA VÍCTOR NICOLETTI TAMANINI,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE RENGO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,197,selected,2312,ESCUELA MUNICIPAL DE PANQUEHUE,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE MALLOA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,198,selected,2329,LICEO IGNACIO CARRERA PINTO,DEL LIBERTADOR BERNARDO OHIGGINS,CORP DESARROLLO DE SAN VICENTE DE T.T.,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,199,selected,2334,ESCUELA MUNICIPAL RASTROJOS,DEL LIBERTADOR BERNARDO OHIGGINS,CORP DESARROLLO DE SAN VICENTE DE T.T.,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,200,selected,2360,CENTRO EDUCATIVO SIGLO XXI,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHIDEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,201,selected,2362,ESCUELA AMELIA LYNCH DE LYON,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHIDEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,202,selected,2363,ESCUELA MUNICIPAL DE SAN ROBERTO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHIDEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,203,selected,2364,ESCUELA REINO DE DINAMARCA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHIDEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,204,selected,2375,LICEO BICENTENARIO LATINOAMERICANO DE PICHIDEGUA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHIDEGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,205,selected,2387,ESCUELA MUNICIPAL OSVALDO RUIZ GARCÍA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE COLTAUCO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,206,selected,2395,ESCUELA MUNICIPAL DE VIÑA LA CRUZ,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE COLTAUCO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,207,selected,2409,ESCUELA MUNICIPAL COPEQUEN,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE COINCO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,208,selected,2424,ESCUELA OSVALDO CORREA FUENZALIDA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE LAS CABRAS,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,209,selected,2425,ESCUELA MUNICIPAL DE LOS AROMOS,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE LAS CABRAS,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,210,selected,2428,ESCUELA REPÚBLICA DE GRECIA,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE LAS CABRAS,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,211,selected,2429,COLEGIO INÉS DE SUÁREZ,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE LAS CABRAS,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,212,selected,2442,LICEO TÉCNICO BICENTENARIO FELISA TOLUP,DEL LIBERTADOR BERNARDO OHIGGINS,FUND. NACIONAL DEL COMERCIO PARA LA EDUCACION,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,213,selected,2444,INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS DE SAN FERNANDO,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,214,selected,2447,LICEO DE HOMBRES NEANDRO SCHILLING,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,215,selected,2456,ESCUELA OLEGARIO LAZO BAEZA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,216,selected,2457,ESCUELA BÁSICA ISABEL LA CATÓLICA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,217,selected,2461,ESCUELA VILLA CENTINELA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,218,selected,2462,ESCUELA WASHINGTON OMAR VENEGAS,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,219,selected,2465,ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,220,selected,2469,ESCUELA ABRAHAM LINCOLN DE AGUA BUENA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,221,selected,2487,ESCUELA BAS. FERNANDO ARENAS ALMARZA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,222,selected,2488,ESCUELA MUNICIPAL E-456,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,223,selected,2489,ESCUELA BAS. VILLA CONVENTO VIEJO,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,224,selected,2492,ESCUELA MUNICIPAL F415 LO GONZÁLEZ,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,225,selected,2495,ESCUELA MUNICIPAL F451 CODEGUA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,226,selected,2508,ESCUELA SANTA EUGENIA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,227,selected,2518,LICEO SAN FRANCISCO,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,228,selected,2520,ESCUELA MUNICIPAL LA DEHESA,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,229,selected,2525,COLEGIO BÁSICO CONSOLIDADO,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,230,selected,2527,ESCUELA BÁSICA PUQUILLAY,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,231,selected,2528,ESCUELA BAS. ADRIANA LYON VIAL,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,232,selected,2530,LICEO MUNICIPAL JUAN PABLO II,DEL LIBERTADOR BERNARDO OHIGGINS,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,233,selected,2636,ESCUELA PUEBLO DE VIUDAS,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,234,selected,2650,ESCUELA CAHUIL,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,235,selected,2701,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE MARCHIGUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,236,selected,2707,ESCUELA MUNICIPAL NÓBELES DE CHILE,DEL LIBERTADOR BERNARDO OHIGGINS,ILUSTRE MUNICIPALIDAD DE MARCHIGUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
