source_sheet,source_row,selection_group,rbd,establishment_name,region,sponsor_name,project,selection_status,waitlist_position,source_page,source_spreadsheet
Seleccionados AC 2025,385,selected,6056,ESCUELA BÁSICA MUNICIPAL DE EL CLARO,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE PUCON,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,386,selected,6060,ESC. BÁSICA VILLA SAN PEDRO,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE PUCON,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,387,selected,6088,ESCUELA VALENTÍN LETELIER,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE VILLARRICA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,388,selected,6089,ESCUELA VOIPIR DE NANCUL,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE VILLARRICA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,389,selected,6092,ESCUELA EPUKLEI,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE VILLARRICA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,390,selected,6227,ESCUELA LAS AMÉRICAS,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE PITRUFQUEN,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,391,selected,6285,ESCUELA BÁSICA LOS PERALES,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE GORBEA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,392,selected,6305,ESCUELA DOMITILA PINNA PARRA,DE LA ARAUCANÍA,ILUSTRE MUNICIPALIDAD DE LONCOCHE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,393,selected,6772,C.E.I.A. NARCISO GARCÍA BARRÍA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,394,selected,6774,ESCUELA EL LAUREL,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,395,selected,6777,ESCUELA FEDOR M. DOSTOIEVSKI,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,396,selected,6780,ESCUELA FERNANDO SANTIVAN,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,397,selected,6785,ESCUELA ANGACHILLA,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,398,selected,6787,CENTRO EDUC. ADULTOS LUIS MOLL BRIONES,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,399,selected,6791,ESCUELA DE NIEBLA JUAN BOSCH,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,400,selected,6846,LICEO SAN LUIS DE ALBA,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,401,selected,6852,COLEGIO PELCHUQUIN,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,402,selected,6876,ESCUELA FRAY BERNABE DE LUCERNA,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,403,selected,6886,ESCUELA VALLE DE MARIQUINA,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,404,selected,6897,LICEO BICENTENERIO DE EXCELENCIA CAMILO HENRÍQUEZ GONZÁLEZ DE LANCO,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,405,selected,6899,LICEO REPÚBLICA DEL BRASIL,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,406,selected,7063,ESCUELA RURAL HUELLAHUE,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,407,selected,7085,COMPLEJO EDUCACIÓNAL TIERRA DE ESPERANZA,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,408,selected,7205,ESCUELA ROBERTO OJEDA TÓRRES,DE LOS RÍOS,SERVICIO LOCAL DE EDUCACION PUBLICA VALDIVIA (SLEP VALDIVIA),Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,409,selected,7238,ESCUELA BÁSICA PATRICIO LYNCH,DE LOS RÍOS,ILUSTRE MUNICIPALIDAD DE RIO BUENO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,410,selected,7328,LICEO RAHUE,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,411,selected,7331,INSTITUTO COMERCIAL DE OSORNO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,412,selected,7335,ESCUELA SUIZA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,413,selected,7336,ESCUELA FUNDACIÓN PAUL HARRIS,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,414,selected,7340,ESCUELA CLAUDIO ARRAU,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,415,selected,7341,ESCUELA MONSEÑOR FRANCISCO VALDÉS SUBERCASEAUX,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,416,selected,7347,ESCUELA DEPORTIVA OSORNO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE OSORNO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,417,selected,7418,ESCUELA BÁSICA SAN PABLO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE SAN PABLO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,418,selected,7476,ESCUELA ALBERTO HURTADO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,419,selected,7507,ESCUELA BERTOLDO HOFMANN KAHLER,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PURRANQUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,420,selected,7541,ESCUELA ANDREW JACKSON,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE RIO NEGRO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,421,selected,7542,LICEO JOSÉ TORIBIO MEDINA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE RIO NEGRO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,422,selected,7543,ESCUELA RÍO NEGRO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE RIO NEGRO,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,423,selected,7583,ESCUELA RURAL PUAUCHO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE SAN JUAN DE LA COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,424,selected,7636,ESCUELA N 5 MIRAMAR,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,425,selected,7644,ESCUELA BÁSICA SANTA INÉS,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,426,selected,7646,ESCUELA ROTARIO PEDRO AVELINO BRAVO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,427,selected,7650,ESCUELA DE CULTURA Y DIFUSION ARTÍSTICA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,428,selected,7664,ESCUELA CAYENEL,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,429,selected,7671,ESCUELA RURAL LAGUNITAS,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,430,selected,7679,ESCUELA RURAL HUELMO,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,431,selected,7685,ESCUELA RURAL LA VARA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE PUERTO MONTT,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,432,selected,7723,ESCUELA GRUPO ESCOLAR,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,433,selected,7740,ESCUELA RURAL EPSON DE ENSENADA,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,434,selected,7830,LICEO CAPITÁN DE FRAGATA FRANCISCO VIDAL GORMAZ,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE MAULLIN,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,435,selected,7832,ESCUELA RURAL FRANCISCO CORTES OJEDA,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE MAULLIN,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,436,selected,7834,ESCUELA ENCARNACION OLIVARES,DE LOS LAGOS,ILUSTRE MUNICIPALIDAD DE MAULLIN,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,437,selected,7872,COLEGIO BICENTENARIO DE DIFUSIÓN ARTÍSTICA LOS ULMOS,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,438,selected,7941,LICEO CARLOS IBAÑEZ DEL CAMPO,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,439,selected,7958,ESCUELA INÉS GALLARDO ALVARADO,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,440,selected,7959,ESCUELA BÁSICA GABRIELA MISTRAL,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,441,selected,8044,LICEO POLIVALENTE DE ANCUD,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE CHILOÉ,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,442,selected,8111,LICEO BICENTENARIO QUEMCHI,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE CHILOÉ,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,443,selected,8289,ESCUELA RURAL ARTÍSTICA ALUMNO MARCELO GUENTEO SOLIS,DE LOS LAGOS,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE CHILOÉ,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,444,selected,8353,ESCUELA NIEVES DEL SUR,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,445,selected,8375,LICEO POLITÉCNICO DE AYSÉN,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,446,selected,8376,ESCUELA BÁSICA MUNICIPAL POETISA GABRIELA MISTRAL,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,447,selected,8377,ESCUELA AYSÉN,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,448,selected,8380,LICEO MANIHUALES,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,449,selected,8408,ESC. BÁSICA HERNÁN MERINO CORREA,DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,"SERVICIO LOCAL DE EDUACIÓN PÚBLICA, DE LA REGIÓN DE AYSÉN",Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,450,selected,8411,LICEO BICENTENARIO POLITÉCNICO LUIS CRUZ MARTÍNEZ,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,451,selected,8417,ESCUELA BAUDILIA AVENDAÑO DE YOUSSUF,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,452,selected,8430,LICEO POLIVALENTE SARA BRAUN,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,453,selected,8432,CENTRO DE EDUC. INTEGRAL DE ADULTOS CEIA,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,454,selected,8434,ESCUELA ESPAÑA,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
Seleccionados AC 2025,455,selected,8435,ESCUELA DIECIOCHO DE SEPTIEMBRE,DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAGALLANES,Aulas Conectadas 2025,SELECCIONADO,,https://www.innovacion.mineduc.cl/convocatoria-2025,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit
