selection_group,rbd,program_establishment_name,official_establishment_name,region_code,region_name,commune_code,commune_name,rural_rbd,latitude,longitude,dependency_code,dependency_group_code,enrollment_total,establishment_state,pie_agreement,pace,sponsor_name,project,selection_status,waitlist_position,program_source,directory_source
selected,2487,ESCUELA BAS. FERNANDO ARENAS ALMARZA,ESCUELA BAS.FERNANDO ARENAS ALMARZA,6,LGBO,6303,CHIMBARONGO,0,"-34,713612","-71,045174",6,5,285,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2488,ESCUELA MUNICIPAL E-456,ESCUELA MUNICIPAL E-456,6,LGBO,6303,CHIMBARONGO,0,"-34,696041","-71,032883",6,5,225,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2489,ESCUELA BAS. VILLA CONVENTO VIEJO,ESCUELA BAS. VILLA CONVENTO VIEJO,6,LGBO,6303,CHIMBARONGO,1,"-34,720051","-71,053886",6,5,226,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2492,ESCUELA MUNICIPAL F415 LO GONZÁLEZ,ESCUELA MUNICIPAL F415 LO GONZALEZ,6,LGBO,6303,CHIMBARONGO,1,"-34,66267","-71,001694",6,5,128,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2495,ESCUELA MUNICIPAL F451 CODEGUA,ESCUELA MUNICIPAL F451 CODEGUA,6,LGBO,6303,CHIMBARONGO,1,"-34,77301","-70,946327",6,5,141,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2508,ESCUELA SANTA EUGENIA,ESCUELA SANTA EUGENIA,6,LGBO,6303,CHIMBARONGO,1,"-34,678329","-71,003181",6,5,162,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2518,LICEO SAN FRANCISCO,LICEO SAN FRANCISCO,6,LGBO,6308,PLACILLA,0,"-34,63797","-71,11911",6,5,329,1,1,1,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2520,ESCUELA MUNICIPAL LA DEHESA,ESCUELA MUNICIPAL LA DEHESA,6,LGBO,6308,PLACILLA,1,"-34,65509","-71,114853",6,5,200,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2525,COLEGIO BÁSICO CONSOLIDADO,COLEGIO BASICO CONSOLIDADO,6,LGBO,6305,NANCAGUA,0,"-34,650249","-71,204147",6,5,269,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2527,ESCUELA BÁSICA PUQUILLAY,ESCUELA BÁSICA PUQUILLAY,6,LGBO,6305,NANCAGUA,1,"-34,683891","-71,198029",6,5,162,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2528,ESCUELA BAS. ADRIANA LYON VIAL,ESCUELA BAS. ADRIANA LYON VIAL,6,LGBO,6305,NANCAGUA,1,"-34,651451","-71,168907",6,5,268,1,1,0,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2530,LICEO MUNICIPAL JUAN PABLO II,LICEO MUNICIPAL JUAN PABLO II,6,LGBO,6305,NANCAGUA,0,"-34,649879","-71,199463",6,5,513,1,1,1,SERVICIO LOCAL DE EDUCACION DE COLCHAGUA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2636,ESCUELA PUEBLO DE VIUDAS,ESCUELA PUEBLO DE VIUDAS,6,LGBO,6201,PICHILEMU,1,"-34,403469","-71,996239",2,1,191,1,1,0,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2650,ESCUELA CAHUIL,ESCUELA CAHUIL,6,LGBO,6201,PICHILEMU,1,"-34,482208","-72,011551",2,1,176,1,1,0,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2701,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,LICEO MUNICIPAL INSTITUTO CARDENAL CARO,6,LGBO,6204,MARCHIHUE,0,"-34,397259","-71,619331",2,1,339,1,1,1,ILUSTRE MUNICIPALIDAD DE MARCHIGUE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2707,ESCUELA MUNICIPAL NÓBELES DE CHILE,ESCUELA MUNICIPAL NOBELES DE CHILE,6,LGBO,6204,MARCHIHUE,1,"-34,35622","-71,735237",2,1,196,1,1,0,ILUSTRE MUNICIPALIDAD DE MARCHIGUE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2715,ESC.BÁSICA MERCEDES URZUA DÍAZ,ESC.BASICA MERCEDES URZUA DIAZ,6,LGBO,6206,PAREDONES,0,"-34,643921","-71,899361",2,1,357,1,1,0,ILUSTRE MUNICIPALIDAD DE PAREDONES,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2730,CENTRO EDUCATIVO INTEGRAL DE CURICÓ (CEIC),CENTRO EDUCATIVO INTEGRAL DE CURICO (CEIC),7,MAULE,7301,CURICÓ,0,"-34,99466324","-71,2441864",2,1,196,1,0,0,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2732,LICEO FERNANDO LAZCANO,LICEO FERNANDO LAZCANO,7,MAULE,7301,CURICÓ,0,"-34,985668","-71,24015",2,1,361,1,1,1,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2737,COLEGIO POLIVALENTE JAPÓN,COLEGIO POLIVALENTE JAPÓN,7,MAULE,7301,CURICÓ,0,"-34,990822","-71,248871",2,1,229,1,1,1,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2748,ESCUELA REPÚBLICA ARGENTINA,ESCUELA REPUBLICA ARGENTINA,7,MAULE,7301,CURICÓ,0,"-34,997002","-71,243202",2,1,173,1,1,0,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2756,ESCUELA DIEGO PORTALES P.,ESCUELA DIEGO PORTALES P.,7,MAULE,7301,CURICÓ,1,"-35,124668","-71,147751",2,1,207,1,1,0,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2761,ESCUELA LA OBRA,ESCUELA LA OBRA,7,MAULE,7301,CURICÓ,1,"-35,023209","-71,219383",2,1,189,1,1,0,ILUSTRE MUNICIPALIDAD DE CURICO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2795,ESCUELA TENO,ESCUELA TENO,7,MAULE,7308,TENO,0,"-34,871998","-71,166489",2,1,498,1,1,0,ILUSTRE MUNICIPALIDAD DE TENO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2817,ESCUELA SAN CRISTOBAL,ESCUELA SAN CRISTOBAL,7,MAULE,7308,TENO,1,"-34,882099","-71,147583",2,1,358,1,1,0,ILUSTRE MUNICIPALIDAD DE TENO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2836,LICEO JUAN AGUSTÍN MORALES GONZÁLEZ,LICEO JUAN AGUSTIN MORALES GONZALEZ,7,MAULE,7304,MOLINA,0,"-35,05389","-71,27597",2,1,328,1,1,1,ILUSTRE MUNICIPALIDAD DE MOLINA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2843,ESCUELA EL PROGRESO,ESCUELA EL PROGRESO,7,MAULE,7304,MOLINA,1,"-35,13237","-71,29026",2,1,210,1,1,0,ILUSTRE MUNICIPALIDAD DE MOLINA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2882,LICEO BICENTENARIO HUALAÑE,LICEO BICENTENARIO HUALAÑE,7,MAULE,7302,HUALAÑÉ,0,"-34,975441","-71,80587",2,1,568,1,1,1,ILUSTRE MUNICIPALIDAD DE HUALANE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2894,ESCUELA AMELIA VIAL DE CONCHA,ESCUELA AMELIA VIAL DE CONCHA,7,MAULE,7302,HUALAÑÉ,1,"-35,026932","-71,72464",2,1,211,1,1,0,ILUSTRE MUNICIPALIDAD DE HUALANE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2917,ESCUELA RAUCO,ESCUELA RAUCO,7,MAULE,7305,RAUCO,0,"-34,925701","-71,316551",2,1,273,1,1,0,ILUSTRE MUNICIPALIDAD DE RAUCO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2920,ESCUELA LUIS LEYTON RUBIO,ESCUELA LUIS LEYTON RUBIO,7,MAULE,7305,RAUCO,1,"-34,95623","-71,345718",2,1,257,1,1,0,ILUSTRE MUNICIPALIDAD DE RAUCO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2927,ESCUELA EL PLUMERO,ESCUELA EL PLUMERO,7,MAULE,7305,RAUCO,1,"-34,8815","-71,266518",2,1,196,1,1,0,ILUSTRE MUNICIPALIDAD DE RAUCO,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2931,ESCUELA INÉS SYLVESTER DE ARTOZÓN,ESCUELA INÉS SYLVESTER DE ARTOZÓN,7,MAULE,7101,TALCA,0,"-35,42910004","-71,65167236",2,1,127,1,0,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2939,LICEO BICENTENARIO DIEGO PORTALES,LICEO BICENTENARIO DIEGO PORTALES,7,MAULE,7101,TALCA,0,"-35,42112","-71,670563",2,1,372,1,1,1,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2941,ESCUELA HERMANO GUIDO GOOSSENS,ESCUELA HERMANO GUIDO GOOSSENS,7,MAULE,7101,TALCA,0,"-35,442829","-71,655586",2,1,206,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2951,ESCUELA LA FLORIDA,ESCUELA LA FLORIDA,7,MAULE,7101,TALCA,0,"-35,435249","-71,682747",2,1,185,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2955,ESCUELA FELIPE CUBILLOS BRILLA EL SOL,ESCUELA FELIPE CUBILLOS BRILLA EL SOL,7,MAULE,7101,TALCA,0,"-35,440639","-71,661438",2,1,186,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2959,LORENZO VAROLI GHERARDI,LORENZO VAROLI GHERARDI,7,MAULE,7101,TALCA,0,"-35,434929","-71,64135",2,1,269,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2966,ESCUELA COSTANERA,ESCUELA COSTANERA,7,MAULE,7101,TALCA,0,"-35,436501","-71,658882",2,1,181,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2975,ESCUELA HUILQUILEMU,ESCUELA HUILQUILEMU,7,MAULE,7101,TALCA,1,"-35,460899","-71,578033",2,1,205,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,2977,ESCUELA VIÑA PURISIMA,ESCUELA VINA PURISIMA,7,MAULE,7101,TALCA,1,"-35,431179","-71,518204",2,1,239,1,1,0,ILUSTRE MUNICIPALIDAD DE TALCA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3110,COMPLEJO EDUCACIÓNAL MAULE,COMPLEJO EDUCACIONAL MAULE,7,MAULE,7105,MAULE,0,"-35,524601","-71,693077",2,1,569,1,1,0,ILUSTRE MUNICIPALIDAD DE MAULE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3113,ESCUELA COLÍN,ESCUELA COLIN,7,MAULE,7105,MAULE,1,"-35,475319","-71,743027",2,1,238,1,1,0,ILUSTRE MUNICIPALIDAD DE MAULE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3114,ESCUELA CHACARILLA,ESCUELA CHACARILLA,7,MAULE,7105,MAULE,1,"-35,483181","-71,65654",2,1,245,1,1,0,ILUSTRE MUNICIPALIDAD DE MAULE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3117,ESCUELA RURAL NUMPAY,ESCUELA RURAL NUMPAY,7,MAULE,7105,MAULE,1,"-35,490711","-71,705429",2,1,235,1,1,0,ILUSTRE MUNICIPALIDAD DE MAULE,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3166,ESCUELA ENRIQUE DONN MULLER,ESCUELA ENRIQUE DONN MULLER,7,MAULE,7102,CONSTITUCIÓN,0,"-35,333672","-72,407028",6,5,519,1,1,0,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3168,ESCUELA SUPERIOR NUEVA BILBAO,ESCUELA SUPERIOR NUEVA BILBAO,7,MAULE,7102,CONSTITUCIÓN,0,"-35,338749","-72,400169",6,5,253,1,1,0,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3169,ESCUELA CERRO ALTO JOSÉ OPAZO DÍAZ,ESCUELA CERRO ALTO JOSE OPAZO DIAZ,7,MAULE,7102,CONSTITUCIÓN,0,"-35,343578","-72,416267",6,5,505,1,1,0,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3172,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL PUTÚ,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL PUTÚ,7,MAULE,7102,CONSTITUCIÓN,1,"-35,2136","-72,285896",6,5,514,1,1,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3173,LICEO RURAL ENRIQUE MAC IVER,LICEO RURAL ENRIQUE MAC IVER,7,MAULE,7102,CONSTITUCIÓN,1,"-35,45433","-72,273872",6,5,682,1,1,1,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3185,ESCUELA COSTA BLANCA,ESCUELA COSTA BLANCA,7,MAULE,7102,CONSTITUCIÓN,1,"-35,478","-72,5071",6,5,223,1,1,0,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE MAULE COSTA,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3255,ESCUELA SANTA BARBARA,ESCUELA SANTA BARBARA,7,MAULE,7401,LINARES,0,"-35,836979","-71,594177",2,1,163,1,1,0,ILUSTRE MUNICIPALIDAD DE LINARES,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3257,ESCUELA ALEJANDRO GIDI,ESCUELA ALEJANDRO GIDI,7,MAULE,7401,LINARES,0,"-35,841541","-71,576698",2,1,157,1,1,0,ILUSTRE MUNICIPALIDAD DE LINARES,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3260,ESCUELA LOS LEONES,ESCUELA LOS LEONES,7,MAULE,7401,LINARES,0,"-35,84552","-71,584953",2,1,185,1,1,0,ILUSTRE MUNICIPALIDAD DE LINARES,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3356,ESCUELA CARDENAL JOSÉ MARÍA CARO,ESCUELA CARDENAL JOSE MARIA CARO,7,MAULE,7403,LONGAVÍ,1,"-36,0233165075037","-71,6207776910847",2,1,300,1,1,0,ILUSTRE MUNICIPALIDAD DE LONGAVI,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
selected,3382,ESCUELA PEDRO ALESSANDRI VARGAS,ESCUELA PEDRO ALESSANDRI VARGAS,7,MAULE,7403,LONGAVÍ,1,"-36,087749","-71,622726",2,1,220,1,1,0,ILUSTRE MUNICIPALIDAD DE LONGAVI,Aulas Conectadas 2025,SELECCIONADO,,https://docs.google.com/spreadsheets/d/11EPq1k3dRWyrXfsWJWh405slQ-tyEjJj/edit,https://datosabiertos.mineduc.cl/wp-content/uploads/2025/11/Directorio-Oficial-EE-2025.rar
