dataset_id,reference_year,survey_wave,rows,columns,encoding,source_url
2008_I_base_completa_270409,2008,I,6420,309,auto,https://www.subtel.gob.cl/images/stories/articles/subtel/asocfile/base_completa_270409_spss.rar
