dataset_id,reference_year,survey_wave,variable,label,dtype,nonmissing_n,distinct_values,missing_pct,has_value_labels,value_labels_json,is_weight_candidate,selected_weight,source_url
2025_XII_bbddsubtel2025_031225,2025,XII,Q15,"Q15.- En los últimos 3 meses, ¿con qué frecuencia ha usado Internet en el hogar?",float64,4476,4,10.48,True,"{""1.0"": ""Al menos una vez al día"", ""2.0"": ""Al menos una vez a la semana, pero no cada día"", ""3.0"": ""Al menos una vez al mes, pero no cada semana"", ""4.0"": ""Menos de una vez al mes""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q16,"Q16.- En promedio, ¿Cuánto tiempo diría que está conectado a internet en el día?",float64,4094,4,18.12,True,"{""1.0"": ""Menos de 1 hora al día"", ""2.0"": ""Entre 1 y 2 horas al día"", ""3.0"": ""Entre 2 y 4 horas al día"", ""4.0"": ""Más de 4 horas al día""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q17,"Q17.- En los últimos 3 meses, ¿ha usado Internet en otros lugares distintos al hogar?",float64,4731,2,5.38,True,"{""1.0"": ""SÍ"", ""2.0"": ""NO""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q18,"Q18.-En los últimos 3 meses, ¿con qué frecuencia ha usado Internet en otros lugares distintos al hogar?",float64,3195,4,36.1,True,"{""1.0"": ""Al menos una vez al día"", ""2.0"": ""Al menos una vez a la semana, pero no cada día"", ""3.0"": ""Al menos una vez al mes, pero no cada semana"", ""4.0"": ""Menos de una vez al mes""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q19,"Q19.- En promedio, ¿Cuánto tiempo diría que usa internet en el día en lugares distintos del hogar?",float64,2159,4,56.82,True,"{""1.0"": ""Menos de 1 hora al día"", ""2.0"": ""Entre 1 y 2 horas al día"", ""3.0"": ""Entre 2 y 4 horas al día"", ""4.0"": ""Más de 4 horas al día""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_1,"1.- Lugar de trabajo (fuera del hogar) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_2,"2.- Lugar de educación / capacitación (fuera del hogar) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_3,"3.- En el hogar de otra persona (amigos, conocidos o parientes) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_4,"4.- En centros de internet pagados (por ejemplo, Cybercafé) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_5,"5.- Lugares con red de WI-FI gratis (metro, restaurantes, café, estaciones de servicio, municipios, juntas de vecinos) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_6,"6.- En la calle / plazas, espacios abiertos (con internet móvil del smartphone) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_7,"7.- En medio de locomoción pública gratis (con internet móvil del smartphone) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q20_8,"8.- En lugares cerrados sin acceso a redes de WiFi gratis (con internet móvil del smartphone) [Q20.- En los últimos 3 meses, ¿en qué otros lugares ha utilizado Internet?]",float64,3195,2,36.1,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_1,"NET OBTENER INFORMACIÓN [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_2,"1. obtener información acerca de bienes o servicios (precios, especificaciones, lugares de venta) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_3,"2. obtener información acerca de oportunidades laborales [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_4,"3. obtener información para realizar trabajos/informes de mi actividad laboral [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_5,"4. obtener información para realizar tareas/informes de algún curso, materia o capacitación [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_6,"5. obtener información para postular a cursos/carreras/postgrados/capacitación [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_7,"6. obtener información relacionada con salud o servicios de salud [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_8,"7. obtener información del gobierno u otras organizaciones (a través de sitios web o correo electrónico) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_9,"8. obtener información otro tipo de información / navegación en general por sitios web [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_10,"NET COMUNICACIONES [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_11,"9. realizar una llamada telefónica / videollamada por internet [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_12,"10. enviar y/o recibir correos electrónicos [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_13,"11. utilizar redes sociales (facebook, twitter, linked-in, etc.) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_14,"12. chatear por whatsapp [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_15,"13. crear y subir contenidos a la web / a redes sociales [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_16,"14. crear y subir contenidos propios en redes sociales como facebook, instagram, tik tok, twitter, youtube (fotos, información, videos) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usa",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_17,"15. compartir contenidos (noticias, memes, links) a través de las redes sociales [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_18,"16. compartir estados de ánimo y reflexiones a través de las redes sociales [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_19,"NET ACTIVIDADES RECREATIVAS [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_20,"17. jugar en línea u obtener juegos de video o para computador. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_21,"18. descargar o escuchar música en línea por servicios de streaming (como spotify) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_22,"19. descargar o leer en línea: libros en formato digital [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_23,"20. descargar o leer en línea: diarios, periódicos o revistas en formato digital. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_24,"21. ver películas, series y videos en línea (youtube, netflix, hbo, etc.) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_25,"22. ver canales de tv on line [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_26,"NET TRATAR CON ORGANISMOS DEL ESTADO (E-GOVERNMENT) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_27,"23. descargar o solicitar formularios a organismos del estado [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_28,"24. completar formularios en línea o enviar formularios completos [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_29,"25. realizar consultas, solicitudes o reclamos a organismos del estado [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_30,"26. realizar pagos en línea a organismos del estado (impuestos, compra de certificados, etc.). [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_31,"27. realizar trámites para la obtención de certificados o beneficios del estado (bonos) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_32,"28. participar y/o votar de manera electrónica por iniciativas o proyectos que son liderados por el gobierno [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_33,"NET COMERCIO ELECTRÓNICO (E-COMMERCE) Y EMPRENDIMIENTO [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_34,"29. realizar transacciones bancarias [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_35,"30. realzar compras de productos o servicios [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_36,"31. realizar pagos en línea de servicios básicos (agua, luz, telefonía, etc.) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_37,"32. vender bienes o servicios en forma ocasional (a través de sitios de subastas, por ejemplo) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_38,"NET ACTIVIDAD LABORAL [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_39,"33. vender bienes o servicios de una empresa o negocio propio (a través de un sitio web de la empresa o sitio de subastas, por ejemplo). [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha us",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_40,"34. elaborar y mantener un sitio web para una empresa o negocio propio. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_41,"35. comprar bienes, servicios o insumos para una empresa o negocio propio. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_42,"36. contactar nuevos clientes y proveedores para una empresa o negocio propio. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_43,"37. trabajar remotamente desde la casa u otro lugar (teletrabajo) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_44,"NET OTRAS ACTIVIDADES [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_45,"38. postular en línea a trabajos (enviar currículum) [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_46,"39. realizar estudios, cursos o capacitación en línea (e-learning). [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_47,"40. crear páginas web [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q21_48,"41. obtener software, parches o actualizaciones de programas. [Q21.- En los últimos 3 meses, pensando en su uso personal o particular: ¿para cuál o cuáles de estas actividades ha usado internet?]",float64,4731,2,5.38,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q23,"Q23.  ¿el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o de su empresa?",float64,4731,2,5.38,True,"{""1.0"": ""SÍ"", ""2.0"": ""NO""}",False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24,Q24.- ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad laboral o la de su empresa?,str,5000,3164,0.0,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_1,"NET OPTIMIZAR EL TRABAJO [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_2,"Para encontrar técnicas para perfeccionar su trabajo [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_3,"Encontramos clientes [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_4,"Es parte de su trabajo [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_5,"En conocimientos relacionados con su trabajo [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_6,"Sirve /facilita su trabajo [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_7,"NET CAPACITACIÓN [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_8,"Para capacitarme de manera personal [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_9,"Buscar/hacer  cursos [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_10,"Para aprender [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_11,"Cultura [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,1,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_12,"NET OPCIONES LABORALES [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
2025_XII_bbddsubtel2025_031225,2025,XII,Q24_CODIF_13,"Buscar opciones de trabajo [Q24. ¿En qué aspectos el acceso a Internet ha facilitado o potenciado su actividad académica, laboral o la de su empresa?]",float64,3355,2,32.9,False,{},False,False,https://www.subtel.gob.cl/wp-content/uploads/2026/02/BBDDSubtel2025_031225.sav_.zip
