dataset_id,reference_year,survey_wave,variable,variable_label,category_code,category_label,n_unweighted,pct_unweighted,weighted_n,pct_weighted,weight_variable,cell_rule
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_33,"Sacar carnet de identidad [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1226,99.83713,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_34,"NET ACCEDER A INTITUCIÓNES GUBERNAMENTALES [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1166,94.95114,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_34,"NET ACCEDER A INTITUCIÓNES GUBERNAMENTALES [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,62,5.04886,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_35,"Acceder a entidades gubernamentales [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1197,97.47557,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_35,"Acceder a entidades gubernamentales [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,31,2.52443,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_36,"Accedera registro civil [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1227,99.91857,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_37,"Acceder a poder judicial [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1208,98.37134,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_39,"Acceso al sii [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1215,98.94137,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_40,"NET POSTULACIONES [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,969,78.90879,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_40,"NET POSTULACIONES [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,259,21.09121,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_41,"Postulaciones a beneficios del estado [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,997,81.18893,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_41,"Postulaciones a beneficios del estado [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,231,18.81107,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_42,"Postulación mas rápido [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1218,99.18567,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_43,"Postulaciones a becas [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1208,98.37134,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_44,"Postular a cursos municipales [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1227,99.91857,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_45,"Postulacion a subsidios [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1207,98.2899,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_49,"NET OTROS [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1151,93.72964,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_49,"NET OTROS [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,77,6.27036,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_50,"Ayuda a todo [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1199,97.63844,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_51,"A entretenerse [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1212,98.69707,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_52,"Otra razón [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1196,97.39414,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_52,"Otra razón [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",1.0,1.0,32,2.60586,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_53,"No sabe [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1225,99.7557,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q26_CODIF_54,"Nada [Q26.- ¿En qué aspectos el acceso a Internet ha mejorado sus condiciones de vida, el ejercicio de derecho o el acceso a beneficios estatales (gobierno central, municipal, judicial, etc.)?]",0.0,0.0,1216,99.0228,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",1.0,En la última semana,1130,23.88501,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",2.0,Entre 2 y 3 semanas,474,10.01902,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",7.0,Nunca he comprado u ordenado bienes o servicios por internet,1885,39.84358,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",3.0,En el último mes,538,11.3718,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",5.0,Entre 3 meses y un año,193,4.07948,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",4.0,Entre 1 y 3 meses,278,5.87614,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q27,"Q27.- ¿Cuándo realizó la última compra u orden de bienes o servicios, para su uso personal, a través de Internet?",6.0,Más de un año,233,4.92496,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_1,"1.- Cursos de capacitación / carreras / postgrado, presenciales o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2361,90.35591,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_1,"1.- Cursos de capacitación / carreras / postgrado, presenciales o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,252,9.64409,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_2,"2.- Libros, revistas, periódicos distribuidos en forma física o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2360,90.31764,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_2,"2.- Libros, revistas, periódicos distribuidos en forma física o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,253,9.68236,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_3,"3.- Servicios de streaming de películas, series o música (Netflix, HBO, Spotify) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,1951,74.66514,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_3,"3.- Servicios de streaming de películas, series o música (Netflix, HBO, Spotify) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,662,25.33486,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_4,"4.- Ropa, zapatillas, artículos deportivos y accesorios [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,1230,47.07233,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_4,"4.- Ropa, zapatillas, artículos deportivos y accesorios [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,1383,52.92767,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_5,"5.- Vehículos motorizados (auto, camioneta, furgón, bus, moto, etc.). [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2481,94.94834,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_5,"5.- Vehículos motorizados (auto, camioneta, furgón, bus, moto, etc.). [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,132,5.05166,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_6,"6.- Productos y artículos de limpieza para el hogar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2158,82.58706,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_6,"6.- Productos y artículos de limpieza para el hogar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,455,17.41294,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_7,"7.- Productos de belleza, higiene y cuidado personal. [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2050,78.45388,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_7,"7.- Productos de belleza, higiene y cuidado personal. [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,563,21.54612,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_8,"8.- Medicamentos y productos farmacéuticos [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2215,84.76847,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_8,"8.- Medicamentos y productos farmacéuticos [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,398,15.23153,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_9,"9.- Equipos de audio y tv, electrodomésticos, [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2284,87.40911,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_9,"9.- Equipos de audio y tv, electrodomésticos, [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,329,12.59089,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_10,"10.- Muebles, decoración y artículos para el hogar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2259,86.45235,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_10,"10.- Muebles, decoración y artículos para el hogar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,354,13.54765,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_11,"11.- Equipos de computación, telecomunicaciones y accesorios (notebooks, smartphones, tablets) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2397,91.73364,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_11,"11.- Equipos de computación, telecomunicaciones y accesorios (notebooks, smartphones, tablets) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,216,8.26636,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_12,"12.- Juegos de video o de computadora, distribuidos en forma física o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2365,90.50899,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_12,"12.- Juegos de video o de computadora, distribuidos en forma física o por internet [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,248,9.49101,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_13,"13.- Productos financieros (acciones, seguros, otros) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2448,93.68542,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_13,"13.- Productos financieros (acciones, seguros, otros) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,165,6.31458,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_14,"14.- Servicios de telecomunicaciones y tecnología de información (suscripción/renovación de acceso a int [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2364,90.47072,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_14,"14.- Servicios de telecomunicaciones y tecnología de información (suscripción/renovación de acceso a int [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,249,9.52928,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_15,"15.- Artículos para el arreglo del hogar (herramientas, materiales, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2254,86.261,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_15,"15.- Artículos para el arreglo del hogar (herramientas, materiales, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,359,13.739,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_16,"16.- Tickets/reservas para eventos de entretención (cine, deporte, teatro, conciertos, fiestas, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2362,90.39418,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_16,"16.- Tickets/reservas para eventos de entretención (cine, deporte, teatro, conciertos, fiestas, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,251,9.60582,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_17,"17.- Productos de viaje (tickets de avión, hospedaje, alquiler de vehículo, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2430,92.99656,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_17,"17.- Productos de viaje (tickets de avión, hospedaje, alquiler de vehículo, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,183,7.00344,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_18,"18.- Alimentos, bebidas y productos de despensa (compra de supermercado) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,426,16.3031,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_18,"18.- Alimentos, bebidas y productos de despensa (compra de supermercado) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2187,83.6969,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_19,"19.- Servicios de transporte urbano (Uber, Didi, Cabify, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2266,86.72024,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_19,"19.- Servicios de transporte urbano (Uber, Didi, Cabify, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,347,13.27976,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_20,"20.- Servicios de entrega de comida a domicilio o para retirar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2252,86.18446,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_20,"20.- Servicios de entrega de comida a domicilio o para retirar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,361,13.81554,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_21,"21.- Atención de salud (pagar consultas presencial o telemedicina, bonos, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2386,91.31267,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_21,"21.- Atención de salud (pagar consultas presencial o telemedicina, bonos, etc.) [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,227,8.68733,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_22,"Otro [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2539,97.16801,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_22,"Otro [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",1.0,1.0,74,2.83199,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_23,"Otro [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2601,99.54076,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_24,"Nada [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2601,99.54076,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_25,"No recuerda [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2605,99.69384,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_26,"Artículos /accesorios musicales [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2612,99.96173,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_27,"Productos de bebé [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2612,99.96173,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_28,"Alimentos /accesorios para mascotas [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2608,99.80865,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_29,"Pagos de servicios básicos [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2606,99.73211,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_30,"Pago de cuentas [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2608,99.80865,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_31,"Productos de vehículo [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2587,99.00498,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_32,"Artículos de manualidades [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2605,99.69384,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_33,"Juguetes /peluches [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2608,99.80865,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_34,"Certificados en linea [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2612,99.96173,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_35,"Articulos de librería /bazar [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2612,99.96173,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q28_36,"Escolares [Q28.- En los últimos 12 meses, ¿qué tipo de bienes o servicios compró u ordenó por Internet para su uso personal? ]",0.0,0.0,2611,99.92346,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_1,"Q30_1 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Deberían existir regulaciones legales que controlen el acceso a los diferentes contenidos",1.0,Sí,3825,80.84971,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_1,"Q30_1 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Deberían existir regulaciones legales que controlen el acceso a los diferentes contenidos",2.0,No,780,16.487,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_1,"Q30_1 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Deberían existir regulaciones legales que controlen el acceso a los diferentes contenidos",99.0,Ns / Nr,126,2.66328,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_2,"Q30_2 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Las familias deberían controlar lo que ven los integrantes del hogar",1.0,Sí,3989,84.31621,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_2,"Q30_2 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Las familias deberían controlar lo que ven los integrantes del hogar",2.0,No,666,14.07736,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_2,"Q30_2 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Las familias deberían controlar lo que ven los integrantes del hogar",99.0,Ns / Nr,76,1.60643,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_3,"Q30_3 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Cada uno debería ser capaz de fijarse sus propios límites",2.0,No,260,5.49567,,,,published only when unweighted n >= 30
2025_XII_bbddsubtel2025_031225,2025,XII,Q30_3,"Q30_3 .- Sobre los contenidos y la regulación en internet, ¿usted cree que : Cada uno debería ser capaz de fijarse sus propios límites",1.0,Sí,4437,93.78567,,,,published only when unweighted n >= 30
